#code,score
1ps3_161,-21.65902802380669
1ps3_251,-21.65902802380669
1ps3_350,-21.65902802380669
1ps3_408,-21.65902802380669
1ps3_414,-21.65902802380669
1ps3_424,-21.65902802380669
1ps3_437,-21.65902802380669
1ps3_438,-21.65902802380669
1ps3_449,-21.65902802380669
1ps3_468,-21.65902802380669
1ps3_474,-21.65902802380669
1ps3_500,-21.65902802380669
1ps3_510,-21.65902802380669
1ps3_518,-21.65902802380669
1ps3_548,-21.65902802380669
1ps3_551,-21.65902802380669
1ps3_596,-21.65902802380669
1ps3_600,-21.65902802380669
1ps3_607,-21.65902802380669
1ps3_612,-21.65902802380669
1ps3_627,-21.65902802380669
1ps3_635,-21.65902802380669
1ps3_641,-21.65902802380669
1ps3_662,-21.65902802380669
1ps3_664,-21.65902802380669
1ps3_684,-21.65902802380669
1ps3_696,-21.65902802380669
1ps3_707,-21.65902802380669
1ps3_730,-21.65902802380669
1ps3_734,-21.65902802380669
1ps3_736,-21.65902802380669
1ps3_739,-21.65902802380669
1ps3_744,-21.65902802380669
1ps3_748,-21.65902802380669
1ps3_753,-21.65902802380669
1ps3_760,-21.65902802380669
1ps3_764,-21.65902802380669
1ps3_767,-21.65902802380669
1ps3_771,-21.65902802380669
1ps3_778,-21.65902802380669
1ps3_782,-21.65902802380669
1ps3_783,-21.65902802380669
1ps3_785,-21.65902802380669
1ps3_786,-21.65902802380669
1ps3_790,-21.65902802380669
1ps3_793,-21.65902802380669
1ps3_854,-21.65902802380669
1ps3_886,-21.65902802380669
1ps3_896,-21.65902802380669
1ps3_943,-21.65902802380669
1ps3_968,-21.65902802380669
1ps3_985,-21.65902802380669
1ps3_994,-21.65902802380669
