#code,score
3nw9_105,6.192460833852649
3nw9_123,6.192460833852649
3nw9_124,6.192460833852649
3nw9_134,6.192460833852649
3nw9_140,6.192460833852649
3nw9_142,6.192460833852649
3nw9_149,6.192460833852649
3nw9_151,6.192460833852649
3nw9_153,6.192460833852649
3nw9_159,6.192460833852649
3nw9_162,6.192460833852649
3nw9_163,6.192460833852649
3nw9_166,6.192460833852649
3nw9_172,6.192460833852649
3nw9_176,6.192460833852649
3nw9_183,6.192460833852649
3nw9_190,6.192460833852649
3nw9_20,6.192460833852649
3nw9_204,6.192460833852649
3nw9_210,6.192460833852649
3nw9_212,6.192460833852649
3nw9_239,6.192460833852649
3nw9_240,6.192460833852649
3nw9_26,6.192460833852649
3nw9_263,6.192460833852649
3nw9_264,6.192460833852649
3nw9_315,6.192460833852649
3nw9_329,6.192460833852649
3nw9_348,6.192460833852649
3nw9_355,6.192460833852649
3nw9_398,6.192460833852649
3nw9_399,6.192460833852649
3nw9_401,6.192460833852649
3nw9_406,6.192460833852649
3nw9_409,6.192460833852649
3nw9_414,6.192460833852649
3nw9_423,6.192460833852649
3nw9_427,6.192460833852649
3nw9_433,6.192460833852649
3nw9_435,6.192460833852649
3nw9_437,6.192460833852649
3nw9_438,6.192460833852649
3nw9_441,6.192460833852649
3nw9_444,6.192460833852649
3nw9_446,6.192460833852649
3nw9_455,6.192460833852649
3nw9_466,6.192460833852649
3nw9_471,6.192460833852649
3nw9_473,6.192460833852649
3nw9_479,6.192460833852649
3nw9_491,6.192460833852649
3nw9_497,6.192460833852649
3nw9_506,6.192460833852649
3nw9_511,6.192460833852649
3nw9_518,6.192460833852649
3nw9_534,6.192460833852649
3nw9_538,6.192460833852649
3nw9_541,6.192460833852649
3nw9_545,6.192460833852649
3nw9_551,6.192460833852649
3nw9_583,6.192460833852649
3nw9_593,6.192460833852649
3nw9_594,6.192460833852649
3nw9_596,6.192460833852649
3nw9_598,6.192460833852649
3nw9_599,6.192460833852649
3nw9_607,6.192460833852649
3nw9_609,6.192460833852649
3nw9_613,6.192460833852649
3nw9_614,6.192460833852649
3nw9_621,6.192460833852649
3nw9_629,6.192460833852649
3nw9_640,6.192460833852649
3nw9_641,6.192460833852649
3nw9_651,6.192460833852649
3nw9_653,6.192460833852649
3nw9_656,6.192460833852649
3nw9_657,6.192460833852649
3nw9_671,6.192460833852649
3nw9_685,6.192460833852649
3nw9_688,6.192460833852649
3nw9_70,6.192460833852649
3nw9_700,6.192460833852649
3nw9_710,6.192460833852649
3nw9_715,6.192460833852649
3nw9_734,6.192460833852649
3nw9_739,6.192460833852649
3nw9_749,6.192460833852649
3nw9_755,6.192460833852649
3nw9_757,6.192460833852649
3nw9_76,6.192460833852649
3nw9_766,6.192460833852649
3nw9_785,6.192460833852649
3nw9_786,6.192460833852649
3nw9_833,6.192460833852649
3nw9_945,6.192460833852649
3nw9_951,6.192460833852649
3nw9_964,6.192460833852649
3nw9_975,6.192460833852649
3nw9_988,6.192460833852649
