#code,score
5dwr_144,270.64029891129053
5dwr_148,261.84149822246746
5dwr_157,268.86158061367365
5dwr_162,251.54843262797377
5dwr_166,250.3370982283958
5dwr_193,240.66594553708413
5dwr_200,257.06772393334035
5dwr_215,273.1382667297508
5dwr_286,275.49603413367765
5dwr_289,253.64888207096735
5dwr_297,265.7680321466431
5dwr_312,179.82636688188987
5dwr_382,254.72241618039274
5dwr_401,313.06868356324014
5dwr_404,275.2302834798761
5dwr_411,262.07591080049366
5dwr_412,166.6961492727192
5dwr_419,293.6277560324513
5dwr_425,212.99383149440484
5dwr_431,243.59089001109263
5dwr_441,166.50820919609245
5dwr_442,224.9116997708152
5dwr_451,239.6150749156729
5dwr_461,90.81217416542059
5dwr_466,208.65177419682217
5dwr_467,304.16820238923384
5dwr_475,245.48705857197186
5dwr_480,208.85672119040257
5dwr_484,200.8275494340863
5dwr_489,228.97962948409705
5dwr_490,248.3863071084212
5dwr_497,212.69749717792718
5dwr_498,201.0118904108838
5dwr_504,262.18670192116633
5dwr_508,188.65088208764487
5dwr_518,154.2425972576123
5dwr_521,222.04323182136417
5dwr_527,230.75049815267812
5dwr_534,169.1817670442055
5dwr_542,219.67689939889448
5dwr_559,221.97818257091757
5dwr_560,275.80124190496196
5dwr_568,186.77914580772534
5dwr_574,206.34935032400776
5dwr_584,253.1394470375994
5dwr_588,144.76309352929331
5dwr_598,200.36087831201735
5dwr_604,140.93247975200316
5dwr_610,206.07311867611142
5dwr_612,235.8724242386315
5dwr_614,291.6897965962809
5dwr_626,168.9361348603547
5dwr_628,235.1571115919937
5dwr_633,232.38367054308353
5dwr_635,166.46044283820393
5dwr_636,223.65300813093424
5dwr_637,170.4952521918574
5dwr_638,175.07384784168394
5dwr_640,228.82320591453546
5dwr_642,137.7048066194715
5dwr_649,129.60013129295052
5dwr_654,224.67742524480806
5dwr_663,174.69022742536302
5dwr_666,197.17439977943647
5dwr_669,154.67497074224494
5dwr_671,223.08537486136996
5dwr_675,257.50801428347165
5dwr_676,161.72632683145076
5dwr_677,187.8640317894303
5dwr_680,229.47785293136351
5dwr_686,238.21597463248673
5dwr_691,174.73596844651738
5dwr_693,183.68238216645435
5dwr_695,197.19007275033206
5dwr_697,221.48345456005902
5dwr_699,257.4380204463155
5dwr_702,278.6004373788556
5dwr_710,245.18192347801184
5dwr_711,207.06441812107724
5dwr_720,144.8017223240037
5dwr_745,296.37787356552747
5dwr_76,230.75586035132815
5dwr_875,176.4354634176378
5dwr_96,264.1604516938252
