PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA, ENV_HBA_OCC_SUM, ENV_HBA_OCC_MAX, ENV_HBD_OCC_SUM, ENV_HBD_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_SCORE_SUM, HBD_HBA_SCORE_MAX, HBA_HBD_SCORE_SUM, HBA_HBD_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
1v2h, 2.0, 0.0, 1.0, 2.0, 6.0, 3.0, 0.0, 0.0, 11.0, 0.0, 0.563424180962, -1.0250811769383004, 99.02000000000001, 6.611561591567263, 4.8975016038747174, 1.2366365911226114, 1.236083180517508, 0.3186638133410769, 0.2926622766188308, 0.0, 0.0, 2.6757687680901006, 0.28310882992213615, 0.6368881888450212, 0.6368881861082953, 3.7836714808075094, 3.6464883985188496, 0.9871641349483786, 0.9871625934261998, 0.0, 0.0, -0.17769127520938294, 0.4930089731283745, -80.072508907714, 44.54651201397836
3ipx, 1.0, 0.0, 0.0, 2.0, 5.0, 6.0, 0.0, 0.0, 17.0, 2.0, 0.527140850126, -2.73401006348176, 109.99, 10.863634266599744, 8.073349368049989, 1.5326914460008134, 1.5326914285234807, 0.2799252812585843, 0.16462716056434135, 0.0, 0.0, 3.098371394014646, 0.3350929971027501, 0.0, 0.0, 5.861838125247553, 2.9788413447198177, 0.1234429791187599, 0.11889907475095707, 0.0, 0.0, 0.9886374354512696, 0.09759772596557431, -132.37947921828334, 68.3450834183458
3g2w, 1.0, 4.0, 0.0, 17.0, 12.0, 18.0, 0.0, 0.0, 72.0, 36.0, 8.817135493329001, 1.8652647581484014, 466.48999999999984, 13.470704974587909, 11.860744413461784, 2.3261709233136685, 2.152389589667382, 0.0, 0.0, 0.0, 0.0, 14.42031784631758, 2.994227567200469, 0.0, 0.0, 2.6554232217677716, 2.608970845748839, 1.831570108153831, 1.71989447567833, 0.0, 0.0, -1.4748976039981592, -0.21829070741771597, -226.22062023719363, 123.53773542934297
1sa4, 0.0, 2.0, 0.0, 15.0, 0.0, 5.0, 0.0, 0.0, 24.0, 11.0, 5.0890410638364, 2.5939971389710004, 141.39999999999998, 12.252438340124685, 9.460288450496998, 1.1543053333299735, 0.9029049987919683, 0.0, 0.0, 0.0, 0.0, 17.520332050228372, 1.7569661245328423, 0.0, 0.0, 0.0, 0.0, 3.880661984708631, 3.5611664894226855, 0.0, 0.0, -3.7146082199144552, -0.9880593200221885, -168.99635124036107, 80.93609481092619
2f2c, 0.0, 0.0, 3.0, 12.0, 5.0, 5.0, 1.0, 0.0, 28.0, 7.0, 5.136237724359001, 3.0603647102839004, 113.91, 10.046475860863703, 8.000428020347195, 0.005409329815886041, 0.0050837150395836896, 0.0, 0.0, 4.1033171655847346e-11, 4.1033171655847346e-11, 14.002730108074966, 3.1303184591593736, 0.0006270645873198228, 0.0006270645873198228, 3.7838486577050108, 2.8961448485688575, 0.5930718884632526, 0.5930718884632298, 2.5520614501525754, 0.9999874661179495, -0.38089868585659764, -0.025184979017077922, -171.92932649358943, 85.46002652242599
2r6y, 1.0, 0.0, 4.0, 19.0, 3.0, 4.0, 0.0, 0.0, 33.0, 7.0, 6.003604725713998, 5.162048280401498, 99.44000000000001, 11.735143883776493, 9.79512515842693, 1.7309344638517945, 1.7309344593091058, 0.21061772204874438, 0.1634297268261404, 5.447819351498123e-06, 5.447819351498123e-06, 36.34283600882803, 4.257296837536759, 2.001099436644761, 2.0010994153776815, 3.4883346030807902, 2.7691274038004434, 0.7920520638255809, 0.7920520128513383, 0.0, 0.0, -0.22365654050143008, -0.27066903408001325, -258.5400541790074, 116.4547355543499
1zky, 0.0, 0.0, 1.0, 9.0, 2.0, 3.0, 0.0, 0.0, 21.0, 2.0, 3.865548004639, 2.4437814623256995, 49.69, 4.226356879627498, 4.1605618629188195, 0.1463562819645304, 0.14635628196069572, 0.0, 0.0, 1.7350288626185936e-07, 1.7350288626185936e-07, 25.224986009025116, 2.7411506697322143, 1.000000005206793, 1.0, 3.258038268054884, 1.8336055326537632, 1.194316698951565, 1.1943166782275028, 0.0, 0.0, -0.3462761193576505, -0.03995758452615518, -168.72918052514459, 64.983323463116
3kqs, 1.0, 0.0, 2.0, 5.0, 4.0, 1.0, 0.0, 0.0, 10.0, 0.0, 1.685859720729, 1.2118557552408, 55.95, 3.591358963925944, 3.0695596058492494, 0.18515084014274324, 0.18514813238132194, 1.0459876115055486, 0.8948748828553876, 3.0059450794286793, 1.9997377715073097, 8.76597718368899, 0.7718932753727247, 1.386156091219086, 1.3631384897370975, 2.531903224907009, 2.2434236631947115, 0.001862928891596746, 0.0018629076814867145, 0.0, 0.0, 0.2033088693531228, 0.10391061577299478, -81.81958008647027, 37.447683811861204
2fxu, 0.0, 0.0, 0.0, 20.0, 4.0, 8.0, 0.0, 0.0, 50.0, 18.0, 7.9669787436950035, 4.3551710602007985, 143.42000000000002, 9.639722072390743, 8.603859019858929, 1.1188211753065505, 1.1188200996335498, 0.0, 0.0, 0.0, 0.0, 24.472860340579306, 4.733480603496698, 0.0, 0.0, 0.8643361658077412, 0.8550883548754759, 2.977131725177232, 2.9771317237046797, 0.0, 0.0, -0.430056944805674, -0.12134707362086757, -296.09376131942645, 142.46054259814272
3gcu, 0.0, 0.0, 5.0, 21.0, 5.0, 5.0, 0.0, 0.0, 38.0, 6.0, 7.353533266825998, 4.7002286791496015, 122.78, 11.69105681920262, 9.657806910400462, 0.1083131038188804, 0.10797474192999855, 0.0, 0.0, 1.1743783145085918, 1.1743783144120274, 30.93846228584389, 4.8228340732465105, 1.0000036058582904, 1.0000036058582904, 2.864594943267672, 2.724592006230108, 1.6995634691728216, 1.6995634679394798, 0.0, 0.0, 0.04949313334840132, -0.12745922741934285, -288.5333062568357, 133.17128031986323
2fwz, 1.0, 0.0, 3.0, 13.0, 4.0, 6.0, 1.0, 0.0, 28.0, 7.0, 5.270335101013, 3.0002230453515994, 129.99, 2.4585221662166576, 2.456449904374027, 0.0665847690673292, 0.06658463577221993, 0.0, 0.0, 3.20632112590693e-14, 3.20632112590693e-14, 21.40781416586445, 3.547655825148494, 1.025927919789705, 1.0000854824821215, 1.0112164816993576, 0.9998765701185401, 0.18671249568918635, 0.18671249076009638, 0.008206497244690287, 0.008000779513612187, 0.38088348842700387, -0.02422955065408893, -165.67521728441744, 77.33097552833352
1lxh, 3.0, 2.0, 9.0, 50.0, 37.0, 35.0, 0.0, 0.0, 166.0, 62.0, 16.71924163635, 1.4401895435153012, 937.91, 10.306754272204536, 10.300568597092957, 1.509863563139341, 1.5098634977936753, 0.0, 0.0, 2.0004542782536574, 2.0004542766976123, 12.941622175974608, 3.742275970202558, 2.810405474756913e-16, 2.810405474756913e-16, 2.977269969220234, 2.788626579516465, 0.8806825562054467, 0.8806691707806937, 0.0, 0.0, -0.4046713541984288, -0.17900056266844724, -304.73849872888263, 233.42163173262188
1u33, 0.0, 0.0, 0.0, 1.0, 11.0, 17.0, 0.0, 0.0, 36.0, 8.0, 1.00576102608, -7.1564671637729, 272.8399999999999, 11.64359600369988, 9.165888258647367, 0.3548339498697724, 0.3540186774411502, 0.0, 0.0, 0.0, 0.0, 2.8841517034385773, 0.7132087256057462, 0.0, 0.0, 11.491627575117075, 6.645982340398187, 1.7770660813437849, 1.7417456718672248, 0.0, 0.0, -0.6051072536358257, 0.08713396061425273, -213.40005796930717, 117.92972133101263
3gvb, 0.0, 1.0, 1.0, 4.0, 1.0, 4.0, 0.0, 0.0, 16.0, 2.0, 1.275946852272, 0.1124476164783999, 80.66999999999999, 10.823892552228626, 6.736328733574173, 2.1582623447659692, 1.8596628317633461, 0.0, 0.0, 0.006131865606326311, 0.006131865601758647, 3.5752721330701136, 0.7519115881328431, 0.26703265723949154, 0.2670326571839583, 0.13593704982644775, 0.09879946557672475, 1.9526725625765653, 1.4795614515172506, 0.0, 0.0, -0.385643594592577, -0.08831158699561319, -119.32108266261109, 64.41031781563902
1gz3, 0.0, 3.0, 2.0, 5.0, 4.0, 14.0, 0.0, 0.0, 31.0, 8.0, 1.5671301853679998, -4.5888978587347005, 319.8799999999999, 8.78963727720548, 8.37539546144887, 0.13099160066774596, 0.13092353525535463, 0.0, 0.0, 0.00015515566874896202, 0.00015515566874896202, 4.178787105338604, 0.8734957836900918, 1.43770892959058e-07, 1.4366677763585728e-07, 3.322022825180566e-05, 3.321139436067362e-05, 3.705857323276166, 3.6230991870008626, 0.0, 0.0, -2.104132776272775, -0.3944604008632554, -167.2523197868172, 79.41861740010108
2f0z, 1.0, 1.0, 0.0, 3.0, 9.0, 9.0, 0.0, 0.0, 23.0, 7.0, 0.7052412182259999, -3.3148223830208003, 208.78, 15.1653727615186, 8.397370830633562, 1.4119842004996028, 0.7539898087743055, 0.15721742942761457, 0.15721742942746839, 0.0, 0.0, 2.348177528112834, 0.5001028675906346, 0.0, 0.0, 5.984129924968668, 3.9760927039331477, 4.420835083538947, 2.625486288689459, 0.0, 0.0, -0.47836422472355644, -0.4623979772501836, -136.55231953068136, 74.87155404350824
1k4h, 0.0, 0.0, 1.0, 9.0, 5.0, 3.0, 0.0, 0.0, 18.0, 4.0, 2.862809133627, 0.7259836962080002, 118.8, 6.611277406064867, 5.077240948370565, 0.4709109592944765, 0.4709036662822102, 0.0, 0.0, 0.0, 0.0, 10.436348249373482, 1.7551156858985801, 0.9999926677290564, 0.9999926677217893, 3.7346930994469303, 2.499685329623211, 1.426841474654511, 0.9374109036486308, 0.0, 0.0, 0.2701105518756575, -0.08214524063760348, -124.10902146670104, 52.47733216066945
3d52, 0.0, 0.0, 1.0, 9.0, 6.0, 7.0, 1.0, 0.0, 23.0, 4.0, 3.87462878118, 0.20102492776030015, 143.64000000000001, 13.80351368839457, 10.12125171187843, 0.2811489865840862, 0.28114897183814974, 0.0, 0.0, 1.1889960282366505e-14, 1.0247651561265083e-14, 6.5696502131327765, 1.955504937684653, 0.9886022400612839, 0.9886022391283132, 6.9887130203823356, 4.757407046453244, 0.9893116061572648, 0.9893115163318001, 5.155610318643008e-05, 5.1452308880774495e-05, 1.5019060970921272, 1.053321518631418, -139.0203033617706, 87.80592053866891
3bl7, 2.0, 0.0, 3.0, 16.0, 6.0, 3.0, 0.0, 0.0, 28.0, 5.0, 5.108396312646999, 3.2661479727011997, 92.74, 4.586704052878759, 3.76302481245185, 1.9040972413479935, 1.9040965537426426, 0.17540358711830073, 0.0689167196928469, 0.9313224229747605, 0.9103020003870996, 22.153139688313537, 2.716642362528329, 3.9893299296427034, 1.796521211269761, 4.018157390212914, 2.265427057860935, 0.10308936708163181, 0.10308936705922724, 0.0, 0.0, 0.9759209733144248, -0.04226972441500682, -195.847660627696, 99.82080012289269
3cvk, 1.0, 0.0, 1.0, 12.0, 4.0, 6.0, 0.0, 0.0, 34.0, 6.0, 4.87983198589, 0.6018782079496013, 166.43999999999997, 7.7859911298612, 6.052424428983838, 1.3235476061160618, 1.3227559580884733, 0.021798530283471187, 0.02179851348695315, 1.4952830324037137e-13, 8.737141537099712e-14, 16.658658954768683, 2.62728029189095, 1.0000001736871018, 0.9999999999987541, 1.3771489291965486, 0.9752865885132104, 1.757705444945924, 1.5929751125951783, 0.0, 0.0, 0.38451415914821274, -0.08117645089747108, -221.3843236290732, 103.1655858342472
1t29, 3.0, 2.0, 1.0, 21.0, 29.0, 24.0, 0.0, 0.0, 100.0, 47.0, 7.585877440185001, -7.014956222951804, 719.6899999999999, 19.369189842431833, 19.061180272915397, 0.4569444864439941, 0.4558927496308168, 2.7294171735247885e-09, 2.7294171735247885e-09, 0.9710665465162855, 0.9710665464757824, 11.03005414864388, 2.8935538570134764, 0.4924861069199479, 0.4924861069199479, 4.705738623095583, 4.705547254769543, 2.314631786056181, 2.314629990731894, 0.0, 0.0, -0.7935288012337538, -0.4604942933533793, -291.2338469977462, 144.06879734258564
2q8e, 0.0, 2.0, 0.0, 0.0, 1.0, 5.0, 0.0, 0.0, 10.0, 3.0, 0.0, -1.5157937141596, 109.35999999999999, 4.391919893117035, 4.304740508053265, 1.2187925071576076, 0.9374355101738753, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.405678148335344e-08, 5.3792430034872645e-08, 3.942273958440082, 3.8075342879771656, 0.0, 0.0, -1.232809038411296, -0.5345718745352508, -73.00907760908719, 42.36776622109683
3bra, 1.0, 0.0, 1.0, 5.0, 4.0, 1.0, 0.0, 0.0, 10.0, 2.0, 1.58913995575, 1.3990168242109, 47.870000000000005, 3.2161230575344724, 3.1967152115325947, 2.676300021432913e-08, 2.676297084844419e-08, 7.699078247266752e-10, 4.64142702826392e-10, 0.0, 0.0, 6.037994267653361, 1.1268963886397583, 0.02296134392612952, 0.01960451555503613, 2.008877802297278, 1.996147260406385, 1.7977292311791868e-15, 1.3145168208003768e-15, 0.0, 0.0, 0.1360391898515927, -0.11696033640224253, -49.749238660503714, 19.085625968132444
2i3z, 1.0, 0.0, 2.0, 10.0, 3.0, 5.0, 0.0, 0.0, 27.0, 4.0, 3.3198449147769997, 1.0754133857818995, 109.86999999999998, 9.034640266586537, 7.323636641078113, 0.46234486036066547, 0.46234482416414396, 0.3376508887539868, 0.17559807633284136, 0.00027390864966781825, 0.00027390864966326563, 12.787049999512377, 1.4106836655084822, 1.7359838294962056, 1.0028093094528687, 1.7823089955950076, 0.9195043437745583, 0.8229602557861867, 0.8228836986405419, 0.0, 0.0, -0.5232343171755457, -0.2620254276608486, -163.93147696535615, 84.94188584387472
1t4j, 1.0, 0.0, 5.0, 20.0, 4.0, 7.0, 2.0, 0.0, 41.0, 9.0, 7.560201757996998, 4.843412107771499, 201.91999999999996, 9.243180373433352, 8.24978266954092, 5.778645944497221e-08, 5.7643411846728046e-08, 0.8300148738562036, 0.8300148738562036, 6.393566452361288e-07, 6.393565621114507e-07, 24.517150448500768, 3.7540261528302152, 3.283333777091079, 3.275794349848518, 1.7213150132279964, 1.720023651589647, 7.64433562101963e-07, 7.644305764783261e-07, 1.047617845877402, 0.99999951352605, -0.9824352816341565, -0.1844411812070232, -216.97090101379533, 112.43680935290793
1kdm, 0.0, 0.0, 0.0, 11.0, 1.0, 2.0, 0.0, 0.0, 21.0, 0.0, 4.892593559501, 3.8085861582361997, 37.3, 3.640993457887384, 2.6292591986201503, 0.18120578440535282, 0.17886965366395435, 0.0, 0.0, 0.0, 0.0, 21.963716042117245, 3.111941040541501, 0.0, 0.0, 0.9958447839463146, 0.984594664016962, 1.6481964585797488, 1.6070180250575374, 0.0, 0.0, -0.10579700655260982, -0.12478890148920083, -193.65260780185102, 80.19946403168213
3g0g, 1.0, 0.0, 1.0, 11.0, 3.0, 4.0, 1.0, 0.0, 24.0, 4.0, 3.8557322229459996, 1.8484288749084, 87.33999999999999, 8.59042482551775, 6.907912107069598, 2.127550036394803e-05, 2.1193987776663054e-05, 0.20216702390484403, 0.07073136321619036, 2.1507015939611698e-12, 2.1507015939611698e-12, 13.153830733191608, 1.5814886759999647, 1.0953855103684957, 0.9998786874371547, 2.276452806020778, 0.9905369494736445, 0.36784552567244966, 0.3678361748144896, 1.0016360770031, 0.9998731992068821, 0.11522578946425567, -0.16451846509029094, -141.51099930556273, 67.78364258892374
1wss, 2.0, 1.0, 2.0, 16.0, 11.0, 8.0, 0.0, 0.0, 41.0, 16.0, 5.695952469666999, 1.7190454175818004, 256.1, 16.74492914394762, 11.625604250851723, 0.0456768724689966, 0.04048951461758619, 0.1114753319335321, 0.11130313493956383, 0.0020634945065685873, 0.0020634944884761093, 9.082835556219605, 2.326229802024893, 5.4094028419029545e-08, 4.9485193416301594e-08, 12.193350225367269, 5.990835395347507, 1.6327731786630604, 1.6327730850686994, 0.0, 0.0, -0.2518061159239865, -0.4342430791174929, -225.85122538723397, 114.02815577959163
1it6, 0.0, 1.0, 1.0, 22.0, 3.0, 12.0, 0.0, 0.0, 56.0, 21.0, 9.048059495768598, 4.4647188480827005, 220.42999999999995, 21.453209698059897, 16.448323037445803, 0.2256227967317335, 0.1968099113905523, 0.0, 0.0, 8.287622740663553e-05, 8.287622426270817e-05, 20.839499351301686, 4.650310896230639, 0.0, 0.0, 1.8707996099126933, 1.870786886826318, 2.4096831498634215, 2.4076349668896704, 0.0, 0.0, -3.142726989374055, -0.9312624087224153, -255.36460569900208, 130.37341610501156
1pi5, 0.0, 1.0, 2.0, 8.0, 3.0, 5.0, 0.0, 0.0, 22.0, 6.0, 2.5403064853640003, 0.21186994798919995, 137.93, 5.81987496546402, 5.411384877199659, 0.9660520501421066, 0.9565404054380263, 0.0, 0.0, 1.4468232879585772e-06, 1.4468199997140861e-06, 5.004886215463098, 1.5927692938456626, 0.0018980962916650451, 0.0018980958969222047, 3.8611599311483027, 2.4412220724900533, 2.1837024245582164, 1.9467486271491414, 0.0, 0.0, -0.7951655275538089, -0.0909325806421367, -122.70442418926622, 129.0679147177756
3c36, 1.0, 2.0, 0.0, 2.0, 2.0, 4.0, 0.0, 0.0, 15.0, 4.0, 1.418246900226, 0.3667761206276, 96.86999999999999, 8.396801347145102, 4.922332045148305, 1.419821119324788, 0.933982372132628, 0.7912165627906701, 0.7912165545712441, 0.0, 0.0, 4.064426843379961, 0.6682051079495754, 0.0, 0.0, 2.7784278518483156, 0.9999999979890797, 3.7150265187705127, 2.4636876873736027, 0.0, 0.0, -0.47583630270364136, -0.31523795283108985, -114.99033371009315, 60.93876072983901
3n5h, 0.0, 2.0, 2.0, 8.0, 1.0, 5.0, 2.0, 0.0, 18.0, 3.0, 3.1436054379400002, 2.3583380791136, 96.04999999999998, 2.1565908531138374, 2.1515620127118527, 1.1316968917527181, 1.1316966908228123, 0.0, 0.0, 1.0003683563292027, 0.9999884502650881, 15.477590477107187, 1.7587037721428482, 0.49238792109913215, 0.4512105035389111, 1.8044522988831024e-06, 1.8043917391793574e-06, 1.7254324353262547, 1.7112846139955207, 2.010140119115009, 1.9980475497976855, -0.9813377337324799, -0.39277039323580865, -111.32643011958776, 52.96906740711864
3fqs, 0.0, 0.0, 3.0, 16.0, 3.0, 9.0, 0.0, 0.0, 34.0, 7.0, 5.417454308777, 2.9443993746389996, 128.75, 7.220029793258493, 7.16768163240205, 0.48880754229555906, 0.4888075421274911, 0.0, 0.0, 1.032126921909608e-11, 1.032126921909608e-11, 17.565653910219947, 3.2542379420821215, 2.92199219109378e-08, 2.92199219109378e-08, 1.7767439931159528, 0.9933142063638426, 0.927299900714647, 0.9272999007139907, 0.0, 0.0, 0.2840119741796099, -0.04921880439393522, -169.454220734433, 83.88823199705618
2bv4, 0.0, 0.0, 0.0, 0.0, 4.0, 6.0, 0.0, 0.0, 13.0, 2.0, 0.0, -3.1226508381877, 99.38000000000001, 7.446719817082762, 5.181578137695609, 0.013168792458987028, 0.013163416927464052, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.988943259841689, 2.150359966428887, 0.8993135324383879, 0.8993135229682597, 0.0, 0.0, -1.6964718200601918, -1.6207285702629157, -78.53643605154721, 50.69538276855174
3ks9, 1.0, 2.0, 2.0, 13.0, 3.0, 4.0, 0.0, 0.0, 26.0, 5.0, 4.107065276076, 2.3099316457169996, 117.13, 15.137638687210183, 10.563987519453791, 1.6529452610993647, 1.0347467112867885, 0.02752803553259916, 0.027528031618226406, 1.285152680204047e-12, 1.1262818514641418e-12, 5.8460417559897735, 1.4035436038044602, 1.003631217546483, 1.0036312171003414, 1.8626353989419837, 0.9999999990816191, 3.8731513454896356, 2.9747852352348163, 0.0, 0.0, -0.5693892583506494, -0.3576915185937858, -136.40683101258813, 70.9402651125185
2wik, 0.0, 0.0, 0.0, 5.0, 1.0, 2.0, 0.0, 0.0, 10.0, 5.0, 1.7812003716240001, 0.3722101578804001, 48.14, 4.549957566448953, 3.6882471562285977, 1.0681518575230826, 0.8636545176371347, 0.0, 0.0, 0.0, 0.0, 6.295323229114849, 0.9360854529574847, 0.0, 0.0, 0.9999923125611796, 0.9999922069066628, 2.816097187352717, 1.0372791753240946, 0.0, 0.0, 1.7909143429310814, 15.896338906633023, -124.98179190009888, 350.4858334154241
