     code     1     2     3     4     5     6
1    4llx  3g0w  3nw9  4f3c  3u8n  3f3e  1e66
2    5c28  4f3c  3u8n  3kr8  3g0w  4rfm  2yki
3    3uuo  2p15  2zcq  5dwr  2yki  2p4y  1e66
4    3ui7  2p15  3g0w  2zcq  2p4y  1e66  4rfm
5    5c2h  2p15  3coy  3e93  2zcq  2p4y  3kr8
6    2v00  3g0w  3uex  3kr8  4f3c  3u8n  4rfm
7    3wz8  2p15  2p4y  2yki  3o9i  3coy  4gid
8    3pww  3coy  2yki  2p15  3o9i  4gid  4tmn
9    3prs  2p4y  3coy  3o9i  2yki  2zcq  2cet
10   3uri  2yki  2zcq  2p4y  4gid  3arp  3e93
11   4m0z  2yki  3g0w  2xb8  2p15  5dwr  4ivc
12   4m0y  3g0w  2yki  5dwr  4ivc  4jia  3u8n
13   3qgy  3kr8  2p15  4rfm  3myg  4ivc  2yki
14   4qd6  2p4y  2p15  2yki  3coy  2cet  4ivc
15   4rfm  3o9i  2p4y  3qqs  2p15  3arp  2fvd
16   4cr9  3u8n  3g0w  3fv1  2yki  2al5  4rfm
17   4cra  2p15  2zcq  2p4y  3e93  4ivc  3coy
18   4x6p  2yki  3coy  3qqs  2p4y  3u8n  2zcq
19   4crc  3coy  3e93  2p4y  4ivc  3o9i  2yki
20   4ty7  2p4y  4gid  3e93  2yki  4ivc  3coy
21   5aba  3uex  2p15  4twp  3o9i  4rfm  4gid
22   5a7b  2p4y  2yki  2p15  3coy  2zcq  4ivc
23   4agn  2yki  2p4y  5dwr  2zcq  3coy  3o9i
24   4agp  2yki  2p15  4gid  2p4y  3e93  2zcq
25   4agq  2p4y  2p15  3e93  2zcq  4ivc  2yki
26   3bgz  2p15  2zcq  2p4y  1e66  4ivc  2yki
27   3jya  2yki  3u8n  3fv1  1e66  4ivc  3g0w
28   2c3i  2p15  3uex  3kr8  2yki  3g0w  4rfm
29   4k18  2p15  4rfm  2p4y  1e66  2yki  5dwr
30   5dwr  2p15  3u8n  2yki  5c2h  2p4y  3qqs
31   3mss  3g0w  3uex  4gr0  2xb8  2p15  2yki
32   3k5v  2yki  2p15  3uex  4gr0  3arp  4gid
33   3pyy  3g0w  1e66  2p15  2yki  4jia  2cet
34   2v7a  3nw9  2p15  4gr0  2p4y  4rfm  4gid
35   4twp  2yki  2p15  4rfm  3uex  3arp  2zcq
36   3wtj  3g0w  2p15  4f3c  2xb8  5dwr  4rfm
37   3zdg  3g0w  4f3c  3uex  2xb8  4gr0  3kr8
38   3u8k  3u8n  3g0w  2xb8  4rfm  4gr0  1e66
39   4qac  2yki  2p4y  2p15  3uex  3e93  2zcq
40   3u8n  3g0w  3kr8  2p15  2xb8  4rfm  1e66
41   1a30  2p15  2xb8  4f3c  2p4y  3g0w  3coy
42   2qnq  2p4y  2zcq  2p15  2cet  3o9i  2x00
43   1g2k  2zcq  2p4y  3coy  3o9i  2cet  3arp
44   1eby  2p4y  3coy  3e93  3nw9  2cet  3o9i
45   3o9i  2zcq  2p4y  3coy  2cet  4gid  3e93
46   4lzs  3g0w  3u8n  4rfm  2p15  2xb8  3fv1
47   3u5j  2p15  1e66  4gid  2xb8  2zcq  4twp
48   4wiv  2p4y  2yki  2zcq  3myg  4gid  3e93
49   4ogj  2p4y  3coy  1e66  2yki  2zcq  4f3c
50   3p5o  2p4y  3coy  2yki  3arp  2zcq  4jia
51   1ps3  2xb8  3fv1  3g0w  4gr0  2p15  3e93
52   3dx1  2qbp  3f3e  4f3c  2xb8  3g0w  2cet
53   3d4z  3fv1  2xb8  3g0w  4rfm  2qbp  4f3c
