     code     1     2     3     4     5     6
1    4llx  4ty7  4rfm  1nvq  3ejr  3utu  3zso
2    5c28  4agq  4de1  3zso  4ty7  3ag9  2qbp
3    3uuo  4w9h  3gnw  4f3c  3ag9  2zcq  3zso
4    3ui7  3zso  4agq  4rfm  2qbp  3ag9  2vw5
5    5c2h  4agq  2r9w  3gnw  3nw9  4de1  3utu
6    2v00  4gr0  3nw9  2vw5  1o3f  1mq6  3zso
7    3wz8  3nw9  4agq  3p5o  4rfm  3myg  3dd0
8    3pww  4rfm  3p5o  4agq  3nw9  4de1  1mq6
9    3prs  3zso  2vw5  1u1b  3p5o  1mq6  3nw9
10   3uri  3p5o  1mq6  3zso  4rfm  4de1  3myg
11   4m0z  3zso  2vw5  2qbp  4ty7  4de1  3ag9
12   4m0y  3uex  3zso  1sqa  2qbp  1u1b  5c2h
13   3qgy  4agq  4de1  2vw5  3nw9  4w9h  1o3f
14   4qd6  3nw9  2vw5  4agq  1mq6  3zso  2qbp
15   4rfm  4agq  3nw9  4w9h  2qbp  3p5o  3uex
16   4cr9  4agq  3ebp  4w9h  4rfm  1mq6  3ejr
17   4cra  4gr0  4agq  2vw5  3ag9  3uex  2p4y
18   4x6p  2vw5  4gr0  2qbp  4rfm  4de1  3nw9
19   4crc  4agq  2vw5  3nw9  2p4y  3kr8  4de1
20   4ty7  4gr0  4agq  2yki  3nw9  3myg  2qbp
21   5aba  4agq  2qbp  3qqs  4de1  3arp  2r9w
22   5a7b  4agq  1mq6  3utu  4rfm  4de1  3qqs
23   4agn  2r9w  4agq  4gr0  4ty7  2fvd  2qbp
24   4agp  2qbp  3nw9  4gr0  3ejr  1sqa  4agq
25   4agq  3nw9  4rfm  4gr0  3utu  1u1b  3ebp
26   3bgz  3ejr  2r9w  4ty7  4gr0  3nw9  1sqa
27   3jya  3p5o  3ag9  3ejr  4rfm  4gr0  4w9h
28   2c3i  2r9w  2x00  2vw5  4de1  3gnw  4ty7
29   4k18  4rfm  2vw5  3gnw  3utu  4de1  4jia
30   5dwr  3ebp  4gr0  2qbp  2r9w  3nw9  4agq
31   3mss  3p5o  4w9h  4ty7  1o3f  2zcq  3gnw
32   3k5v  3gnw  4w9h  3ag9  4de1  3p5o  2x00
33   3pyy  3zso  2vw5  4de1  2r9w  2qbp  3ag9
34   2v7a  4agq  3nw9  2fvd  2vvn  4gr0  3ebp
35   4twp  3nw9  2qbp  3ag9  4de1  3qqs  3gnw
36   3wtj  3ge7  2qbp  4de1  3ag9  3myg  4w9h
37   3zdg  2fvd  3zso  5dwr  4de1  3ebp  4twp
38   3u8k  4ty7  4de1  2p4y  2r9w  3kr8  2vw5
39   4qac  2r9w  4agq  3ejr  2vw5  3zso  1sqa
40   3u8n  2r9w  3ge7  4agq  3ag9  4jia  3gnw
41   1a30  2r9w  5c2h  3kr8  2vw5  4agq  4rfm
42   2qnq  2vvn  4gr0  3ebp  3myg  2vw5  3ejr
43   1g2k  4rfm  3kr8  4agq  3nw9  2x00  3dd0
44   1eby  1mq6  2vw5  1u1b  3zso  4rfm  4pcs
45   3o9i  3zso  4gr0  3utu  3ag9  4rfm  4agq
46   4lzs  3zso  3qqs  3ge7  4gr0  1o3f  2x00
47   3u5j  3gnw  2r9w  4ty7  3zso  2qbp  4w9h
48   4wiv  2r9w  4rfm  2vw5  4agq  3gnw  4de1
49   4ogj  2al5  4f3c  3p5o  3ge7  4rfm  4pcs
50   3p5o  4gr0  2r9w  4agq  2vw5  4rfm  4ty7
51   1ps3  2zcq  4twp  3uex  4rfm  3kr8  4w9h
52   3dx1  2yki  3p5o  3nw9  5dwr  5c2h  2x00
53   3d4z  3arp  4twp  2yki  2vw5  4rfm  5dwr
54   3dx2  4rfm  3ag9  3uex  2yki  5dwr  3nw9
55   3ejr  3p5o  3nw9  2fvd  4rfm  3zso  2vw5
56   3l7b  3uex  3p5o  3ag9  4w9h  4twp  3myg
57   4eky  1u1b  3zso  1mq6  3kr8  3ge7  3ag9
58   3g2n  2fvd  2r9w  4w9h  4agq  3ag9  2yki
59   3syr  4twp  5c2h  4rfm  3uex  3nw9  2yki
60   3ebp  2r9w  3gnw  3arp  2qbp  1o3f  4w9h
61   2w66  3uex  4twp  2vw5  3e93  1nvq  3g0w
62   2w4x  3uex  4jia  5dwr  4rfm  1e66  5c2h
63   2wca  2vw5  3utu  3zso  2r9w  3gnw  3e93
64   2xj7  5c2h  3uex  4f3c  4twp  4rfm  4jia
65   2vvn  4rfm  4twp  2p4y  3uex  3ag9  3dd0
66   3aru  3nw9  2r9w  2fvd  4w9h  4jia  4de1
67   3arv  4de1  1o3f  4gr0  1mq6  4agq  3zso
68   3ary  4de1  3utu  1o3f  2r9w  3uri  1sqa
69   3arq  3nw9  3kr8  4rfm  4f3c  4agq  3dd0
70   3arp  4rfm  4agq  3nw9  3utu  1sqa  4gr0
71   4ih5  3ag9  4w9h  1o3f  4ty7  4de1  3myg
72   4ih7  4f3c  2r9w  4de1  4agq  1u1b  2vw5
