     code     1     2     3     4     5     6
1    4llx  1sqa  3f3e  4f3c  3g0w  3kr8  3nw9
2    5c28  4f3c  1sqa  3u8n  3kr8  3g0w  2p15
3    3uuo  1sqa  1mq6  3u8n  2x00  3g0w  1e66
4    3ui7  3u8n  3g0w  2p15  1e66  2zcq  2p4y
5    5c2h  1sqa  2p15  3coy  3qqs  3kr8  3e93
6    2v00  3kr8  3g0w  4f3c  3uex  3u8n  3fv1
7    3wz8  1sqa  2p15  2p4y  2yki  4gid  4ivc
8    3pww  1sqa  3u8n  3coy  2yki  4gid  3o9i
9    3prs  1sqa  2p4y  3coy  2zcq  3o9i  2yki
10   3uri  4gid  3coy  3fv1  3kr8  1sqa  3f3e
11   4m0z  1sqa  2yki  2xb8  3g0w  4ivc  3kr8
12   4m0y  1sqa  3g0w  3u8n  4ivc  2yki  5dwr
13   3qgy  3kr8  4rfm  4ivc  2p15  3myg  2xb8
14   4qd6  1sqa  2p4y  2yki  3coy  2cet  2p15
15   4rfm  1sqa  3o9i  3qqs  2p4y  2zcq  1e66
16   4cr9  3u8n  3fv1  3g0w  2al5  2yki  3kr8
17   4cra  1sqa  2p15  4ivc  2p4y  2zcq  3coy
18   4x6p  1sqa  2yki  3coy  3qqs  4ivc  2p4y
19   4crc  1sqa  3coy  3e93  2p4y  4ivc  1e66
20   4ty7  1sqa  1o3f  3g0w  2p4y  3e93  2yki
21   5aba  1o3f  2x00  1sqa  3u8n  3ge7  2cet
22   5a7b  2qbp  2zcq  4tmn  3u8n  4pcs  3coy
23   4agn  1sqa  3u8n  1mq6  2x00  2yki  2p4y
24   4agp  1sqa  3g0w  1o3f  1mq6  2yki  4gid
25   4agq  1sqa  3g0w  3u8n  2p4y  3e93  2zcq
26   3bgz  1sqa  2p15  2zcq  1e66  2p4y  4ivc
27   3jya  3fv1  2yki  3u8n  1e66  4ivc  3g0w
28   2c3i  1sqa  2p15  3kr8  4f3c  3uex  1e66
29   4k18  3fv1  3kr8  4de1  1u1b  3f3e  3arp
30   5dwr  1sqa  2p4y  1o3f  1mq6  2x00  4ty7
31   3mss  3u8n  1sqa  2x00  2p4y  3g0w  4gr0
32   3k5v  1sqa  4gr0  2p15  2yki  3uex  4gid
33   3pyy  1e66  3g0w  2p15  2cet  2yki  4ivc
34   2v7a  1sqa  3f3e  1mq6  4gr0  4gid  2p4y
35   4twp  1sqa  2yki  2p15  4rfm  4gid  3uex
36   3wtj  3fv1  4gid  4de1  3f3e  2xb8  2qbp
37   3zdg  1sqa  3g0w  1mq6  4f3c  2xb8  4gr0
38   3u8k  1sqa  1mq6  2x00  3g0w  3u8n  2xb8
39   4qac  2yki  4gr0  2p4y  2p15  3e93  3coy
40   3u8n  3g0w  2p4y  1mq6  1u1b  2x00  3kr8
41   1a30  1sqa  3g0w  1mq6  3u8n  2p15  2xb8
42   2qnq  3u8n  2p4y  1sqa  2zcq  2cet  2x00
43   1g2k  1sqa  2zcq  3coy  2p4y  2cet  3o9i
44   1eby  1sqa  2p4y  3coy  3e93  3nw9  2cet
45   3o9i  1sqa  2zcq  2p4y  3coy  3e93  2cet
46   4lzs  3g0w  3fv1  3u8n  4gr0  3kr8  2p15
47   3u5j  1sqa  3kr8  4de1  2x00  1e66  2p15
48   4wiv  1sqa  2yki  2p4y  2r9w  4gid  2zcq
49   4ogj  1sqa  1mq6  3u8n  3g0w  2p4y  1e66
50   3p5o  1sqa  4de1  3kr8  3coy  2p4y  3arp
51   1ps3  4gr0  3fv1  2xb8  3g0w  4f3c  3e93
52   3dx1  3u8n  1mq6  1sqa  3f3e  4f3c  2vvn
53   3d4z  1sqa  3fv1  4gr0  4f3c  2xb8  3utu
54   3dx2  3u8n  1mq6  2x00  1sqa  1o3f  3g0w
55   3ejr  1sqa  3arp  4gid  2p15  3coy  2xb8
