     code     1     2     3     4     5     6
1    4llx  2vw5  4w9h  3zso  3ebp  3qqs  3coy
2    5c28  4w9h  2p4y  3zso  3ebp  3qqs  3coy
3    3uuo  4de1  2zcq  4rfm  4w9h  1e66  3qqs
4    3ui7  3myg  5dwr  3qqs  3fv1  4rfm  2r9w
5    5c2h  4twp  3coy  1o3f  3p5o  3uri  4ivc
6    2v00  2qbp  4de1  4w9h  3zso  3ebp  1e66
7    3wz8  3ebp  3ag9  2p4y  3nw9  3dd0  4gid
8    3pww  4de1  3p5o  2x00  3nw9  3kr8  2al5
9    3prs  4ty7  2x00  4de1  3nw9  4f3c  5dwr
10   3uri  2qbp  3zso  4w9h  3ebp  1e66  3qqs
11   4m0z  3kr8  2p15  4twp  1nvq  4gr0  3fv1
12   4m0y  4rfm  2al5  2qbp  1u1b  4de1  3uex
13   3qgy  3myg  4twp  3p5o  3ge7  3dd0  3arp
14   4qd6  3myg  3kr8  3zso  2fvd  1mq6  4tmn
15   4rfm  3dd0  2p15  4jia  3ge7  3o9i  3uri
16   4cr9  2vw5  4w9h  2p4y  3zso  3ebp  1e66
17   4cra  4ivc  3utu  4f3c  2cet  1u1b  3dd0
18   4x6p  4f3c  3dd0  4jia  3uex  5c2h  2qbp
19   4crc  3qqs  3ag9  4f3c  2p4y  1sqa  3p5o
20   4ty7  4f3c  2x00  3ag9  3uex  2p15  3dd0
21   5aba  5dwr  4pcs  4de1  2p15  1sqa  3nw9
22   5a7b  3ejr  2al5  3uri  4ivc  4w9h  1e66
23   4agn  3ag9  4f3c  2p15  3dd0  2p4y  4w9h
24   4agp  2r9w  4jia  3gnw  3ag9  4w9h  1e66
25   4agq  3gnw  2p4y  4ivc  1mq6  1e66  3qqs
26   3bgz  4gr0  3utu  2p4y  2p15  3g0w  3gnw
27   3jya  4w9h  3uex  2p15  2qbp  4f3c  4twp
28   2c3i  3e93  4ivc  3p5o  4jia  2vw5  3g0w
29   4k18  3uex  4rfm  1nvq  3p5o  4ty7  4gr0
30   5dwr  3myg  2yki  4tmn  4ivc  3nw9  3o9i
