#code,score
4w9h_100,47.26383366669128
4w9h_119,59.12556185106003
4w9h_124,47.95429942329555
4w9h_135,57.84425120903887
4w9h_143,64.64541780895172
4w9h_158,48.3316122700497
4w9h_166,36.16283366502313
4w9h_182,38.31477130175209
4w9h_204,60.93047161644087
4w9h_210,67.16522047207769
4w9h_241,66.65277736348578
4w9h_307,68.51147495978043
4w9h_326,66.15812125929084
4w9h_327,42.433897047061706
4w9h_336,50.61439742422425
4w9h_365,37.2946096766735
4w9h_368,69.78590860640905
4w9h_391,56.238121877562364
4w9h_392,39.32147681013686
4w9h_402,-160.3581449205695
4w9h_403,-147.67988427322103
4w9h_404,44.185115371473074
4w9h_408,-204.53976585483747
4w9h_410,-38.23804968459875
4w9h_413,-142.67810805062214
4w9h_416,-91.78272573871097
4w9h_429,-18.24807084616668
4w9h_434,-198.77623874415005
4w9h_435,-27.245462679886412
4w9h_436,-109.17400800527253
4w9h_446,-101.58250500318285
4w9h_447,-33.78072215732264
4w9h_449,-50.74316548380682
4w9h_456,-11.485089095499461
4w9h_462,-47.60532814910874
4w9h_464,-52.80603241605631
4w9h_469,-170.42905082749496
4w9h_474,-11.352871663378306
4w9h_481,-80.7307337609921
4w9h_484,-185.98787211260608
4w9h_485,-44.70744350105059
4w9h_493,-32.0014000017145
4w9h_495,-75.08211781009284
4w9h_498,-95.79405950204917
4w9h_499,-243.94377334055724
4w9h_504,15.473450271305879
4w9h_511,-14.139112693023655
4w9h_515,17.36875673300073
4w9h_516,-25.08397619238767
4w9h_520,-27.41610294000213
4w9h_523,16.54401348947419
4w9h_527,28.056282820745064
4w9h_530,38.12068077010804
4w9h_532,17.27804898564534
4w9h_537,32.5952843305515
4w9h_538,-6.927055535005241
4w9h_546,-57.65840446805886
4w9h_548,16.054492920446243
4w9h_554,-93.48841012868485
4w9h_555,26.340497799329786
4w9h_561,17.143661457427505
4w9h_589,25.435402051042722
4w9h_596,4.428564814192006
4w9h_597,32.90724202517369
4w9h_598,35.64206861401672
4w9h_612,29.051351592442643
4w9h_616,9.489240199840692
4w9h_618,-37.09179426850014
4w9h_626,25.681851704273065
4w9h_637,31.435759569115735
4w9h_642,-63.82589391275938
4w9h_647,25.01014527943694
4w9h_655,35.13393900809372
4w9h_658,-30.398303334829667
4w9h_662,23.039441670246433
4w9h_663,-7.694016726307767
4w9h_664,-9.305435003899627
4w9h_666,27.017809477742798
4w9h_667,-9.336200806177567
4w9h_676,1.069187717346086
4w9h_677,-33.187508460384905
4w9h_679,15.80630608907288
4w9h_691,-2.5557306650979594
4w9h_699,5.902069237771008
4w9h_709,71.86311206348488
4w9h_710,71.23793100041414
4w9h_740,62.58382967738201
4w9h_765,63.47190557434287
4w9h_770,52.379568351943334
4w9h_771,51.46003257042028
4w9h_773,50.54871186860936
4w9h_780,54.85486671030789
4w9h_784,62.05016809039773
4w9h_787,52.71692472585721
4w9h_801,67.1481366645601
4w9h_84,38.47245677132227
4w9h_90,50.91844188686089
4w9h_922,59.603991410553434
4w9h_961,46.48892379810525
4w9h_976,66.34771135003683
