#code,score
1ps3_161,43.30486593827994
1ps3_251,41.19814274336761
1ps3_350,32.499519848176604
1ps3_408,16.946710409650084
1ps3_414,-41.45467428244241
1ps3_424,-2.459286119773581
1ps3_437,-67.14918071549845
1ps3_438,18.93110228691705
1ps3_449,8.281108111758812
1ps3_468,2.879643477373227
1ps3_474,-40.404479709515826
1ps3_500,34.96256077245307
1ps3_510,22.645695245771574
1ps3_518,11.355888635916079
1ps3_548,13.24955961063333
1ps3_551,6.692614408274724
1ps3_596,7.193413040296427
1ps3_600,25.24424069334433
1ps3_607,27.97346970662984
1ps3_612,29.495327739832593
1ps3_627,27.934941954917345
1ps3_635,28.162084590366604
1ps3_641,29.49057062818161
1ps3_662,12.728660028895089
1ps3_664,-37.12874532404472
1ps3_684,25.623862259215926
1ps3_696,16.261223259830064
1ps3_707,36.86536312295287
1ps3_730,36.42294872105968
1ps3_734,40.39367178863469
1ps3_736,37.80809205425945
1ps3_739,35.37968026279514
1ps3_744,27.16941737329832
1ps3_748,37.09215589159207
1ps3_753,38.62119135947741
1ps3_760,33.06556071360452
1ps3_764,34.306161126636226
1ps3_767,39.53384378439841
1ps3_771,25.559435778712306
1ps3_778,19.61961055026046
1ps3_782,22.6455984834541
1ps3_783,21.868057994992924
1ps3_785,28.1501926340587
1ps3_786,21.202502421740487
1ps3_790,22.229467704786558
1ps3_793,30.855202541245635
1ps3_854,35.70445128984157
1ps3_886,34.76198712757537
1ps3_896,39.18562514470446
1ps3_943,42.59860894979328
1ps3_968,41.02082536271645
1ps3_985,33.439108044725636
1ps3_994,34.55052042633061
