,PDB code,EC number,Class,Subclass,Subsubclass
357,1eoc,E.C.1.13.11.3,1,13,11
818,1kmy,E.C.1.13.11.39,1,13,11
861,1lgt,E.C.1.13.11.39,1,13,11
879,1lox,E.C.1.13.11.33,1,13,11
1512,1tfz,E.C.1.13.11.27,1,13,11
1513,1tg5,E.C.1.13.11.27,1,13,11
1877,1ykp,E.C.1.13.11.3,1,13,11
2135,2buv,E.C.1.13.11.3,1,13,11
2718,2np9,E.C.1.13.11.-,1,13,11
2898,2psj,E.C.1.13.12.5 ,1,13,12
4584,3i4y,E.C.1.13.11.1,1,13,11
4585,3i51,E.C.1.13.11.1,1,13,11
4613,3ies,E.C.1.13.12.7,1,13,12
5312,3pcb,E.C.1.13.11.3,1,13,11
5313,3pcc,E.C.1.13.11.3,1,13,11
5314,3pce,E.C.1.13.11.3,1,13,11
5315,3pcf,E.C.1.13.11.3,1,13,11
5316,3pcg,E.C.1.13.11.3,1,13,11
5317,3pch,E.C.1.13.11.3,1,13,11
5318,3pcj,E.C.1.13.11.3,1,13,11
5319,3pck,E.C.1.13.11.3,1,13,11
5320,3pcn,E.C.1.13.11.3,1,13,11
5544,3rde,E.C.1.13.11.31,1,13,11
6326,4aq6,E.C.1.13.11.5,1,13,11
6777,4e5d,E.C.1.13.12.7,1,13,12
8668,4whq,E.C.1.13.11.3,1,13,11
8669,4whr,E.C.1.13.11.3,1,13,11
8670,4whs,E.C.1.13.11.3,1,13,11
11076,6isd,E.C.1.13.11.27,1,13,11
11268,5ywg,E.C.1.13.11.27,1,13,11
11372,5yy6,E.C.1.13.11.27,1,13,11
