,PDB code,EC number,Class,Subclass,Subsubclass
29,1a69,E.C.2.4.2.1,2,4,2
38,1a9q,E.C.2.4.2.1,2,4,2
69,1ao0,E.C.2.4.2.14,2,4,2
110,1b8n,E.C.2.4.2.1,2,4,2
111,1b8o,E.C.2.4.2.1,2,4,2
183,1bzy,E.C.2.4.2.8,2,4,2
267,1d6n,E.C.2.4.2.8,2,4,2
293,1dqn,E.C.2.4.2.8,2,4,2
341,1efy,E.C.2.4.2.30,2,4,2
356,1enu,E.C.2.4.2.29,2,4,2
386,1f3e,E.C.2.4.2.29,2,4,2
436,1fsg,E.C.2.4.2.8,2,4,2
453,1g2o,E.C.2.4.2.1,2,4,2
488,1g9s,E.C.2.4.2.8,2,4,2
489,1g9t,E.C.2.4.2.8,2,4,2
663,1i80,E.C.2.4.2.1,2,4,2
751,1jlr,E.C.2.4.2.9,2,4,2
789,1k27,E.C.2.4.2.28,2,4,2
794,1k4g,E.C.2.4.2.29,2,4,2
795,1k4h,E.C.2.4.2.29,2,4,2
800,1k9s,E.C.2.4.2.1,2,4,2
889,1lv8,E.C.2.4.2.1,2,4,2
891,1lvu,E.C.2.4.2.1,2,4,2
963,1n2v,E.C.2.4.2.29,2,4,2
964,1n3i,E.C.2.4.2.1,2,4,2
1041,1nw4,E.C.2.4.2.1,2,4,2
1145,1odi,E.C.2.4.2.28,2,4,2
1146,1odj,E.C.2.4.2.28,2,4,2
1216,1p17,E.C.2.4.2.8,2,4,2
1217,1p19,E.C.2.4.2.8,2,4,2
1230,1pf7,E.C.2.4.2.1,2,4,2
1259,1pr1,E.C.2.4.2.1,2,4,2
1260,1pr5,E.C.2.4.2.1,2,4,2
1273,1pwy,E.C.2.4.2.1,2,4,2
1291,1q1g,E.C.2.4.2.1,2,4,2
1299,1q4w,E.C.2.4.2.29,2,4,2
1302,1q63,E.C.2.4.2.29,2,4,2
1303,1q65,E.C.2.4.2.29,2,4,2
1304,1q66,E.C.2.4.2.29,2,4,2
1351,1qk3,E.C.2.4.2.8,2,4,2
1352,1qk4,E.C.2.4.2.8,2,4,2
1387,1r5y,E.C.2.4.2.29,2,4,2
1417,1rr6,E.C.2.4.2.1,2,4,2
1427,1rt9,E.C.2.4.2.1,2,4,2
1443,1s38,E.C.2.4.2.29,2,4,2
1444,1s39,E.C.2.4.2.29,2,4,2
1508,1tc1,E.C.2.4.2.8,2,4,2
1589,1uk0,E.C.2.4.2.30,2,4,2
1590,1uk1,E.C.2.4.2.30,2,4,2
1599,1uou,E.C.2.4.2.4,2,4,2
1600,1upf,E.C.2.4.2.9,2,4,2
1641,1v2h,E.C.2.4.2.1,2,4,2
1657,1v41,E.C.2.4.2.1,2,4,2
1658,1v48,E.C.2.4.2.1,2,4,2
1664,1vfn,E.C.2.4.2.1,2,4,2
1756,1wok,E.C.2.4.2.30,2,4,2
1800,1xk9,E.C.2.4.2.36,2,4,2
1836,1xz8,E.C.2.4.2.9,2,4,2
1871,1yfz,E.C.2.4.2.8,2,4,2
1913,1z34,E.C.2.4.2.1,2,4,2
2374,2fxv,E.C.2.4.2.22,2,4,2
2397,2g96,E.C.2.4.2.12,2,4,2
2398,2g97,E.C.2.4.2.12,2,4,2
2452,2gvj,E.C.2.4.2.12,2,4,2
2525,2hw2,E.C.2.4.2.30,2,4,2
2556,2i4t,E.C.2.4.2.1,2,4,2
2590,2isc,E.C.2.4.2.1,2,4,2
2758,2oc4,E.C.2.4.2.1,2,4,2
2759,2oc9,E.C.2.4.2.1,2,4,2
2792,2on6,E.C.2.4.2.1,2,4,2
2846,2p4s,E.C.2.4.2.1,2,4,2
2859,2pax,E.C.2.4.2.30,2,4,2
2932,2q7o,E.C.2.4.2.1,2,4,2
3024,2qzr,E.C.2.4.2.29,2,4,2
3051,2rcw,E.C.2.4.2.30,2,4,2
3053,2rd6,E.C.2.4.2.30,2,4,2
3306,2wk6,E.C.2.4.2.4,2,4,2
3619,2z1w,E.C.2.4.2.29,2,4,2
3661,2zit,E.C.2.4.2.-,2,4,2
3785,3b78,E.C.2.4.2.-,2,4,2
3790,3b82,E.C.2.4.2.36,2,4,2
3791,3b8h,E.C.2.4.2.36,2,4,2
3866,3c2f,E.C.2.4.2.19,2,4,2
3867,3c2o,E.C.2.4.2.19,2,4,2
3868,3c2r,E.C.2.4.2.19,2,4,2
3872,3c49,E.C.2.4.2.30,2,4,2
3876,3c4h,E.C.2.4.2.30,2,4,2
3906,3ce0,E.C.2.4.2.30,2,4,2
3969,3d1v,E.C.2.4.2.1,2,4,2
4044,3djf,E.C.2.4.2.1,2,4,2
4052,3dkj,E.C.2.4.2.12,2,4,2
4102,3e0q,E.C.2.4.2.1,2,4,2
4181,3eos,E.C.2.4.2.29,2,4,2
4182,3eou,E.C.2.4.2.29,2,4,2
4196,3ess,E.C.2.4.2.-,2,4,2
4247,3f8w,E.C.2.4.2.1,2,4,2
4273,3fhb,E.C.2.4.2.30,2,4,2
4311,3fuc,E.C.2.4.2.1,2,4,2
4386,3g8e,E.C.2.4.2.12,2,4,2
4394,3gc4,E.C.2.4.2.29,2,4,2
4395,3gc5,E.C.2.4.2.29,2,4,2
4404,3ge7,E.C.2.4.2.29,2,4,2
4406,3gep,E.C.2.4.2.8,2,4,2
4409,3ggc,E.C.2.4.2.8,2,4,2
4410,3ggj,E.C.2.4.2.8,2,4,2
4415,3gjw,E.C.2.4.2.30,2,4,2
4417,3gn7,E.C.2.4.2.30,2,4,2
4642,3iny,E.C.2.4.2.1,2,4,2
4741,3k8o,E.C.2.4.2.1,2,4,2
4742,3k8q,E.C.2.4.2.1,2,4,2
4812,3kr8,E.C.2.4.2.30,2,4,2
4845,3l3l,E.C.2.4.2.30,2,4,2
4846,3l3m,E.C.2.4.2.30,2,4,2
5274,3ozg,E.C.2.4.2,2,4,2
5307,3pax,E.C.2.4.2.30,2,4,2
5368,3pty,E.C.2.4.2,2,4,2
5409,3q6z,E.C.2.4.2.30,2,4,2
5410,3q71,E.C.2.4.2.30,2,4,2
5472,3qqs,E.C.2.4.2.18,2,4,2
5478,3qs8,E.C.2.4.2.18,2,4,2
5522,3r6c,E.C.2.4.2.18,2,4,2
5530,3r88,E.C.2.4.2.18,2,4,2
5576,3rr4,E.C.2.4.2.29,2,4,2
5631,3s1g,E.C.2.4.2.29,2,4,2
5715,3sm0,E.C.2.4.2.29,2,4,2
5834,3tll,E.C.2.4.2.29,2,4,2
5863,3twp,E.C.2.4.2.18,2,4,2
5864,3twr,E.C.2.4.2.30,2,4,2
5865,3tws,E.C.2.4.2.30,2,4,2
5866,3twu,E.C.2.4.2.30,2,4,2
5867,3twv,E.C.2.4.2.30,2,4,2
5868,3tww,E.C.2.4.2.30,2,4,2
5869,3twx,E.C.2.4.2.30,2,4,2
5906,3ua9,E.C.2.4.2.30,2,4,2
5910,3udd,E.C.2.4.2.30,2,4,2
5927,3uh2,E.C.2.4.2.30,2,4,2
5928,3uh4,E.C.2.4.2.30,2,4,2
5965,3uu1,E.C.2.4.2.18,2,4,2
6032,3vfq,E.C.2.4.2.30,2,4,2
6275,4abk,E.C.2.4.2.30,2,4,2
6344,4avu,E.C.2.4.2.30,2,4,2
6345,4avw,E.C.2.4.2.30,2,4,2
6453,4bfp,E.C.2.4.2.30,2,4,2
6476,4bj9,E.C.2.4.2.30,2,4,2
6477,4bjb,E.C.2.4.2.30,2,4,2
6478,4bjc,E.C.2.4.2.30,2,4,2
6503,4bs4,E.C.2.4.2.30,2,4,2
6749,4dvi,E.C.2.4.2.30,2,4,2
6791,4ear,E.C.2.4.2.1,2,4,2
6792,4eb8,E.C.2.4.2.1,2,4,2
6880,4f1l,E.C.2.4.2.30,2,4,2
6881,4f1q,E.C.2.4.2.30,2,4,2
6922,4fk7,E.C.2.4.2,2,4,2
6959,4fxq,E.C.2.4.2,2,4,2
7015,4giu,E.C.2.4.2.18,2,4,2
7032,4gkm,E.C.2.4.2.18,2,4,2
7120,4hhy,E.C.2.4.2.30,2,4,2
7121,4hhz,E.C.2.4.2.30,2,4,2
7123,4hki,E.C.2.4.2.30,2,4,2
7124,4hkk,E.C.2.4.2.30,2,4,2
7125,4hkn,E.C.2.4.2.30,2,4,2
7127,4hl5,E.C.2.4.2.30,2,4,2
7131,4hlf,E.C.2.4.2.30,2,4,2
7132,4hlg,E.C.2.4.2.30,2,4,2
7133,4hlh,E.C.2.4.2.30,2,4,2
7134,4hlk,E.C.2.4.2.30,2,4,2
7135,4hlm,E.C.2.4.2.30,2,4,2
7136,4hmh,E.C.2.4.2.30,2,4,2
7176,4hyf,E.C.2.4.2.30,2,4,2
7229,4i9i,E.C.2.4.2.30,2,4,2
7259,4ij1,E.C.2.4.2.18,2,4,2
7261,4ijq,E.C.2.4.2.8,2,4,2
7289,4iue,E.C.2.4.2.30,2,4,2
7322,4j21,E.C.2.4.2.30,2,4,2
7323,4j22,E.C.2.4.2.30,2,4,2
7328,4j3l,E.C.2.4.2.30,2,4,2
7329,4j3m,E.C.2.4.2.30,2,4,2
7378,4jit,E.C.2.4.2.22,2,4,2
7396,4jls,E.C.2.4.2.22,2,4,2
7397,4jnm,E.C.2.4.2.12,2,4,2
7411,4jr5,E.C.2.4.2.12,2,4,2
7462,4k4e,E.C.2.4.2.30   ,2,4,2
7463,4k4f,E.C.2.4.2.30   ,2,4,2
7500,4kfp,E.C.2.4.2.12,2,4,2
7537,4krs,E.C.2.4.2.30,2,4,2
7547,4kwo,E.C.2.4.2.29,2,4,2
7549,4kww,E.C.2.4.2.19,2,4,2
7567,4kzl,E.C.2.4.2.30,2,4,2
7568,4kzq,E.C.2.4.2.30,2,4,2
7569,4kzu,E.C.2.4.2.30,2,4,2
7571,4l09,E.C.2.4.2.30,2,4,2
7572,4l0b,E.C.2.4.2.30,2,4,2
7573,4l0i,E.C.2.4.2.30,2,4,2
7574,4l0s,E.C.2.4.2.30,2,4,2
7575,4l0t,E.C.2.4.2.30,2,4,2
7576,4l0v,E.C.2.4.2.30,2,4,2
7577,4l10,E.C.2.4.2.30,2,4,2
7580,4l2f,E.C.2.4.2.30,2,4,2
7581,4l2g,E.C.2.4.2.30,2,4,2
7582,4l2k,E.C.2.4.2.30,2,4,2
7585,4l31,E.C.2.4.2.30,2,4,2
7586,4l32,E.C.2.4.2.30,2,4,2
7587,4l33,E.C.2.4.2.30,2,4,2
7588,4l34,E.C.2.4.2.30,2,4,2
7591,4l4l,E.C.2.4.2.12,2,4,2
7592,4l4m,E.C.2.4.2.12,2,4,2
7597,4l6s,E.C.2.4.2.30,2,4,2
7599,4l70,E.C.2.4.2.30,2,4,2
7604,4l7l,E.C.2.4.2.30,2,4,2
7605,4l7n,E.C.2.4.2.30,2,4,2
7606,4l7o,E.C.2.4.2.30 ,2,4,2
7607,4l7r,E.C.2.4.2.30,2,4,2
7608,4l7u,E.C.2.4.2.30,2,4,2
7611,4lbu,E.C.2.4.2.29,2,4,2
7615,4leq,E.C.2.4.2.29,2,4,2
7624,4lhm,E.C.2.4.2.4,2,4,2
7626,4li6,E.C.2.4.2.30,2,4,2
7627,4li7,E.C.2.4.2.30,2,4,2
7628,4li8,E.C.2.4.2.30,2,4,2
7666,4lts,E.C.2.4.2.12,2,4,2
7674,4lww,E.C.2.4.2.12,2,4,2
7684,4m0r,E.C.2.4.2.18,2,4,2
7705,4m6p,E.C.2.4.2.12,2,4,2
7706,4m6q,E.C.2.4.2.12,2,4,2
7708,4m7b,E.C.2.4.2.30,2,4,2
7786,4msg,E.C.2.4.2.30,2,4,2
7787,4msk,E.C.2.4.2.30,2,4,2
7790,4mt9,E.C.2.4.2.30,2,4,2
7829,4n3r,E.C.2.4.2.30,2,4,2
7832,4n4t,E.C.2.4.2.30,2,4,2
7833,4n4v,E.C.2.4.2.30,2,4,2
7844,4n8q,E.C.2.4.2.18,2,4,2
7848,4n9b,E.C.2.4.2.12,2,4,2
7849,4n9c,E.C.2.4.2.12,2,4,2
7850,4n9d,E.C.2.4.2.12,2,4,2
7851,4n9e,E.C.2.4.2.12,2,4,2
7920,4o0z,E.C.2.4.2.12,2,4,2
7921,4o10,E.C.2.4.2.12,2,4,2
7922,4o12,E.C.2.4.2.12,2,4,2
7923,4o13,E.C.2.4.2.12,2,4,2
7924,4o15,E.C.2.4.2.12,2,4,2
7925,4o1b,E.C.2.4.2.12,2,4,2
7926,4o1d,E.C.2.4.2.12,2,4,2
7928,4o28,E.C.2.4.2.12,2,4,2
7990,4oon,E.C.2.4.2,2,4,2
8017,4owm,E.C.2.4.2.18,2,4,2
8018,4own,E.C.2.4.2.18,2,4,2
8019,4owv,E.C.2.4.2.18,2,4,2
8064,4pax,E.C.2.4.2.30,2,4,2
8075,4pjt,E.C.2.4.2.30,2,4,2
8087,4pml,E.C.2.4.2.30,2,4,2
8096,4pnl,E.C.2.4.2.30,2,4,2
8097,4pnm,E.C.2.4.2.30,2,4,2
8098,4pnn,E.C.2.4.2.30,2,4,2
8099,4pnq,E.C.2.4.2.30,2,4,2
8100,4pnr,E.C.2.4.2.30,2,4,2
8101,4pns,E.C.2.4.2.30,2,4,2
8102,4pnt,E.C.2.4.2.30,2,4,2
8123,4puj,E.C.2.4.2.29,2,4,2
8124,4puk,E.C.2.4.2.29,2,4,2
8125,4pul,E.C.2.4.2.29,2,4,2
8126,4pum,E.C.2.4.2.29,2,4,2
8173,4q4o,E.C.2.4.2.29,2,4,2
