,PDB code,EC number,Class,Subclass,Subsubclass
64,1al7,E.C.1.1.3.15,1,1,3
65,1al8,E.C.1.1.3.15,1,1,3
225,1cet,E.C.1.1.1.27,1,1,1
323,1e8h,E.C.1.1.3.7,1,1,3
530,1grp,E.C.1.1.1.42,1,1,1
546,1gz3,E.C.1.1.1.38,1,1,1
547,1gz4,E.C.1.1.1.40,1,1,1
658,1i5r,E.C.1.1.1.62,1,1,1
693,1ikt,E.C.1.1.1.62,1,1,1
735,1jdj,E.C.1.1.1.8,1,1,1
763,1jr1,E.C.1.1.1.205,1,1,1
888,1lrt,E.C.1.1.1.205,1,1,1
919,1me7,E.C.1.1.1.205,1,1,1
920,1me8,E.C.1.1.1.205,1,1,1
959,1n1g,E.C.1.1.1.8,1,1,1
1180,1onp,E.C.1.1.1.267,1,1,1
1235,1pgp,E.C.1.1.1.44,1,1,1
1269,1pvn,E.C.1.1.1.205,1,1,1
1487,1t1r,E.C.1.1.1.267,1,1,1
1488,1t1s,E.C.1.1.1.267,1,1,1
1559,1tve,E.C.1.1.1.3,1,1,1
1887,1yon,E.C.1.1.1.169,1,1,1
2644,2jbv,E.C.1.1.3.17,1,1,3
2922,2q1l,E.C.1.1.1.34,1,1,1
2929,2q6b,E.C.1.1.1.34,1,1,1
2930,2q6c,E.C.1.1.1.34,1,1,1
3037,2r4f,E.C.1.1.1.34,1,1,1
3242,2w54,E.C.1.1.1.204,1,1,1
3363,2wzm,E.C.1.1.1.218,1,1,1
3509,2y1d,E.C.1.1.1.267,1,1,1
3510,2y1g,E.C.1.1.1.267,1,1,1
3815,3bgl,E.C.1.1.1.34,1,1,1
3896,3cct,E.C.1.1.1.34,1,1,1
3897,3ccw,E.C.1.1.1.34,1,1,1
3898,3ccz,E.C.1.1.1.34,1,1,1
3899,3cd0,E.C.1.1.1.34,1,1,1
3900,3cd5,E.C.1.1.1.34,1,1,1
3901,3cd7,E.C.1.1.1.34,1,1,1
3903,3cda,E.C.1.1.1.34,1,1,1
3904,3cdb,E.C.1.1.1.34,1,1,1
4018,3dc2,E.C.1.1.1.95,1,1,1
4491,3hb4,E.C.1.1.1.62,1,1,1
4775,3khj,E.C.1.1.1.205,1,1,1
5340,3pjg,E.C.1.1.1.22,1,1,1
5511,3r0i,E.C.1.1.1.267,1,1,1
5824,3tjm,E.C.1.1.1.100,1,1,1
5842,3tsd,E.C.1.1.1.205,1,1,1
6165,3zhx,E.C.1.1.1.267,1,1,1
6166,3zhz,E.C.1.1.1.267,1,1,1
6167,3zi0,E.C.1.1.1.267,1,1,1
6296,4aj1,E.C.1.1.1.27,1,1,1
6297,4aj2,E.C.1.1.1.27,1,1,1
6298,4aj4,E.C.1.1.1.27,1,1,1
6299,4aje,E.C.1.1.1.27,1,1,1
6300,4aji,E.C.1.1.1.27,1,1,1
6301,4ajk,E.C.1.1.1.27,1,1,1
6302,4ajl,E.C.1.1.1.27,1,1,1
6303,4ajn,E.C.1.1.1.27,1,1,1
6304,4ajo,E.C.1.1.1.27,1,1,1
6306,4al4,E.C.1.1.1.27,1,1,1
6480,4bnt,E.C.1.1.1.100,1,1,1
6481,4bnu,E.C.1.1.1.100,1,1,1
6482,4bnv,E.C.1.1.1.100,1,1,1
6483,4bnx,E.C.1.1.1.100,1,1,1
6484,4bny,E.C.1.1.1.100,1,1,1
6485,4bnz,E.C.1.1.1.100,1,1,1
6486,4bo0,E.C.1.1.1.100,1,1,1
6487,4bo1,E.C.1.1.1.100,1,1,1
6488,4bo2,E.C.1.1.1.100,1,1,1
6489,4bo3,E.C.1.1.1.100,1,1,1
6490,4bo4,E.C.1.1.1.100,1,1,1
6491,4bo5,E.C.1.1.1.100,1,1,1
6492,4bo6,E.C.1.1.1.100,1,1,1
6493,4bo7,E.C.1.1.1.100,1,1,1
6494,4bo8,E.C.1.1.1.100,1,1,1
6495,4bo9,E.C.1.1.1.100,1,1,1
7066,4gwk,E.C.1.1.1.44,1,1,1
7225,4i8x,E.C.1.1.1.27,1,1,1
7228,4i9h,E.C.1.1.1.27,1,1,1
7231,4i9u,E.C.1.1.1.27,1,1,1
7300,4ixh,E.C.1.1.1.205,1,1,1
8273,4qsm,E.C.1.1.1.27,1,1,1
8278,4qt0,E.C.1.1.1.27,1,1,1
8856,4y67,E.C.1.1.1.267,1,1,1
8858,4y6p,E.C.1.1.1.267,1,1,1
8859,4y6r,E.C.1.1.1.267,1,1,1
8860,4y6s,E.C.1.1.1.267,1,1,1
9863,5j32,E.C.1.1.1.85,1,1,1
9870,5j5r,E.C.1.1.1.205,1,1,1
9893,5jaz,E.C.1.1.1.267,1,1,1
9894,5jbi,E.C.1.1.1.267,1,1,1
9895,5jc1,E.C.1.1.1.267,1,1,1
9912,5jmp,E.C.1.1.1.267,1,1,1
9913,5jmw,E.C.1.1.1.267,1,1,1
9915,5jnl,E.C.1.1.1.267,1,1,1
9916,5jo0,E.C.1.1.1.267,1,1,1
9953,5k4x,E.C.1.1.1.205 ,1,1,1
9954,5k4z,E.C.1.1.1.205,1,1,1
10173,5n53,E.C.1.1.1.95,1,1,1
10284,5nzo,E.C.1.1.1.95,1,1,1
