,PDB code,EC number,Class,Subclass,Subsubclass
570,1h2k,E.C.1.14.11.30,1,14,11
1862,1yci,E.C.1.14.11.16,1,14,11
2383,2g19,E.C.1.14.11.29,1,14,11
2680,2kgi,E.C.1.14.11.-,1,14,11
2699,2mnz,E.C.1.14.11,1,14,11
2803,2oq6,E.C.1.14.11.-,1,14,11
3082,2toh,E.C.1.14.16.2,1,14,16
3141,2vd7,E.C.1.14.11.-,1,14,11
3226,2w0x,E.C.1.14.11.16,1,14,11
3236,2w2i,E.C.1.14.11.-,1,14,11
3260,2wa3,E.C.1.14.11.16,1,14,11
3261,2wa4,E.C.1.14.11.16,1,14,11
3344,2wwj,E.C.1.14.11.27,1,14,11
3459,2xml,E.C.1.14.11.-,1,14,11
3521,2y34,E.C.1.14.11.29,1,14,11
3562,2ybk,E.C.1.14.11.-,1,14,11
3563,2ybp,E.C.1.14.11.-,1,14,11
3564,2ybs,E.C.1.14.11.-,1,14,11
3567,2yc0,E.C.1.14.11.16,1,14,11
3575,2yde,E.C.1.14.11.16,1,14,11
3635,2z97,E.C.1.14.15.1,1,14,15
4269,3fgc,E.C.1.14.14.3,1,14,14
4416,3gl6,E.C.1.14.11.-,1,14,11
4502,3hf6,E.C.1.14.16.4,1,14,16
4503,3hf8,E.C.1.14.16.4,1,14,16
4504,3hfb,E.C.1.14.16.4,1,14,16
4540,3hqr,E.C.1.14.11.29,1,14,11
5122,3njy,E.C.1.14.11.-,1,14,11
5253,3ouh,E.C.1.14.11.-,1,14,11
5254,3oui,E.C.1.14.11.-,1,14,11
5255,3ouj,E.C.1.14.11.29,1,14,11
5326,3pdq,E.C.1.14.11,1,14,11
5392,3q2a,E.C.1.14.13,1,14,13
5780,3t3y,E.C.1.14.11.33,1,14,11
5781,3t4h,E.C.1.14.11.33,1,14,11
5784,3t4v,E.C.1.14.11.33,1,14,11
5803,3tcy,E.C.1.14.16.1,1,14,16
5825,3tk2,E.C.1.14.16.1,1,14,16
5894,3u78,E.C.1.14.11.-,1,14,11
6336,4ask,E.C.1.14.11,1,14,11
6457,4bg1,E.C.1.14.11.1,1,14,11
6460,4bgk,E.C.1.14.11.1,1,14,11
6461,4bgm,E.C.1.14.11.1,1,14,11
6462,4bhf,E.C.1.14.11.1,1,14,11
6463,4bhi,E.C.1.14.11.1,1,14,11
6475,4bis,E.C.1.14.11,1,14,11
6498,4bqw,E.C.1.14.11.29,1,14,11
6499,4bqx,E.C.1.14.11.29,1,14,11
6500,4bqy,E.C.1.14.11.29,1,14,11
6509,4bt9,E.C.1.14.11.2,1,14,11
6510,4btb,E.C.1.14.11.2,1,14,11
6547,4c5w,E.C.1.14.11.1,1,14,11
6559,4c8r,E.C.1.14.11.1,1,14,11
6579,4cft,E.C.1.14.13.39,1,14,13
6641,4cu1,E.C.1.14.13.39,1,14,13
6644,4cxw,E.C.1.14.11,1,14,11
6645,4cxx,E.C.1.14.11,1,14,11
6646,4cxy,E.C.1.14.11,1,14,11
7240,4idz,E.C.1.14.11,1,14,11
7241,4ie0,E.C.1.14.11,1,14,11
7244,4ie4,E.C.1.14.11,1,14,11
7245,4ie5,E.C.1.14.11,1,14,11
7246,4ie6,E.C.1.14.11,1,14,11
7247,4ie7,E.C.1.14.11,1,14,11
7372,4jht,E.C.1.14.11.33,1,14,11
7405,4jpx,E.C.1.14.16.1,1,14,16
7406,4jpy,E.C.1.14.16.1,1,14,16
7446,4jzr,E.C.1.14.11.29,1,14,11
7875,4nhx,E.C.1.14.11.-,1,14,11
7876,4nhy,E.C.1.14.11.-,1,14,11
7897,4nrm,E.C.1.14.11,1,14,11
7898,4nro,E.C.1.14.11,1,14,11
7899,4nrp,E.C.1.14.11,1,14,11
7900,4nrq,E.C.1.14.11,1,14,11
7937,4o61,E.C.1.14.11,1,14,11
7965,4oct,E.C.1.14.11,1,14,11
8009,4oty,E.C.1.14.99.1,1,14,99
8229,4qkd,E.C.1.14.11,1,14,11
8416,4rs0,E.C.1.14.99.1,1,14,99
8616,4ux6,E.C.1.14.13.39,1,14,13
8783,4xdo,E.C.1.14.11.-,1,14,11
8852,4y5s,E.C.1.14.11.38,1,14,11
9040,4zs2,E.C.1.14.11.-,1,14,11
9041,4zs3,E.C.1.14.11.-,1,14,11
9099,5a1f,E.C.1.14.11,1,14,11
9105,5a3t,E.C.1.14.11,1,14,11
9106,5a3u,E.C.1.14.11.29,1,14,11
9107,5a3w,E.C.1.14.11,1,14,11
9316,5c11,E.C.1.14.11.-,1,14,11
9350,5ceh,E.C.1.14.11,1,14,11
