Ligand,PI_COUNT,NI_COUNT,AR_COUNT,H_COUNT,HBD_COUNT,HBA_COUNT,XBD_COUNT,XBA_COUNT,HBD_N3_COUNT,HBD_N2_COUNT,HBD_Nar_COUNT,HBD_Nam_COUNT,HBD_Npl3_COUNT,HBD_N4_COUNT,HBD_O3_COUNT,HBD_S3_COUNT,HBA_N3_COUNT,HBA_N2_COUNT,HBA_N1_COUNT,HBA_Nar_COUNT,HBA_Npl3_COUNT,HBA_O3_COUNT,HBA_O2_COUNT,HBA_Oco2_COUNT,HBA_S3_COUNT,HBA_S2_COUNT,TOTAL_HYD,LOGP,ENV_HBA_N_OCC_SUM,ENV_HBA_N_OCC_MAX,ENV_HBA_O_OCC_SUM,ENV_HBA_O_OCC_MAX,ENV_HBA_S_OCC_SUM,ENV_HBA_S_OCC_MAX,ENV_HBD_N_OCC_SUM,ENV_HBD_N_OCC_MAX,ENV_HBD_O_OCC_SUM,ENV_HBD_O_OCC_MAX,ENV_HBD_S_OCC_SUM,ENV_HBD_S_OCC_MAX,PI_AR_SCORE_SUM,PI_AR_SCORE_MAX,AR_PI_SCORE_SUM,AR_PI_SCORE_MAX,H_H_SCORE_SUM,H_H_SCORE_MAX,AR_AR_SCORE_SUM,AR_AR_SCORE_MAX,HBD_HBA_N_SCORE_SUM,HBD_HBA_N_SCORE_MAX,HBD_HBA_O_SCORE_SUM,HBD_HBA_O_SCORE_MAX,HBD_HBA_S_SCORE_SUM,HBD_HBA_S_SCORE_MAX,HBD_N3_HBA_N_SCORE_SUM,HBD_N3_HBA_N_SCORE_MAX,HBD_N3_HBA_O_SCORE_SUM,HBD_N3_HBA_O_SCORE_MAX,HBD_N3_HBA_S_SCORE_SUM,HBD_N3_HBA_S_SCORE_MAX,HBD_N2_HBA_N_SCORE_SUM,HBD_N2_HBA_N_SCORE_MAX,HBD_N2_HBA_O_SCORE_SUM,HBD_N2_HBA_O_SCORE_MAX,HBD_N2_HBA_S_SCORE_SUM,HBD_N2_HBA_S_SCORE_MAX,HBD_Nar_HBA_N_SCORE_SUM,HBD_Nar_HBA_N_SCORE_MAX,HBD_Nar_HBA_O_SCORE_SUM,HBD_Nar_HBA_O_SCORE_MAX,HBD_Nar_HBA_S_SCORE_SUM,HBD_Nar_HBA_S_SCORE_MAX,HBD_Nam_HBA_N_SCORE_SUM,HBD_Nam_HBA_N_SCORE_MAX,HBD_Nam_HBA_O_SCORE_SUM,HBD_Nam_HBA_O_SCORE_MAX,HBD_Nam_HBA_S_SCORE_SUM,HBD_Nam_HBA_S_SCORE_MAX,HBD_Npl3_HBA_N_SCORE_SUM,HBD_Npl3_HBA_N_SCORE_MAX,HBD_Npl3_HBA_O_SCORE_SUM,HBD_Npl3_HBA_O_SCORE_MAX,HBD_Npl3_HBA_S_SCORE_SUM,HBD_Npl3_HBA_S_SCORE_MAX,HBD_N4_HBA_N_SCORE_SUM,HBD_N4_HBA_N_SCORE_MAX,HBD_N4_HBA_O_SCORE_SUM,HBD_N4_HBA_O_SCORE_MAX,HBD_N4_HBA_S_SCORE_SUM,HBD_N4_HBA_S_SCORE_MAX,HBD_O3_HBA_N_SCORE_SUM,HBD_O3_HBA_N_SCORE_MAX,HBD_O3_HBA_O_SCORE_SUM,HBD_O3_HBA_O_SCORE_MAX,HBD_O3_HBA_S_SCORE_SUM,HBD_O3_HBA_S_SCORE_MAX,HBD_S3_HBA_N_SCORE_SUM,HBD_S3_HBA_N_SCORE_MAX,HBD_S3_HBA_O_SCORE_SUM,HBD_S3_HBA_O_SCORE_MAX,HBD_S3_HBA_S_SCORE_SUM,HBD_S3_HBA_S_SCORE_MAX,HBA_HBD_N_SCORE_SUM,HBA_HBD_N_SCORE_MAX,HBA_HBD_O_SCORE_SUM,HBA_HBD_O_SCORE_MAX,HBA_HBD_S_SCORE_SUM,HBA_HBD_S_SCORE_MAX,HBA_N3_HBD_N_SCORE_SUM,HBA_N3_HBD_N_SCORE_MAX,HBA_N3_HBD_O_SCORE_SUM,HBA_N3_HBD_O_SCORE_MAX,HBA_N3_HBD_S_SCORE_SUM,HBA_N3_HBD_S_SCORE_MAX,HBA_N2_HBD_N_SCORE_SUM,HBA_N2_HBD_N_SCORE_MAX,HBA_N2_HBD_O_SCORE_SUM,HBA_N2_HBD_O_SCORE_MAX,HBA_N2_HBD_S_SCORE_SUM,HBA_N2_HBD_S_SCORE_MAX,HBA_N1_HBD_N_SCORE_SUM,HBA_N1_HBD_N_SCORE_MAX,HBA_N1_HBD_O_SCORE_SUM,HBA_N1_HBD_O_SCORE_MAX,HBA_N1_HBD_S_SCORE_SUM,HBA_N1_HBD_S_SCORE_MAX,HBA_Nar_HBD_N_SCORE_SUM,HBA_Nar_HBD_N_SCORE_MAX,HBA_Nar_HBD_O_SCORE_SUM,HBA_Nar_HBD_O_SCORE_MAX,HBA_Nar_HBD_S_SCORE_SUM,HBA_Nar_HBD_S_SCORE_MAX,HBA_Npl3_HBD_N_SCORE_SUM,HBA_Npl3_HBD_N_SCORE_MAX,HBA_Npl3_HBD_O_SCORE_SUM,HBA_Npl3_HBD_O_SCORE_MAX,HBA_Npl3_HBD_S_SCORE_SUM,HBA_Npl3_HBD_S_SCORE_MAX,HBA_O3_HBD_N_SCORE_SUM,HBA_O3_HBD_N_SCORE_MAX,HBA_O3_HBD_O_SCORE_SUM,HBA_O3_HBD_O_SCORE_MAX,HBA_O3_HBD_S_SCORE_SUM,HBA_O3_HBD_S_SCORE_MAX,HBA_O2_HBD_N_SCORE_SUM,HBA_O2_HBD_N_SCORE_MAX,HBA_O2_HBD_O_SCORE_SUM,HBA_O2_HBD_O_SCORE_MAX,HBA_O2_HBD_S_SCORE_SUM,HBA_O2_HBD_S_SCORE_MAX,HBA_Oco2_HBD_N_SCORE_SUM,HBA_Oco2_HBD_N_SCORE_MAX,HBA_Oco2_HBD_O_SCORE_SUM,HBA_Oco2_HBD_O_SCORE_MAX,HBA_Oco2_HBD_S_SCORE_SUM,HBA_Oco2_HBD_S_SCORE_MAX,HBA_S3_HBD_N_SCORE_SUM,HBA_S3_HBD_N_SCORE_MAX,HBA_S3_HBD_O_SCORE_SUM,HBA_S3_HBD_O_SCORE_MAX,HBA_S3_HBD_S_SCORE_SUM,HBA_S3_HBD_S_SCORE_MAX,HBA_S2_HBD_N_SCORE_SUM,HBA_S2_HBD_N_SCORE_MAX,HBA_S2_HBD_O_SCORE_SUM,HBA_S2_HBD_O_SCORE_MAX,HBA_S2_HBD_S_SCORE_SUM,HBA_S2_HBD_S_SCORE_MAX,XBD_XBA_SCORE_SUM,XBD_XBA_SCORE_MAX,ES_ENERGY,ES_ENERGY_SQRD_DIST,VDW_ENERGY
3b68_121,1.0,0.0,2.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.190822553776999,1.3639770557566004,3.567135702550947,3.5671348777544662,9.232808600897096,8.457365803279663,3.108624845160032,3.10862279192997,1.446172018286085,0.9883229080186392,5.015023663359887e-06,5.015023663359073e-06,1.4100096756777548e-20,1.4100096756777548e-20,0.0614954250440186,0.0364663183525789,0.0,0.0,33.69445709701489,3.4975499266087007,2.923863172147449,1.999926960076083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5678268556427003,0.5678268556269093,0.9564403899960916,0.9564403895008552,4.8061070012094696e-08,4.783582980283476e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.616913421922538e-15,3.616913421922538e-15,1.265256485588428,0.974284318807306,0.1001776610109321,0.1001776610108066,0.0,0.0,0.0,0.0,0.0,0.0,2.321900167378038e-11,2.2126074833807968e-11,4.821954438889614e-18,4.0882282570593545e-18,1.3272304128838328e-20,1.3272304128838328e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33544670409927e-09,8.333962759010918e-09,1.4890132662390628e-09,1.4890132662390611e-09,0.0,0.0,1.4050094827449773,0.9479600821863352,2.173814680864686e-11,2.1738146804402504e-11,3.525477474298467e-23,3.525477474298467e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5658730918949316,-0.0944328957648386,-120.44618519180622
3b68_126,1.0,0.0,2.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.190822553776999,1.3639770557566004,5.981152285809227,5.981151659320315,10.120741831408203,9.571047694645207,3.546590655614605,3.5465335816705315,2.218233566963589,1.817232258177893,0.000594593797405,0.000594593797405,1.2410883335246171e-20,1.2410883335246171e-20,0.044981216027514,0.0449812160125835,0.0,0.0,34.362904282350755,3.497620485231198,2.825124724786193,1.9999989120338044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2909427886028089,0.2909427885852394,0.8615754354923212,0.8615754352228089,3.414619489204973e-09,2.6563427196759446e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.457128463900256e-16,6.457128463900256e-16,1.1483410038389332,0.9858048732619774,9.111044177842209e-05,9.111044168029248e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2685017514445076e-09,1.2681015746718592e-09,5.3187418160786495e-18,4.685516607039194e-18,1.1428620159235314e-20,1.1428620159235314e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2957330671428175e-09,1.2893231572493654e-09,2.1602232645912464e-09,2.1602232645912443e-09,0.0,0.0,2.124527710428504,1.7235428786707754,2.0491043841504555e-10,2.0491043841209495e-10,6.934761994360142e-23,6.934761994360142e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6203684870552745,-0.1235450813606503,-118.92798077677244
3b68_192,1.0,0.0,2.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.190822553776999,1.3639770557566004,2.564724400375825,2.5647238948291804,9.22109565449997,7.867878331328115,1.8587437447992052,1.8501988106013405,0.5258701465281161,0.3941204623710064,0.2397123897794008,0.2397123897794008,1.4460275890730755e-20,1.4460275890730755e-20,0.0727663055593606,0.0469088174798937,0.0,0.0,34.56734638275853,3.605554983637723,2.08649739144161,1.9999640545814796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001283688151836,0.0001283688144819,1.2293256534034858,1.2293256529955217,7.70699309495876e-08,7.255158372028378e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.223302450339329e-16,5.223302450339329e-16,1.1419188051949194,0.9921939275220868,0.0067776964362957,0.0067776964362296,0.0,0.0,0.0,0.0,0.0,0.0,5.667824992091024e-10,5.660427904934624e-10,3.6878863378228265e-18,2.961487357901837e-18,1.3538662443378288e-20,1.3538662443378288e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0912224186481006e-10,2.054340090740349e-10,0.0734187762809406,0.0734187762809406,0.0,0.0,0.525796306914844,0.3940468597632016,1.2056740120532476e-11,1.2056740097719891e-11,2.6827505910374213e-22,2.6827505910374213e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2719098649239079,-0.0899016479296226,-103.5329856230946
3b68_228,1.0,0.0,2.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.190822553776999,1.3639770557566004,5.8074091512876445,5.773301349900026,11.222100664346277,9.184313658629328,3.842688275863692,3.842684588791119,2.8127385249211425,1.7779456417652666,7.689903625030594e-05,7.689903625030584e-05,1.3279313765141616e-21,1.3279313765141616e-21,0.0521843194924579,0.0303018001669277,0.0,0.0,31.387796625953385,3.379516592142493,2.031286285098434,1.9997235341016064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014473987815479,0.0144739878087287,1.1366092679530584,1.136609266357873,0.2869559849171767,0.2869559348660425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4098730154110485e-13,1.409870061924188e-13,1.698579150649137,0.9842887300512482,0.0174248770940742,0.0174248770888289,0.0,0.0,0.0,0.0,0.0,0.0,2.9867492576335058e-05,2.9866179997983164e-05,8.036578961792195e-19,7.943987548968993e-19,1.2181874292995556e-21,1.2181874292995556e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.603615719873229e-09,3.6035134872530483e-09,1.3323873532904082e-08,1.3323873532904082e-08,0.0,0.0,2.657356736120265,1.6334579653297896,3.043698031851355e-13,3.043697925574498e-13,5.731293165873199e-23,5.731293165873199e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068675849026167,-0.1158839961517105,-102.9727455245257
3b68_269,1.0,0.0,2.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.190822553776999,1.3639770557566004,2.1593268093251514,2.159326780903497,6.679171616889841,6.155805800079107,3.6529919977560654,3.652752307037943,0.0917175089767672,0.0716065149769154,8.84348800228549e-06,8.843488002285418e-06,6.8951409128984345e-22,6.8951409128984345e-22,5.486005994070948e-08,5.1756546789437895e-08,0.0,0.0,32.91667614217667,3.4997009775039025,2.9391767908488324,1.9880078246154052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9965275226208776,0.9965275223678328,0.1907177955312567,0.1907177937901537,1.8853906518189287e-05,1.870264311170014e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1833262011251744e-14,1.1833262011251744e-14,1.417599497712664,0.9799032183548456,0.032635479458408,0.0326354794579366,0.0,0.0,0.0,0.0,0.0,0.0,0.0558987189818491,0.0357879951226397,1.0015205829751404e-19,1.0015205829751404e-19,3.306211225314812e-23,3.306211225314812e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.379782325838116e-09,8.379535081864689e-09,2.387344563829586e-09,2.3873445638295846e-09,0.0,0.0,4.0924414908155476e-08,2.1877554864176142e-08,2.7286590193644186e-10,2.7286590191041896e-10,4.564914362220137e-22,4.564914362220137e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0864995146059199,-3.4073679084489336e-05,-116.37677162500049
3b68_291,1.0,0.0,2.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.190822553776999,1.3639770557566004,3.115748890956791,3.115744136324941,10.626996520022962,9.826276175349262,2.1216966259307064,2.1216921513574643,1.588156537392409,1.1770600434558085,0.1308553037938765,0.1308553037938765,1.4411132756936513e-21,1.4411132756936513e-21,0.056124409878027,0.0330856302555006,0.0,0.0,32.28095696820432,3.47369758005225,2.990261427465239,1.9999992611184083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143618771863384,0.0143618771829148,0.9080779794127676,0.9080779792671798,1.2608399828429165e-08,1.224242966849516e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2956131464344714e-16,1.2956131464344714e-16,1.046493695159839,0.9711101847446216,6.531025504296417e-07,6.531024526729879e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0556755594846848e-06,1.055440635224437e-06,6.954957829785877e-19,6.564300029469198e-19,6.959347938903689e-22,6.959347938903689e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08342977159861e-09,1.8324931625911678e-09,2.1151359996898723e-10,2.1151359996898175e-10,0.0,0.0,1.349460344523037,1.005550074147009,3.882221418466136e-14,3.882199268906495e-14,5.40077429183504e-22,5.40077429183504e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.335277527844708,-0.1112605807709055,-115.34609610220583
3b68_304,1.0,0.0,2.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.190822553776999,1.3639770557566004,3.782767560956797,3.782767537694623,13.931579326489642,11.64675812940892,2.645109491506168,2.645107330511349,1.0064105998543351,0.7199389944321789,4.280609199845331e-05,4.2806091998453136e-05,4.3216956766489435e-21,4.3216956766489435e-21,0.0648757779888855,0.0385955541164683,0.0,0.0,34.14884000588166,3.495817479608078,2.484591591274248,1.997520269530708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.975945241597657e-07,3.975944222124574e-07,0.8076576334825079,0.8076576303024822,9.735675695108735e-10,4.879790230535157e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13996867978842e-17,5.13996867978842e-17,1.05526149358679,0.9941714189891512,5.753074684277849e-06,5.753074512755005e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.6117218520843583e-09,1.599069174561625e-09,1.5699099152287132e-18,1.467814745881416e-18,3.976454292144679e-21,3.976454292144679e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.281854825359434e-11,5.610740032650959e-11,1.3055237539638606e-08,1.3055237539638268e-08,0.0,0.0,1.0039202055461858,0.717765239072316,1.957723758020438e-11,1.9577237556252977e-11,8.535677145426074e-23,8.535677145426074e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4337337812370047,-0.13061832462293,-126.434288331121
3b68_405,1.0,0.0,2.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.190822553776999,1.3639770557566004,3.058507537189025,3.0489972248985158,8.288842905403529,7.223165978944542,2.5982515244165443,2.59825133964501,2.825646283375303,1.6263556026553143,1.6097170498111962e-05,1.6097170498086788e-05,3.319707655059415e-20,3.319707655059415e-20,0.0426142410253963,0.025210616360545,0.0,0.0,31.639166604148123,3.3711553825187783,2.878251895197981,1.999996197122826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.916162619769925e-08,5.5879418617472064e-08,1.0942711431119188e-05,1.0942687086988609e-05,4.009221912807599e-07,4.008825756236289e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6921342379019077e-18,1.4883695105546037e-18,0.9398711527266358,0.8808107975404047,2.4800064054404737e-10,2.465418914840299e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0007996578044342,0.0007996555097805,1.644403109321175e-18,1.6402951277854133e-18,8.460006119547117e-23,8.460006119547117e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.379666143162041e-09,5.365395426679285e-09,5.2455804747707575e-11,5.245580471896229e-11,6.121095579036103e-23,6.121095579036103e-23,2.0238833887477514,1.0429397833225753,2.50710963752635e-10,2.5071096375262747e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026073707527908,-0.0564313479771888,-13.379169961081711
3b68_410,1.0,0.0,2.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.190822553776999,1.3639770557566004,6.6932738240481084,6.632540696608934,7.396143212422331,6.585611129122254,2.7027809258746016,2.7011845428501897,0.8021067234111943,0.7131725314962474,0.0008219056828459,0.0008219056828459,2.221841482869629e-21,2.221841482869629e-21,0.0268098499297943,0.0268098361748828,0.0,0.0,30.493631800340847,3.100348604184737,2.982474387736965,1.982474477210308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00760620412802,0.0076062041219091,4.467089962986346e-06,4.467080658386818e-06,0.0001148260473176,0.0001148233405869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.379563090035485e-16,1.3735205559416355e-16,0.2439926571221081,0.2439925029927623,2.3435451618864093e-11,2.0846749146027207e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0003872533861901,0.0003089064559295,7.3857925316042e-17,7.385463739059032e-17,6.700696891249701e-23,6.700696891249701e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.390620468295341e-11,4.389450333377618e-11,6.813293285920508e-12,6.813293266573522e-12,5.489633471884712e-23,5.489633471884712e-23,0.6464829472224104,0.5582486070984903,1.320306610458587e-15,1.3199226395538249e-15,1.6345289588800633e-21,1.6345289588800633e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004076015466085,-0.0525869102353997,81.90759836042314
3b68_418,1.0,0.0,2.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.190822553776999,1.3639770557566004,2.131813311904913,2.131812438023795,8.032946493165316,7.236255243775077,1.682384962185267,1.682383310274726,0.2424194336814809,0.2422724488617858,0.0066370895017788,0.0066370895017787,5.208713987353184e-21,5.208713987353184e-21,2.6783173122184315e-06,1.5916216200992083e-06,0.0,0.0,30.82111283349341,3.424800825248112,1.4675997269119607,1.000012601647306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.744162973219801e-12,3.735119620914118e-12,0.0136246221841768,0.0136246128382505,9.980491401523532e-06,8.349161548612125e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.431327734525128e-18,6.431327734525128e-18,5.0810800399592304e-05,2.569815822567533e-05,0.9569829566963014,0.9569829566962902,0.0,0.0,0.0,0.0,0.0,0.0,0.0032368754583669,0.0032366337599402,1.4774501200746044e-16,1.4774433167362508e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3265034250775823e-11,2.2210937576045417e-11,2.037224249001441e-13,2.0372229602730305e-13,1.8609032373257437e-22,1.8609032373257437e-22,0.2329883143135553,0.2329767815731615,3.718418136844083e-05,3.718418136844083e-05,4.155709433859058e-23,4.155709433859058e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3643815767251597,0.0539695401539771,120.91702691657942
