,PDB code,EC number,Class,Subclass,Subsubclass
721,1j36,E.C.3.4.15.1,3,4,15
722,1j37,E.C.3.4.15.1,3,4,15
1139,1o86,E.C.3.4.15.1,3,4,15
1629,1uze,E.C.3.4.15.1,3,4,15
2172,2c6n,E.C.3.4.15.1,3,4,15
2757,2oc2,E.C.3.4.15.1,3,4,15
3393,2x8z,E.C.3.4.15.1,3,4,15
3394,2x91,E.C.3.4.15.1,3,4,15
3395,2x95,E.C.3.4.15.1,3,4,15
3396,2x96,E.C.3.4.15.1,3,4,15
3397,2x97,E.C.3.4.15.1,3,4,15
3433,2xhm,E.C.3.4.15.1,3,4,15
3501,2xy9,E.C.3.4.15.1,3,4,15
3502,2xyd,E.C.3.4.15.1,3,4,15
3823,3bkk,E.C.3.4.15.1,3,4,15
3824,3bkl,E.C.3.4.15.1,3,4,15
4847,3l3n,E.C.3.4.15.1,3,4,15
5157,3nxq,E.C.3.4.15.1,3,4,15
6259,4aa1,E.C.3.4.15.1,3,4,15
6260,4aa2,E.C.3.4.15.1,3,4,15
6562,4ca7,E.C.3.4.15.1,3,4,15
6563,4ca8,E.C.3.4.15.1,3,4,15
10855,6qs1,E.C.3.4.15.1,3,4,15
