PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA, ENV_HBA_OCC_SUM, ENV_HBA_OCC_MAX, ENV_HBD_OCC_SUM, ENV_HBD_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_SCORE_SUM, HBD_HBA_SCORE_MAX, HBA_HBD_SCORE_SUM, HBA_HBD_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
3qs8,0.0,1.0,2.0,12.0,0.0,2.0,0.0,0.0,16.0,3.0,3.810459728046,3.5408049077686004,40.13,6.004245480023712,4.780514033879793,2.0796393857578965,1.9422590086390452,0.0,0.0,1.3774266680874468e-10,1.3772510332717244e-10,10.197366954588626,1.9146751749782944,1.00000559029576,1.000005584919536,0.0,0.0,0.9730912483571812,0.9730212467923846,0.0,0.0,-0.9982663929339836,-0.18320804725539,-114.006312295728,59.53899002938108
3rsb,2.0,3.0,1.0,6.0,7.0,12.0,0.0,0.0,32.0,8.0,1.561623234806,-4.096983801780301,336.0499999999999,9.06870331915981,8.029159725916013,0.3542780776473083,0.341820556057087,0.0,0.0,1.635171210497088e-07,1.63514652619429e-07,2.6996305611743154,0.6923272206825815,0.0,0.0,3.9674662923764186,2.91436124950045,0.8044923972657815,0.7840014910631269,0.0,0.0,-3.146124265200692,-7.611451740145682,-124.8826052415579,139.67861538251003
1v2h,2.0,0.0,1.0,3.0,6.0,2.0,0.0,0.0,11.0,0.0,0.8143187863520001,0.2047416426787,96.65,6.576477500079407,5.525329463205033,0.7896695682486362,0.7896692272084016,0.336926345237003,0.2926622766188308,1.2686204882456e-10,1.2686204882456e-10,3.780914176863192,0.4091781051960482,0.6368881888450248,0.636888186108299,4.711145056634787,3.6464883985188496,0.2810797195034141,0.2810746012499825,0.0,0.0,-0.3377120495318997,-0.2797163780366672,-78.55118100682527,41.85371231796432
3ipx,0.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,17.0,2.0,0.680652162631,-1.59440243830676,105.88,11.885870802900945,8.073349368049987,1.316035271563835,1.3160352034200506,0.0,0.0,0.0,0.0,4.215228085928144,0.4439476145567536,0.0,0.0,5.861839379710287,2.9788413447198177,0.7280900106491456,0.7234922471362433,0.0,0.0,0.2136883878764392,0.0766650381795839,-131.18281839261806,68.90899111821057
2f2c,1.0,0.0,3.0,12.0,6.0,4.0,1.0,0.0,28.0,7.0,5.136237724359,3.0603647102839,115.16,9.227745481167837,7.182128226691966,1.0227842720173994,1.0227812202684503,0.1381598967128671,0.1377267471580048,2.4141080210214904e-07,2.414106873052458e-07,14.15493010997748,3.304154583254381,0.0006961613778068,0.0006310126492067,4.602579036864602,3.714444642224085,1.565357372512166e-09,1.5653445606662472e-09,2.5520614501523284,0.9999874661179496,-0.4872171199897048,-0.0065312860845303,-171.51609916821437,86.41034550063027
4x60,1.0,0.0,2.0,8.0,4.0,5.0,0.0,0.0,28.0,7.0,2.631232640753,-0.0275324323554997,100.81,11.846460677341328,10.102478117428278,0.1003201268123214,0.1003201096931877,1.4346756741650557,0.990609703328866,0.9999994218285424,0.9999994218285424,10.75609195480284,1.5605854196285434,2.229301265748423,1.0874372759319142,5.1253270012083085,2.719851723252006,0.4723210524217096,0.4723210083646725,0.0,0.0,-0.6536175769472489,-0.1410287230036996,-205.29582492966205,96.82549283481848
5wik,0.0,0.0,2.0,13.0,3.0,6.0,0.0,0.0,28.0,5.0,4.582271306951999,3.9663014083634,84.75,10.625972790423534,9.736667934437683,0.5519487136566542,0.5519485418290571,0.0,0.0,6.63862096769404e-10,6.629667675049887e-10,17.755044233158422,3.169556884083077,0.0283367216257485,0.0283367215297463,1.0039268288808707,1.0038281502330335,1.0568344025001983,1.0568343323049607,0.0,0.0,-0.3723479177518825,-0.1127526681377676,-209.9855367600844,113.72131280543898
3s9i,0.0,1.0,1.0,6.0,1.0,4.0,0.0,0.0,14.0,4.0,1.908126668818,0.5686659178364002,77.43,3.557944367041376,2.383973510035234,0.7083897211469483,0.7081666029999439,0.0,0.0,3.153334633926742e-15,3.153334633926742e-15,7.761390224726218,1.155346852989848,7.890039298423802e-09,7.802616042835014e-09,0.996207273914809,0.9948400536050408,3.028543125894222,2.8179031770980565,0.0,0.0,-1.5800797426801834,-0.7383609926689866,-114.3058385387733,59.508153796026285
3kqs,1.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,10.0,0.0,1.931247375557,1.8758012192256,49.65,3.591359513022077,3.06955960584925,0.2269168592993202,0.2269147197719555,0.6430564211800864,0.6103287710590102,1.0,1.0,9.932525334213205,0.8961191972014901,0.3854664111597689,0.3631426185344322,2.5319032249079605,2.2434236631947115,0.0,0.0,0.0,0.0,0.1175187854144771,0.0544238264744636,-81.90989024924866,38.13966424914391
1bmk,1.0,0.0,3.0,11.0,3.0,4.0,0.0,0.0,23.0,4.0,3.498215431758,2.3436516270551,70.87,7.46460481236169,6.4254837779574805,2.961384709334673,2.9400027376072764,8.513741790102585e-16,8.513741790102585e-16,1.999999995009334,1.9999999950093212,14.76890261771412,2.2737228274438213,0.9142033983178366,0.9142033983178366,1.0077537067565006,1.007753701997712,1.002129719043759,1.002129719010984,0.0,0.0,1.0397126680479385,0.1504247798360527,-160.1229106483952,91.06971539501744
