PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HBD_N3_COUNT, HBD_N2_COUNT, HBD_Nar_COUNT, HBD_Nam_COUNT, HBD_Npl3_COUNT, HBD_N4_COUNT, HBD_O3_COUNT, HBD_S3_COUNT, HBA_N3_COUNT, HBA_N2_COUNT, HBA_N1_COUNT, HBA_Nar_COUNT, HBA_Npl3_COUNT, HBA_O3_COUNT, HBA_O2_COUNT, HBA_Oco2_COUNT, HBA_S3_COUNT, HBA_S2_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA, ENV_HBA_N_OCC_SUM, ENV_HBA_N_OCC_MAX, ENV_HBA_O_OCC_SUM, ENV_HBA_O_OCC_MAX, ENV_HBA_S_OCC_SUM, ENV_HBA_S_OCC_MAX, ENV_HBD_N_OCC_SUM, ENV_HBD_N_OCC_MAX, ENV_HBD_O_OCC_SUM, ENV_HBD_O_OCC_MAX, ENV_HBD_S_OCC_SUM, ENV_HBD_S_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_N_SCORE_SUM, HBD_HBA_N_SCORE_MAX, HBD_HBA_O_SCORE_SUM, HBD_HBA_O_SCORE_MAX, HBD_HBA_S_SCORE_SUM, HBD_HBA_S_SCORE_MAX, HBD_N3_HBA_N_SCORE_SUM, HBD_N3_HBA_N_SCORE_MAX, HBD_N3_HBA_O_SCORE_SUM, HBD_N3_HBA_O_SCORE_MAX, HBD_N3_HBA_S_SCORE_SUM, HBD_N3_HBA_S_SCORE_MAX, HBD_N2_HBA_N_SCORE_SUM, HBD_N2_HBA_N_SCORE_MAX, HBD_N2_HBA_O_SCORE_SUM, HBD_N2_HBA_O_SCORE_MAX, HBD_N2_HBA_S_SCORE_SUM, HBD_N2_HBA_S_SCORE_MAX, HBD_Nar_HBA_N_SCORE_SUM, HBD_Nar_HBA_N_SCORE_MAX, HBD_Nar_HBA_O_SCORE_SUM, HBD_Nar_HBA_O_SCORE_MAX, HBD_Nar_HBA_S_SCORE_SUM, HBD_Nar_HBA_S_SCORE_MAX, HBD_Nam_HBA_N_SCORE_SUM, HBD_Nam_HBA_N_SCORE_MAX, HBD_Nam_HBA_O_SCORE_SUM, HBD_Nam_HBA_O_SCORE_MAX, HBD_Nam_HBA_S_SCORE_SUM, HBD_Nam_HBA_S_SCORE_MAX, HBD_Npl3_HBA_N_SCORE_SUM, HBD_Npl3_HBA_N_SCORE_MAX, HBD_Npl3_HBA_O_SCORE_SUM, HBD_Npl3_HBA_O_SCORE_MAX, HBD_Npl3_HBA_S_SCORE_SUM, HBD_Npl3_HBA_S_SCORE_MAX, HBD_N4_HBA_N_SCORE_SUM, HBD_N4_HBA_N_SCORE_MAX, HBD_N4_HBA_O_SCORE_SUM, HBD_N4_HBA_O_SCORE_MAX, HBD_N4_HBA_S_SCORE_SUM, HBD_N4_HBA_S_SCORE_MAX, HBD_O3_HBA_N_SCORE_SUM, HBD_O3_HBA_N_SCORE_MAX, HBD_O3_HBA_O_SCORE_SUM, HBD_O3_HBA_O_SCORE_MAX, HBD_O3_HBA_S_SCORE_SUM, HBD_O3_HBA_S_SCORE_MAX, HBD_S3_HBA_N_SCORE_SUM, HBD_S3_HBA_N_SCORE_MAX, HBD_S3_HBA_O_SCORE_SUM, HBD_S3_HBA_O_SCORE_MAX, HBD_S3_HBA_S_SCORE_SUM, HBD_S3_HBA_S_SCORE_MAX, HBA_HBD_N_SCORE_SUM, HBA_HBD_N_SCORE_MAX, HBA_HBD_O_SCORE_SUM, HBA_HBD_O_SCORE_MAX, HBA_HBD_S_SCORE_SUM, HBA_HBD_S_SCORE_MAX, HBA_N3_HBD_N_SCORE_SUM, HBA_N3_HBD_N_SCORE_MAX, HBA_N3_HBD_O_SCORE_SUM, HBA_N3_HBD_O_SCORE_MAX, HBA_N3_HBD_S_SCORE_SUM, HBA_N3_HBD_S_SCORE_MAX, HBA_N2_HBD_N_SCORE_SUM, HBA_N2_HBD_N_SCORE_MAX, HBA_N2_HBD_O_SCORE_SUM, HBA_N2_HBD_O_SCORE_MAX, HBA_N2_HBD_S_SCORE_SUM, HBA_N2_HBD_S_SCORE_MAX, HBA_N1_HBD_N_SCORE_SUM, HBA_N1_HBD_N_SCORE_MAX, HBA_N1_HBD_O_SCORE_SUM, HBA_N1_HBD_O_SCORE_MAX, HBA_N1_HBD_S_SCORE_SUM, HBA_N1_HBD_S_SCORE_MAX, HBA_Nar_HBD_N_SCORE_SUM, HBA_Nar_HBD_N_SCORE_MAX, HBA_Nar_HBD_O_SCORE_SUM, HBA_Nar_HBD_O_SCORE_MAX, HBA_Nar_HBD_S_SCORE_SUM, HBA_Nar_HBD_S_SCORE_MAX, HBA_Npl3_HBD_N_SCORE_SUM, HBA_Npl3_HBD_N_SCORE_MAX, HBA_Npl3_HBD_O_SCORE_SUM, HBA_Npl3_HBD_O_SCORE_MAX, HBA_Npl3_HBD_S_SCORE_SUM, HBA_Npl3_HBD_S_SCORE_MAX, HBA_O3_HBD_N_SCORE_SUM, HBA_O3_HBD_N_SCORE_MAX, HBA_O3_HBD_O_SCORE_SUM, HBA_O3_HBD_O_SCORE_MAX, HBA_O3_HBD_S_SCORE_SUM, HBA_O3_HBD_S_SCORE_MAX, HBA_O2_HBD_N_SCORE_SUM, HBA_O2_HBD_N_SCORE_MAX, HBA_O2_HBD_O_SCORE_SUM, HBA_O2_HBD_O_SCORE_MAX, HBA_O2_HBD_S_SCORE_SUM, HBA_O2_HBD_S_SCORE_MAX, HBA_Oco2_HBD_N_SCORE_SUM, HBA_Oco2_HBD_N_SCORE_MAX, HBA_Oco2_HBD_O_SCORE_SUM, HBA_Oco2_HBD_O_SCORE_MAX, HBA_Oco2_HBD_S_SCORE_SUM, HBA_Oco2_HBD_S_SCORE_MAX, HBA_S3_HBD_N_SCORE_SUM, HBA_S3_HBD_N_SCORE_MAX, HBA_S3_HBD_O_SCORE_SUM, HBA_S3_HBD_O_SCORE_MAX, HBA_S3_HBD_S_SCORE_SUM, HBA_S3_HBD_S_SCORE_MAX, HBA_S2_HBD_N_SCORE_SUM, HBA_S2_HBD_N_SCORE_MAX, HBA_S2_HBD_O_SCORE_SUM, HBA_S2_HBD_O_SCORE_MAX, HBA_S2_HBD_S_SCORE_SUM, HBA_S2_HBD_S_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
1gz3,1.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,7.0,0.0,0.0,31.0,8.0,1.5671301853679998,-4.5888978587347005,321.1299999999999,3.334732932861567,3.334198097591084,4.614961718168378,4.602270185991678,8.346366298802615e-18,8.346366298802615e-18,0.1604113507506686,0.1601866568168678,1.2655870306421472e-05,1.2655870302914716e-05,0.0,0.0,9.606235045518906e-05,9.606234720223557e-05,0.0001551556687489,0.0001551556687489,4.178787105338604,0.8734957836900918,1.4377089295905798e-07,1.4366677763585728e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001067157673397,0.000106715766948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.012202387486358e-10,4.9732878671112e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0994823192621093e-14,1.758696372370132e-14,3.3219674003548674e-05,3.3210897031886904e-05,2.048939747001244e-16,2.048939747001244e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0379726010575865e-07,3.037969415351324e-07,1.1639919536749918e-20,6.594537342613348e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5515729700770444,1.5515729595390588,8.665158482922617e-17,8.665049111470868e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.127670465475901,2.060745692247597,0.9998985068098132,0.9998985067898288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2708081281984858,-0.3585787127746261,-169.15819680680173,80.58774786870687
5jaz,0.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,25.0,8.0,4.2766916491788,2.0792158792567004,113.54000000000002,1.0689198055337505e-05,1.0689198018497055e-05,7.628328395939627,5.074319906037477,1.1503945551438135,1.1503934349620857,0.4507106187691887,0.3322086334642295,0.3838332722611551,0.3039783788493664,0.0001519733400929,0.0001519733400929,0.0,0.0,0.9999994887689484,0.999999488767958,11.117206886242515,1.758159061324427,0.0040366159823592,0.0022476075656894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.79585250376136e-19,8.55987523809415e-19,0.8048801400904679,0.5795706724356606,1.7021222056595945e-06,1.7021221040442705e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5660608439071604,1.5139559641095106,1.9767989456442816,1.3737865774626403,8.14451924901694e-17,8.14451924901694e-17,1.84826290903811,1.7494712961248216,0.0001661083318672,0.0001661069744154,5.104658847806999e-16,5.104657536482176e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3676779102784287,-0.0017346034094407,-166.29516721941297,78.42486181969694
1yci,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,17.0,5.0,1.908126668818,0.5665118972036003,109.36,3.6360480523462098,2.0005748179151146,5.309544571386315,4.388954593591042,5.852550942336915e-14,5.852550942336915e-14,0.0140401987438101,0.0140401242003808,1.6899898400305713,1.4621385405029912,2.373357072202137e-21,2.373357072202137e-21,0.0,0.0,1.5020163229926727e-06,1.502012836757862e-06,6.947856511725103,1.282457085150314,0.8124129795668656,0.8123653785905895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9328985459425495e-10,9.936642667303295e-11,8.424198121199842e-10,5.77350941315049e-10,3.95035979953293e-17,3.95035979953293e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17036815044062e-14,1.2240863591162884e-14,3.159312252003036e-12,3.1577069232559346e-12,9.945408367671284e-24,9.945408367671284e-24,0.5781723835543979,0.5395686926643135,1.027764434332633,0.9707702249600604,3.885133502265696e-20,3.885133502265696e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.759622330737651,-1.737124000957703,-104.80484173221063,50.31917680895796
3u78,2.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,27.0,12.0,3.999137724246999,2.2570770627092,114.37,0.0007714011490235,0.0007714011487781,6.505333311905124,5.817063319534965,0.0,0.0,1.7430588743829265,1.7430588617371368,2.0033182232435318e-14,1.7715593625901302e-14,0.0,0.0,1.073985947118294e-06,1.048089795325287e-06,2.151545585328533e-07,2.1515352413755658e-07,4.558014047474371,1.8847215886250823,5.592052725047681e-06,5.591539773464263e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1175539205475814e-19,3.1175539205475814e-19,0.9997779560915012,0.9997779554957852,0.0,0.0,4.664101754951797e-09,4.664054095584514e-09,1.923939155202334,0.9936151257486217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2620474378104646e-10,2.2609187849156886e-10,2.1845249271900085e-18,2.0363654839682507e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27657963208719e-07,1.2765778981729785e-07,1.7809458374373552e-15,1.765878372879388e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0843981633426436,-0.0423368754595611,-117.1588915332118,59.900088047778894
1tg5,0.0,0.0,3.0,21.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,31.0,5.0,8.114799290911,6.1715647475797,97.64,1.2084721208044666,1.2068326550392108,6.267798140731672,6.126510927578607,8.673666197895696e-20,8.673666197895696e-20,0.0215914660199456,0.0214543912282133,1.2222535544536365e-11,1.222253419835995e-11,0.0,0.0,0.0,0.0,0.2526547425153411,0.2469272524502015,22.49866523651188,4.242346041923703,0.9310293821295792,0.9296241863577912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999958306984,0.9999999999997802,0.0014735605080325,0.0014735131842403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.964510618906811e-11,9.95153327291742e-11,1.2220174968886817e-15,1.2219992950477437e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5111392491055008e-13,8.573087205421756e-14,4.18065211473607e-20,4.18065211473607e-20,0.0,0.0,7.974852955246349e-09,7.970669023760726e-09,6.455840076643734e-17,6.454948770261845e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7854951390155548,0.614783608394942,-0.9545507246145544,-0.8189479920408387,-201.6358982803348,110.08548032093526
3pch,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,11.0,1.0,2.209776145106,1.7693187011577,60.36,2.763864428677357,2.763621785184963,0.8129922766705913,0.8127931400244398,3.603008992564104e-15,3.602265651342596e-15,0.3928353688477476,0.3928320366401382,0.0543762002887358,0.0543761700596884,2.143994176566023e-18,2.143994176566023e-18,0.0,0.0,2.6804765038922585e-08,2.4425480774180268e-08,11.58478525401846,1.5668896044134497,1.7841800647728447,0.9698937876271562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.999728216718606,0.9999999999999912,7.452761166309828e-08,7.452587837965071e-08,2.5406539286100104e-16,2.5406539286100104e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1978585116742451,0.197858481057767,0.9039729251514228,0.9025374752424394,7.558773818292353e-20,7.558773818292353e-20,0.0,0.0,0.0,0.0,0.0,0.0,2.699641674993843e-08,2.697667151492085e-08,0.9634469408173748,0.9634469408173558,5.005540991536246e-20,5.005540991536246e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.187538954128707,0.99999997973273,-2.059185668202428,-0.6752765409021899,-107.31872098004716,71.55168179895142
3fl9,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,21.0,5.0,2.8314898184599997,0.8568523970753998,105.51,1.6839092395874416e-12,1.0277590782448166e-12,3.543076646979858,2.551610813983731,0.010297560202233,0.0102975602022325,4.863296802722436e-05,4.8632402350097065e-05,1.184065924333046e-06,1.1840659243248914e-06,0.0,0.0,0.0,0.0,0.0,0.0,15.700247596316316,1.910420173146228,1.0000051172200628,1.0000051145145477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29858458892596e-15,3.297759150169301e-15,3.615126690203293,1.4671745439843913,0.9197146877262474,0.9197146877262474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079631912218405,0.0079631912214939,1.3132417375126708e-14,1.2289310543298251e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.659335218416921e-10,6.685126543066491e-10,1.7442069119820766e-20,1.7366738770457472e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1476692221273718,-0.0184972772119026,-169.7360306894459,111.52712329177724
4c5w,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,4.0,0.710416669446,0.1209631341673,40.13,0.0007995314394269,0.0007995314385582,3.87614606707396,2.8571244495985617,0.0,0.0,0.553882835483481,0.5266398744070415,1.0986470542640922e-08,1.0986446724445174e-08,0.0,0.0,3.1747842998515705,0.99957518766231,0.0,0.0,2.6415463520887243,0.3569694707501111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7705913248808838,1.6089047250592508,4.358653772374289e-07,4.358653671229116e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2549719403256384,-0.1084793233531347,-101.95019347403198,47.12020407506132
4bnt,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.3182982402190002,0.1623870852423998,26.33,1.0599362421075984e-19,1.0599362421075984e-19,2.7233021279381906,2.723298390610506,0.0,0.0,1.1897068170364015e-06,1.1725956041772325e-06,1.997021452132292e-18,1.994437111539587e-18,0.0,0.0,0.096004136504611,0.0499258276701072,0.0,0.0,6.715978434763019,0.9348361963500924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1610474831893295e-08,6.777862398354655e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.103053248240584e-08,9.10304173347811e-08,3.299262747340056e-17,3.299262747340056e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003208381757759,0.0003208381754255,8.163068307873993e-21,8.163068307873993e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2904993492234393,0.0257687737449635,-86.67990726149561,37.62713163761374
2fsv,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,1.0,4.0,0.0,0.0,44.0,11.0,2.006758938416,-5.891716568181019,344.15000000000003,10.04063094641685,7.794198635076779,11.622775514427955,11.109996852497089,2.934646393643761e-14,2.934646393643761e-14,1.628801735727362,1.6286430292812686,2.1122343420381694e-11,2.087868355278188e-11,0.0,0.0,0.0303618169793441,0.0303618169793441,0.0,0.0,5.317537236810559,1.1113050000314837,9.9979902172022e-10,9.76837218259922e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.356896017522995e-16,1.340813081531423e-16,0.0127252115538628,0.0127251843718232,6.6986793427853175e-15,6.6986793427853175e-15,2.436923745145516e-05,2.435000920029665e-05,1.8528859488857133e-06,1.6563277452165671e-06,0.0,0.0,1.887234059825769e-18,1.887234059825769e-18,0.0001638930457504,0.0001638928957205,1.081877018613841e-13,1.081877018613841e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.999586887429297,2.999576351209948,1.9358828767292555,1.8342833040284343,2.057969398711341e-17,2.057969398711341e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1292085961131792,0.1292085957960954,1.5231740233437658e-13,1.5204099987311244e-13,0.0,0.0,4.161769181894579e-11,3.513923980480238e-11,3.6666313377295864e-18,3.4825017690525725e-18,0.0,0.0,1.0139588644368178,0.8263424490897578,5.32646827086103e-10,5.326462894663426e-10,0.0,0.0,0.9983496555285324,0.9472822957725447,4.078050109689856e-16,3.742182814837998e-16,0.0,0.0,0.9527456823233924,0.9519618745614986,3.0068679997187864e-08,3.006867990014498e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2398917600855004,-0.2774397732881478,-230.8007412471128,104.32577037642804
