PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA, ENV_HBA_OCC_SUM, ENV_HBA_OCC_MAX, ENV_HBD_OCC_SUM, ENV_HBD_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_SCORE_SUM, HBD_HBA_SCORE_MAX, HBA_HBD_SCORE_SUM, HBA_HBD_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
1bb0,1.0,0.0,1.0,12.0,7.0,7.0,0.0,0.0,35.0,11.0,3.7608476857179993,-0.1558279395959994,179.04000000000002,12.870147685097267,11.082187213704392,0.4554592447092436,0.4496554170471721,0.1961293064569737,0.0890486587089239,7.22085615627169e-14,7.22085615627169e-14,11.456838572397087,2.3223349980690706,0.6629345909318869,0.4490161107337094,7.773512407336824,4.056309358204549,1.5554300323435597,1.2400218514288843,0.0,0.0,-0.4899754021414408,-0.2406750438709449,-231.73504249748416,144.31764616798648
4zhm,1.0,1.0,2.0,21.0,14.0,16.0,0.0,0.0,72.0,8.0,7.619600697892001,0.3794970839352008,432.1699999999999,20.48199993165986,16.26523985718729,0.6653397196083931,0.5960812151840694,0.0270567110143015,0.0270565105374767,1.0427647969164777e-07,1.0427647969164777e-07,13.56089287984082,3.1113120960651006,0.999484800199768,0.9994842470344528,6.291863521116355,4.970036124955605,2.7390351441734957,2.737690379149829,0.0,0.0,-0.8692675638755244,-0.1708854191518181,-281.7747714095556,171.6838597420691
4y2u,0.0,0.0,1.0,10.0,2.0,1.0,0.0,0.0,18.0,3.0,3.499189809093,2.2784613278115,50.36,11.748956060136004,6.212091088777831,0.2270808421237548,0.1797012890754245,0.0,0.0,1.3798808156318142e-08,1.3798808156318142e-08,20.32132057375412,2.3567185398421664,2.106170361343489,0.9990825425283107,3.1950892823042816,1.997685309629296,1.272230037235438,0.9862638706197016,0.0,0.0,0.090918360165555,-0.1702335638862206,-158.33907645367535,80.98412164237371
1ce5,0.0,0.0,1.0,6.0,3.0,2.0,0.0,0.0,9.0,1.0,1.908126668818,1.4213652516236,49.870000000000005,6.588945061741351,4.865417629323529,7.180710817924556e-07,7.08969729644501e-07,0.0,0.0,1.89709269089325e-11,1.8888089448552957e-11,2.482413400365252,0.8548160040872337,3.8953355568684185e-08,3.394373462185869e-08,5.176911618900784,1.9962943780435407,0.0039022698099785,0.0039009764284355,0.0,0.0,-0.1339462077334577,-0.0619031553385386,-79.11966616987955,38.08754499988213
8hvp,1.0,1.0,0.0,14.0,15.0,12.0,0.0,0.0,61.0,29.0,7.417380110781001,-0.2189634064291986,369.00999999999993,24.267079494397915,21.569289025394283,2.0194976981354773,1.946234631675364,1.7642074079714372e-14,1.7642074079714372e-14,0.0,0.0,20.144731591357942,4.110710331594777,0.0,0.0,7.901686730690402,7.126171021169542,2.9100480282577856,2.910047991343193,0.0,0.0,0.2226011392268534,-0.1017974567326607,-326.4570489580499,175.57002892552947
2f0z,1.0,1.0,0.0,3.0,9.0,9.0,0.0,0.0,23.0,7.0,0.7052412182259999,-3.4536145982542,202.79,21.212526458944325,10.330625004941457,1.367990125260606,0.7817735381692947,0.1572174294276139,0.1572174294274677,0.0,0.0,2.3481775280905177,0.5001028675906346,0.0,0.0,6.983160447137782,4.322107563959212,4.647009871972753,2.8897212337992624,0.0,0.0,-0.3188016366104687,-0.3051946244302962,-132.0585765760881,72.7347436299534
1b11,0.0,0.0,2.0,17.0,4.0,4.0,0.0,0.0,33.0,12.0,5.726303190978999,2.848359943025,116.76,12.969586097713147,10.832034555334753,0.0014118673296958,0.0014117811452845,0.0,0.0,0.0,0.0,16.391222013178893,3.523203177692218,0.0,0.0,4.059398969319577,3.696505460833747,1.6870256132328605,1.6870255900368123,0.0,0.0,0.3378890283293071,-0.1201926548595069,-182.53064833265773,79.73894899014064
2er6,3.0,3.0,2.0,20.0,15.0,14.0,0.0,0.0,65.0,30.0,6.511295314755,-0.8907035904523994,382.9799999999999,32.809393572377466,26.034743398847,0.0059657527315849,0.0059656602988547,0.121328975977455,0.0977733641221962,0.0,0.0,21.05102206382764,4.359456302162188,1.0024981246707434,1.0000289659818808,10.576758857599057,8.342477494309415,1.7525900657137672,1.7251672808362206,0.0,0.0,-0.4721404077608866,-0.4604006731344773,-315.50183624865684,153.89702883302476
2i3z,2.0,0.0,2.0,10.0,4.0,4.0,0.0,0.0,27.0,4.0,3.319844914777,1.0754133857819002,111.12,9.774859129934276,7.829807670117606,0.4041692474731373,0.4041690484654716,0.56984794792812,0.2368777404766045,2.456246335891162e-09,2.4562417832657867e-09,12.441188683901114,1.4106836655084822,1.7359841117846782,1.0028093094528685,2.041181384951147,1.1783762273041278,0.7193917663813425,0.7191994851414181,0.0,0.0,-0.1437118514062299,-0.2187961634515351,-164.43310854331827,86.20598342166974
1t4j,0.0,0.0,5.0,20.0,3.0,8.0,2.0,0.0,41.0,9.0,7.560201757996998,4.843412107771501,200.67,8.447098380531969,7.453805405814548,0.0033989543142591,0.0033989539857224,0.0,0.0,6.393565621114512e-07,6.393565621114512e-07,24.5171504485008,3.754026152830215,3.283333777091073,3.275794349848513,1.0005007420573542,0.9992770364067278,0.8071810189873891,0.807181018623891,1.0476178458774048,0.99999951352605,-0.7075239637700158,-0.1371726965141966,-217.13797402289205,113.47982658753308
