     code     1     2     3     4     5     6
1    4llx  4de1  3u8n  3f3e  4agq  3coy  1o3f
2    5c28  3dd0  2qbp  2al5  3f3e  2p4y  4de1
3    3uuo  1mq6  3f3e  3utu  3g0w  2vvn  3nw9
4    3ui7  3f3e  3g0w  3utu  2qbp  3fv1  1o3f
5    5c2h  3utu  2vw5  4twp  1e66  4de1  1o3f
6    2v00  3f3e  2yki  1mq6  3u8n  3ag9  1nvq
7    3wz8  4f3c  2yki  3f3e  2x00  3ag9  2vw5
8    3pww  3uri  2p4y  3f3e  3ge7  2al5  3utu
9    3prs  5dwr  2yki  3kr8  4f3c  3utu  4twp
10   3uri  2vw5  3f3e  5dwr  2p15  2al5  3fv1
11   4m0z  2p15  3e93  3f3e  4agq  4ivc  3myg
12   4m0y  5c2h  3myg  3f3e  4rfm  3uex  1nvq
13   3qgy  3fv1  2p4y  4de1  1e66  3uex  2p15
14   4qd6  2yki  4de1  3fv1  2fvd  3e93  4jia
15   4rfm  2p15  2x00  2yki  3f3e  3ge7  3uri
16   4cr9  4w9h  4f3c  1o3f  4ty7  3uex  2vvn
17   4cra  3kr8  3uex  4jia  3e93  2x00  1nvq
18   4x6p  3uex  2yki  2x00  3ag9  3e93  3o9i
19   4crc  4jia  2vw5  1e66  4rfm  4f3c  3uex
20   4ty7  4f3c  3f3e  2x00  2vw5  1e66  1sqa
21   5aba  3f3e  3ge7  3utu  3ejr  3fv1  4agq
22   5a7b  3uri  3f3e  4tmn  3ge7  5dwr  2p15
23   4agn  4agq  2zcq  3f3e  2vvn  3fv1  3g0w
24   4agp  3f3e  3ge7  4agq  1o3f  4ivc  1e66
25   4agq  3f3e  3fv1  3nw9  2zcq  1e66  3e93
26   3bgz  3nw9  1mq6  3u8n  2zcq  3gnw  4ivc
27   3jya  4f3c  1mq6  3u8n  3uex  3nw9  3f3e
28   2c3i  3u8n  3e93  4f3c  4w9h  1sqa  3uex
29   4k18  3f3e  3uex  2vw5  3g0w  5dwr  1e66
30   5dwr  3p5o  2vvn  1e66  3f3e  2p15  3ge7
31   3mss  2vvn  3f3e  3fv1  3kr8  4f3c  4ty7
32   3k5v  3f3e  2p15  3ge7  3uex  1e66  4rfm
33   3pyy  3gnw  3g0w  3uex  3f3e  2vw5  3utu
34   2v7a  3zso  4ty7  2x00  1e66  5c2h  4f3c
35   4twp  2x00  2p15  3uex  3g0w  2vw5  3uri
36   3wtj  3f3e  1e66  4agq  5c2h  2al5  3ge7
37   3zdg  3f3e  3kr8  1o3f  2fvd  3utu  4agq
38   3u8k  2vvn  3f3e  4rfm  3ge7  1sqa  2fvd
39   4qac  4w9h  3f3e  3uex  3u8n  3ge7  2xb8
40   3u8n  3f3e  3fv1  1mq6  4f3c  2vvn  2al5
41   1a30  3f3e  2vvn  4jia  2r9w  5c2h  3kr8
42   2qnq  3f3e  4ty7  2vw5  2fvd  3fv1  2yki
43   1g2k  2yki  5c2h  2x00  3gnw  3e93  3ag9
44   1eby  2qbp  3nw9  2p15  3uex  4f3c  5c2h
45   3o9i  2p15  3uex  3f3e  3zso  4agq  2vw5
46   4lzs  3utu  4tmn  4w9h  4agq  3f3e  2qbp
47   3u5j  2xb8  4rfm  3f3e  3kr8  2fvd  4de1
48   4wiv  1e66  3f3e  2p15  3dd0  2vw5  3ge7
49   4ogj  3f3e  4f3c  4agq  2p4y  5c2h  2p15
50   3p5o  3g0w  4tmn  1nvq  3kr8  1e66  2p4y
51   1ps3  5c2h  4twp  4agq  3u8n  2al5  4jia
52   3dx1  2vvn  1o3f  3f3e  3utu  2al5  4w9h
53   3d4z  3uex  3f3e  2qbp  2fvd  1mq6  4w9h
54   3dx2  2vvn  1sqa  3f3e  3nw9  1u1b  3utu
55   3ejr  2vvn  2p15  3f3e  3g0w  1mq6  3u8n
56   3l7b  4tmn  3uex  4twp  2yki  4rfm  3f3e
57   4eky  3uex  3myg  3f3e  1mq6  3utu  3dd0
58   3g2n  4ivc  4gid  3p5o  3f3e  4w9h  4twp
59   3syr  2x00  3f3e  2vw5  2yki  4agq  3u8n
60   3ebp  1o3f  3f3e  2vw5  4agq  1sqa  3fv1
61   2w66  1o3f  3f3e  3fv1  3g0w  4rfm  4gid
62   2w4x  3uex  2x00  3f3e  4gr0  3kr8  4rfm
63   2wca  2p4y  2yki  3myg  3o9i  2vw5  3g0w
64   2xj7  3f3e  3uex  3uri  5dwr  3ebp  3g0w
65   2vvn  4agq  3ge7  3dd0  2qbp  2x00  3f3e
66   3aru  4f3c  4tmn  3f3e  2vw5  2r9w  2p15
67   3arv  1e66  3u8n  2vw5  4ty7  2p15  3utu
68   3ary  5c2h  3f3e  2x00  2vvn  1o3f  3utu
69   3arq  4f3c  3f3e  2vw5  2zcq  3fv1  2vvn
70   3arp  4f3c  1mq6  3fv1  5c2h  2yki  3g0w
71   4ih5  1sqa  2yki  3f3e  2vw5  2fvd  4de1
72   4ih7  3g0w  4agq  4f3c  3ebp  3f3e  5c2h
73   3cj4  1e66  3u8n  2p4y  4de1  3coy  4ty7
74   4eo8  1sqa  3f3e  1e66  3utu  2vw5  3uex
75   3gnw  3dd0  4f3c  2vw5  3nw9  2p15  3uri
76   1gpk  4de1  3f3e  3u8n  1mq6  4ivc  3e93
77   1gpn  3f3e  1mq6  3uri  3u8n  1nvq  5dwr
78   1h23  4agq  3f3e  3g0w  3u8n  1o3f  3coy
79   1h22  3f3e  3fv1  4jia  3g0w  4de1  3nw9
80   1e66  4agq  3nw9  4gid  4rfm  3fv1  3zso
81   3f3a  3f3e  1o3f  1mq6  4agq  4ty7  4twp
82   3f3c  3f3e  1mq6  4agq  4gid  2vvn  1sqa
83   4mme  3f3e  3utu  3nw9  4gr0  3u8n  3fv1
84   3f3d  3f3e  4f3c  2vvn  3nw9  4gid  3utu
85   3f3e  1sqa  2vvn  4agq  3nw9  3u8n  3myg
86   2wbg  3u8n  3uex  3g0w  3f3e  4agq  2x00
87   2cbv  3f3e  1o3f  1sqa  2zcq  2al5  3myg
88   2j78  3f3e  3uex  5c2h  3nw9  4agq  2qbp
89   2j7h  3f3e  1sqa  4f3c  2fvd  2r9w  3dd0
90   2cet  3u8n  3utu  4gid  2yki  3e93  2vw5
91   3udh  3nw9  2vvn  3f3e  4agq  3fv1  3uri
92   3rsx  4f3c  3zso  2vw5  1sqa  3f3e  4agq
93   4djv  1o3f  3u8n  3f3e  2yki  2vvn  4ty7
94   2vkm  4f3c  3utu  2qbp  3f3e  3g0w  3uex
95   4gid  3f3e  2x00  4f3c  2yki  1nvq  3ge7
96   4jfs  3f3e  4agq  3utu  4gr0  4w9h  2x00
97   4j28  3f3e  2vw5  2al5  3fv1  4agq  3ebp
98   2wvt  3f3e  2qbp  3coy  4rfm  4tmn  4w9h
99   2xii  3fv1  3e93  3f3e  3uex  2vw5  2al5
100  4pcs  3f3e  3utu  2r9w  3nw9  4agq  3coy
101  3rr4  3f3e  3u8n  5dwr  4agq  1mq6  4f3c
102  1s38  4f3c  3f3e  4agq  1o3f  3o9i  1mq6
103  1r5y  3uex  3utu  3fv1  3uri  4agq  3zso
104  3gc5  4f3c  1e66  3f3e  4agq  4de1  3uri
105  3ge7  3f3e  1sqa  4agq  2xb8  2vw5  2vvn
106  4dli  3uex  3ag9  3f3e  3gnw  1mq6  3kr8
107  2zb1  2p15  3nw9  1e66  3f3e  3dd0  3uri
108  4f9w  3utu  3f3e  3uri  4f3c  1mq6  1sqa
