     code  logKa      score
1    4llx   2.89   2.495738
2    5c28   5.66   1.400474
3    3uuo   7.96   1.387500
4    3ui7   9.00   1.410106
5    5c2h  11.09   3.665350
6    2v00   3.66   1.285860
7    3wz8   5.82   1.527833
8    3pww   7.32   1.319125
9    3prs   7.82   1.530087
10   3uri   9.00   0.693802
11   4m0z   5.19   1.307617
12   4m0y   6.46   3.217817
13   3qgy   7.80   1.549017
14   4qd6   8.64   1.551479
15   4rfm  10.05   1.316824
16   4cr9   4.10   1.283653
17   4cra   7.22   1.530212
18   4x6p   8.30   1.480612
19   4crc   8.72   1.615952
20   4ty7   9.52   1.479004
21   5aba   2.98   1.553005
22   5a7b   3.57   1.292690
23   4agn   3.97   1.285616
24   4agp   4.69   1.528239
25   4agq   5.01   1.290464
26   3bgz   6.26   1.712566
27   3jya   6.89   1.324640
28   2c3i   7.60   3.410469
29   4k18   8.96   1.425067
30   5dwr  11.22   3.230651
31   3mss   4.66   1.503859
32   3k5v   6.30   1.488869
33   3pyy   6.86   1.320675
34   2v7a   8.30   1.304594
35   4twp  10.00   1.545782
36   3wtj   6.53   0.480290
37   3zdg   7.10   0.460950
38   3u8k   8.66   0.459723
39   4qac   9.40   1.326313
40   3u8n  10.17   0.469886
41   1a30   4.30  10.185534
42   2qnq   6.11   1.543227
43   1g2k   7.96   1.486557
44   1eby   9.70   0.522051
45   3o9i  11.82   1.308009
46   4lzs   4.80   1.279827
47   3u5j   5.61   1.571924
48   4wiv   6.26   1.391313
49   4ogj   6.79   1.330345
50   3p5o   7.30   1.370334
51   1ps3   2.28   0.092669
52   3dx1   3.58   1.529798
53   3d4z   4.89   0.153647
54   3dx2   6.82   3.626674
55   3ejr   8.57   1.263013
56   3l7b   2.40   2.956190
57   4eky   3.52   1.365750
58   3g2n   4.09   1.257394
59   3syr   5.10   2.697625
60   3ebp   5.91   3.483659
61   2w66   4.05   1.662516
62   2w4x   4.85   2.185214
63   2wca   5.60   1.280739
64   2xj7   6.66   2.907308
65   2vvn   7.30   1.796871
66   3aru   3.22   1.404820
67   3arv   5.64   2.598761
68   3ary   6.00   2.345948
69   3arq   6.40   1.294474
70   3arp   7.15   3.472283
71   4ih5   4.11   1.324379
72   4ih7   5.24   1.413285
73   3cj4   6.51   1.458644
74   4eo8   8.15   1.483120
75   3gnw   9.10   0.545100
76   1gpk   5.37   1.335103
77   1h23   8.35   0.322358
78   1h22   9.10   0.322358
79   3f3a   4.19   1.325656
80   3f3c   6.02   1.291856
81   4mme   6.50   0.252624
82   3f3d   7.16   1.346001
83   3f3e   7.70   1.339357
84   2wbg   4.45   0.373485
85   2cbv   5.48   1.798478
86   2j78   6.42   1.472109
87   2j7h   7.19   0.618155
88   2cet   8.02   1.255951
89   3udh   2.85   1.279939
90   3rsx   4.41   1.340799
91   4djv   6.72   1.372050
92   2vkm   8.74   1.574473
93   4gid  10.77   1.370441
94   4jfs   5.27   0.267149
95   4j28   5.70   0.268906
96   2wvt   6.12   0.704167
97   2xii   7.20   0.295775
98   4pcs   7.85   0.319460
99   3rr4   4.55   1.285594
100  1s38   5.15   1.290994
101  1r5y   6.46   1.266156
102  3gc5   7.26   0.678867
103  3ge7   8.70   0.686605
104  4dli   5.62   1.370215
105  2zb1   6.32   0.488122
106  4f9w   6.94   2.890699
107  3e92   8.00   1.361008
108  3e93   8.85   1.499923
109  4owm   2.96   1.319031
110  3twp   3.92   1.358284
111  3r88   4.82   1.267268
112  4gkm   5.17   1.385842
113  3qqs   5.82   1.349843
114  3gv9   2.12   1.353548
115  3gr2   2.52   1.509419
116  4kz6   3.10   1.568956
117  4jxs   4.74   1.330270
118  2r9w   5.10   1.509781
119  2hb1   3.80   1.446785
120  1bzc   4.92   1.282703
121  2qbr   6.33   1.389135
122  2qbq   7.44   1.415530
123  2qbp   8.40   1.405751
124  1q8t   4.76   1.273809
125  1ydr   5.52   1.390670
126  1q8u   5.96   1.370086
127  1ydt   7.32   3.220434
128  3ag9   8.05   1.201679
129  3fcq   2.77   1.468344
130  1z9g   5.64   1.260743
131  1qf1   7.32   1.260764
132  5tmn   8.04   1.304296
133  4tmn  10.17   1.320845
134  4ddk   2.29   1.483950
135  4ddh   3.32   0.477016
136  3ivg   4.30   0.505969
137  3coz   5.57   0.342058
138  3coy   6.02   1.304445
139  3pxf   4.43   3.405849
140  4eor   6.30   1.299167
141  2xnb   6.83   1.284782
142  1pxn   7.15   1.256066
143  2fvd   8.52   1.285519
144  4k77   6.63   1.284039
145  4e5w   7.66   1.419539
146  4ivb   8.72   1.304979
147  4ivd   9.52   1.307217
148  4ivc  10.00   1.310418
149  4f09   6.70   1.321986
150  4gfm   7.22   1.425307
151  4hge   7.92   1.301569
152  4e6q   8.36   3.559596
153  4jia   9.22   1.292476
154  2brb   4.86   1.659595
155  2br1   5.14   1.660845
156  3jvr   5.72   1.331286
157  3jvs   6.54   1.328758
158  1nvq   8.25   3.449085
159  3acw   4.76   1.480116
160  4ea2   6.44   1.330717
161  2zcr   6.87   1.511981
162  2zy1   7.40   1.387632
163  2zcq   8.82   1.468841
164  1bcu   3.28   1.301516
165  3bv9   5.36   1.340759
166  1oyt   7.24   1.279861
