     code  logKa     score
1    4llx   2.89  7.698067
2    5c28   5.66  7.778767
3    3uuo   7.96  7.959333
4    3ui7   9.00  7.870433
5    5c2h  11.09  8.032167
6    2v00   3.66  7.930933
7    3wz8   5.82  7.680800
8    3pww   7.32  7.875300
9    3prs   7.82  7.882967
10   3uri   9.00  7.786167
11   4m0z   5.19  7.834233
12   4m0y   6.46  7.966500
13   3qgy   7.80  7.916400
14   4qd6   8.64  7.839233
15   4rfm  10.05  7.835067
16   4cr9   4.10  7.834233
17   4cra   7.22  7.894267
18   4x6p   8.30  7.961667
19   4crc   8.72  7.898400
20   4ty7   9.52  8.026033
21   5aba   2.98  7.986000
22   5a7b   3.57  7.862533
23   4agn   3.97  7.937367
24   4agp   4.69  7.983367
25   4agq   5.01  7.953133
26   3bgz   6.26  7.756733
27   3jya   6.89  7.853233
28   2c3i   7.60  7.950467
29   4k18   8.96  7.894733
30   5dwr  11.22  7.851200
31   3mss   4.66  7.960633
32   3k5v   6.30  7.942000
33   3pyy   6.86  7.970967
34   2v7a   8.30  7.873300
35   4twp  10.00  7.806800
36   3wtj   6.53  7.810933
37   3zdg   7.10  7.928500
38   3u8k   8.66  7.899533
39   4qac   9.40  8.017400
40   3u8n  10.17  7.804667
41   1a30   4.30  7.968467
42   2qnq   6.11  7.845667
43   1g2k   7.96  7.865800
44   1eby   9.70  8.137300
45   3o9i  11.82  7.835400
46   4lzs   4.80  7.766600
47   3u5j   5.61  8.108067
48   4wiv   6.26  7.921933
49   4ogj   6.79  7.905100
50   3p5o   7.30  7.938900
51   1ps3   2.28  7.577700
52   3dx1   3.58  7.920133
53   3d4z   4.89  7.631733
54   3dx2   6.82  7.916500
55   3ejr   8.57  7.878733
56   3l7b   2.40  7.839767
57   4eky   3.52  7.848667
58   3g2n   4.09  7.839133
59   3syr   5.10  7.832700
60   3ebp   5.91  7.996200
61   2w66   4.05  7.808033
62   2w4x   4.85  7.810333
63   2wca   5.60  7.863433
64   2xj7   6.66  7.782033
65   2vvn   7.30  7.800200
66   3aru   3.22  7.843167
67   3arv   5.64  8.357133
68   3ary   6.00  8.178833
69   3arq   6.40  7.863200
70   3arp   7.15  7.852900
71   4ih5   4.11  7.827600
72   4ih7   5.24  7.766600
73   3cj4   6.51  7.799367
74   4eo8   8.15  7.773267
75   3gnw   9.10  8.192867
76   1gpk   5.37  7.790100
77   1h23   8.35  7.799300
78   1h22   9.10  7.797933
79   3f3a   4.19  7.862267
80   3f3c   6.02  7.772500
81   4mme   6.50  7.770833
82   3f3d   7.16  7.854333
83   3f3e   7.70  7.866000
84   2wbg   4.45  7.834100
85   2cbv   5.48  7.822600
86   2j78   6.42  7.823133
