     code  logKa    score
1    4llx   2.89  7.82675
2    5c28   5.66  8.05015
3    3uuo   7.96  8.07390
4    3ui7   9.00  8.07555
5    5c2h  11.09  7.98810
6    2v00   3.66  7.99045
7    3wz8   5.82  7.91105
8    3pww   7.32  8.05485
9    3prs   7.82  8.01195
10   3uri   9.00  8.09795
11   4m0z   5.19  8.07825
12   4m0y   6.46  8.12770
13   3qgy   7.80  7.89165
14   4qd6   8.64  7.95715
15   4rfm  10.05  8.09060
16   4cr9   4.10  8.00620
17   4cra   7.22  8.00100
18   4x6p   8.30  8.00470
19   4crc   8.72  7.97910
20   4ty7   9.52  8.15775
21   5aba   2.98  8.05950
22   5a7b   3.57  7.89525
23   4agn   3.97  7.92470
24   4agp   4.69  7.98620
25   4agq   5.01  7.84395
26   3bgz   6.26  7.86425
27   3jya   6.89  7.99845
28   2c3i   7.60  8.06380
29   4k18   8.96  7.98175
30   5dwr  11.22  8.02185
31   3mss   4.66  8.00180
32   3k5v   6.30  7.90000
33   3pyy   6.86  7.92900
34   2v7a   8.30  7.92625
35   4twp  10.00  8.13305
36   3wtj   6.53  7.89520
37   3zdg   7.10  7.83720
38   3u8k   8.66  7.91290
39   4qac   9.40  8.01635
40   3u8n  10.17  7.91615
41   1a30   4.30  7.96105
42   2qnq   6.11  8.00715
43   1g2k   7.96  8.14385
44   1eby   9.70  8.24185
45   3o9i  11.82  8.05835
46   4lzs   4.80  7.99915
47   3u5j   5.61  7.97345
48   4wiv   6.26  7.87655
49   4ogj   6.79  7.93820
50   3p5o   7.30  7.99930
51   1ps3   2.28  7.29790
52   3dx1   3.58  7.69410
53   3d4z   4.89  7.24830
54   3dx2   6.82  7.98870
55   3ejr   8.57  7.99265
56   3l7b   2.40  7.72205
57   4eky   3.52  8.09000
58   3g2n   4.09  8.11260
59   3syr   5.10  7.59505
60   3ebp   5.91  8.11885
61   2w66   4.05  7.52450
62   2w4x   4.85  7.74550
63   2wca   5.60  8.10990
64   2xj7   6.66  7.60125
65   2vvn   7.30  7.68685
66   3aru   3.22  7.65075
67   3arv   5.64  8.48300
68   3ary   6.00  8.10980
69   3arq   6.40  7.97995
70   3arp   7.15  7.90715
71   4ih5   4.11  8.04780
72   4ih7   5.24  7.86965
73   3cj4   6.51  7.97245
74   4eo8   8.15  7.92390
75   3gnw   9.10  8.24080
76   1gpk   5.37  7.84125
77   1h23   8.35  7.87515
78   1h22   9.10  7.91505
79   3f3a   4.19  8.19350
80   3f3c   6.02  8.05240
81   4mme   6.50  7.87455
82   3f3d   7.16  8.02285
83   3f3e   7.70  7.99920
84   2wbg   4.45  8.13210
