     code  logKa  score
1    4llx   2.89   9.18
2    5c28   5.66   9.18
3    3uuo   7.96   9.18
4    3ui7   9.00   9.18
5    5c2h  11.09   9.18
6    2v00   3.66   9.18
7    3wz8   5.82   9.18
8    3pww   7.32   9.18
9    3prs   7.82   9.18
10   3uri   9.00   5.66
11   4m0z   5.19   9.18
12   4m0y   6.46   9.18
13   3qgy   7.80   9.18
14   4qd6   8.64   9.18
15   4rfm  10.05   9.18
16   4cr9   4.10   9.18
17   4cra   7.22   9.18
18   4x6p   8.30   9.18
19   4crc   8.72   5.30
20   4ty7   9.52   9.18
21   5aba   2.98   9.18
22   5a7b   3.57   9.18
23   4agn   3.97   9.18
24   4agp   4.69   9.18
25   4agq   5.01   9.18
26   3bgz   6.26   5.30
27   3jya   6.89   9.18
28   2c3i   7.60   9.18
29   4k18   8.96   9.18
30   5dwr  11.22   9.18
31   3mss   4.66   9.18
32   3k5v   6.30   9.18
33   3pyy   6.86   9.18
34   2v7a   8.30   9.18
35   4twp  10.00   9.18
36   3wtj   6.53   9.18
37   3zdg   7.10   7.03
38   3u8k   8.66   7.03
39   4qac   9.40   9.18
40   3u8n  10.17   7.03
41   1a30   4.30   2.53
42   2qnq   6.11   9.18
43   1g2k   7.96   9.18
44   1eby   9.70   9.18
45   3o9i  11.82   9.18
46   4lzs   4.80   9.18
47   3u5j   5.61   9.18
48   4wiv   6.26   9.18
49   4ogj   6.79   9.18
50   3p5o   7.30   9.18
51   1ps3   2.28   5.23
52   3dx1   3.58   9.18
53   3d4z   4.89   5.23
54   3dx2   6.82   9.18
55   3ejr   8.57   9.18
56   3l7b   2.40   7.86
57   4eky   3.52   9.18
58   3g2n   4.09   9.18
59   3syr   5.10   7.86
60   3ebp   5.91   9.18
61   2w66   4.05   7.86
62   2w4x   4.85   5.66
63   2wca   5.60   9.18
64   2xj7   6.66   9.18
65   2vvn   7.30   9.18
66   3aru   3.22   9.18
67   3arv   5.64   9.18
68   3ary   6.00   9.18
69   3arq   6.40   9.18
70   3arp   7.15   9.18
71   4ih5   4.11   9.18
72   4ih7   5.24   9.18
73   3cj4   6.51   5.30
74   4eo8   8.15   5.30
75   3gnw   9.10   9.18
76   1gpk   5.37   9.18
77   1h23   8.35   7.03
78   1h22   9.10   7.03
79   3f3a   4.19   5.30
80   3f3c   6.02   5.30
81   4mme   6.50   9.18
82   3f3d   7.16   5.30
83   3f3e   7.70   5.30
84   2wbg   4.45   9.18
