     code  logKa      score
1    4llx   2.89  14.688343
2    5c28   5.66  17.837589
3    3uuo   7.96  25.102719
4    3ui7   9.00  28.316249
5    5c2h  11.09  34.416907
6    2v00   3.66  22.602982
7    3wz8   5.82  37.780629
8    3pww   7.32  46.625260
9    3prs   7.82  43.351359
10   3uri   9.00  35.797614
11   4m0z   5.19  29.030048
12   4m0y   6.46  23.409873
13   3qgy   7.80  34.502668
14   4qd6   8.64  40.359086
15   4rfm  10.05  31.790276
16   4cr9   4.10  17.926833
17   4cra   7.22  37.208611
18   4x6p   8.30  38.692243
19   4crc   8.72  37.090835
20   4ty7   9.52  36.665563
21   5aba   2.98  25.470354
22   5a7b   3.57  36.502952
23   4agn   3.97  26.603557
24   4agp   4.69  34.810884
25   4agq   5.01  32.758246
26   3bgz   6.26  40.435552
27   3jya   6.89  22.933932
28   2c3i   7.60  31.884915
29   4k18   8.96  38.313053
30   5dwr  11.22  43.404378
31   3mss   4.66  26.582987
32   3k5v   6.30  34.500063
33   3pyy   6.86  31.733393
34   2v7a   8.30  32.537585
35   4twp  10.00  36.065303
36   3wtj   6.53  21.625533
37   3zdg   7.10  16.583739
38   3u8k   8.66  16.837949
39   4qac   9.40  40.562304
40   3u8n  10.17  18.636398
41   1a30   4.30  21.541543
42   2qnq   6.11  51.298021
43   1g2k   7.96  50.276497
44   1eby   9.70  48.890799
45   3o9i  11.82  42.369686
46   4lzs   4.80  17.074080
47   3u5j   5.61  30.036011
48   4wiv   6.26  35.819802
49   4ogj   6.79  39.797081
50   3p5o   7.30  31.678685
51   1ps3   2.28  14.227774
52   3dx1   3.58  16.779313
53   3d4z   4.89  13.573563
54   3dx2   6.82  20.197894
55   3ejr   8.57  27.542695
56   3l7b   2.40  16.741668
57   4eky   3.52  19.789468
58   3g2n   4.09  19.472802
59   3syr   5.10  15.384949
60   3ebp   5.91  29.295594
61   2w66   4.05  11.333908
62   2w4x   4.85  14.123631
63   2wca   5.60  25.708553
64   2xj7   6.66  14.611719
65   2vvn   7.30  14.647329
66   3aru   3.22  16.412818
67   3arv   5.64  31.660946
68   3ary   6.00  14.740233
69   3arq   6.40  23.527272
70   3arp   7.15  39.646781
71   4ih5   4.11  23.283234
72   4ih7   5.24  25.883549
73   3cj4   6.51  24.591702
74   4eo8   8.15  29.250446
75   3gnw   9.10  42.914902
76   1gpk   5.37  18.387538
77   1h23   8.35  36.695635
78   1h22   9.10  33.172049
79   3f3a   4.19  21.347437
80   3f3c   6.02  24.532250
81   4mme   6.50  28.602537
82   3f3d   7.16  20.340614
83   3f3e   7.70  20.610710
84   2wbg   4.45  26.168362
85   2cbv   5.48  15.896696
86   2j78   6.42  15.137096
87   2j7h   7.19  12.652017
88   2cet   8.02  21.828978
89   3udh   2.85  18.205513
90   3rsx   4.41  22.701464
91   4djv   6.72  40.776296
92   2vkm   8.74  50.539897
93   4gid  10.77  48.166574
94   4jfs   5.27  22.891616
95   4j28   5.70  20.036892
96   2wvt   6.12  15.013505
97   2xii   7.20  31.982679
98   4pcs   7.85  24.605052
99   3rr4   4.55  17.694960
100  1s38   5.15  21.359229
101  1r5y   6.46  19.238375
102  3gc5   7.26  22.358129
103  3ge7   8.70  29.744067
104  4dli   5.62  28.002425
105  2zb1   6.32  36.180067
106  4f9w   6.94  35.654157
107  3e92   8.00  37.820458
108  3e93   8.85  40.282156
109  4owm   2.96  15.725541
110  3twp   3.92  15.911234
111  3r88   4.82  16.438998
112  4gkm   5.17  24.769920
113  3qqs   5.82  23.005732
114  3gv9   2.12  11.681544
115  3gr2   2.52  15.305041
116  4kz6   3.10  16.584919
117  4jxs   4.74  20.859097
118  2r9w   5.10  31.245557
119  2hb1   3.80  18.439566
120  1bzc   4.92  30.739294
121  2qbr   6.33  33.311712
122  2qbq   7.44  32.543361
123  2qbp   8.40  38.215406
124  1q8t   4.76  18.852645
125  1ydr   5.52  24.012179
126  1q8u   5.96  26.494914
127  1ydt   7.32  33.172938
128  3ag9   8.05  31.249551
129  3fcq   2.77  18.600427
130  1z9g   5.64  23.331594
131  1qf1   7.32  31.082702
132  5tmn   8.04  32.794079
133  4tmn  10.17  36.553487
134  4ddk   2.29  17.365403
135  4ddh   3.32  17.274761
136  3ivg   4.30  28.573094
137  3coz   5.57  23.530605
138  3coy   6.02  23.760882
139  3pxf   4.43  32.367388
140  4eor   6.30  32.425285
141  2xnb   6.83  22.838964
142  1pxn   7.15  20.770019
143  2fvd   8.52  33.982170
144  4k77   6.63  18.555458
145  4e5w   7.66  23.698011
146  4ivb   8.72  23.036919
147  4ivd   9.52  25.809621
148  4ivc  10.00  24.601801
149  4f09   6.70  19.010441
150  4gfm   7.22  21.360600
151  4hge   7.92  23.355196
152  4e6q   8.36  26.993206
153  4jia   9.22  39.416901
154  2brb   4.86  31.433399
155  2br1   5.14  32.221390
156  3jvr   5.72  29.299485
157  3jvs   6.54  35.281247
158  1nvq   8.25  35.085353
159  3acw   4.76  35.405616
160  4ea2   6.44  34.328773
161  2zcr   6.87  41.651622
162  2zy1   7.40  29.182500
163  2zcq   8.82  33.498918
164  1bcu   3.28  19.548489
165  3bv9   5.36  34.500197
166  1oyt   7.24  36.044463
167  2zda   8.40  33.823169
168  3utu  10.92  46.385849
169  3u9q   4.38  25.562435
170  2yfe   6.63  35.636194
171  3fur   8.00  43.393566
172  3b1m   8.48  41.848929
173  2p4y   9.00  50.316242
174  3uo4   6.52  39.159285
175  3up2   7.40  37.331492
176  3e5a   8.23  34.763325
177  2wtv   8.74  42.319281
178  3myg  10.70  22.635818
179  3kgp   2.57  16.245378
180  1c5z   4.01  19.130255
181  1o5b   5.77  20.015689
182  1owh   7.40  30.190150
183  1sqa   9.21  34.076787
184  4jsz   2.30  13.988385
185  3kwa   4.08  17.220249
186  2weg   6.50  22.752451
187  3ryj   7.80  24.994175
188  3dd0   9.00  21.398227
189  2xdl   3.10  17.874372
190  3b27   5.16  26.019909
191  1yc1   6.17  29.417797
192  3rlr   7.52  32.790197
193  2yki   9.46  42.771498
194  1z95   7.12  41.600690
195  3b68   8.40  39.424235
196  3b5r   8.77  45.029494
197  3b65   9.27  39.114025
198  3g0w   9.52  38.025480
199  4u4s   2.92  13.422113
200  1p1q   4.89  15.978541
201  1syi   5.44  16.719825
202  1p1n   6.80  16.050528
203  2al5   8.40  16.938842
204  3g2z   2.36  12.509854
205  3g31   2.89  17.123146
206  4de2   4.12  23.766290
207  4de3   5.52  23.465834
208  4de1   5.96  21.943397
209  1vso   4.72  23.152379
210  4dld   5.82  24.137013
211  3gbb   6.90  20.958172
212  3fv2   8.11  20.212789
213  3fv1   9.30  20.133537
214  4mgd   4.69  32.048418
215  2qe4   7.96  33.888164
216  1qkt   9.04  32.633748
217  2pog   9.54  34.876203
218  2p15  10.30  54.047978
219  2y5h   5.79  20.254850
220  1lpg   7.09  44.203500
221  2xbv   8.43  36.012136
222  1z6e   9.72  35.496165
223  1mq6  11.15  34.618321
224  1nc3   5.00  14.702385
225  1nc1   6.12  25.116697
226  1y6r  10.11  22.125072
227  4f2w  11.30  24.059414
228  4f3c  11.82  29.581890
229  1uto   2.27  16.575214
230  4abg   3.57  18.722528
231  3gy4   5.10  18.574116
232  1k1i   6.58  36.856972
233  1o3f   7.96  35.278139
234  2yge   5.06  28.867309
235  2fxs   6.06  22.407158
236  2iwx   6.68  25.207093
237  2wer   7.05  26.502947
238  2vw5   8.52  35.151345
239  4kzq   6.10  26.098660
240  4kzu   6.50  29.398545
241  4j21   7.41  26.989868
242  4j3l   7.80  30.297767
243  3kr8   8.10  26.502445
244  2ymd   3.16  18.817834
245  2wnc   6.32  26.291306
246  2xys   7.42  26.455512
247  2wn9   8.52  24.064384
248  2x00  11.33  31.483957
249  3ozt   4.13  27.708277
250  3ozs   5.33  29.334959
251  3oe5   6.88  29.246323
252  3oe4   7.47  25.847667
253  3nw9   9.00  37.749597
254  3ao4   2.07  21.156607
255  3zt2   2.84  28.947196
256  3zsx   3.28  38.579034
257  4cig   3.67  40.363724
258  3zso   5.12  47.141384
259  3n7a   3.70  17.267939
260  4ciw   4.82  16.029711
261  3n86   5.64  23.496010
262  3n76   6.85  28.415745
263  2xb8   7.59  24.987883
264  4bkt   3.62  14.306129
265  4w9c   4.65  23.122747
266  4w9l   5.02  30.143015
267  4w9i   5.96  24.399656
268  4w9h   6.73  26.368522
269  3nq9   4.03  23.054817
270  3ueu   5.24  31.921396
271  3uev   5.89  34.831760
272  3uew   6.31  36.369983
273  3uex   6.92  41.366159
274  3lka   2.82  17.092263
275  3ehy   5.85  17.631190
276  3tsk   7.17  32.103127
277  3nx7   8.10  21.401520
278  4gr0   9.55  42.377700
279  3dxg   2.40  14.568035
280  3d6q   3.76  16.937701
281  1w4o   5.22  15.021678
282  1o0h   5.92  20.119488
283  1u1b   7.80  31.296020

Summary of the scoring power: ===================================
The regression equation: logKa = 0.13 + 2.84 * Score
Number of favorable sample (N) = 283
Pearson correlation coefficient (R) = 0.557
Standard deviation in fitting (SD) = 1.80
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("X-Score_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,283,2);
for(i in 1:283);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("X-Score-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
