     code  logKa      score
1    4llx   2.89  21.093886
2    5c28   5.66  23.770498
3    3uuo   7.96  22.241861
4    3ui7   9.00  23.179516
5    5c2h  11.09  23.844915
6    2v00   3.66  21.537022
7    3wz8   5.82  20.403068
8    3pww   7.32  20.849052
9    3prs   7.82  20.321199
10   3uri   9.00  20.203514
11   4m0z   5.19  20.440200
12   4m0y   6.46  20.085113
13   3qgy   7.80  21.723896
14   4qd6   8.64  20.730927
15   4rfm  10.05  20.698763
16   4cr9   4.10  20.313566
17   4cra   7.22  20.348179
18   4x6p   8.30  20.815663
19   4crc   8.72  22.309951
20   4ty7   9.52  21.919991
21   5aba   2.98  22.530081
22   5a7b   3.57  21.383763
23   4agn   3.97  22.069880
24   4agp   4.69  22.692589
25   4agq   5.01  22.218324
26   3bgz   6.26  21.626764
27   3jya   6.89  22.514249
28   2c3i   7.60  22.279225
29   4k18   8.96  22.329557
30   5dwr  11.22  20.889931
31   3mss   4.66  22.106185
32   3k5v   6.30  22.783859
33   3pyy   6.86  21.705362
34   2v7a   8.30  20.659473
35   4twp  10.00  20.976611
36   3wtj   6.53  22.400094
37   3zdg   7.10  22.016826
38   3u8k   8.66  21.124745
39   4qac   9.40  20.781515
40   3u8n  10.17  21.913003
41   1a30   4.30  18.175625
42   2qnq   6.11  23.129336
43   1g2k   7.96  20.217817
44   1eby   9.70  20.514993
45   3o9i  11.82  20.634920
46   4lzs   4.80  21.351972
47   3u5j   5.61  22.750285
48   4wiv   6.26  21.978478
49   4ogj   6.79  20.399088
50   3p5o   7.30  22.994801
51   1ps3   2.28  16.215888
52   3dx1   3.58  20.942845
53   3d4z   4.89  17.473650
54   3dx2   6.82  21.245682
55   3ejr   8.57  20.814883
56   3l7b   2.40  22.007596
57   4eky   3.52  19.273750
58   3g2n   4.09  20.398757
59   3syr   5.10  20.601054
60   3ebp   5.91  22.930927
61   2w66   4.05  21.601396
62   2w4x   4.85  20.247066
63   2wca   5.60  19.902046
64   2xj7   6.66  21.820857
65   2vvn   7.30  21.217711
66   3aru   3.22  24.409169
67   3arv   5.64  23.797499
68   3ary   6.00  23.233405
69   3arq   6.40  20.294181
70   3arp   7.15  22.145656
71   4ih5   4.11  20.164895
72   4ih7   5.24  23.060542
73   3cj4   6.51  22.013534
74   4eo8   8.15  22.051601
75   3gnw   9.10  21.864095
76   1gpk   5.37  19.848757
77   1h23   8.35  17.792340
78   1h22   9.10  17.804089
79   3f3a   4.19  19.395281
80   3f3c   6.02  19.687416
81   4mme   6.50  20.897161
82   3f3d   7.16  19.256604
83   3f3e   7.70  19.222700
84   2wbg   4.45  19.883397
85   2cbv   5.48  21.588189
86   2j78   6.42  22.430677
87   2j7h   7.19  18.144617
88   2cet   8.02  20.765353
89   3udh   2.85  22.304406
90   3rsx   4.41  21.752943
91   4djv   6.72  21.051369
92   2vkm   8.74  21.342199
93   4gid  10.77  21.088955
94   4jfs   5.27  20.786429
95   4j28   5.70  21.234498
96   2wvt   6.12  19.844267
97   2xii   7.20  20.806367
98   4pcs   7.85  19.759865
99   3rr4   4.55  22.457480
100  1s38   5.15  21.791731
101  1r5y   6.46  21.679253
102  3gc5   7.26  22.751329
103  3ge7   8.70  21.439777
104  4dli   5.62  20.707389
105  2zb1   6.32  23.713153
106  4f9w   6.94  23.022289
107  3e92   8.00  22.081561
108  3e93   8.85  21.712215
109  4owm   2.96  21.095547
110  3twp   3.92  21.492342
111  3r88   4.82  18.775278
112  4gkm   5.17  21.407567
113  3qqs   5.82  21.304742
114  3gv9   2.12  20.713789
115  3gr2   2.52  22.486522
116  4kz6   3.10  21.744030
117  4jxs   4.74  21.996615
118  2r9w   5.10  23.060534
119  2hb1   3.80  22.569454
120  1bzc   4.92  20.603958
121  2qbr   6.33  22.780341
122  2qbq   7.44  22.529040
123  2qbp   8.40  23.049485
124  1q8t   4.76  20.194548
125  1ydr   5.52  22.618742
126  1q8u   5.96  22.899873
127  1ydt   7.32  22.696832
128  3ag9   8.05  20.297805
129  3fcq   2.77  21.664994
130  1z9g   5.64  19.441579
131  1qf1   7.32  18.972543
132  5tmn   8.04  18.901913
133  4tmn  10.17  18.834922
134  4ddk   2.29  21.671101
135  4ddh   3.32  22.102621
136  3ivg   4.30  22.313357
137  3coz   5.57  21.163699
138  3coy   6.02  20.772657
139  3pxf   4.43  22.298073
140  4eor   6.30  20.228952
141  2xnb   6.83  22.388614
142  1pxn   7.15  21.240190
143  2fvd   8.52  20.325556
144  4k77   6.63  21.531617
145  4e5w   7.66  22.136067
146  4ivb   8.72  20.636528
147  4ivd   9.52  20.747321
148  4ivc  10.00  20.830463
149  4f09   6.70  23.559119
150  4gfm   7.22  22.682272
151  4hge   7.92  21.746572
152  4e6q   8.36  22.530827
153  4jia   9.22  20.324137
154  2brb   4.86  22.369854
155  2br1   5.14  22.336437
156  3jvr   5.72  21.538592
157  3jvs   6.54  20.629904
158  1nvq   8.25  21.542613
159  3acw   4.76  23.169765
160  4ea2   6.44  20.444408
161  2zcr   6.87  22.997925
162  2zy1   7.40  21.886505
163  2zcq   8.82  23.576189
164  1bcu   3.28  20.477231
165  3bv9   5.36  20.018705
166  1oyt   7.24  20.509434
167  2zda   8.40  20.670482
168  3utu  10.92  21.521335
169  3u9q   4.38  21.250635
170  2yfe   6.63  22.022143
171  3fur   8.00  23.376251
172  3b1m   8.48  22.125437
173  2p4y   9.00  22.601139
174  3uo4   6.52  21.012220
175  3up2   7.40  20.785767
176  3e5a   8.23  20.128488
177  2wtv   8.74  21.515710
178  3myg  10.70  20.376439
179  3kgp   2.57  20.982545
180  1c5z   4.01  21.009360
181  1o5b   5.77  21.523740
182  1owh   7.40  20.905770
183  1sqa   9.21  21.035619
184  4jsz   2.30  19.985303
185  3kwa   4.08  20.206217
186  2weg   6.50  20.917960
187  3ryj   7.80  19.811255
188  3dd0   9.00  20.891785
189  2xdl   3.10  22.823727
190  3b27   5.16  20.976831
191  1yc1   6.17  19.107404
192  3rlr   7.52  22.427999
193  2yki   9.46  20.306147
194  1z95   7.12  20.949593
