     code  logKa      score
1    4llx   2.89  24.840418
2    5c28   5.66  25.267191
3    3uuo   7.96  24.338289
4    3ui7   9.00  25.123693
5    5c2h  11.09  24.871399
6    2v00   3.66  24.744745
7    3wz8   5.82  23.116748
8    3pww   7.32  23.403270
9    3prs   7.82  23.192766
10   3uri   9.00  23.024728
11   4m0z   5.19  22.906806
12   4m0y   6.46  23.916425
13   3qgy   7.80  23.256819
14   4qd6   8.64  23.146740
15   4rfm  10.05  23.351472
16   4cr9   4.10  23.663405
17   4cra   7.22  23.167332
18   4x6p   8.30  23.498709
19   4crc   8.72  24.078304
20   4ty7   9.52  23.177884
21   5aba   2.98  24.357977
22   5a7b   3.57  23.814917
23   4agn   3.97  23.784712
24   4agp   4.69  25.115958
25   4agq   5.01  24.269597
26   3bgz   6.26  24.178158
27   3jya   6.89  25.651302
28   2c3i   7.60  25.412900
29   4k18   8.96  24.894332
30   5dwr  11.22  23.785957
31   3mss   4.66  24.782908
32   3k5v   6.30  24.319864
33   3pyy   6.86  24.117100
34   2v7a   8.30  23.794701
35   4twp  10.00  22.937295
36   3wtj   6.53  23.759660
37   3zdg   7.10  24.395057
38   3u8k   8.66  23.828158
39   4qac   9.40  23.845546
40   3u8n  10.17  23.655844
41   1a30   4.30  21.530279
42   2qnq   6.11  23.641569
43   1g2k   7.96  23.204220
44   1eby   9.70  23.032283
45   3o9i  11.82  23.468482
46   4lzs   4.80  24.848079
47   3u5j   5.61  25.287625
48   4wiv   6.26  25.107129
49   4ogj   6.79  23.701545
50   3p5o   7.30  24.932628
51   1ps3   2.28  19.947455
52   3dx1   3.58  24.113703
53   3d4z   4.89  19.754825
54   3dx2   6.82  24.322101
55   3ejr   8.57  22.823722
56   3l7b   2.40  24.092015
57   4eky   3.52  22.124998
58   3g2n   4.09  23.788928
59   3syr   5.10  24.351199
60   3ebp   5.91  24.194907
61   2w66   4.05  23.981100
62   2w4x   4.85  24.289688
63   2wca   5.60  22.901922
64   2xj7   6.66  24.338832
65   2vvn   7.30  23.072087
66   3aru   3.22  25.352519
67   3arv   5.64  26.099532
68   3ary   6.00  25.620585
69   3arq   6.40  22.831209
70   3arp   7.15  24.408740
71   4ih5   4.11  23.388332
72   4ih7   5.24  24.505033
73   3cj4   6.51  23.407191
74   4eo8   8.15  25.157350
75   3gnw   9.10  23.461831
76   1gpk   5.37  24.176302
77   1h23   8.35  20.770659
78   1h22   9.10  20.673269
79   3f3a   4.19  23.942876
80   3f3c   6.02  23.365373
81   4mme   6.50  22.295781
82   3f3d   7.16  23.202383
83   3f3e   7.70  23.456614
84   2wbg   4.45  21.349867
85   2cbv   5.48  24.101102
86   2j78   6.42  23.468936
87   2j7h   7.19  20.909773
88   2cet   8.02  23.909905
89   3udh   2.85  25.250758
90   3rsx   4.41  24.302075
91   4djv   6.72  23.546309
92   2vkm   8.74  23.540581
93   4gid  10.77  23.219993
94   4jfs   5.27  22.863538
95   4j28   5.70  23.149222
96   2wvt   6.12  22.279515
97   2xii   7.20  21.354002
98   4pcs   7.85  21.803237
99   3rr4   4.55  24.319029
100  1s38   5.15  24.142754
101  1r5y   6.46  24.015974
102  3gc5   7.26  24.370155
103  3ge7   8.70  23.080299
104  4dli   5.62  23.504225
105  2zb1   6.32  24.872504
106  4f9w   6.94  25.090756
107  3e92   8.00  23.759017
108  3e93   8.85  23.246052
109  4owm   2.96  23.618581
110  3twp   3.92  24.275241
111  3r88   4.82  21.490077
112  4gkm   5.17  24.608090
113  3qqs   5.82  24.183725
114  3gv9   2.12  24.021169
115  3gr2   2.52  25.023225
116  4kz6   3.10  24.841638
117  4jxs   4.74  23.397421
118  2r9w   5.10  24.316389
119  2hb1   3.80  23.318180
120  1bzc   4.92  22.946646
121  2qbr   6.33  23.773552
122  2qbq   7.44  23.599819
123  2qbp   8.40  24.151253
124  1q8t   4.76  24.374771
125  1ydr   5.52  23.485097
126  1q8u   5.96  24.473306
127  1ydt   7.32  23.992511
128  3ag9   8.05  21.915740
129  3fcq   2.77  24.214271
130  1z9g   5.64  22.749745
131  1qf1   7.32  22.245212
132  5tmn   8.04  22.230490
133  4tmn  10.17  21.675611
134  4ddk   2.29  24.082370
135  4ddh   3.32  24.040076
136  3ivg   4.30  23.745607
137  3coz   5.57  23.668175
138  3coy   6.02  23.837586
139  3pxf   4.43  25.382075
140  4eor   6.30  23.370865
141  2xnb   6.83  24.584717
142  1pxn   7.15  24.370584
143  2fvd   8.52  23.581384
144  4k77   6.63  24.760991
145  4e5w   7.66  24.721982
146  4ivb   8.72  23.765969
147  4ivd   9.52  23.783852
148  4ivc  10.00  23.627631
149  4f09   6.70  26.005946
150  4gfm   7.22  25.073333
151  4hge   7.92  23.918342
152  4e6q   8.36  24.426453
153  4jia   9.22  23.419721
154  2brb   4.86  24.748961
155  2br1   5.14  24.189178
156  3jvr   5.72  24.178840
157  3jvs   6.54  23.814245
158  1nvq   8.25  24.073345
159  3acw   4.76  24.850450
160  4ea2   6.44  22.821796
161  2zcr   6.87  24.257393
162  2zy1   7.40  24.261475
163  2zcq   8.82  24.620054
164  1bcu   3.28  24.205230
165  3bv9   5.36  22.368339
166  1oyt   7.24  23.639407
167  2zda   8.40  22.860694
168  3utu  10.92  23.489591
169  3u9q   4.38  24.167881
170  2yfe   6.63  25.576084
171  3fur   8.00  23.989729
172  3b1m   8.48  24.097761
173  2p4y   9.00  25.325345
174  3uo4   6.52  23.557947
175  3up2   7.40  23.440856
176  3e5a   8.23  23.278336
177  2wtv   8.74  23.886521
178  3myg  10.70  24.476097
179  3kgp   2.57  23.835292
180  1c5z   4.01  23.083485
181  1o5b   5.77  23.310698
182  1owh   7.40  23.587734
183  1sqa   9.21  23.703709
184  4jsz   2.30  22.974794
185  3kwa   4.08  24.340830
186  2weg   6.50  24.540587
187  3ryj   7.80  24.033763
188  3dd0   9.00  24.996697
189  2xdl   3.10  25.300221
190  3b27   5.16  24.127263
191  1yc1   6.17  22.399825
192  3rlr   7.52  23.908164
