     code  logKa         score
1    4llx   2.89  12440.353150
2    5c28   5.66  11930.304125
3    3uuo   7.96  14870.499800
4    3ui7   9.00  16280.345085
5    5c2h  11.09  51740.557190
6    2v00   3.66   9923.111326
7    3wz8   5.82  56274.548490
8    3pww   7.32  14191.119500
9    3prs   7.82  53995.561100
10   3uri   9.00  14990.812120
11   4m0z   5.19  17311.343045
12   4m0y   6.46  15884.968870
13   3qgy   7.80  52940.148800
14   4qd6   8.64  54135.915250
15   4rfm  10.05  16906.906625
16   4cr9   4.10  29694.565500
17   4cra   7.22  53714.975600
18   4x6p   8.30  55543.016050
19   4crc   8.72  56684.704000
20   4ty7   9.52  48367.830900
21   5aba   2.98  15861.055875
22   5a7b   3.57  19056.223675
23   4agn   3.97  15870.481025
24   4agp   4.69  18089.733075
25   4agq   5.01  21256.772220
26   3bgz   6.26  43459.205500
27   3jya   6.89  24811.031945
28   2c3i   7.60  15894.149700
29   4k18   8.96  18268.253945
30   5dwr  11.22  14316.716350
31   3mss   4.66  23212.215350
32   3k5v   6.30  19516.629040
33   3pyy   6.86  19039.929150
34   2v7a   8.30  18317.454370
35   4twp  10.00  54214.400295
36   3wtj   6.53  14052.593550
37   3zdg   7.10  35347.432225
38   3u8k   8.66  25315.909900
39   4qac   9.40  31288.391375
40   3u8n  10.17  22836.166400
41   1a30   4.30  16013.704450
42   2qnq   6.11  48387.566850
43   1g2k   7.96  54467.374570
44   1eby   9.70  54803.600270
45   3o9i  11.82  20138.843270
46   4lzs   4.80  12563.876850
47   3u5j   5.61  18191.805540
48   4wiv   6.26  18878.932700
49   4ogj   6.79  19806.889650
50   3p5o   7.30  18909.025945
51   1ps3   2.28  24048.348760
52   3dx1   3.58  13190.501185
53   3d4z   4.89  22504.806260
54   3dx2   6.82  10768.482645
55   3ejr   8.57  10644.187025
56   3l7b   2.40  13955.156495
57   4eky   3.52  20234.506765
58   3g2n   4.09  21596.013515
59   3syr   5.10  18444.229430
60   3ebp   5.91  16093.229600
61   2w66   4.05   8687.932035
62   2w4x   4.85  15073.476945
63   2wca   5.60  18937.653575
64   2xj7   6.66  10226.141725
65   2vvn   7.30  16133.371145
66   3aru   3.22  14835.822125
67   3arv   5.64  25704.288165
68   3ary   6.00  18876.111675
69   3arq   6.40  23588.349425
70   3arp   7.15  25484.573200
71   4ih5   4.11  16985.355400
72   4ih7   5.24  15852.665925
73   3cj4   6.51  10238.601175
74   4eo8   8.15  18085.861700
75   3gnw   9.10  51673.696650
76   1gpk   5.37  22942.255265
77   1h23   8.35  18774.746600
78   1h22   9.10  19186.955100
79   3f3a   4.19  18167.165700
80   3f3c   6.02  16657.653350
81   4mme   6.50  12234.958500
82   3f3d   7.16  17310.729300
83   3f3e   7.70  21810.017850
84   2wbg   4.45  15455.991345
85   2cbv   5.48  14104.641191
86   2j78   6.42  12929.842565
87   2j7h   7.19  17308.627570
88   2cet   8.02  16740.818775
89   3udh   2.85  15091.245300
90   3rsx   4.41  23142.157850
91   4djv   6.72  15167.861600
92   2vkm   8.74  48578.180100
93   4gid  10.77  19001.800000
94   4jfs   5.27   8826.132320
95   4j28   5.70  13062.915725
96   2wvt   6.12  15050.619940
97   2xii   7.20  14697.824045
98   4pcs   7.85  15278.260350
99   3rr4   4.55   6011.831900
100  1s38   5.15   6939.086475
101  1r5y   6.46   7758.908070
102  3gc5   7.26   8973.625545
103  3ge7   8.70  11661.455145
104  4dli   5.62  23389.602400
105  2zb1   6.32  18435.337375
106  4f9w   6.94  53245.584375
107  3e92   8.00  20316.372865
108  3e93   8.85  51603.284000
109  4owm   2.96  11323.032760
110  3twp   3.92  18053.606635
111  3r88   4.82  12224.707565
112  4gkm   5.17  17055.939475
113  3qqs   5.82  15733.860520
114  3gv9   2.12  20999.211181
115  3gr2   2.52  16859.822370
116  4kz6   3.10  18586.054775
117  4jxs   4.74  23682.885690
118  2r9w   5.10  21314.929800
119  2hb1   3.80  11945.826595
120  1bzc   4.92  24200.357195
121  2qbr   6.33  20877.555165
122  2qbq   7.44  21524.877545
123  2qbp   8.40  22085.475895
124  1q8t   4.76  20046.900300
125  1ydr   5.52   7457.302275
126  1q8u   5.96   7257.604825
127  1ydt   7.32   8448.518275
128  3ag9   8.05  17039.932845
129  3fcq   2.77  10069.940100
130  1z9g   5.64  14150.545690
131  1qf1   7.32  15592.548570
132  5tmn   8.04  15504.381490
133  4tmn  10.17  17663.840825
134  4ddk   2.29  10046.919100
135  4ddh   3.32   9025.177695
136  3ivg   4.30  40377.926670
137  3coz   5.57  19444.048795
138  3coy   6.02  17691.052471
139  3pxf   4.43  22282.245325
140  4eor   6.30  18934.245275
141  2xnb   6.83  13121.125575
142  1pxn   7.15  14066.781525
143  2fvd   8.52  18342.814075
144  4k77   6.63  16913.315600
145  4e5w   7.66  16432.048650
146  4ivb   8.72  17026.752775
147  4ivd   9.52  17228.809025
148  4ivc  10.00  16658.245625
149  4f09   6.70   3886.784250
150  4gfm   7.22  23590.853725
151  4hge   7.92  15815.875950
152  4e6q   8.36  46186.272700
153  4jia   9.22  19734.160850
154  2brb   4.86  51608.532550
155  2br1   5.14  51458.983100
156  3jvr   5.72  16093.991850
157  3jvs   6.54  23202.255100
158  1nvq   8.25  44338.844000
159  3acw   4.76  21417.720425
160  4ea2   6.44  32062.423235
161  2zcr   6.87  21457.359600
162  2zy1   7.40  16215.337911
163  2zcq   8.82  18751.604675
164  1bcu   3.28  29610.711700
165  3bv9   5.36  14799.916970
166  1oyt   7.24  14137.391400
167  2zda   8.40  14598.567120
168  3utu  10.92  14702.253220
169  3u9q   4.38  16197.382175
170  2yfe   6.63  17958.827300
171  3fur   8.00  52549.659920
172  3b1m   8.48  22083.262065
173  2p4y   9.00  52497.255615
174  3uo4   6.52  44372.174420
175  3up2   7.40  13271.042665
176  3e5a   8.23  18571.187775
177  2wtv   8.74  51349.846700
178  3myg  10.70  16867.893725
179  3kgp   2.57  12349.990525
180  1c5z   4.01  20189.619350
181  1o5b   5.77  20514.531970
182  1owh   7.40  12573.574770
183  1sqa   9.21  47289.899770
184  4jsz   2.30  28245.883475
185  3kwa   4.08  11020.080800
186  2weg   6.50  22340.615950
187  3ryj   7.80  15493.620225
188  3dd0   9.00  13850.292350
189  2xdl   3.10  20633.921550
190  3b27   5.16  16390.064550
191  1yc1   6.17  14081.902070
192  3rlr   7.52  19318.990745
193  2yki   9.46  61170.122800
194  1z95   7.12  16701.795875
195  3b68   8.40  20284.067650
196  3b5r   8.77  19768.007050
197  3b65   9.27  18754.110550
