     code  logKa         score
1    4llx   2.89  2.698026e+02
2    5c28   5.66  4.101093e+02
3    3uuo   7.96  5.538444e+02
4    3ui7   9.00  6.890761e+02
5    5c2h  11.09  1.008120e+03
6    2v00   3.66  4.298528e+02
7    3wz8   5.82  8.181227e+02
8    3pww   7.32  1.143660e+03
9    3prs   7.82  1.114255e+03
10   3uri   9.00  9.323038e+02
11   4m0z   5.19  7.898384e+02
12   4m0y   6.46  4.809919e+02
13   3qgy   7.80  6.572091e+02
14   4qd6   8.64  5.816491e+02
15   4rfm  10.05  8.619039e+02
16   4cr9   4.10  3.872923e+02
17   4cra   7.22  8.134292e+02
18   4x6p   8.30  9.679715e+02
19   4crc   8.72  9.088092e+02
20   4ty7   9.52  8.780599e+02
21   5aba   2.98  5.682902e+02
22   5a7b   3.57 -1.180277e+09
23   4agn   3.97  6.734213e+02
24   4agp   4.69  8.236264e+02
25   4agq   5.01  8.327249e+02
26   3bgz   6.26  7.444632e+02
27   3jya   6.89  5.189455e+02
28   2c3i   7.60  7.753193e+02
29   4k18   8.96  7.765084e+02
30   5dwr  11.22  9.290019e+02
31   3mss   4.66  5.311927e+02
32   3k5v   6.30  6.585448e+02
33   3pyy   6.86  7.052949e+02
34   2v7a   8.30  8.491333e+02
35   4twp  10.00  8.923742e+02
36   3wtj   6.53  5.657956e+02
37   3zdg   7.10  6.782778e+02
38   3u8k   8.66  6.926848e+02
39   4qac   9.40  8.792400e+02
40   3u8n  10.17  8.119225e+02
41   1a30   4.30  4.933613e+02
42   2qnq   6.11  1.195848e+03
43   1g2k   7.96  1.264549e+03
44   1eby   9.70  1.366943e+03
45   3o9i  11.82  1.227944e+03
46   4lzs   4.80  4.722275e+02
47   3u5j   5.61  6.349429e+02
48   4wiv   6.26  6.395912e+02
49   4ogj   6.79  6.014760e+02
50   3p5o   7.30  7.427417e+02
51   1ps3   2.28  3.623845e+02
52   3dx1   3.58  2.858792e+02
53   3d4z   4.89  3.909496e+02
54   3dx2   6.82  3.540709e+02
55   3ejr   8.57  7.244094e+02
56   3l7b   2.40  4.905854e+02
57   4eky   3.52  7.388356e+02
58   3g2n   4.09  5.737267e+02
59   3syr   5.10  4.998245e+02
60   3ebp   5.91  6.106958e+02
61   2w66   4.05  5.268073e+02
62   2w4x   4.85  3.757938e+02
63   2wca   5.60  5.413925e+02
64   2xj7   6.66  5.827772e+02
