     code  logKa        score
1    4llx   2.89   663.042804
2    5c28   5.66  1298.769833
3    3uuo   7.96  1765.415920
4    3ui7   9.00  2226.025749
5    5c2h  11.09  3017.774458
6    2v00   3.66  1763.455908
7    3wz8   5.82  3179.993530
8    3pww   7.32  4248.804137
9    3prs   7.82  3999.002417
10   3uri   9.00  3709.627953
11   4m0z   5.19  2962.285678
12   4m0y   6.46  1524.969044
13   3qgy   7.80  2753.660344
14   4qd6   8.64  3028.496581
15   4rfm  10.05  2494.877516
16   4cr9   4.10  1058.201060
17   4cra   7.22  2779.053456
18   4x6p   8.30  3028.978444
19   4crc   8.72  2702.384549
20   4ty7   9.52  3441.568779
21   5aba   2.98  1752.943077
22   5a7b   3.57  2565.972179
23   4agn   3.97  1950.854576
24   4agp   4.69  2647.109486
25   4agq   5.01  2460.383904
26   3bgz   6.26  4628.040829
27   3jya   6.89  2298.840580
28   2c3i   7.60  2775.855177
29   4k18   8.96  3554.421751
30   5dwr  11.22  4393.332457
31   3mss   4.66  2174.895000
32   3k5v   6.30  2996.856955
33   3pyy   6.86  2707.953372
34   2v7a   8.30  2413.587273
35   4twp  10.00  2957.945869
36   3wtj   6.53  1802.514530
37   3zdg   7.10   976.118165
38   3u8k   8.66  1049.619761
39   4qac   9.40  4141.230117
40   3u8n  10.17  1457.109364
41   1a30   4.30  3480.781034
42   2qnq   6.11  4791.483286
43   1g2k   7.96  4445.817372
44   1eby   9.70  4733.352464
45   3o9i  11.82  3776.491905
46   4lzs   4.80  1081.993122
47   3u5j   5.61  2542.822316
48   4wiv   6.26  2891.331922
49   4ogj   6.79  3466.292335
50   3p5o   7.30  2661.338233
51   1ps3   2.28  1645.581644
52   3dx1   3.58  2219.149463
53   3d4z   4.89  1475.196611
54   3dx2   6.82  2555.426763
55   3ejr   8.57  2606.255542
56   3l7b   2.40   776.177847
57   4eky   3.52  1994.900587
58   3g2n   4.09  1280.402861
59   3syr   5.10   825.386266
60   3ebp   5.91  2163.219153
61   2w66   4.05   383.890928
62   2w4x   4.85   848.441278
63   2wca   5.60  2194.314418
64   2xj7   6.66   658.666566
65   2vvn   7.30   756.705286
66   3aru   3.22   616.810314
67   3arv   5.64  1906.177167
68   3ary   6.00   498.334990
69   3arq   6.40  1410.321591
70   3arp   7.15  3230.364365
71   4ih5   4.11  1797.002959
72   4ih7   5.24  2066.999832
73   3cj4   6.51  2153.951207
74   4eo8   8.15  3680.723844
75   3gnw   9.10  3447.262742
76   1gpk   5.37  1320.544325
77   1h23   8.35  3449.576797
78   1h22   9.10  2826.886833
79   3f3a   4.19  2550.039467
80   3f3c   6.02  3169.515423
81   4mme   6.50  2265.277529
82   3f3d   7.16  2896.881551
83   3f3e   7.70  3202.461257
84   2wbg   4.45  2366.266288
85   2cbv   5.48  1386.466216
86   2j78   6.42  1556.232341
87   2j7h   7.19  1125.255341
88   2cet   8.02  2033.895265
89   3udh   2.85  1162.942407
90   3rsx   4.41  1611.005405
91   4djv   6.72  3598.940569
92   2vkm   8.74  4576.570571
93   4gid  10.77  4577.561251
94   4jfs   5.27  1782.429706
95   4j28   5.70  1850.326035
96   2wvt   6.12  1521.062521
97   2xii   7.20  3075.231944
98   4pcs   7.85  2167.283829
99   3rr4   4.55  1299.904634
100  1s38   5.15  1686.524416
101  1r5y   6.46  1765.642185
102  3gc5   7.26  2231.005282
103  3ge7   8.70  3038.791232
104  4dli   5.62  2190.629785
105  2zb1   6.32  3101.221301
106  4f9w   6.94  3270.728437
107  3e92   8.00  3572.182983
108  3e93   8.85  3811.899152
109  4owm   2.96   928.293751
110  3twp   3.92  1199.336969
111  3r88   4.82  1177.392767
112  4gkm   5.17  2461.375845
113  3qqs   5.82  2223.620693
114  3gv9   2.12   777.891724
115  3gr2   2.52   806.993370
116  4kz6   3.10  1097.883040
117  4jxs   4.74  1962.778132
118  2r9w   5.10  2817.782963
119  2hb1   3.80  2659.572876
120  1bzc   4.92  2715.387630
121  2qbr   6.33  3985.594927
122  2qbq   7.44  4198.875643
123  2qbp   8.40  4339.873502
124  1q8t   4.76   966.041106
125  1ydr   5.52  1881.916639
126  1q8u   5.96  2004.248426
127  1ydt   7.32  2887.010176
128  3ag9   8.05  3778.387218
129  3fcq   2.77  1106.440979
130  1z9g   5.64  2279.099670
131  1qf1   7.32  3485.841107
132  5tmn   8.04  3258.577284
133  4tmn  10.17  3298.521912
134  4ddk   2.29  1226.653930
135  4ddh   3.32  1260.628499
136  3ivg   4.30  2713.554435
137  3coz   5.57  2437.458793
138  3coy   6.02  2643.709053
139  3pxf   4.43  2946.910492
140  4eor   6.30  2786.946546
141  2xnb   6.83  1572.878129
142  1pxn   7.15  1508.708110
143  2fvd   8.52  2629.685620
144  4k77   6.63   863.084777
145  4e5w   7.66  1684.060072
146  4ivb   8.72  1691.974870
147  4ivd   9.52  1934.124007
148  4ivc  10.00  1776.878378
149  4f09   6.70  1346.176463
150  4gfm   7.22  1133.125305
151  4hge   7.92  1663.819665
152  4e6q   8.36  1948.948088
153  4jia   9.22  3674.949577
154  2brb   4.86  2421.676544
155  2br1   5.14  2448.137443
156  3jvr   5.72  2517.323346
157  3jvs   6.54  3157.442629
158  1nvq   8.25  3185.950586
159  3acw   4.76  3213.644326
160  4ea2   6.44  2930.633234
161  2zcr   6.87  4093.290787
162  2zy1   7.40  2417.355344
163  2zcq   8.82  2701.181053
164  1bcu   3.28  1129.205829
165  3bv9   5.36  4098.439039
166  1oyt   7.24  3876.690821
167  2zda   8.40  4008.510261
168  3utu  10.92  5354.338369
169  3u9q   4.38  3611.832566
170  2yfe   6.63  3550.569424
171  3fur   8.00  4707.378827
172  3b1m   8.48  3964.479769
173  2p4y   9.00  5622.289694
174  3uo4   6.52  3848.252182
175  3up2   7.40  3788.268870
176  3e5a   8.23  2944.182120
177  2wtv   8.74  3904.912569
178  3myg  10.70  1762.349610
179  3kgp   2.57  1246.163108
180  1c5z   4.01  2174.073069
181  1o5b   5.77  2241.374352
182  1owh   7.40  2902.073046
183  1sqa   9.21  3755.436482
184  4jsz   2.30   157.750057
185  3kwa   4.08  1689.436278
186  2weg   6.50  2115.125882
187  3ryj   7.80  2026.871227
188  3dd0   9.00  2123.432573
189  2xdl   3.10   906.642240
190  3b27   5.16  2392.810649
191  1yc1   6.17  2921.870877
192  3rlr   7.52  3040.213571
193  2yki   9.46  4485.106317
194  1z95   7.12  4275.826805
195  3b68   8.40  4255.083334
196  3b5r   8.77  4923.958067
197  3b65   9.27  4554.871149
198  3g0w   9.52  3788.962895
199  4u4s   2.92   372.448762
200  1p1q   4.89  1853.236319
201  1syi   5.44  1880.940575
202  1p1n   6.80  1997.252599
203  2al5   8.40  1812.157940
204  3g2z   2.36   264.414131
205  3g31   2.89  1226.126442
206  4de2   4.12  1074.958847
207  4de3   5.52  1239.384980
208  4de1   5.96  1026.714207
209  1vso   4.72  2706.516829
210  4dld   5.82  3403.518106
211  3gbb   6.90  2943.223038
212  3fv2   8.11  3200.046364
213  3fv1   9.30  3100.709601
214  4mgd   4.69  3400.213262
215  2qe4   7.96  3364.096534
216  1qkt   9.04  3203.951016
217  2pog   9.54  3732.142889
218  2p15  10.30  5901.715144
219  2y5h   5.79  1266.188316
220  1lpg   7.09  4594.907673
221  2xbv   8.43  2740.827372
222  1z6e   9.72  3148.605520
223  1mq6  11.15  3168.228269
224  1nc3   5.00  1374.824595
225  1nc1   6.12  2724.062462
226  1y6r  10.11  2419.208358
227  4f2w  11.30  2288.204042
228  4f3c  11.82  3107.663099
229  1uto   2.27   955.968798
230  4abg   3.57  1135.095645
231  3gy4   5.10  2358.235478
232  1k1i   6.58  3992.005604
233  1o3f   7.96  3874.246300
234  2yge   5.06  1544.566853
235  2fxs   6.06  1487.192409
236  2iwx   6.68  1775.092916
237  2wer   7.05  1741.501675
238  2vw5   8.52  2340.031766
239  4kzq   6.10  1726.899399
240  4kzu   6.50  2284.661782
241  4j21   7.41  2121.357303
242  4j3l   7.80  2541.140218
243  3kr8   8.10  1850.594560
244  2ymd   3.16  1730.075890
245  2wnc   6.32  1851.801904
246  2xys   7.42  1787.838995
247  2wn9   8.52  1618.551424
248  2x00  11.33  2298.325611
249  3ozt   4.13  2537.195019
250  3ozs   5.33  3008.188043
251  3oe5   6.88  2867.927487
252  3oe4   7.47  2604.736920
253  3nw9   9.00  3622.723941
254  3ao4   2.07  1481.912250
255  3zt2   2.84  2373.781368
256  3zsx   3.28  3105.005831
257  4cig   3.67  3109.888616
258  3zso   5.12  3745.047054
259  3n7a   3.70  1924.118659
260  4ciw   4.82  1778.854017
261  3n86   5.64  2576.548797
262  3n76   6.85  3035.323034
263  2xb8   7.59  2759.099524
264  4bkt   3.62   642.720556
265  4w9c   4.65  1842.410645
266  4w9l   5.02  2417.091096
267  4w9i   5.96  1657.578233
268  4w9h   6.73  1981.591280
269  3nq9   4.03  3201.343701
270  3ueu   5.24  5086.721653
271  3uev   5.89  5463.352666
272  3uew   6.31  5592.234221
273  3uex   6.92  6567.054550
274  3lka   2.82   760.068467
275  3ehy   5.85  1166.782621
276  3tsk   7.17  2755.370830
277  3nx7   8.10  1735.939355
278  4gr0   9.55  3686.237782
279  3dxg   2.40   407.307176
280  3d6q   3.76   486.295131
281  1w4o   5.22   463.183922
282  1o0h   5.92  1727.872589
283  1u1b   7.80  2599.757537

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 4.04 * Score
Number of favorable sample (N) = 283
Pearson correlation coefficient (R) = 0.523
Standard deviation in fitting (SD) = 1.85
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("X-Score_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,283,2);
for(i in 1:283);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("X-Score-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
