     code  logKa     score
1    4llx   2.89  7.072200
2    5c28   5.66  7.250433
3    3uuo   7.96  7.259600
4    3ui7   9.00  7.196300
5    5c2h  11.09  7.283967
6    2v00   3.66  7.165967
7    3wz8   5.82  6.890000
8    3pww   7.32  6.972867
9    3prs   7.82  6.981000
10   3uri   9.00  6.874300
11   4m0z   5.19  6.880100
12   4m0y   6.46  7.101633
13   3qgy   7.80  7.031067
14   4qd6   8.64  6.881567
15   4rfm  10.05  6.949400
16   4cr9   4.10  7.232033
17   4cra   7.22  6.998667
18   4x6p   8.30  7.053367
19   4crc   8.72  7.006767
20   4ty7   9.52  7.131200
21   5aba   2.98  7.210067
22   5a7b   3.57  7.159133
23   4agn   3.97  7.201267
24   4agp   4.69  7.250533
25   4agq   5.01  7.214600
26   3bgz   6.26  7.030800
27   3jya   6.89  7.197033
28   2c3i   7.60  7.219333
29   4k18   8.96  7.150067
30   5dwr  11.22  7.050100
31   3mss   4.66  7.206800
32   3k5v   6.30  7.238533
33   3pyy   6.86  7.261833
34   2v7a   8.30  6.955200
35   4twp  10.00  6.920567
36   3wtj   6.53  6.974100
37   3zdg   7.10  7.132667
38   3u8k   8.66  7.131467
39   4qac   9.40  7.221400
40   3u8n  10.17  7.122233
41   1a30   4.30  6.770567
42   2qnq   6.11  7.105033
43   1g2k   7.96  6.921733
44   1eby   9.70  7.140333
45   3o9i  11.82  6.901667
46   4lzs   4.80  7.097200
47   3u5j   5.61  7.363767
48   4wiv   6.26  7.123067
49   4ogj   6.79  7.007633
50   3p5o   7.30  7.174433
51   1ps3   2.28  6.388333
52   3dx1   3.58  6.962900
53   3d4z   4.89  6.375600
54   3dx2   6.82  7.070033
55   3ejr   8.57  7.046267
56   3l7b   2.40  7.013133
57   4eky   3.52  6.741433
58   3g2n   4.09  7.019100
59   3syr   5.10  6.954167
60   3ebp   5.91  7.290100
61   2w66   4.05  7.003667
62   2w4x   4.85  7.029567
63   2wca   5.60  6.853867
64   2xj7   6.66  7.012400
65   2vvn   7.30  6.769400
66   3aru   3.22  7.216700
67   3arv   5.64  7.788233
68   3ary   6.00  7.456933
69   3arq   6.40  7.032833
70   3arp   7.15  7.306633
71   4ih5   4.11  6.882733
72   4ih7   5.24  7.159100
73   3cj4   6.51  6.864767
74   4eo8   8.15  7.163367
75   3gnw   9.10  7.116233
76   1gpk   5.37  6.957200
77   1h23   8.35  6.508267
78   1h22   9.10  6.498600
79   3f3a   4.19  6.884300
80   3f3c   6.02  6.859567
81   4mme   6.50  6.848200
82   3f3d   7.16  6.876500
83   3f3e   7.70  6.921367
84   2wbg   4.45  6.644067
85   2cbv   5.48  6.927133
86   2j78   6.42  6.865933
87   2j7h   7.19  6.694700
88   2cet   8.02  7.025567
89   3udh   2.85  7.270267
90   3rsx   4.41  7.312000
91   4djv   6.72  7.251600
92   2vkm   8.74  6.977700
93   4gid  10.77  6.818500
94   4jfs   5.27  6.809433
95   4j28   5.70  6.799967
96   2wvt   6.12  6.824400
97   2xii   7.20  6.716167
98   4pcs   7.85  6.662267
99   3rr4   4.55  7.206333
100  1s38   5.15  7.060367
101  1r5y   6.46  7.034733
102  3gc5   7.26  7.176867
103  3ge7   8.70  6.931300
104  4dli   5.62  7.203967
105  2zb1   6.32  7.283233
106  4f9w   6.94  7.353133
107  3e92   8.00  7.034633
108  3e93   8.85  6.990633
109  4owm   2.96  6.943367
110  3twp   3.92  7.076667
111  3r88   4.82  6.677233
