     code  logKa      score
1    4llx   2.89   2000.000
2    5c28   5.66    210.000
3    3uuo   7.96   1400.000
4    3ui7   9.00     26.900
5    5c2h  11.09    210.000
6    2v00   3.66   2100.000
7    3wz8   5.82      2.000
8    3pww   7.32   5870.000
9    3prs   7.82      2.000
10   3uri   9.00     16.000
11   4m0z   5.19      2.000
12   4m0y   6.46   2100.000
13   3qgy   7.80     22.000
14   4qd6   8.64      2.000
15   4rfm  10.05   5870.000
16   4cr9   4.10   2100.000
17   4cra   7.22      2.000
18   4x6p   8.30      2.000
19   4crc   8.72     26.900
20   4ty7   9.52    319.000
21   5aba   2.98    820.000
22   5a7b   3.57   2000.000
23   4agn   3.97     95.700
24   4agp   4.69    820.000
25   4agq   5.01     22.000
26   3bgz   6.26    820.000
27   3jya   6.89    820.000
28   2c3i   7.60    820.000
29   4k18   8.96    820.000
30   5dwr  11.22   2100.000
31   3mss   4.66    820.000
32   3k5v   6.30     39.000
33   3pyy   6.86   2000.000
34   2v7a   8.30     15.000
35   4twp  10.00     13.000
36   3wtj   6.53     22.000
37   3zdg   7.10    820.000
38   3u8k   8.66    490.000
39   4qac   9.40    490.000
40   3u8n  10.17    490.000
41   1a30   4.30  97000.000
42   2qnq   6.11    319.000
43   1g2k   7.96    470.000
44   1eby   9.70      2.000
45   3o9i  11.82    470.000
46   4lzs   4.80   2000.000
47   3u5j   5.61    820.000
48   4wiv   6.26    820.000
49   4ogj   6.79   2100.000
50   3p5o   7.30    820.000
51   1ps3   2.28   2100.000
52   3dx1   3.58   2100.000
53   3d4z   4.89   2100.000
54   3dx2   6.82   2100.000
55   3ejr   8.57   2100.000
56   3l7b   2.40    470.000
57   4eky   3.52    470.000
58   3g2n   4.09    470.000
59   3syr   5.10    470.000
60   3ebp   5.91     39.000
61   2w66   4.05   6000.000
62   2w4x   4.85      2.000
63   2wca   5.60      2.000
64   2xj7   6.66    319.000
65   2vvn   7.30    470.000
66   3aru   3.22    370.000
67   3arv   5.64     39.000
68   3ary   6.00     39.000
69   3arq   6.40   2100.000
70   3arp   7.15     39.000
71   4ih5   4.11   5870.000
72   4ih7   5.24    370.000
73   3cj4   6.51     26.900
74   4eo8   8.15    820.000
75   3gnw   9.10   2600.000
76   1gpk   5.37   6000.000
77   1h23   8.35   5000.000
78   1h22   9.10   5000.000
79   3f3a   4.19   2100.000
80   3f3c   6.02   5870.000
81   4mme   6.50   2000.000
82   3f3d   7.16   6000.000
83   3f3e   7.70   6000.000
84   2wbg   4.45    470.000
85   2cbv   5.48    470.000
86   2j78   6.42    470.000
87   2j7h   7.19      2.000
88   2cet   8.02    470.000
89   3udh   2.85    490.000
90   3rsx   4.41   1400.000
91   4djv   6.72   2100.000
92   2vkm   8.74    319.000
93   4gid  10.77    470.000
94   4jfs   5.27    319.000
95   4j28   5.70    470.000
96   2wvt   6.12    470.000
97   2xii   7.20   2600.000
98   4pcs   7.85    319.000
99   3rr4   4.55   5870.000
100  1s38   5.15   5870.000
101  1r5y   6.46   5870.000
102  3gc5   7.26     16.000
103  3ge7   8.70     16.000
104  4dli   5.62   2100.000
105  2zb1   6.32     26.900
106  4f9w   6.94    820.000
107  3e92   8.00     22.000
108  3e93   8.85      0.024
109  4owm   2.96    210.000
110  3twp   3.92      4.100
111  3r88   4.82     15.000
112  4gkm   5.17    820.000
113  3qqs   5.82    820.000
114  3gv9   2.12     15.000
115  3gr2   2.52    820.000
116  4kz6   3.10    820.000
117  4jxs   4.74      9.700
118  2r9w   5.10     26.900
119  2hb1   3.80     26.900
120  1bzc   4.92  97000.000
121  2qbr   6.33     26.900
122  2qbq   7.44     26.900
123  2qbp   8.40     26.900
124  1q8t   4.76   2100.000
125  1ydr   5.52     22.000
126  1q8u   5.96      4.100
127  1ydt   7.32    490.000
128  3ag9   8.05     16.000
129  3fcq   2.77    820.000
130  1z9g   5.64    470.000
131  1qf1   7.32    470.000
132  5tmn   8.04    470.000
133  4tmn  10.17    470.000
134  4ddk   2.29    820.000
135  4ddh   3.32    820.000
136  3ivg   4.30  97000.000
137  3coz   5.57   2600.000
138  3coy   6.02    470.000
139  3pxf   4.43    820.000
140  4eor   6.30      2.000
141  2xnb   6.83     95.700
142  1pxn   7.15     22.000
143  2fvd   8.52      2.000
144  4k77   6.63      4.100
145  4e5w   7.66     22.000
146  4ivb   8.72   6000.000
147  4ivd   9.52     15.000
148  4ivc  10.00   5870.000
149  4f09   6.70      4.100
150  4gfm   7.22    820.000
151  4hge   7.92     22.000
152  4e6q   8.36     22.000
153  4jia   9.22     22.000
154  2brb   4.86    820.000
155  2br1   5.14    820.000
156  3jvr   5.72    490.000
157  3jvs   6.54   2100.000
158  1nvq   8.25   2100.000
159  3acw   4.76     39.000
160  4ea2   6.44      4.100
161  2zcr   6.87     26.900
162  2zy1   7.40      9.700
163  2zcq   8.82     26.900
164  1bcu   3.28   2100.000
165  3bv9   5.36   2100.000
166  1oyt   7.24   2100.000
167  2zda   8.40   2100.000
168  3utu  10.92   2100.000
169  3u9q   4.38    820.000
170  2yfe   6.63    820.000
171  3fur   8.00     95.700
172  3b1m   8.48     22.000
173  2p4y   9.00    820.000
174  3uo4   6.52      4.100
175  3up2   7.40      4.100
176  3e5a   8.23      2.000
177  2wtv   8.74      4.100
178  3myg  10.70   2100.000
179  3kgp   2.57    490.000
180  1c5z   4.01   2100.000
181  1o5b   5.77   2100.000
182  1owh   7.40    200.000
183  1sqa   9.21    200.000
184  4jsz   2.30   1100.000
185  3kwa   4.08   2100.000
186  2weg   6.50     15.000
187  3ryj   7.80   2100.000
188  3dd0   9.00    490.000
189  2xdl   3.10    820.000
190  3b27   5.16    490.000
191  1yc1   6.17     13.000
192  3rlr   7.52     22.000
193  2yki   9.46   1400.000
194  1z95   7.12   2000.000
195  3b68   8.40   2100.000
196  3b5r   8.77   5870.000
197  3b65   9.27   2000.000
198  3g0w   9.52      4.100
199  4u4s   2.92      4.100
200  1p1q   4.89    319.000
201  1syi   5.44  97000.000
202  1p1n   6.80  97000.000
203  2al5   8.40  97000.000
204  3g2z   2.36     22.000
205  3g31   2.89    820.000
206  4de2   4.12   2600.000
207  4de3   5.52   2600.000
208  4de1   5.96   2600.000
209  1vso   4.72    470.000
210  4dld   5.82  97000.000
211  3gbb   6.90  97000.000
212  3fv2   8.11  97000.000
213  3fv1   9.30     16.000
214  4mgd   4.69    490.000
215  2qe4   7.96     15.000
216  1qkt   9.04   5870.000
217  2pog   9.54   5870.000
218  2p15  10.30     15.000
219  2y5h   5.79    820.000
220  1lpg   7.09   2100.000
221  2xbv   8.43    490.000
222  1z6e   9.72   2100.000
223  1mq6  11.15    490.000
224  1nc3   5.00      2.000
225  1nc1   6.12      2.000
226  1y6r  10.11    319.000
227  4f2w  11.30   2100.000
228  4f3c  11.82   2100.000
229  1uto   2.27    490.000
230  4abg   3.57    490.000
231  3gy4   5.10   2100.000
232  1k1i   6.58    319.000
233  1o3f   7.96   6000.000
234  2yge   5.06      2.000
235  2fxs   6.06     22.000
236  2iwx   6.68     22.000
237  2wer   7.05     22.000
238  2vw5   8.52      2.000
239  4kzq   6.10    210.000
240  4kzu   6.50    370.000
241  4j21   7.41   2100.000
242  4j3l   7.80    490.000
243  3kr8   8.10     22.000
244  2ymd   3.16   2100.000
245  2wnc   6.32  56500.000
246  2xys   7.42    820.000
247  2wn9   8.52    490.000
248  2x00  11.33    820.000
249  3ozt   4.13    470.000
250  3ozs   5.33      2.000
251  3oe5   6.88    470.000
252  3oe4   7.47    370.000
253  3nw9   9.00    470.000
254  3ao4   2.07    490.000
255  3zt2   2.84     26.900
256  3zsx   3.28      9.700
257  4cig   3.67      4.100
258  3zso   5.12      9.700
259  3n7a   3.70    470.000
260  4ciw   4.82    470.000
261  3n86   5.64    470.000
262  3n76   6.85    470.000
263  2xb8   7.59    470.000
264  4bkt   3.62    490.000
265  4w9c   4.65    490.000
266  4w9l   5.02   2100.000
267  4w9i   5.96   2100.000
268  4w9h   6.73   2100.000
269  3nq9   4.03    820.000
