     code  logKa         score
1    4llx   2.89  1.147054e+06
2    5c28   5.66  1.741766e+06
3    3uuo   7.96  2.406180e+06
4    3ui7   9.00  2.912812e+06
5    5c2h  11.09  3.395303e+06
6    2v00   3.66  1.291956e+06
7    3wz8   5.82  2.771011e+06
8    3pww   7.32  3.555242e+06
9    3prs   7.82  3.144728e+06
10   3uri   9.00  2.835184e+06
11   4m0z   5.19  3.139754e+06
12   4m0y   6.46  1.286876e+06
13   3qgy   7.80  2.846934e+06
14   4qd6   8.64  2.868699e+06
15   4rfm  10.05  2.633670e+06
16   4cr9   4.10  8.643869e+05
17   4cra   7.22  2.133468e+06
18   4x6p   8.30  2.339356e+06
19   4crc   8.72  2.278002e+06
20   4ty7   9.52  2.225869e+06
21   5aba   2.98  1.358934e+06
22   5a7b   3.57  2.316590e+06
23   4agn   3.97  1.506596e+06
24   4agp   4.69  2.098235e+06
25   4agq   5.01  1.902051e+06
26   3bgz   6.26  4.352971e+06
27   3jya   6.89  2.116780e+06
28   2c3i   7.60  3.505097e+06
29   4k18   8.96  3.453554e+06
30   5dwr  11.22  4.223761e+06
31   3mss   4.66  2.843880e+06
32   3k5v   6.30  3.403899e+06
33   3pyy   6.86  3.032348e+06
34   2v7a   8.30  1.853927e+06
35   4twp  10.00  3.639827e+06
36   3wtj   6.53  2.244566e+06
37   3zdg   7.10  1.673643e+06
38   3u8k   8.66  1.337178e+06
39   4qac   9.40  5.281055e+06
40   3u8n  10.17  1.679449e+06
41   1a30   4.30  1.470151e+06
42   2qnq   6.11  4.301316e+06
43   1g2k   7.96  4.232293e+06
44   1eby   9.70  4.443688e+06
45   3o9i  11.82  3.386801e+06
46   4lzs   4.80  1.343102e+06
47   3u5j   5.61  2.619707e+06
48   4wiv   6.26  3.304032e+06
49   4ogj   6.79  3.151711e+06
50   3p5o   7.30  2.743256e+06
51   1ps3   2.28  4.063361e+05
52   3dx1   3.58  7.599117e+05
53   3d4z   4.89  3.702150e+05
54   3dx2   6.82  1.394846e+06
55   3ejr   8.57  1.723561e+06
56   3l7b   2.40  6.069628e+05
57   4eky   3.52  9.829278e+05
58   3g2n   4.09  8.512799e+05
59   3syr   5.10  5.401706e+05
60   3ebp   5.91  2.746672e+06
61   2w66   4.05  4.152307e+05
62   2w4x   4.85  7.259684e+05
63   2wca   5.60  1.808133e+06
64   2xj7   6.66  8.289443e+05
65   2vvn   7.30  8.384246e+05
66   3aru   3.22  9.493161e+05
