     code  logKa      score
1    4llx   2.89      20.00
2    5c28   5.66      20.00
3    3uuo   7.96      20.00
4    3ui7   9.00      20.00
5    5c2h  11.09       0.92
6    2v00   3.66      40.00
7    3wz8   5.82       0.92
8    3pww   7.32       0.92
9    3prs   7.82       0.92
10   3uri   9.00       0.92
11   4m0z   5.19       0.92
12   4m0y   6.46       0.92
13   3qgy   7.80       0.92
14   4qd6   8.64       0.92
15   4rfm  10.05       0.92
16   4cr9   4.10      20.00
17   4cra   7.22       0.92
18   4x6p   8.30       0.92
19   4crc   8.72       0.92
20   4ty7   9.52       0.92
21   5aba   2.98      20.00
22   5a7b   3.57       0.92
23   4agn   3.97      20.00
24   4agp   4.69      20.00
25   4agq   5.01      20.00
26   3bgz   6.26    4500.00
27   3jya   6.89  345000.00
28   2c3i   7.60       0.92
29   4k18   8.96       0.92
30   5dwr  11.22       0.92
31   3mss   4.66      20.00
32   3k5v   6.30      20.00
33   3pyy   6.86       0.92
34   2v7a   8.30       0.92
35   4twp  10.00       0.92
36   3wtj   6.53       0.92
37   3zdg   7.10       0.92
38   3u8k   8.66       0.92
39   4qac   9.40       0.92
40   3u8n  10.17       0.92
41   1a30   4.30       0.92
42   2qnq   6.11       0.92
43   1g2k   7.96       0.92
44   1eby   9.70       0.92
45   3o9i  11.82       0.92
46   4lzs   4.80       0.92
47   3u5j   5.61      20.00
48   4wiv   6.26      20.00
49   4ogj   6.79      20.00
50   3p5o   7.30      20.00
51   1ps3   2.28       0.92
52   3dx1   3.58       0.92
53   3d4z   4.89       0.92
54   3dx2   6.82       0.92
55   3ejr   8.57       0.92
56   3l7b   2.40      20.00
57   4eky   3.52       0.92
58   3g2n   4.09       0.92
59   3syr   5.10       0.92
60   3ebp   5.91      20.00
61   2w66   4.05       0.92
62   2w4x   4.85       0.92
63   2wca   5.60       0.92
64   2xj7   6.66       0.92
65   2vvn   7.30       0.92
66   3aru   3.22      20.00
67   3arv   5.64      20.00
68   3ary   6.00       6.90
69   3arq   6.40       0.92
70   3arp   7.15      20.00
71   4ih5   4.11       0.92
72   4ih7   5.24       0.92
73   3cj4   6.51       0.92
74   4eo8   8.15      20.00
75   3gnw   9.10       0.92
76   1gpk   5.37  345000.00
77   1h23   8.35       0.92
78   1h22   9.10       0.92
79   3f3a   4.19       0.92
80   3f3c   6.02       0.92
81   4mme   6.50       0.92
82   3f3d   7.16       0.92
83   3f3e   7.70  345000.00
84   2wbg   4.45       0.92
85   2cbv   5.48       0.92
86   2j78   6.42       0.92
87   2j7h   7.19       0.92
88   2cet   8.02       0.92
89   3udh   2.85      40.00
90   3rsx   4.41      20.00
91   4djv   6.72       0.92
92   2vkm   8.74       0.92
93   4gid  10.77       0.92
94   4jfs   5.27       0.92
95   4j28   5.70       0.92
96   2wvt   6.12       0.92
97   2xii   7.20       0.92
98   4pcs   7.85       0.92
99   3rr4   4.55       0.92
100  1s38   5.15  345000.00
101  1r5y   6.46       0.92
102  3gc5   7.26       0.92
103  3ge7   8.70       0.92
104  4dli   5.62      20.00
105  2zb1   6.32       0.92
106  4f9w   6.94       0.92
107  3e92   8.00       0.92
108  3e93   8.85       0.92
109  4owm   2.96    4500.00
110  3twp   3.92      20.00
111  3r88   4.82    4500.00
112  4gkm   5.17       0.92
113  3qqs   5.82       0.92
114  3gv9   2.12      20.00
115  3gr2   2.52       0.92
116  4kz6   3.10      20.00
117  4jxs   4.74       0.92
118  2r9w   5.10       0.92
119  2hb1   3.80    2800.00
120  1bzc   4.92       0.92
121  2qbr   6.33      21.00
122  2qbq   7.44      21.00
123  2qbp   8.40      21.00
124  1q8t   4.76       0.92
125  1ydr   5.52       0.92
126  1q8u   5.96       0.92
127  1ydt   7.32       0.92
128  3ag9   8.05       0.92
129  3fcq   2.77       0.92
130  1z9g   5.64       0.92
131  1qf1   7.32       0.92
132  5tmn   8.04    4500.00
133  4tmn  10.17       0.92
134  4ddk   2.29    4500.00
135  4ddh   3.32    3200.00
136  3ivg   4.30       0.92
137  3coz   5.57       0.92
138  3coy   6.02       0.92
139  3pxf   4.43      20.00
140  4eor   6.30       0.92
141  2xnb   6.83       0.92
142  1pxn   7.15       0.92
143  2fvd   8.52       0.92
144  4k77   6.63      20.00
145  4e5w   7.66       0.92
