     code  logKa      score
1    4llx   2.89  25.022466
2    5c28   5.66  25.670261
3    3uuo   7.96  26.237695
4    3ui7   9.00  25.848480
5    5c2h  11.09  25.590272
6    2v00   3.66  24.656919
7    3wz8   5.82  25.133054
8    3pww   7.32  24.384379
9    3prs   7.82  25.323835
10   3uri   9.00  23.786972
11   4m0z   5.19  24.733599
12   4m0y   6.46  25.481321
13   3qgy   7.80  25.484548
14   4qd6   8.64  25.253688
15   4rfm  10.05  25.228267
16   4cr9   4.10  26.057706
17   4cra   7.22  24.941869
18   4x6p   8.30  25.751171
19   4crc   8.72  24.346503
20   4ty7   9.52  25.541406
21   5aba   2.98  24.496394
22   5a7b   3.57  24.492253
23   4agn   3.97  24.708622
24   4agp   4.69  24.047159
25   4agq   5.01  24.494372
26   3bgz   6.26  24.788704
27   3jya   6.89  24.764173
28   2c3i   7.60  25.171830
29   4k18   8.96  24.701562
30   5dwr  11.22  23.657415
31   3mss   4.66  24.892511
32   3k5v   6.30  24.899039
33   3pyy   6.86  25.044339
34   2v7a   8.30  24.448751
35   4twp  10.00  26.047882
36   3wtj   6.53  24.799858
37   3zdg   7.10  24.393242
38   3u8k   8.66  24.850197
39   4qac   9.40  26.215141
40   3u8n  10.17  25.007921
41   1a30   4.30  24.164785
42   2qnq   6.11  24.281452
43   1g2k   7.96  24.717971
44   1eby   9.70  25.081243
45   3o9i  11.82  24.903767
46   4lzs   4.80  25.086516
47   3u5j   5.61  25.629732
48   4wiv   6.26  24.856060
49   4ogj   6.79  25.365715
50   3p5o   7.30  25.282209
51   1ps3   2.28  23.688994
52   3dx1   3.58  24.135642
53   3d4z   4.89  24.417970
54   3dx2   6.82  25.129044
55   3ejr   8.57  25.787229
56   3l7b   2.40  25.160143
57   4eky   3.52  25.333886
58   3g2n   4.09  24.654038
59   3syr   5.10  24.691262
60   3ebp   5.91  24.996952
61   2w66   4.05  24.089684
62   2w4x   4.85  24.157488
63   2wca   5.60  24.378777
64   2xj7   6.66  23.600429
65   2vvn   7.30  24.218909
66   3aru   3.22  24.268073
67   3arv   5.64  25.519938
68   3ary   6.00  24.541297
69   3arq   6.40  23.803533
70   3arp   7.15  25.454355
71   4ih5   4.11  25.858887
72   4ih7   5.24  24.822788
73   3cj4   6.51  24.350736
74   4eo8   8.15  24.517014
75   3gnw   9.10  25.162778
76   1gpk   5.37  23.532710
77   1gpn   6.48  24.695325
78   1h23   8.35  24.124590
79   1h22   9.10  24.046804
80   1e66   9.89  25.689545
81   3f3a   4.19  24.298907
82   3f3c   6.02  23.961291
83   4mme   6.50  25.281859
84   3f3d   7.16  24.136060
85   3f3e   7.70  24.062315
86   2wbg   4.45  26.353963
87   2cbv   5.48  25.580358
88   2j78   6.42  25.443940
89   2j7h   7.19  25.020758
90   2cet   8.02  25.167144
91   3udh   2.85  24.117050
92   3rsx   4.41  26.308157
93   4djv   6.72  25.255212
94   2vkm   8.74  23.706772
95   4gid  10.77  23.738164
96   4jfs   5.27  26.000771
97   4j28   5.70  25.549097
98   2wvt   6.12  25.656058
99   2xii   7.20  24.858712
100  4pcs   7.85  25.782765
101  3rr4   4.55  25.306131
102  1s38   5.15  25.113677
103  1r5y   6.46  26.167986
104  3gc5   7.26  25.338271
105  3ge7   8.70  25.588597
106  4dli   5.62  26.437102
107  2zb1   6.32  24.851650
108  4f9w   6.94  25.300737
109  3e92   8.00  24.521124
110  3e93   8.85  24.336070
111  4owm   2.96  24.560988
112  3twp   3.92  24.739409
113  3r88   4.82  24.422028
114  4gkm   5.17  24.331950
115  3qqs   5.82  24.385750
116  3gv9   2.12  24.719099
117  3gr2   2.52  25.268527
118  4kz6   3.10  24.344799
119  4jxs   4.74  24.409595
120  2r9w   5.10  23.970041
121  2hb1   3.80  24.634941
122  1bzc   4.92  24.959760
123  2qbr   6.33  24.377174
124  2qbq   7.44  24.617501
125  2qbp   8.40  24.568432
126  1q8t   4.76  24.726506
127  1ydr   5.52  23.832692
128  1q8u   5.96  24.420310
129  1ydt   7.32  24.520303
130  3ag9   8.05  24.622299
131  3fcq   2.77  23.956543
132  1z9g   5.64  24.750399
133  1qf1   7.32  24.409780
134  5tmn   8.04  24.319932
135  4tmn  10.17  24.647957
136  4ddk   2.29  24.771148
137  4ddh   3.32  24.549456
138  3ivg   4.30  24.274253
139  3coz   5.57  23.929889
140  3coy   6.02  23.760513
141  3pxf   4.43  24.528427
142  4eor   6.30  25.071257
143  2xnb   6.83  24.733224
144  1pxn   7.15  25.489332
145  2fvd   8.52  25.066531
146  4k77   6.63  25.279248
147  4e5w   7.66  25.380493
148  4ivb   8.72  25.639478
149  4ivd   9.52  25.665942
150  4ivc  10.00  25.710618
151  4f09   6.70  25.455721
152  4gfm   7.22  25.338313
153  4hge   7.92  25.415130
154  4e6q   8.36  25.878669
155  4jia   9.22  25.762943
156  2brb   4.86  24.985064
157  2br1   5.14  25.136366
158  3jvr   5.72  25.289852
159  3jvs   6.54  25.141873
160  1nvq   8.25  24.177337
161  3acw   4.76  24.917950
162  4ea2   6.44  24.424319
163  2zcr   6.87  24.594094
164  2zy1   7.40  24.621422
165  2zcq   8.82  24.194058
166  1bcu   3.28  25.799970
167  3bv9   5.36  22.638366
168  1oyt   7.24  24.420390
169  2zda   8.40  24.142459
170  3utu  10.92  24.312792
171  3u9q   4.38  25.021211
172  2yfe   6.63  24.720627
173  3fur   8.00  24.655313
174  3b1m   8.48  24.511193
175  2p4y   9.00  24.536641
176  3uo4   6.52  25.060678
177  3up2   7.40  24.370141
178  3e5a   8.23  25.799233
179  2wtv   8.74  25.142304
180  3myg  10.70  25.642611
181  3kgp   2.57  24.401765
182  1c5z   4.01  25.300477
183  1o5b   5.77  25.136922
184  1owh   7.40  24.180338
185  1sqa   9.21  24.901934
186  4jsz   2.30  24.876126
187  3kwa   4.08  24.538285
