     code  logKa      score
1    4llx   2.89   4.678734
2    5c28   5.66   6.756359
3    3uuo   7.96  12.045420
4    3ui7   9.00  12.990554
5    5c2h  11.09  16.284539
6    2v00   3.66   7.879753
7    3wz8   5.82  19.757601
8    3pww   7.32  25.691746
9    3prs   7.82  21.645353
10   3uri   9.00  19.344968
11   4m0z   5.19   9.084522
12   4m0y   6.46  10.720711
13   3qgy   7.80  19.174061
14   4qd6   8.64  25.632306
15   4rfm  10.05  15.263152
16   4cr9   4.10   8.665034
17   4cra   7.22  22.480125
18   4x6p   8.30  22.109493
19   4crc   8.72  21.903574
20   4ty7   9.52  18.906172
21   5aba   2.98  17.215901
22   5a7b   3.57  25.910183
23   4agn   3.97  17.561454
24   4agp   4.69  23.992276
25   4agq   5.01  22.760190
26   3bgz   6.26  16.891104
27   3jya   6.89   8.493603
28   2c3i   7.60  15.113878
29   4k18   8.96  18.570742
30   5dwr  11.22  19.240779
31   3mss   4.66  14.724067
32   3k5v   6.30  17.517396
33   3pyy   6.86  14.624221
34   2v7a   8.30  18.179628
35   4twp  10.00  18.688991
36   3wtj   6.53   7.972091
37   3zdg   7.10   4.418571
38   3u8k   8.66   3.774239
39   4qac   9.40  15.749091
40   3u8n  10.17   4.112671
41   1a30   4.30   2.900385
42   2qnq   6.11  28.757206
43   1g2k   7.96  28.622430
44   1eby   9.70  24.862498
45   3o9i  11.82  22.622773
46   4lzs   4.80   5.432589
47   3u5j   5.61  12.853088
48   4wiv   6.26  19.904543
49   4ogj   6.79  22.530483
50   3p5o   7.30  15.125577
51   1ps3   2.28  -2.241308
52   3dx1   3.58  -2.548231
53   3d4z   4.89  -2.303613
54   3dx2   6.82  -0.116247
55   3ejr   8.57  10.989920
56   3l7b   2.40   8.081980
57   4eky   3.52   6.500529
58   3g2n   4.09   7.564887
59   3syr   5.10   4.654925
60   3ebp   5.91  17.301901
61   2w66   4.05   2.778767
62   2w4x   4.85   2.823123
63   2wca   5.60  12.570954
64   2xj7   6.66   4.694631
65   2vvn   7.30   2.454134
66   3aru   3.22   6.319136
67   3arv   5.64  17.248875
68   3ary   6.00   5.537917
69   3arq   6.40  13.523436
70   3arp   7.15  25.271248
71   4ih5   4.11  10.245194
72   4ih7   5.24  12.344880
73   3cj4   6.51  11.731732
74   4eo8   8.15   9.843186
75   3gnw   9.10  25.357033
76   1gpk   5.37   7.753266
77   1h23   8.35  20.855070
78   1h22   9.10  19.403385
79   3f3a   4.19   4.496042
80   3f3c   6.02   5.452912
81   4mme   6.50  12.911710
82   3f3d   7.16   2.373339
83   3f3e   7.70   1.555038
84   2wbg   4.45  10.473389
85   2cbv   5.48   1.564315
86   2j78   6.42   0.363196
87   2j7h   7.19  -0.612726
88   2cet   8.02   5.713743
89   3udh   2.85   6.187602
90   3rsx   4.41   9.223662
91   4djv   6.72  18.881424
92   2vkm   8.74  27.074890
93   4gid  10.77  25.562786
94   4jfs   5.27   7.922054
95   4j28   5.70   3.724789
96   2wvt   6.12  -0.430422
97   2xii   7.20  12.011698
98   4pcs   7.85   8.184694
99   3rr4   4.55   5.084073
100  1s38   5.15   6.822547
101  1r5y   6.46   3.809090
102  3gc5   7.26   4.466607
103  3ge7   8.70   9.442580
104  4dli   5.62  13.092902
105  2zb1   6.32  18.663887
106  4f9w   6.94  16.868960
107  3e92   8.00  17.805454
108  3e93   8.85  21.079775
109  4owm   2.96   6.930342
110  3twp   3.92   5.167350
111  3r88   4.82   5.071392
112  4gkm   5.17  11.087695
113  3qqs   5.82   9.646762
114  3gv9   2.12   1.911203
115  3gr2   2.52   6.566278
116  4kz6   3.10   7.383293
117  4jxs   4.74   8.152594
118  2r9w   5.10  16.565253
119  2hb1   3.80   1.086259
120  1bzc   4.92  15.427412
121  2qbr   6.33  12.115477
122  2qbq   7.44  12.266908
123  2qbp   8.40  16.157617
124  1q8t   4.76  10.935432
125  1ydr   5.52   9.491067
126  1q8u   5.96  12.127825
127  1ydt   7.32  16.758645
128  3ag9   8.05  22.547644
129  3fcq   2.77  10.134772
130  1z9g   5.64   7.461055
131  1qf1   7.32  11.638960
132  5tmn   8.04  16.445554
133  4tmn  10.17  20.148866
134  4ddk   2.29   6.925619
135  4ddh   3.32   7.301663
136  3ivg   4.30  12.353787
137  3coz   5.57   8.152941
138  3coy   6.02   7.546861
139  3pxf   4.43  14.460967
140  4eor   6.30  15.710517
141  2xnb   6.83  11.487155
142  1pxn   7.15   8.975018
143  2fvd   8.52  17.282730
144  4k77   6.63   9.768328
145  4e5w   7.66  11.870673
146  4ivb   8.72   9.488397
147  4ivd   9.52  11.782389
148  4ivc  10.00  10.663169
149  4f09   6.70   6.549133
150  4gfm   7.22  11.767324
151  4hge   7.92  12.339532
152  4e6q   8.36  13.184427
153  4jia   9.22  21.453164
154  2brb   4.86  17.460541
155  2br1   5.14  17.757440
156  3jvr   5.72  13.171629
157  3jvs   6.54  18.418113
158  1nvq   8.25  15.904512
159  3acw   4.76  17.924411
160  4ea2   6.44  20.623562
161  2zcr   6.87  20.120123
162  2zy1   7.40  13.381719
163  2zcq   8.82  16.219402
164  1bcu   3.28   8.909654
165  3bv9   5.36  17.426015
