     code  logKa         score
1    4llx   2.89     66.619536
2    5c28   5.66     82.768611
3    3uuo   7.96    128.573166
4    3ui7   9.00    158.793266
5    5c2h  11.09    232.184578
6    2v00   3.66    120.003709
7    3wz8   5.82    211.074626
8    3pww   7.32    282.915636
9    3prs   7.82    300.108565
10   3uri   9.00    252.609828
11   4m0z   5.19    213.712585
12   4m0y   6.46    149.193420
13   3qgy   7.80    186.861737
14   4qd6   8.64    179.932447
15   4rfm  10.05    203.906866
16   4cr9   4.10    104.771872
17   4cra   7.22    227.082905
18   4x6p   8.30    269.713901
19   4crc   8.72    257.292138
20   4ty7   9.52    227.925893
21   5aba   2.98    103.858184
22   5a7b   3.57    191.395943
23   4agn   3.97    134.915238
24   4agp   4.69    168.230122
25   4agq   5.01    168.280247
26   3bgz   6.26    158.734421
27   3jya   6.89    101.927648
28   2c3i   7.60    167.344395
29   4k18   8.96    193.972656
30   5dwr  11.22    199.234675
31   3mss   4.66    118.808094
32   3k5v   6.30    150.808164
33   3pyy   6.86    177.008468
34   2v7a   8.30    203.225605
35   4twp  10.00    155.316451
36   3wtj   6.53    150.723728
37   3zdg   7.10    145.022358
38   3u8k   8.66    154.145796
39   4qac   9.40    190.974186
40   3u8n  10.17    163.913664
41   1a30   4.30    144.481909
42   2qnq   6.11    279.654841
43   1g2k   7.96    316.168626
44   1eby   9.70    315.375829
45   3o9i  11.82    309.529032
46   4lzs   4.80    102.317810
47   3u5j   5.61    136.638143
48   4wiv   6.26    149.489881
49   4ogj   6.79    160.919826
50   3p5o   7.30    170.234797
51   1ps3   2.28    118.126387
52   3dx1   3.58     86.231844
53   3d4z   4.89    111.526099
54   3dx2   6.82    128.716590
55   3ejr   8.57    181.845375
56   3l7b   2.40    134.009409
57   4eky   3.52    141.349267
58   3g2n   4.09    149.967543
59   3syr   5.10    146.903059
60   3ebp   5.91    143.546689
61   2w66   4.05    147.554585
62   2w4x   4.85    123.447694
63   2wca   5.60    158.438447
64   2xj7   6.66    145.757864
65   2vvn   7.30    164.186249
66   3aru   3.22    120.011661
67   3arv   5.64    137.026723
68   3ary   6.00     95.313918
69   3arq   6.40    121.236568
70   3arp   7.15    208.625671
71   4ih5   4.11    107.668781
72   4ih7   5.24    144.390241
73   3cj4   6.51    127.271389
74   4eo8   8.15    152.641672
75   3gnw   9.10    272.805496
76   1gpk   5.37    139.467039
77   1h23   8.35    254.013542
78   1h22   9.10    241.413557
79   3f3a   4.19    134.710587
80   3f3c   6.02    123.537011
81   4mme   6.50    158.700803
82   3f3d   7.16    121.864150
83   3f3e   7.70    104.369927
84   2wbg   4.45    175.016240
85   2cbv   5.48    104.235589
86   2j78   6.42    115.749230
87   2j7h   7.19     84.096092
88   2cet   8.02    166.514327
89   3udh   2.85    104.217655
90   3rsx   4.41    120.074641
91   4djv   6.72    201.007583
92   2vkm   8.74    356.104778
93   4gid  10.77    379.141893
94   4jfs   5.27    123.913378
95   4j28   5.70    114.501119
96   2wvt   6.12    105.447832
97   2xii   7.20    189.725520
98   4pcs   7.85    110.569222
99   3rr4   4.55    167.059819
100  1s38   5.15    132.152683
101  1r5y   6.46    129.366558
102  3gc5   7.26    176.977162
103  3ge7   8.70    226.773667
104  4dli   5.62    162.853655
105  2zb1   6.32    205.106435
106  4f9w   6.94    192.629143
107  3e92   8.00    231.424807
108  3e93   8.85    277.442040
109  4owm   2.96     69.336973
110  3twp   3.92     67.067987
