     code  logKa         score
1    4llx   2.89  17552.396797
2    5c28   5.66  12150.001837
3    3uuo   7.96  12931.880217
4    3ui7   9.00  16089.295513
5    5c2h  11.09  59253.246750
6    2v00   3.66  19054.700533
7    3wz8   5.82  61830.144467
8    3pww   7.32  17323.304430
9    3prs   7.82  63027.256383
10   3uri   9.00  17300.150437
11   4m0z   5.19  15348.131883
12   4m0y   6.46  17702.133467
13   3qgy   7.80  60299.108233
14   4qd6   8.64  64154.536197
15   4rfm  10.05  16871.049150
16   4cr9   4.10  16519.727380
17   4cra   7.22  60673.368050
18   4x6p   8.30  63367.295983
19   4crc   8.72  64377.518480
20   4ty7   9.52  62310.684283
21   5aba   2.98  14692.696333
22   5a7b   3.57  16208.417900
23   4agn   3.97  15921.449633
24   4agp   4.69  14665.721100
25   4agq   5.01  16453.400847
26   3bgz   6.26  59194.738633
27   3jya   6.89  17680.551903
28   2c3i   7.60  15000.872733
29   4k18   8.96  15432.636250
30   5dwr  11.22  20265.743650
31   3mss   4.66  15270.896953
32   3k5v   6.30  18023.270617
33   3pyy   6.86  17249.350650
34   2v7a   8.30  16852.608417
35   4twp  10.00  63873.014530
36   3wtj   6.53  14871.462120
37   3zdg   7.10  22703.821303
38   3u8k   8.66  24231.606750
39   4qac   9.40  17312.989283
40   3u8n  10.17  20810.557947
41   1a30   4.30  19158.858233
42   2qnq   6.11  61739.779930
43   1g2k   7.96  64215.114483
44   1eby   9.70  62699.909583
45   3o9i  11.82  18093.032083
46   4lzs   4.80  12962.415447
47   3u5j   5.61  14272.631900
48   4wiv   6.26  17812.832350
49   4ogj   6.79  19401.422553
50   3p5o   7.30  15189.713517
51   1ps3   2.28  18815.723663
52   3dx1   3.58  11422.141953
53   3d4z   4.89  17727.849830
54   3dx2   6.82  19063.544723
55   3ejr   8.57  18869.601517
56   3l7b   2.40  17620.681643
57   4eky   3.52  18203.706583
58   3g2n   4.09  16952.169863
59   3syr   5.10  22764.512210
60   3ebp   5.91  13973.277457
61   2w66   4.05  13609.960944
62   2w4x   4.85  17279.045410
63   2wca   5.60  16174.758083
64   2xj7   6.66  12791.677910
65   2vvn   7.30  18348.461960
66   3aru   3.22  12626.339033
67   3arv   5.64  13270.309233
68   3ary   6.00  12539.466400
69   3arq   6.40  20882.355617
70   3arp   7.15  15259.903773
71   4ih5   4.11  13750.094333
72   4ih7   5.24  14679.039720
73   3cj4   6.51  12652.803297
74   4eo8   8.15  12602.109000
75   3gnw   9.10  64032.307057
76   1gpk   5.37  15677.765400
77   1h23   8.35  19743.989933
78   1h22   9.10  20331.745933
79   3f3a   4.19  14972.326933
80   3f3c   6.02  17610.645367
81   4mme   6.50  18731.662433
82   3f3d   7.16  12919.031900
83   3f3e   7.70  16443.045233
84   2wbg   4.45  17571.816077
85   2cbv   5.48  14338.476357
86   2j78   6.42  12288.142407
87   2j7h   7.19  13532.940283
88   2cet   8.02  12787.233830
89   3udh   2.85  18488.740817
90   3rsx   4.41  15593.231333
91   4djv   6.72  14282.278820
92   2vkm   8.74  63766.660797
93   4gid  10.77  17612.147250
94   4jfs   5.27  11186.113277
95   4j28   5.70  11478.899947
96   2wvt   6.12  21736.922053
97   2xii   7.20  19062.387467
98   4pcs   7.85  17761.379580
99   3rr4   4.55  12645.342644
100  1s38   5.15  15772.892560
101  1r5y   6.46  19193.981927
102  3gc5   7.26  12109.838110
103  3ge7   8.70  15727.571167
104  4dli   5.62  14107.486400
105  2zb1   6.32  13652.297140
106  4f9w   6.94  59623.991180
107  3e92   8.00  17270.833633
108  3e93   8.85  62553.066973
109  4owm   2.96  12738.875867
110  3twp   3.92  14506.161367
111  3r88   4.82  13279.714833
112  4gkm   5.17  13991.801737
113  3qqs   5.82  13306.327800
114  3gv9   2.12  16077.425447
115  3gr2   2.52  14341.264853
116  4kz6   3.10  14557.058467
117  4jxs   4.74  19598.539880
118  2r9w   5.10  16906.501067
119  2hb1   3.80  14654.415867
120  1bzc   4.92  19468.327607
121  2qbr   6.33  12629.857967
122  2qbq   7.44  12209.949967
123  2qbp   8.40  14186.218967
124  1q8t   4.76  14549.770833
125  1ydr   5.52  16554.202500
126  1q8u   5.96  13276.815533
127  1ydt   7.32  16328.262533
128  3ag9   8.05  20027.804270
129  3fcq   2.77  12732.923616
130  1z9g   5.64  14256.679333
131  1qf1   7.32  14330.696083
132  5tmn   8.04  16234.478650
133  4tmn  10.17  15447.205063
134  4ddk   2.29  12604.136667
135  4ddh   3.32  15059.781867
136  3ivg   4.30  66875.924533
137  3coz   5.57  16695.378630
138  3coy   6.02  15624.996250
139  3pxf   4.43  11617.750980
140  4eor   6.30  16666.741250
141  2xnb   6.83  10420.812770
142  1pxn   7.15   9392.979500
143  2fvd   8.52  16834.875817
144  4k77   6.63  16237.039570
145  4e5w   7.66  19619.060717
146  4ivb   8.72  16419.024417
147  4ivd   9.52  16727.030750
148  4ivc  10.00  16747.970387
149  4f09   6.70  12116.213103
150  4gfm   7.22  16724.468173
151  4hge   7.92  18733.568517
152  4e6q   8.36  64512.972817
153  4jia   9.22  18742.280683
154  2brb   4.86  58750.701100
155  2br1   5.14  61112.506317
156  3jvr   5.72  17694.950167
157  3jvs   6.54  17424.784033
158  1nvq   8.25  66688.833817
159  3acw   4.76  15090.655487
160  4ea2   6.44  17562.527733
161  2zcr   6.87  19093.559100
162  2zy1   7.40  17294.037200
163  2zcq   8.82  18254.005903
164  1bcu   3.28  18919.267880
165  3bv9   5.36  20377.604947
166  1oyt   7.24  19735.714450
167  2zda   8.40  18979.149483
168  3utu  10.92  19940.139883
169  3u9q   4.38  13596.979467
170  2yfe   6.63  14882.215300
171  3fur   8.00  73566.622513
172  3b1m   8.48  18180.999050
173  2p4y   9.00  63957.445850
174  3uo4   6.52  62529.650300
175  3up2   7.40  17361.690317
176  3e5a   8.23  17176.697150
177  2wtv   8.74  92652.255700
178  3myg  10.70  15876.645083
179  3kgp   2.57  17144.397300
180  1c5z   4.01  17631.839647
181  1o5b   5.77  17426.191513
182  1owh   7.40  13095.194344
183  1sqa   9.21  62827.905100
184  4jsz   2.30  16564.672401
185  3kwa   4.08  18455.589413
186  2weg   6.50  12928.954750
187  3ryj   7.80  18682.760050
188  3dd0   9.00  14350.618083
189  2xdl   3.10  11194.016337
190  3b27   5.16  16864.701433
191  1yc1   6.17  15822.223717
192  3rlr   7.52  14300.923983
193  2yki   9.46  64392.584717
194  1z95   7.12  19176.671750
195  3b68   8.40  16287.999717
196  3b5r   8.77  20055.765850
197  3b65   9.27  13639.925750
198  3g0w   9.52  18515.883617
199  4u4s   2.92  20196.892025
200  1p1q   4.89  15451.458467
201  1syi   5.44  14661.243467
202  1p1n   6.80  16369.318067
203  2al5   8.40  13747.816533
204  3g2z   2.36  17392.910603
205  3g31   2.89  10419.364733
206  4de2   4.12  17330.504073
207  4de3   5.52  15424.426583
208  4de1   5.96  63592.023083
209  1vso   4.72  17597.624467
210  4dld   5.82  17706.226467
211  3gbb   6.90  17340.888267
212  3fv2   8.11  15449.176133
213  3fv1   9.30  16427.019467
214  4mgd   4.69  29996.239300
215  2qe4   7.96  14177.333000
216  1qkt   9.04  13639.052267
217  2pog   9.54  13955.715933
218  2p15  10.30  15464.610150
219  2y5h   5.79  22516.975070
220  1lpg   7.09  70794.225767
221  2xbv   8.43  19843.274050
222  1z6e   9.72  63904.645083
223  1mq6  11.15  33208.150633
224  1nc3   5.00  15525.785843
225  1nc1   6.12  12734.189050
226  1y6r  10.11  11486.245897
227  4f2w  11.30  14899.657343
228  4f3c  11.82  19776.542430
229  1uto   2.27  17501.131133
230  4abg   3.57  18019.739450
231  3gy4   5.10  18296.747980
232  1k1i   6.58  15372.719283
233  1o3f   7.96  62907.629567
