     code  logKa          score
1    4llx   2.89   16833.883987
2    5c28   5.66   11836.289040
3    3uuo   7.96   15556.060627
4    3ui7   9.00   14921.925400
5    5c2h  11.09   73975.397243
6    2v00   3.66   35886.968970
7    3wz8   5.82  109499.305643
8    3pww   7.32   49110.326777
9    3prs   7.82   88434.935340
10   3uri   9.00   50238.373460
11   4m0z   5.19   48193.735667
12   4m0y   6.46   56181.485480
13   3qgy   7.80   76341.819650
14   4qd6   8.64   76550.736263
15   4rfm  10.05   14613.725587
16   4cr9   4.10   31286.383000
17   4cra   7.22   88321.281740
18   4x6p   8.30  119442.773103
19   4crc   8.72   77408.001393
20   4ty7   9.52  120618.627140
21   5aba   2.98   17735.311317
22   5a7b   3.57   19422.649243
23   4agn   3.97   20946.748077
24   4agp   4.69   16421.562850
25   4agq   5.01   21243.527143
26   3bgz   6.26   87523.770283
27   3jya   6.89   10273.972403
28   2c3i   7.60   10351.343527
29   4k18   8.96   12636.313347
30   5dwr  11.22   77027.813247
31   3mss   4.66   16986.949553
32   3k5v   6.30   17665.472867
33   3pyy   6.86   19683.307020
34   2v7a   8.30   15788.638440
35   4twp  10.00   75611.605923
36   3wtj   6.53   14815.565453
37   3zdg   7.10   22365.919907
38   3u8k   8.66   49393.754353
39   4qac   9.40   72578.739960
40   3u8n  10.17   53527.674820
41   1a30   4.30   51708.744020
42   2qnq   6.11   77018.813230
43   1g2k   7.96  116244.009377
44   1eby   9.70  118354.481213
45   3o9i  11.82   28013.831630
46   4lzs   4.80   16293.153443
47   3u5j   5.61   10998.157760
48   4wiv   6.26   11659.674960
49   4ogj   6.79   14775.090297
50   3p5o   7.30   12749.841647
51   1ps3   2.28   23651.174527
52   3dx1   3.58   26372.114499
53   3d4z   4.89   23262.024483
54   3dx2   6.82   42131.243356
55   3ejr   8.57   35841.453287
56   3l7b   2.40   30663.719437
57   4eky   3.52   28931.743367
58   3g2n   4.09   60822.407443
59   3syr   5.10   27185.136660
60   3ebp   5.91   18331.052133
61   2w66   4.05   27538.138953
62   2w4x   4.85   26220.791380
63   2wca   5.60   28485.875380
64   2xj7   6.66   29683.905873
65   2vvn   7.30   33780.647480
66   3aru   3.22   12495.673183
67   3arv   5.64   31449.951790
