     code  logKa   score
1    4llx   2.89  7.1741
2    5c28   5.66  7.2637
3    3uuo   7.96  7.4072
4    3ui7   9.00  7.3603
5    5c2h  11.09  7.0830
6    2v00   3.66  7.1894
7    3wz8   5.82  7.0039
8    3pww   7.32  7.0224
9    3prs   7.82  7.2304
10   3uri   9.00  6.7548
11   4m0z   5.19  7.3634
12   4m0y   6.46  7.5681
13   3qgy   7.80  7.2759
14   4qd6   8.64  7.1738
15   4rfm  10.05  7.1013
16   4cr9   4.10  7.4534
17   4cra   7.22  7.1049
18   4x6p   8.30  7.3486
19   4crc   8.72  7.0481
20   4ty7   9.52  7.0623
21   5aba   2.98  7.3354
22   5a7b   3.57  7.1115
23   4agn   3.97  7.2673
24   4agp   4.69  7.1115
25   4agq   5.01  6.9979
26   3bgz   6.26  7.1420
27   3jya   6.89  7.2048
28   2c3i   7.60  7.0397
29   4k18   8.96  7.0511
30   5dwr  11.22  6.6191
31   3mss   4.66  6.9948
32   3k5v   6.30  7.0749
33   3pyy   6.86  7.3601
34   2v7a   8.30  7.1427
35   4twp  10.00  7.0575
36   3wtj   6.53  7.1985
37   3zdg   7.10  7.1865
38   3u8k   8.66  7.3726
39   4qac   9.40  7.3113
40   3u8n  10.17  7.1985
41   1a30   4.30  6.9166
42   2qnq   6.11  6.9788
43   1g2k   7.96  7.2219
44   1eby   9.70  7.2019
45   3o9i  11.82  7.0588
46   4lzs   4.80  7.2499
47   3u5j   5.61  7.3296
48   4wiv   6.26  7.1055
49   4ogj   6.79  7.3467
50   3p5o   7.30  7.2156
51   1ps3   2.28  7.0168
52   3dx1   3.58  7.1408
53   3d4z   4.89  7.2134
54   3dx2   6.82  7.0408
55   3ejr   8.57  7.6453
56   3l7b   2.40  7.0862
57   4eky   3.52  7.5047
58   3g2n   4.09  7.0425
59   3syr   5.10  7.0276
60   3ebp   5.91  7.2817
61   2w66   4.05  6.9873
62   2w4x   4.85  7.0171
63   2wca   5.60  7.2662
64   2xj7   6.66  6.8996
65   2vvn   7.30  6.8923
66   3aru   3.22  7.0723
67   3arv   5.64  7.3239
68   3ary   6.00  7.2434
69   3arq   6.40  7.0160
70   3arp   7.15  7.0245
71   4ih5   4.11  7.1147
72   4ih7   5.24  7.2148
73   3cj4   6.51  7.0301
74   4eo8   8.15  7.0265
75   3gnw   9.10  7.2989
76   1gpk   5.37  7.2450
77   1gpn   6.48  7.4812
78   1h23   8.35  6.8579
79   1h22   9.10  6.8570
80   1e66   9.89  7.3254
81   3f3a   4.19  6.9095
82   3f3c   6.02  6.8399
83   4mme   6.50  7.2026
84   3f3d   7.16  6.7419
85   3f3e   7.70  6.9134
86   2wbg   4.45  7.3895
87   2cbv   5.48  6.9775
88   2j78   6.42  6.9706
89   2j7h   7.19  6.9917
90   2cet   8.02  6.9602
91   3udh   2.85  7.2098
92   3rsx   4.41  7.3479
93   4djv   6.72  6.9528
94   2vkm   8.74  6.9111
95   4gid  10.77  6.7105
96   4jfs   5.27  7.4021
97   4j28   5.70  7.3756
98   2wvt   6.12  7.0023
99   2xii   7.20  7.3445
100  4pcs   7.85  7.3276
101  3rr4   4.55  7.3763
102  1s38   5.15  7.1381
103  1r5y   6.46  7.0266
104  3gc5   7.26  7.3741
105  3ge7   8.70  7.0403
106  4dli   5.62  7.2308
107  2zb1   6.32  7.0204
108  4f9w   6.94  7.3039
109  3e92   8.00  7.1574
110  3e93   8.85  6.9818
