     code  logKa      score
1    4llx   2.89   4.004833
2    5c28   5.66   6.128794
3    3uuo   7.96   6.713131
4    3ui7   9.00   3.625870
5    5c2h  11.09   4.632795
6    2v00   3.66  11.311884
7    3wz8   5.82   2.470788
8    3pww   7.32   7.302610
9    3prs   7.82   3.804218
10   3uri   9.00   6.404300
11   4m0z   5.19   3.588540
12   4m0y   6.46   5.409536
13   3qgy   7.80   6.313467
14   4qd6   8.64   2.530831
15   4rfm  10.05   2.531799
16   4cr9   4.10   6.428843
17   4cra   7.22   3.804285
18   4x6p   8.30   3.281736
19   4crc   8.72   7.462420
20   4ty7   9.52  10.731823
21   5aba   2.98   5.723545
22   5a7b   3.57   5.433459
23   4agn   3.97   6.522448
24   4agp   4.69   4.450197
25   4agq   5.01   7.450181
26   3bgz   6.26   3.062315
27   3jya   6.89   5.035395
28   2c3i   7.60   4.490982
29   4k18   8.96   2.130124
30   5dwr  11.22   7.316766
31   3mss   4.66   5.705766
32   3k5v   6.30   5.494826
33   3pyy   6.86   5.554037
34   2v7a   8.30   2.802464
35   4twp  10.00   5.503955
36   3wtj   6.53   6.988786
37   3zdg   7.10   4.014906
38   3u8k   8.66   4.021579
39   4qac   9.40   5.519581
40   3u8n  10.17   5.337594
41   1a30   4.30  21.788474
42   2qnq   6.11   6.370103
43   1g2k   7.96   3.154344
44   1eby   9.70   6.389899
45   3o9i  11.82   3.121253
46   4lzs   4.80   5.613591
47   3u5j   5.61   4.481538
48   4wiv   6.26   5.179716
49   4ogj   6.79   4.866240
50   3p5o   7.30   3.348133
51   1ps3   2.28   4.984436
52   3dx1   3.58  11.451760
53   3d4z   4.89   4.986665
54   3dx2   6.82  10.178406
55   3ejr   8.57  11.014911
56   3l7b   2.40   5.626000
57   4eky   3.52   4.537547
58   3g2n   4.09   4.459252
59   3syr   5.10   5.409116
60   3ebp   5.91   5.308402
61   2w66   4.05   7.077612
62   2w4x   4.85   2.295609
63   2wca   5.60   4.286078
64   2xj7   6.66   4.601351
65   2vvn   7.30   7.571596
66   3aru   3.22   5.138814
67   3arv   5.64   5.431270
68   3ary   6.00   7.796208
69   3arq   6.40   7.245659
70   3arp   7.15   5.135753
71   4ih5   4.11   2.546338
72   4ih7   5.24   4.283294
73   3cj4   6.51   3.111698
74   4eo8   8.15   4.032907
75   3gnw   9.10   7.227838
76   1gpk   5.37   4.330218
77   1h23   8.35   1.214819
78   1h22   9.10   1.244684
79   3f3a   4.19   5.746405
80   3f3c   6.02   5.149571
81   4mme   6.50   5.657686
82   3f3d   7.16   5.534957
83   3f3e   7.70   5.061435
