     code  logKa      score
1    4llx   2.89   5.991051
2    5c28   5.66   8.193789
3    3uuo   7.96  12.645008
4    3ui7   9.00  14.795905
5    5c2h  11.09  19.481320
6    2v00   3.66  10.139295
7    3wz8   5.82  21.472859
8    3pww   7.32  28.665246
9    3prs   7.82  25.925635
10   3uri   9.00  25.459268
11   4m0z   5.19  13.202304
12   4m0y   6.46  12.497549
13   3qgy   7.80  20.771984
14   4qd6   8.64  25.938579
15   4rfm  10.05  19.553052
16   4cr9   4.10   8.892100
17   4cra   7.22  23.159766
18   4x6p   8.30  25.297181
19   4crc   8.72  24.815313
20   4ty7   9.52  20.950958
21   5aba   2.98  15.658905
22   5a7b   3.57  23.583043
23   4agn   3.97  16.922847
24   4agp   4.69  23.099857
25   4agq   5.01  21.303409
26   3bgz   6.26  23.475584
27   3jya   6.89  10.597312
28   2c3i   7.60  18.030167
29   4k18   8.96  23.191839
30   5dwr  11.22  24.272601
31   3mss   4.66  14.784291
32   3k5v   6.30  20.534821
33   3pyy   6.86  17.889516
34   2v7a   8.30  20.135562
35   4twp  10.00  20.762641
36   3wtj   6.53  10.888261
37   3zdg   7.10   7.808506
38   3u8k   8.66   7.523727
39   4qac   9.40  19.947113
40   3u8n  10.17   8.445662
41   1a30   4.30  15.243440
42   2qnq   6.11  32.349386
43   1g2k   7.96  31.153720
44   1eby   9.70  28.766278
45   3o9i  11.82  26.803405
46   4lzs   4.80   7.841155
47   3u5j   5.61  17.143953
48   4wiv   6.26  21.924738
49   4ogj   6.79  24.534711
50   3p5o   7.30  19.427774
51   1ps3   2.28   2.996909
52   3dx1   3.58   2.807684
53   3d4z   4.89   3.171095
54   3dx2   6.82   4.889787
55   3ejr   8.57  14.763573
56   3l7b   2.40   9.037995
57   4eky   3.52  12.056521
58   3g2n   4.09  10.005712
59   3syr   5.10   7.702179
60   3ebp   5.91  17.038292
61   2w66   4.05   4.434412
62   2w4x   4.85   6.761429
63   2wca   5.60  15.563833
64   2xj7   6.66   6.530471
65   2vvn   7.30   7.279421
66   3aru   3.22   8.735643
67   3arv   5.64  17.295963
68   3ary   6.00   6.672744
69   3arq   6.40  14.737845
70   3arp   7.15  24.379263
71   4ih5   4.11  13.036147
72   4ih7   5.24  14.355947
73   3cj4   6.51  15.703606
74   4eo8   8.15  18.597275
75   3gnw   9.10  26.922372
76   1gpk   5.37   8.105577
77   1h23   8.35  21.661056
78   1h22   9.10  19.435045
79   3f3a   4.19   8.872863
80   3f3c   6.02  10.806132
81   4mme   6.50  15.386654
82   3f3d   7.16   8.477536
83   3f3e   7.70   8.190448
84   2wbg   4.45  14.204217
85   2cbv   5.48   5.434315
86   2j78   6.42   5.424974
87   2j7h   7.19   3.101423
88   2cet   8.02  10.010621
89   3udh   2.85   8.292050
90   3rsx   4.41  10.382979
91   4djv   6.72  21.487115
92   2vkm   8.74  30.208857
93   4gid  10.77  29.208565
94   4jfs   5.27  11.297872
95   4j28   5.70   8.152505
96   2wvt   6.12   3.943191
97   2xii   7.20  16.071694
98   4pcs   7.85  11.008483
99   3rr4   4.55   6.818765
100  1s38   5.15   8.381694
101  1r5y   6.46   5.744265
102  3gc5   7.26   7.060809
103  3ge7   8.70  12.397783
104  4dli   5.62  14.069493
105  2zb1   6.32  20.422980
106  4f9w   6.94  20.633145
107  3e92   8.00  21.322866
108  3e93   8.85  22.799211
109  4owm   2.96   9.546705
110  3twp   3.92   9.612609
111  3r88   4.82   9.301263
