     code  logKa  score
1    4llx   2.89   8.34
2    5c28   5.66   8.34
3    3uuo   7.96   9.26
4    3ui7   9.00   9.26
5    5c2h  11.09   8.34
6    2v00   3.66   8.34
7    3wz8   5.82   8.34
8    3pww   7.32   8.85
9    3prs   7.82  10.62
10   3uri   9.00   8.15
11   4m0z   5.19   8.34
12   4m0y   6.46   8.34
13   3qgy   7.80   8.34
14   4qd6   8.64   8.34
15   4rfm  10.05   8.34
16   4cr9   4.10   8.34
17   4cra   7.22   7.17
18   4x6p   8.30   8.34
19   4crc   8.72   8.34
20   4ty7   9.52   8.15
21   5aba   2.98   8.15
22   5a7b   3.57   8.15
23   4agn   3.97   7.17
24   4agp   4.69   8.15
25   4agq   5.01   8.15
26   3bgz   6.26   8.34
27   3jya   6.89   8.34
28   2c3i   7.60   8.34
29   4k18   8.96   8.34
30   5dwr  11.22   8.34
31   3mss   4.66   8.34
32   3k5v   6.30   8.34
33   3pyy   6.86   8.34
34   2v7a   8.30   8.34
35   4twp  10.00   8.34
36   3wtj   6.53   8.34
37   3zdg   7.10   8.34
38   3u8k   8.66   8.34
39   4qac   9.40   8.34
40   3u8n  10.17   8.34
41   1a30   4.30   8.34
42   2qnq   6.11   8.34
43   1g2k   7.96   9.07
44   1eby   9.70   9.07
45   3o9i  11.82   7.51
46   4lzs   4.80   8.34
47   3u5j   5.61   8.34
48   4wiv   6.26   8.60
49   4ogj   6.79   8.34
50   3p5o   7.30   8.34
51   1ps3   2.28   5.55
52   3dx1   3.58  11.29
53   3d4z   4.89   5.55
54   3dx2   6.82   9.07
55   3ejr   8.57   9.07
56   3l7b   2.40   9.07
57   4eky   3.52   8.05
58   3g2n   4.09   8.05
59   3syr   5.10   8.05
60   3ebp   5.91   8.34
61   2w66   4.05  11.29
62   2w4x   4.85   9.07
63   2wca   5.60   9.07
64   2xj7   6.66   9.07
65   2vvn   7.30   9.07
66   3aru   3.22   8.34
67   3arv   5.64   9.00
68   3ary   6.00   8.34
