     code  logKa         score
1    4llx   2.89    262.534169
2    5c28   5.66    358.562024
3    3uuo   7.96    494.166829
4    3ui7   9.00    597.977762
5    5c2h  11.09    777.424536
6    2v00   3.66    355.409377
7    3wz8   5.82    665.781190
8    3pww   7.32    857.887392
9    3prs   7.82    844.210541
10   3uri   9.00    724.830567
11   4m0z   5.19    730.605782
12   4m0y   6.46    404.433340
13   3qgy   7.80    633.650327
14   4qd6   8.64    603.401662
15   4rfm  10.05    631.744781
16   4cr9   4.10    291.281011
17   4cra   7.22    604.395899
18   4x6p   8.30    691.593671
19   4crc   8.72    655.834683
20   4ty7   9.52    619.053210
21   5aba   2.98    330.772182
22   5a7b   3.57    571.703979
23   4agn   3.97    398.538258
24   4agp   4.69    508.834590
25   4agq   5.01    493.622718
26   3bgz   6.26    764.655170
27   3jya   6.89    435.506291
28   2c3i   7.60    685.402247
29   4k18   8.96    705.589637
30   5dwr  11.22    804.537564
31   3mss   4.66    536.986607
32   3k5v   6.30    633.782690
33   3pyy   6.86    644.654841
34   2v7a   8.30    536.803640
35   4twp  10.00    684.288076
36   3wtj   6.53    520.593591
37   3zdg   7.10    456.023881
38   3u8k   8.66    427.495472
39   4qac   9.40    928.350912
40   3u8n  10.17    485.514880
41   1a30   4.30    413.581208
42   2qnq   6.11    935.001237
43   1g2k   7.96    980.227558
44   1eby   9.70   1018.810986
45   3o9i  11.82    880.140204
46   4lzs   4.80    342.988240
47   3u5j   5.61    530.645162
48   4wiv   6.26    615.387990
49   4ogj   6.79    614.600843
50   3p5o   7.30    590.244378
51   1ps3   2.28    259.151310
52   3dx1   3.58    247.340790
53   3d4z   4.89    245.716722
54   3dx2   6.82    393.058543
55   3ejr   8.57    497.312946
56   3l7b   2.40    282.234437
57   4eky   3.52    350.215608
58   3g2n   4.09    345.061516
59   3syr   5.10    299.277843
60   3ebp   5.91    552.849615
61   2w66   4.05    313.135071
62   2w4x   4.85    296.770087
63   2wca   5.60    469.194245
64   2xj7   6.66    351.368196
65   2vvn   7.30    374.553268
66   3aru   3.22    311.036904
67   3arv   5.64    515.598465
68   3ary   6.00    270.101730
69   3arq   6.40    349.338633
70   3arp   7.15    808.764673
71   4ih5   4.11    415.993468
72   4ih7   5.24    501.505888
73   3cj4   6.51    503.391626
74   4eo8   8.15    585.310940
75   3gnw   9.10    817.546953
76   1gpk   5.37    409.907193
77   1h23   8.35    872.404688
78   1h22   9.10    790.373213
79   3f3a   4.19    448.071401
80   3f3c   6.02    448.018334
81   4mme   6.50    589.316977
82   3f3d   7.16    406.215057
83   3f3e   7.70    399.249811
84   2wbg   4.45    520.417146
85   2cbv   5.48    274.169425
86   2j78   6.42    268.350816
87   2j7h   7.19    194.576366
88   2cet   8.02    433.199741
89   3udh   2.85    359.065207
90   3rsx   4.41    382.883785
91   4djv   6.72    698.586648
92   2vkm   8.74   1022.153921
93   4gid  10.77   1041.282971
94   4jfs   5.27    390.335909
95   4j28   5.70    336.678047
96   2wvt   6.12    238.089755
97   2xii   7.20    494.942947
98   4pcs   7.85    389.349052
99   3rr4   4.55    435.905496
100  1s38   5.15    421.404331
101  1r5y   6.46    380.258305
102  3gc5   7.26    491.431913
103  3ge7   8.70    635.712568
104  4dli   5.62    596.998699
105  2zb1   6.32    762.520764
106  4f9w   6.94    721.660553
107  3e92   8.00    857.546021
108  3e93   8.85    931.276317
109  4owm   2.96    244.140033
110  3twp   3.92    221.722347
111  3r88   4.82    286.835003
112  4gkm   5.17    476.008853
113  3qqs   5.82    443.578348
114  3gv9   2.12    194.372841
115  3gr2   2.52    189.725745
116  4kz6   3.10    277.420978
117  4jxs   4.74    375.557866
118  2r9w   5.10    462.818590
119  2hb1   3.80    329.089892
120  1bzc   4.92    618.825287
121  2qbr   6.33    567.247068
122  2qbq   7.44    569.917458
123  2qbp   8.40    665.386807
124  1q8t   4.76    340.964399
125  1ydr   5.52    530.095838
126  1q8u   5.96    565.022547
127  1ydt   7.32    651.756596
128  3ag9   8.05    628.676146
129  3fcq   2.77    310.850232
130  1z9g   5.64    380.916620
131  1qf1   7.32    643.484797
132  5tmn   8.04    605.672313
133  4tmn  10.17    682.715143
134  4ddk   2.29    308.750720
135  4ddh   3.32    334.649624
136  3ivg   4.30    654.493145
137  3coz   5.57    545.090424
138  3coy   6.02    587.999277
139  3pxf   4.43    536.249246
140  4eor   6.30    624.393877
141  2xnb   6.83    542.784936
142  1pxn   7.15    511.961981
143  2fvd   8.52    641.025730
144  4k77   6.63    350.216146
145  4e5w   7.66    539.525597
146  4ivb   8.72    454.172855
147  4ivd   9.52    517.867727
148  4ivc  10.00    509.999734
149  4f09   6.70    394.225969
150  4gfm   7.22    341.077747
151  4hge   7.92    430.222285
152  4e6q   8.36    495.438811
153  4jia   9.22    663.996582
154  2brb   4.86    550.170115
155  2br1   5.14    556.134808
156  3jvr   5.72    436.513111
157  3jvs   6.54    537.325714
158  1nvq   8.25    712.719698
159  3acw   4.76    761.770372
160  4ea2   6.44    216.146392
161  2zcr   6.87    860.767937
162  2zy1   7.40    632.093324
163  2zcq   8.82    665.678631
164  1bcu   3.28    263.385558
165  3bv9   5.36    591.067841
166  1oyt   7.24    583.665205
167  2zda   8.40    610.639543
168  3utu  10.92    766.379991
169  3u9q   4.38    540.993153
170  2yfe   6.63    716.747281
171  3fur   8.00    908.799611
172  3b1m   8.48    932.266461
173  2p4y   9.00   1055.415633
174  3uo4   6.52    641.274479
175  3up2   7.40    654.328764
176  3e5a   8.23 -18887.121739
177  2wtv   8.74    723.861414
178  3myg  10.70    516.577676
179  3kgp   2.57    227.847692
180  1c5z   4.01    248.195510
181  1o5b   5.77    296.817039
182  1owh   7.40    371.954506
183  1sqa   9.21    471.949907
184  4jsz   2.30    142.799760
185  3kwa   4.08    130.449669
186  2weg   6.50    312.795499
187  3ryj   7.80    400.087668
188  3dd0   9.00    342.946176
189  2xdl   3.10    342.556986
190  3b27   5.16    427.537908
191  1yc1   6.17    475.119654
192  3rlr   7.52    483.143156
193  2yki   9.46    971.592157
194  1z95   7.12    987.620249
195  3b68   8.40    980.006222
196  3b5r   8.77   1002.171694
197  3b65   9.27    912.209611
198  3g0w   9.52    824.400225
199  4u4s   2.92    291.771772
200  1p1q   4.89    329.102967
201  1syi   5.44    388.221288
202  1p1n   6.80    312.045494
203  2al5   8.40    345.939197
204  3g2z   2.36    162.721586
205  3g31   2.89    211.304003
206  4de2   4.12    352.570581
207  4de3   5.52    280.587807
208  4de1   5.96    298.856980
209  1vso   4.72    362.845595
210  4dld   5.82    438.676780
211  3gbb   6.90    398.718069
212  3fv2   8.11    405.436462
213  3fv1   9.30    435.149954
214  4mgd   4.69    641.646338
215  2qe4   7.96    719.894872
216  1qkt   9.04    667.878563
217  2pog   9.54    739.543066
218  2p15  10.30   1202.780135
219  2y5h   5.79    436.345471
220  1lpg   7.09    767.885605
221  2xbv   8.43    720.789804
222  1z6e   9.72    637.288052
223  1mq6  11.15    662.407806
224  1nc3   5.00    360.298505
225  1nc1   6.12    590.706529
226  1y6r  10.11    592.657347
227  4f2w  11.30    657.826342
228  4f3c  11.82    820.522585
229  1uto   2.27    198.656315
230  4abg   3.57    271.886726
231  3gy4   5.10    252.192402
232  1k1i   6.58    440.761152
233  1o3f   7.96    281.516536
234  2yge   5.06    464.234635
235  2fxs   6.06    348.464217
236  2iwx   6.68    379.153168
237  2wer   7.05    419.086942
238  2vw5   8.52    570.864031
239  4kzq   6.10    555.613158
240  4kzu   6.50    611.786797
241  4j21   7.41    570.754502
242  4j3l   7.80    644.910352
243  3kr8   8.10    576.044490
244  2ymd   3.16    422.464524
245  2wnc   6.32    582.589122
246  2xys   7.42    553.811386
247  2wn9   8.52    430.987568
248  2x00  11.33    702.496660
249  3ozt   4.13    635.585725
250  3ozs   5.33    610.155347
251  3oe5   6.88    688.002502
252  3oe4   7.47    624.542603
253  3nw9   9.00    836.356545
254  3ao4   2.07    409.427662
255  3zt2   2.84    492.304870
256  3zsx   3.28    527.845622
257  4cig   3.67    529.531423
258  3zso   5.12    631.764901
259  3n7a   3.70    289.327381
260  4ciw   4.82    318.202081
261  3n86   5.64    548.104328
262  3n76   6.85    398.905676
263  2xb8   7.59    540.331941
264  4bkt   3.62    279.389347
265  4w9c   4.65    459.476487
266  4w9l   5.02    640.028990
267  4w9i   5.96    515.096389
268  4w9h   6.73    584.813017
269  3nq9   4.03    360.046189
270  3ueu   5.24    634.527802
271  3uev   5.89    722.619825
272  3uew   6.31    763.069113
273  3uex   6.92    888.462452
274  3lka   2.82    222.437729
275  3ehy   5.85    342.730881
276  3tsk   7.17    684.891177
277  3nx7   8.10    372.559076
278  4gr0   9.55    809.979044
279  3dxg   2.40    188.686897
280  3d6q   3.76    193.481845
281  1w4o   5.22    242.657421
282  1o0h   5.92    293.399804
283  1u1b   7.80    439.438271

Summary of the scoring power: ===================================
The regression equation: logKa = 0.01 + 2.94 * Score
Number of favorable sample (N) = 282
Pearson correlation coefficient (R) = 0.635
Standard deviation in fitting (SD) = 1.68
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("X-Score_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,282,2);
for(i in 1:282);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("X-Score-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
