     code  logKa         score
1    4llx   2.89    147.815125
2    5c28   5.66    199.204049
3    3uuo   7.96    289.439347
4    3ui7   9.00    355.233572
5    5c2h  11.09    479.470910
6    2v00   3.66    215.643878
7    3wz8   5.82    414.697860
8    3pww   7.32    545.173515
9    3prs   7.82    546.544879
10   3uri   9.00    424.659063
11   4m0z   5.19    433.959512
12   4m0y   6.46    256.801687
13   3qgy   7.80    386.988230
14   4qd6   8.64    369.829471
15   4rfm  10.05    396.574805
16   4cr9   4.10    180.990058
17   4cra   7.22    396.317529
18   4x6p   8.30    461.496950
19   4crc   8.72    441.170054
20   4ty7   9.52    394.509060
21   5aba   2.98    200.415535
22   5a7b   3.57    359.869219
23   4agn   3.97    249.494507
24   4agp   4.69    323.060585
25   4agq   5.01    313.970372
26   3bgz   6.26    427.649475
27   3jya   6.89    243.732086
28   2c3i   7.60    398.207264
29   4k18   8.96    425.646073
30   5dwr  11.22    467.937381
31   3mss   4.66    300.882094
32   3k5v   6.30    370.045639
33   3pyy   6.86    386.295336
34   2v7a   8.30    352.275480
35   4twp  10.00    315.863105
36   3wtj   6.53    310.394749
37   3zdg   7.10    273.931495
38   3u8k   8.66    269.499323
39   4qac   9.40    517.290780
40   3u8n  10.17    297.764353
41   1a30   4.30    249.915763
42   2qnq   6.11    562.730923
43   1g2k   7.96    619.490830
44   1eby   9.70    618.595355
45   3o9i  11.82    573.674409
46   4lzs   4.80    199.376413
47   3u5j   5.61    315.983576
48   4wiv   6.26    362.423158
49   4ogj   6.79    366.789579
50   3p5o   7.30    360.870006
51   1ps3   2.28    154.385172
52   3dx1   3.58    126.875231
53   3d4z   4.89    140.274772
54   3dx2   6.82    212.497042
55   3ejr   8.57    305.064008
56   3l7b   2.40    193.820672
57   4eky   3.52    169.149216
58   3g2n   4.09    228.407533
59   3syr   5.10    204.928889
60   3ebp   5.91    325.947240
61   2w66   4.05    201.581632
62   2w4x   4.85    188.062651
63   2wca   5.60    281.621750
64   2xj7   6.66    226.635200
65   2vvn   7.30    244.088107
66   3aru   3.22    206.974173
67   3arv   5.64    310.947340
