     code  logKa       score
1    4llx   2.89  157.513051
2    5c28   5.66  223.954641
3    3uuo   7.96  305.340757
4    3ui7   9.00  360.560948
5    5c2h  11.09  430.036859
6    2v00   3.66  183.707066
7    3wz8   5.82  377.234248
8    3pww   7.32  468.892560
9    3prs   7.82  418.962093
10   3uri   9.00  347.788755
11   4m0z   5.19  382.467440
12   4m0y   6.46  191.942027
13   3qgy   7.80  379.617383
14   4qd6   8.64  388.750909
15   4rfm  10.05  327.557903
16   4cr9   4.10  140.181123
17   4cra   7.22  308.499665
18   4x6p   8.30  326.625191
19   4crc   8.72  311.954695
20   4ty7   9.52  304.983023
21   5aba   2.98  192.735912
22   5a7b   3.57  320.824593
23   4agn   3.97  211.561892
24   4agp   4.69  293.898652
25   4agq   5.01  271.175285
26   3bgz   6.26  535.987216
27   3jya   6.89  272.257855
28   2c3i   7.60  437.273498
29   4k18   8.96  436.572756
30   5dwr  11.22  524.448909
31   3mss   4.66  361.622325
32   3k5v   6.30  429.418263
33   3pyy   6.86  388.055873
34   2v7a   8.30  261.479219
35   4twp  10.00  460.232971
36   3wtj   6.53  277.881048
37   3zdg   7.10  213.602645
38   3u8k   8.66  175.857406
39   4qac   9.40  631.869531
40   3u8n  10.17  214.415503
41   1a30   4.30  175.676774
42   2qnq   6.11  563.085648
43   1g2k   7.96  548.624801
44   1eby   9.70  565.061427
45   3o9i  11.82  441.449248
46   4lzs   4.80  179.742219
47   3u5j   5.61  342.358027
48   4wiv   6.26  422.922443
49   4ogj   6.79  407.791533
50   3p5o   7.30  353.068497
51   1ps3   2.28   57.090372
52   3dx1   3.58   96.506553
53   3d4z   4.89   53.928423
54   3dx2   6.82  170.937068
55   3ejr   8.57  229.580239
56   3l7b   2.40   86.839866
57   4eky   3.52  126.483293
58   3g2n   4.09  123.669449
59   3syr   5.10   73.413086
60   3ebp   5.91  350.428156
61   2w66   4.05   64.848982
62   2w4x   4.85   97.452655
63   2wca   5.60  239.596704
64   2xj7   6.66  116.530944
65   2vvn   7.30  105.982103
