     code  logKa         score
1    4llx   2.89  1.504134e+06
2    5c28   5.66  2.096385e+06
3    3uuo   7.96  2.992988e+06
4    3ui7   9.00  3.425076e+06
5    5c2h  11.09  5.052668e+06
6    2v00   3.66  2.340336e+06
7    3wz8   5.82  4.430949e+06
8    3pww   7.32  6.552456e+06
9    3prs   7.82  6.662838e+06
10   3uri   9.00  6.762315e+06
11   4m0z   5.19  4.068376e+06
12   4m0y   6.46  2.631976e+06
13   3qgy   7.80  3.797378e+06
14   4qd6   8.64  3.386662e+06
15   4rfm  10.05  4.642467e+06
16   4cr9   4.10  2.276921e+06
17   4cra   7.22  4.779899e+06
18   4x6p   8.30  5.356146e+06
19   4crc   8.72  5.137483e+06
20   4ty7   9.52  4.793973e+06
21   5aba   2.98  2.715172e+06
22   5a7b   3.57 -5.964602e+11
23   4agn   3.97  3.342917e+06
24   4agp   4.69  4.014002e+06
25   4agq   5.01  4.046796e+06
26   3bgz   6.26  3.892272e+06
27   3jya   6.89  2.640786e+06
28   2c3i   7.60  3.905031e+06
29   4k18   8.96  4.147368e+06
30   5dwr  11.22  4.556995e+06
31   3mss   4.66  2.721221e+06
32   3k5v   6.30  3.526063e+06
33   3pyy   6.86  3.487998e+06
34   2v7a   8.30  4.569235e+06
35   4twp  10.00  4.441914e+06
36   3wtj   6.53  2.848241e+06
37   3zdg   7.10  3.035384e+06
38   3u8k   8.66  3.287227e+06
39   4qac   9.40  4.358485e+06
40   3u8n  10.17  3.588124e+06
41   1a30   4.30  3.563589e+06
42   2qnq   6.11  5.801363e+06
43   1g2k   7.96  6.809122e+06
44   1eby   9.70  7.354338e+06
45   3o9i  11.82  6.927949e+06
46   4lzs   4.80  2.487967e+06
47   3u5j   5.61  3.167958e+06
48   4wiv   6.26  3.352701e+06
49   4ogj   6.79  3.665360e+06
50   3p5o   7.30  3.753910e+06
51   1ps3   2.28  2.274623e+06
52   3dx1   3.58  1.475047e+06
53   3d4z   4.89  1.998261e+06
54   3dx2   6.82  1.941712e+06
55   3ejr   8.57  3.427397e+06
56   3l7b   2.40  2.976225e+06
57   4eky   3.52  3.877465e+06
58   3g2n   4.09  3.362361e+06
59   3syr   5.10  3.036789e+06
60   3ebp   5.91  3.131257e+06
61   2w66   4.05  2.641066e+06
62   2w4x   4.85  2.446208e+06
63   2wca   5.60  3.024161e+06
64   2xj7   6.66  3.013637e+06
65   2vvn   7.30  3.053532e+06
66   3aru   3.22  2.447489e+06
67   3arv   5.64  2.366923e+06
68   3ary   6.00  1.613211e+06
69   3arq   6.40  2.866808e+06
70   3arp   7.15  4.589053e+06
71   4ih5   4.11  2.433685e+06
72   4ih7   5.24  2.912758e+06
73   3cj4   6.51  3.113599e+06
74   4eo8   8.15  4.009065e+06
75   3gnw   9.10  5.274171e+06
76   1gpk   5.37  3.256472e+06
77   1gpn   6.48  3.331761e+06
78   1h23   8.35  6.135536e+06
79   1h22   9.10  5.713949e+06
80   1e66   9.89  4.115986e+06
81   3f3a   4.19  2.817182e+06
82   3f3c   6.02  3.027069e+06
83   4mme   6.50  3.371101e+06
84   3f3d   7.16  2.733850e+06
85   3f3e   7.70  2.827791e+06
86   2wbg   4.45  3.501910e+06
87   2cbv   5.48  2.126236e+06
88   2j78   6.42  2.161824e+06
89   2j7h   7.19 -1.508004e+08
90   2cet   8.02  3.584791e+06
91   3udh   2.85  2.199707e+06
92   3rsx   4.41  2.245790e+06
93   4djv   6.72  3.966409e+06
94   2vkm   8.74  7.534044e+06
95   4gid  10.77  8.136360e+06
96   4jfs   5.27  2.565342e+06
97   4j28   5.70  2.209052e+06
98   2wvt   6.12  2.150477e+06
99   2xii   7.20  3.791851e+06
100  4pcs   7.85  2.450041e+06
101  3rr4   4.55  2.799402e+06
102  1s38   5.15  2.367905e+06
103  1r5y   6.46  2.019451e+06
104  3gc5   7.26  3.252665e+06
105  3ge7   8.70  4.449313e+06
106  4dli   5.62  3.782597e+06
107  2zb1   6.32  4.789733e+06
108  4f9w   6.94  4.188991e+06
109  3e92   8.00  5.213934e+06
110  3e93   8.85  6.290376e+06
111  4owm   2.96  1.506495e+06
112  3twp   3.92  1.508182e+06
113  3r88   4.82  2.048124e+06
114  4gkm   5.17  2.974455e+06
115  3qqs   5.82  2.905925e+06
116  3gv9   2.12  1.438434e+06
117  3gr2   2.52  1.534693e+06
118  4kz6   3.10  2.224251e+06
119  4jxs   4.74  2.853851e+06
120  2r9w   5.10  3.037672e+06
121  2hb1   3.80  2.166524e+06
122  1bzc   4.92  3.454062e+06
123  2qbr   6.33  3.606374e+06
124  2qbq   7.44  3.978189e+06
125  2qbp   8.40  4.585586e+06
126  1q8t   4.76  3.085256e+06
127  1ydr   5.52  3.344381e+06
128  1q8u   5.96  3.708676e+06
129  1ydt   7.32  4.672310e+06
130  3ag9   8.05  5.822068e+06
131  3fcq   2.77  2.196882e+06
132  1z9g   5.64  2.655967e+06
133  1qf1   7.32  4.159174e+06
134  5tmn   8.04  4.825773e+06
135  4tmn  10.17  5.372886e+06
136  4ddk   2.29  2.137315e+06
137  4ddh   3.32  2.561052e+06
138  3ivg   4.30  4.517072e+06
139  3coz   5.57  4.574999e+06
140  3coy   6.02  5.022134e+06
141  3pxf   4.43  2.578148e+06
142  4eor   6.30  4.451371e+06
143  2xnb   6.83  4.149352e+06
144  1pxn   7.15  3.624691e+06
145  2fvd   8.52  4.226335e+06
146  4k77   6.63  3.116593e+06
147  4e5w   7.66  4.847065e+06
148  4ivb   8.72  3.885773e+06
149  4ivd   9.52  4.176524e+06
150  4ivc  10.00  4.173658e+06
151  4f09   6.70  3.111158e+06
152  4gfm   7.22  2.696483e+06
153  4hge   7.92  3.674585e+06
154  4e6q   8.36  4.129538e+06
155  4jia   9.22  3.977867e+06
156  2brb   4.86  3.526911e+06
157  2br1   5.14  3.750788e+06
158  3jvr   5.72  3.000952e+06
159  3jvs   6.54  3.475289e+06
160  1nvq   8.25  5.038403e+06
161  3acw   4.76  4.191493e+06
162  4ea2   6.44  4.822124e+06
163  2zcr   6.87  4.922401e+06
164  2zy1   7.40  4.106187e+06
165  2zcq   8.82  3.485751e+06
166  1bcu   3.28  2.280138e+06
167  3bv9   5.36  5.233365e+06
168  1oyt   7.24  4.410423e+06
169  2zda   8.40  4.523751e+06
170  3utu  10.92  6.030502e+06
171  3u9q   4.38  3.195227e+06
172  2yfe   6.63  4.481864e+06
173  3fur   8.00  5.037760e+06
174  3b1m   8.48  5.644102e+06
175  2p4y   9.00  5.970673e+06
176  3uo4   6.52  4.094373e+06
177  3up2   7.40  3.864753e+06
178  3e5a   8.23  4.775791e+06
179  2wtv   8.74  4.623494e+06
180  3myg  10.70  4.015239e+06
181  3kgp   2.57  1.853458e+06
182  1c5z   4.01  2.028692e+06
183  1o5b   5.77  2.351457e+06
184  1owh   7.40  3.170497e+06
185  1sqa   9.21  3.809634e+06
186  4jsz   2.30  1.550951e+06
187  3kwa   4.08  2.133098e+06
188  2weg   6.50  1.754011e+06
189  3ryj   7.80  2.265993e+06
190  3dd0   9.00  2.312450e+06
191  2xdl   3.10  2.925384e+06
192  3b27   5.16  2.491073e+06
193  1yc1   6.17  3.862003e+06
194  3rlr   7.52  3.589239e+06
195  2yki   9.46  5.714932e+06
196  1z95   7.12  5.004053e+06
197  3b68   8.40  5.542218e+06
198  3b5r   8.77  4.743610e+06
199  3b65   9.27  4.729663e+06
200  3g0w   9.52  4.411054e+06
201  4u4s   2.92  2.480260e+06
202  1p1q   4.89  2.022012e+06
203  1syi   5.44  3.154624e+06
204  1p1n   6.80  2.764758e+06
205  2al5   8.40  2.521289e+06
206  3g2z   2.36 -4.075672e+06
207  3g31   2.89  1.506530e+06
208  4de2   4.12 -5.053915e+06
209  4de3   5.52 -4.467313e+06
210  4de1   5.96 -1.589035e+06
