     code  logKa       score
1    4llx   2.89  106.574659
2    5c28   5.66  158.014438
3    3uuo   7.96  224.915433
4    3ui7   9.00  269.973802
5    5c2h  11.09  328.165153
6    2v00   3.66  121.957950
7    3wz8   5.82  287.584830
8    3pww   7.32  360.694495
9    3prs   7.82  320.642665
10   3uri   9.00  248.149941
11   4m0z   5.19  269.722243
12   4m0y   6.46  134.629619
13   3qgy   7.80  290.333071
14   4qd6   8.64  303.519938
15   4rfm  10.05  249.608480
16   4cr9   4.10   91.233652
17   4cra   7.22  233.350321
18   4x6p   8.30  250.687393
19   4crc   8.72  243.787703
20   4ty7   9.52  214.917431
21   5aba   2.98  142.782759
22   5a7b   3.57  250.535614
23   4agn   3.97  157.232504
24   4agp   4.69  229.791709
25   4agq   5.01  208.378449
26   3bgz   6.26  406.079797
27   3jya   6.89  194.829350
28   2c3i   7.60  333.907205
29   4k18   8.96  337.145081
30   5dwr  11.22  398.627462
31   3mss   4.66  269.845814
32   3k5v   6.30  329.081023
33   3pyy   6.86  294.500206
34   2v7a   8.30  201.893909
35   4twp  10.00  351.677184
36   3wtj   6.53  201.240431
37   3zdg   7.10  153.575728
38   3u8k   8.66  119.714843
39   4qac   9.40  475.568720
40   3u8n  10.17  148.391848
41   1a30   4.30  109.371827
42   2qnq   6.11  441.016232
43   1g2k   7.96  429.155007
44   1eby   9.70  430.620815
45   3o9i  11.82  343.888630
46   4lzs   4.80  124.756568
47   3u5j   5.61  261.826171
48   4wiv   6.26  327.568803
49   4ogj   6.79  314.277344
50   3p5o   7.30  270.199905
51   1ps3   2.28    5.082413
52   3dx1   3.58   26.471061
53   3d4z   4.89    6.012927
54   3dx2   6.82   84.166269
55   3ejr   8.57  153.725519
56   3l7b   2.40   47.795950
57   4eky   3.52   71.496575
58   3g2n   4.09   74.695843
59   3syr   5.10   33.945825
60   3ebp   5.91  264.574953
61   2w66   4.05   25.795506
62   2w4x   4.85   54.982265
63   2wca   5.60  171.463751
64   2xj7   6.66   71.506749
65   2vvn   7.30   60.740522
66   3aru   3.22   96.987408
67   3arv   5.64  270.856314
68   3ary   6.00   80.758731
69   3arq   6.40  135.041847
70   3arp   7.15  405.881035
71   4ih5   4.11  187.081326
72   4ih7   5.24  220.391252
73   3cj4   6.51  232.936850
74   4eo8   8.15  259.531003
75   3gnw   9.10  346.406163
76   1gpk   5.37  126.502246
77   1h23   8.35  369.257154
78   1h22   9.10  320.554716
79   3f3a   4.19  139.172224
80   3f3c   6.02  159.687236
81   4mme   6.50  265.589564
82   3f3d   7.16  117.964797
83   3f3e   7.70  128.067998
84   2wbg   4.45  174.203830
85   2cbv   5.48   43.277696
86   2j78   6.42   18.622111
87   2j7h   7.19    2.615074
88   2cet   8.02  105.692600
89   3udh   2.85  135.309429
90   3rsx   4.41  147.632592
91   4djv   6.72  320.115516
92   2vkm   8.74  395.943211
93   4gid  10.77  369.290240
94   4jfs   5.27  142.872838
95   4j28   5.70   87.926460
96   2wvt   6.12   -0.118428
97   2xii   7.20  146.130064
98   4pcs   7.85  151.220202
99   3rr4   4.55   99.567120
100  1s38   5.15  140.147404
101  1r5y   6.46   93.178464
102  3gc5   7.26  109.747584
103  3ge7   8.70  177.294180
104  4dli   5.62  261.185494
