     code  logKa         score
1    4llx   2.89  2.782452e+02
2    5c28   5.66  3.685091e+02
3    3uuo   7.96  5.287085e+02
4    3ui7   9.00  6.000542e+02
5    5c2h  11.09  8.543535e+02
6    2v00   3.66  3.981985e+02
7    3wz8   5.82  7.323736e+02
8    3pww   7.32  1.087354e+03
9    3prs   7.82  1.104481e+03
10   3uri   9.00  1.116171e+03
11   4m0z   5.19  7.086818e+02
12   4m0y   6.46  4.608959e+02
13   3qgy   7.80  6.296639e+02
14   4qd6   8.64  5.270556e+02
15   4rfm  10.05  7.905083e+02
16   4cr9   4.10  3.871343e+02
17   4cra   7.22  8.000814e+02
18   4x6p   8.30  8.624574e+02
19   4crc   8.72  8.308230e+02
20   4ty7   9.52  8.050588e+02
21   5aba   2.98  4.482108e+02
22   5a7b   3.57  9.109955e+12
23   4agn   3.97  5.436748e+02
24   4agp   4.69  6.462400e+02
25   4agq   5.01  6.557147e+02
26   3bgz   6.26  6.398773e+02
27   3jya   6.89  4.720753e+02
28   2c3i   7.60  6.675934e+02
29   4k18   8.96  7.029249e+02
30   5dwr  11.22  7.727248e+02
31   3mss   4.66  4.893712e+02
32   3k5v   6.30  6.160246e+02
33   3pyy   6.86  5.887517e+02
34   2v7a   8.30  7.934967e+02
35   4twp  10.00  7.505126e+02
36   3wtj   6.53  4.951766e+02
37   3zdg   7.10  5.267019e+02
38   3u8k   8.66  5.731002e+02
39   4qac   9.40  7.352700e+02
40   3u8n  10.17  6.098729e+02
41   1a30   4.30  5.964129e+02
42   2qnq   6.11  9.373983e+02
43   1g2k   7.96  1.129671e+03
44   1eby   9.70  1.229939e+03
45   3o9i  11.82  1.163026e+03
46   4lzs   4.80  4.457224e+02
47   3u5j   5.61  5.426732e+02
48   4wiv   6.26  5.620975e+02
49   4ogj   6.79  6.066910e+02
50   3p5o   7.30  6.422122e+02
51   1ps3   2.28  3.637326e+02
52   3dx1   3.58  2.510039e+02
53   3d4z   4.89  3.375193e+02
54   3dx2   6.82  3.328446e+02
55   3ejr   8.57  5.525604e+02
56   3l7b   2.40  5.252154e+02
57   4eky   3.52  6.506638e+02
58   3g2n   4.09  5.787918e+02
59   3syr   5.10  5.259244e+02
60   3ebp   5.91  5.251912e+02
61   2w66   4.05  4.702832e+02
62   2w4x   4.85  4.271206e+02
63   2wca   5.60  5.000752e+02
64   2xj7   6.66  5.292378e+02
65   2vvn   7.30  5.500022e+02
66   3aru   3.22  4.267747e+02
67   3arv   5.64  4.030204e+02
68   3ary   6.00  2.999315e+02
69   3arq   6.40  4.886302e+02
70   3arp   7.15  7.641721e+02
71   4ih5   4.11  4.184074e+02
72   4ih7   5.24  5.090690e+02
73   3cj4   6.51  5.260753e+02
74   4eo8   8.15  6.812184e+02
75   3gnw   9.10  8.673510e+02
76   1gpk   5.37  5.871297e+02
77   1gpn   6.48  6.075933e+02
78   1h23   8.35  1.054052e+03
79   1h22   9.10  9.894376e+02
80   1e66   9.89  7.075862e+02
81   3f3a   4.19  4.390936e+02
82   3f3c   6.02  4.406477e+02
83   4mme   6.50  5.609303e+02
84   3f3d   7.16  4.127134e+02
85   3f3e   7.70  4.326459e+02
86   2wbg   4.45  5.712567e+02
87   2cbv   5.48  3.579237e+02
88   2j78   6.42  3.663361e+02
89   2j7h   7.19  3.474128e+02
90   2cet   8.02  5.995235e+02
91   3udh   2.85  3.843858e+02
92   3rsx   4.41  3.890742e+02
93   4djv   6.72  6.409205e+02
94   2vkm   8.74  1.230942e+03
95   4gid  10.77  1.341458e+03
96   4jfs   5.27  4.425879e+02
97   4j28   5.70  3.866675e+02
98   2wvt   6.12  3.787571e+02
99   2xii   7.20  6.150833e+02
100  4pcs   7.85  4.044724e+02
101  3rr4   4.55  4.717640e+02
102  1s38   5.15  4.065099e+02
103  1r5y   6.46  3.517342e+02
104  3gc5   7.26  5.478529e+02
105  3ge7   8.70  7.358130e+02
106  4dli   5.62  6.511599e+02
107  2zb1   6.32  8.163681e+02
108  4f9w   6.94  7.095011e+02
109  3e92   8.00  8.830640e+02
110  3e93   8.85  1.082939e+03
111  4owm   2.96  2.613754e+02
112  3twp   3.92  2.553073e+02
113  3r88   4.82  3.633717e+02
114  4gkm   5.17  4.846520e+02
115  3qqs   5.82  4.768381e+02
116  3gv9   2.12  2.590780e+02
117  3gr2   2.52  2.618996e+02
118  4kz6   3.10  3.732572e+02
119  4jxs   4.74  4.515327e+02
120  2r9w   5.10  4.604969e+02
121  2hb1   3.80  3.636766e+02
122  1bzc   4.92  5.731458e+02
123  2qbr   6.33  5.818305e+02
124  2qbq   7.44  6.321385e+02
125  2qbp   8.40  7.346933e+02
126  1q8t   4.76  5.477803e+02
127  1ydr   5.52  5.722542e+02
128  1q8u   5.96  6.343675e+02
129  1ydt   7.32  7.826729e+02
130  3ag9   8.05  9.928269e+02
131  3fcq   2.77  3.521935e+02
132  1z9g   5.64  4.362377e+02
133  1qf1   7.32  6.873404e+02
134  5tmn   8.04  7.695315e+02
135  4tmn  10.17  8.477476e+02
136  4ddk   2.29  3.685466e+02
137  4ddh   3.32  4.494527e+02
138  3ivg   4.30  7.578459e+02
139  3coz   5.57  7.886953e+02
140  3coy   6.02  8.574435e+02
141  3pxf   4.43  4.310869e+02
142  4eor   6.30  7.486714e+02
143  2xnb   6.83  7.322549e+02
144  1pxn   7.15  6.351286e+02
145  2fvd   8.52  7.169184e+02
146  4k77   6.63  5.378615e+02
147  4e5w   7.66  8.235346e+02
148  4ivb   8.72  6.657124e+02
149  4ivd   9.52  7.079666e+02
