     code  logKa         score
1    4llx   2.89  7.148903e+03
2    5c28   5.66  9.291519e+03
3    3uuo   7.96  1.442922e+04
4    3ui7   9.00  1.775715e+04
5    5c2h  11.09  2.594393e+04
6    2v00   3.66  1.345369e+04
7    3wz8   5.82  2.432982e+04
8    3pww   7.32  3.300734e+04
9    3prs   7.82  3.364338e+04
10   3uri   9.00  1.994130e+04
11   4m0z   5.19  2.437574e+04
12   4m0y   6.46  1.614022e+04
13   3qgy   7.80  2.112657e+04
14   4qd6   8.64  2.041681e+04
15   4rfm  10.05  2.205734e+04
16   4cr9   4.10  1.181130e+04
17   4cra   7.22  2.562096e+04
18   4x6p   8.30  2.942812e+04
19   4crc   8.72  2.697224e+04
20   4ty7   9.52  2.707715e+04
21   5aba   2.98  1.162846e+04
22   5a7b   3.57  2.013481e+04
23   4agn   3.97  1.520783e+04
24   4agp   4.69  1.935320e+04
25   4agq   5.01  1.942378e+04
26   3bgz   6.26  2.148532e+04
27   3jya   6.89  1.276961e+04
28   2c3i   7.60  1.847578e+04
29   4k18   8.96  2.227036e+04
30   5dwr  11.22  2.399726e+04
31   3mss   4.66  1.341126e+04
32   3k5v   6.30  1.823723e+04
33   3pyy   6.86  1.972919e+04
34   2v7a   8.30  2.089941e+04
35   4twp  10.00 -3.585999e+03
36   3wtj   6.53  1.565581e+04
37   3zdg   7.10  1.220534e+04
38   3u8k   8.66  1.511036e+04
39   4qac   9.40  2.363320e+04
40   3u8n  10.17  1.602628e+04
41   1a30   4.30  1.733152e+04
42   2qnq   6.11  2.788701e+04
43   1g2k   7.96  3.500005e+04
44   1eby   9.70  3.276588e+04
45   3o9i  11.82  3.427172e+04
46   4lzs   4.80  9.333932e+03
47   3u5j   5.61  1.631411e+04
48   4wiv   6.26  1.777649e+04
49   4ogj   6.79  2.047950e+04
50   3p5o   7.30  1.929665e+04
51   1ps3   2.28  1.110744e+04
52   3dx1   3.58  9.919597e+03
53   3d4z   4.89  8.264068e+03
54   3dx2   6.82  1.346943e+04
55   3ejr   8.57  1.879412e+04
56   3l7b   2.40  1.375443e+04
57   4eky   3.52  9.417927e+02
58   3g2n   4.09  1.609034e+04
59   3syr   5.10  1.453930e+04
60   3ebp   5.91  1.630928e+04
61   2w66   4.05  1.134842e+04
62   2w4x   4.85  1.102986e+04
63   2wca   5.60  1.481462e+04
64   2xj7   6.66  1.305498e+04
65   2vvn   7.30  1.443450e+04
66   3aru   3.22  1.188683e+04
67   3arv   5.64  1.549484e+04
68   3ary   6.00  9.177564e+03
69   3arq   6.40  1.190490e+03
70   3arp   7.15  2.501541e+04
71   4ih5   4.11  7.091032e+03
72   4ih7   5.24  1.556003e+04
73   3cj4   6.51  1.379128e+04
74   4eo8   8.15  2.008911e+04
75   3gnw   9.10  3.117486e+04
76   1gpk   5.37  1.536882e+04
77   1h23   8.35  2.931987e+04
78   1h22   9.10  2.674934e+04
79   3f3a   4.19  1.482689e+04
80   3f3c   6.02  1.491471e+04
81   4mme   6.50  1.664373e+04
82   3f3d   7.16  1.499140e+04
83   3f3e   7.70  1.433187e+04
84   2wbg   4.45  1.634989e+04
85   2cbv   5.48  7.222691e+03
86   2j78   6.42  9.327534e+03
87   2j7h   7.19  3.800270e+03
88   2cet   8.02  1.433947e+04
89   3udh   2.85  1.059299e+04
90   3rsx   4.41  1.379032e+04
91   4djv   6.72  2.309315e+04
92   2vkm   8.74  2.983220e+04
93   4gid  10.77  3.755605e+04
94   4jfs   5.27  1.287105e+04
95   4j28   5.70  1.242083e+04
96   2wvt   6.12  8.595818e+03
97   2xii   7.20  1.890613e+04
98   4pcs   7.85  1.278316e+04
99   3rr4   4.55  1.673328e+04
100  1s38   5.15  1.500772e+04
101  1r5y   6.46  1.441640e+04
102  3gc5   7.26  1.756967e+04
103  3ge7   8.70  2.205167e+04
104  4dli   5.62  1.901987e+04
105  2zb1   6.32  2.105967e+04
106  4f9w   6.94  2.251044e+04
107  3e92   8.00  2.631786e+04
108  3e93   8.85  3.033066e+04
109  4owm   2.96  7.341539e+03
110  3twp   3.92  7.918857e+03
111  3r88   4.82  1.111243e+04
112  4gkm   5.17  1.570434e+04
113  3qqs   5.82  1.509821e+04
114  3gv9   2.12  7.405104e+03
115  3gr2   2.52  2.517859e+03
116  4kz6   3.10  1.054820e+04
117  4jxs   4.74  1.542007e+04
118  2r9w   5.10  1.721006e+04
119  2hb1   3.80  1.262637e+04
120  1bzc   4.92  1.741860e+04
121  2qbr   6.33  2.177807e+04
122  2qbq   7.44  2.333107e+04
123  2qbp   8.40  2.759754e+04
124  1q8t   4.76  1.143327e+04
125  1ydr   5.52  1.402814e+04
126  1q8u   5.96  1.812493e+04
127  1ydt   7.32  2.223272e+04
128  3ag9   8.05  2.907045e+04
129  3fcq   2.77  1.013530e+04
130  1z9g   5.64  5.556169e+03
131  1qf1   7.32  2.418334e+04
132  5tmn   8.04  2.318579e+04
133  4tmn  10.17  2.505429e+04
134  4ddk   2.29  1.074963e+04
135  4ddh   3.32  1.262489e+04
136  3ivg   4.30  1.918475e+04
137  3coz   5.57  2.215742e+04
138  3coy   6.02  2.741370e+04
139  3pxf   4.43  1.414869e+04
140  4eor   6.30  2.171152e+04
141  2xnb   6.83  1.820170e+04
142  1pxn   7.15  1.673191e+04
143  2fvd   8.52  2.307427e+04
144  4k77   6.63  1.391090e+04
145  4e5w   7.66  2.047011e+04
146  4ivb   8.72  1.755845e+04
147  4ivd   9.52  1.923794e+04
148  4ivc  10.00  2.016561e+04
149  4f09   6.70  1.336357e+04
150  4gfm   7.22  1.243032e+04
151  4hge   7.92  1.793463e+04
152  4e6q   8.36  1.862326e+04
153  4jia   9.22  2.299733e+04
154  2brb   4.86  1.831765e+04
155  2br1   5.14  1.961379e+04
156  3jvr   5.72  1.091834e+04
157  3jvs   6.54  1.874280e+04
158  1nvq   8.25  2.422912e+04
159  3acw   4.76  2.004102e+04
160  4ea2   6.44 -8.796960e+04
161  2zcr   6.87  2.589189e+04
162  2zy1   7.40  1.925207e+04
163  2zcq   8.82  2.024016e+04
164  1bcu   3.28  1.225992e+04
165  3bv9   5.36  2.637960e+04
166  1oyt   7.24  2.421079e+04
167  2zda   8.40  2.466516e+04
168  3utu  10.92  3.161875e+04
169  3u9q   4.38  1.599114e+04
170  2yfe   6.63  2.153421e+04
171  3fur   8.00  2.690891e+04
172  3b1m   8.48  2.813446e+04
173  2p4y   9.00  2.940951e+04
174  3uo4   6.52  1.290357e+04
175  3up2   7.40  2.175055e+04
176  3e5a   8.23 -3.979758e+06
177  2wtv   8.74  2.427956e+04
178  3myg  10.70  2.011508e+04
179  3kgp   2.57  8.795132e+03
180  1c5z   4.01  1.110396e+04
181  1o5b   5.77  1.427857e+04
182  1owh   7.40  1.948127e+04
183  1sqa   9.21  2.503647e+04
184  4jsz   2.30  7.507054e+03
185  3kwa   4.08 -3.668813e+04
186  2weg   6.50  1.171634e+04
187  3ryj   7.80  1.328961e+04
188  3dd0   9.00  1.460481e+04
189  2xdl   3.10  1.340745e+04
190  3b27   5.16  1.505513e+04
191  1yc1   6.17  2.092255e+04
192  3rlr   7.52  1.451928e+02
193  2yki   9.46  2.325996e+04
194  1z95   7.12  2.619169e+04
195  3b68   8.40  2.829987e+04
196  3b5r   8.77  2.476874e+04
197  3b65   9.27  2.328744e+04
198  3g0w   9.52  2.159303e+04
199  4u4s   2.92  1.229614e+04
200  1p1q   4.89  6.056077e+03
201  1syi   5.44  1.567358e+04
202  1p1n   6.80  1.313894e+04
203  2al5   8.40  1.474975e+04
204  3g2z   2.36  1.624972e+03
205  3g31   2.89  5.970653e+03
206  4de2   4.12  1.632090e+04
207  4de3   5.52  4.025960e+03
208  4de1   5.96  4.385588e+03
209  1vso   4.72  1.406357e+04
210  4dld   5.82  1.612447e+04
211  3gbb   6.90  1.621667e+04
212  3fv2   8.11  1.902795e+04
213  3fv1   9.30  2.033485e+04
214  4mgd   4.69  1.615150e+04
215  2qe4   7.96  2.048881e+04
216  1qkt   9.04  1.854611e+04
217  2pog   9.54  1.955471e+04
218  2p15  10.30  3.078360e+04
219  2y5h   5.79  1.929635e+04
220  1lpg   7.09  3.159057e+04
221  2xbv   8.43  2.636875e+04
222  1z6e   9.72  2.659955e+04
223  1mq6  11.15  2.596423e+04
224  1nc3   5.00  7.973982e+03
225  1nc1   6.12 -1.176824e+02
226  1y6r  10.11  1.786992e+04
227  4f2w  11.30  1.900959e+04
228  4f3c  11.82  1.914129e+04
229  1uto   2.27  8.895189e+03
230  4abg   3.57  1.165719e+04
231  3gy4   5.10  1.302260e+04
232  1k1i   6.58  2.427273e+04
233  1o3f   7.96 -2.031558e+04
234  2yge   5.06  2.072450e+04
235  2fxs   6.06  9.872121e+03
236  2iwx   6.68  1.587668e+04
237  2wer   7.05  1.664282e+04
238  2vw5   8.52  2.312625e+04
239  4kzq   6.10  1.723890e+04
240  4kzu   6.50  1.802230e+04
241  4j21   7.41  1.762445e+04
242  4j3l   7.80  1.999559e+04
243  3kr8   8.10  1.926686e+04
244  2ymd   3.16  1.181682e+04
245  2wnc   6.32  1.728488e+04
246  2xys   7.42  9.588450e+03
247  2wn9   8.52  1.498449e+04
248  2x00  11.33  2.295338e+04
249  3ozt   4.13  2.528208e+04
250  3ozs   5.33  2.392032e+04
251  3oe5   6.88  2.706329e+04
252  3oe4   7.47  2.681467e+04
253  3nw9   9.00  3.106929e+04
254  3ao4   2.07  1.498170e+04
255  3zt2   2.84  1.719455e+04
256  3zsx   3.28  2.154136e+04
257  4cig   3.67  2.326094e+04
258  3zso   5.12  2.714947e+04
259  3n7a   3.70  1.110524e+04
260  4ciw   4.82  1.335681e+04
261  3n86   5.64  2.211626e+04
262  3n76   6.85 -2.172473e+04
263  2xb8   7.59  2.033016e+04
264  4bkt   3.62  1.058376e+04
265  4w9c   4.65  1.680088e+04
266  4w9l   5.02  2.353161e+04
267  4w9i   5.96  1.890250e+04
268  4w9h   6.73  2.109960e+04
269  3nq9   4.03  1.009243e+04
270  3ueu   5.24  1.667238e+04
271  3uev   5.89  1.918052e+04
272  3uew   6.31  2.058544e+04
273  3uex   6.92  2.348926e+04
274  3lka   2.82 -5.959074e+03
275  3ehy   5.85  1.182831e+04
276  3tsk   7.17  2.671387e+04
277  3nx7   8.10  1.511706e+04
278  4gr0   9.55  3.175501e+04
279  3dxg   2.40  7.450526e+03
280  3d6q   3.76  8.480225e+03
281  1w4o   5.22  8.713638e+03
282  1o0h   5.92  1.274237e+04
283  1u1b   7.80  2.202215e+04

Summary of the scoring power: ===================================
The regression equation: logKa = 0.00 + 3.04 * Score
Number of favorable sample (N) = 275
Pearson correlation coefficient (R) = 0.610
Standard deviation in fitting (SD) = 1.72
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("X-Score_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,275,2);
for(i in 1:275);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("X-Score-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
