     code  logKa         score
1    4llx   2.89  8.792038e+05
2    5c28   5.66  1.198596e+06
3    3uuo   7.96  1.772952e+06
4    3ui7   9.00  2.022499e+06
5    5c2h  11.09  2.917912e+06
6    2v00   3.66  1.290929e+06
7    3wz8   5.82  2.467733e+06
8    3pww   7.32  3.735989e+06
9    3prs   7.82  3.791374e+06
10   3uri   9.00  3.844425e+06
11   4m0z   5.19  2.390872e+06
12   4m0y   6.46  1.539217e+06
13   3qgy   7.80  2.124168e+06
14   4qd6   8.64  1.765247e+06
15   4rfm  10.05  2.679905e+06
16   4cr9   4.10  1.289061e+06
17   4cra   7.22  2.751812e+06
18   4x6p   8.30  2.923293e+06
19   4crc   8.72  2.759813e+06
20   4ty7   9.52  2.735976e+06
21   5aba   2.98  1.476989e+06
22   5a7b   3.57  2.223750e+06
23   4agn   3.97  1.818261e+06
24   4agp   4.69  2.181893e+06
25   4agq   5.01  2.215785e+06
26   3bgz   6.26  2.110474e+06
27   3jya   6.89  1.540951e+06
28   2c3i   7.60  2.254471e+06
29   4k18   8.96  2.377704e+06
30   5dwr  11.22  2.593943e+06
31   3mss   4.66  1.626319e+06
32   3k5v   6.30  2.079066e+06
33   3pyy   6.86  1.970203e+06
34   2v7a   8.30  2.710656e+06
35   4twp  10.00  2.495280e+06
36   3wtj   6.53  1.639692e+06
37   3zdg   7.10  1.735321e+06
38   3u8k   8.66  1.913401e+06
39   4qac   9.40  2.468865e+06
40   3u8n  10.17  2.028798e+06
41   1a30   4.30  1.953963e+06
42   2qnq   6.11  3.181879e+06
43   1g2k   7.96  3.916273e+06
44   1eby   9.70  4.262263e+06
45   3o9i  11.82  4.013226e+06
46   4lzs   4.80  1.461279e+06
47   3u5j   5.61  1.801530e+06
48   4wiv   6.26  1.900642e+06
49   4ogj   6.79  2.041574e+06
50   3p5o   7.30  2.164912e+06
51   1ps3   2.28  1.175515e+06
52   3dx1   3.58  7.794465e+05
53   3d4z   4.89  1.086659e+06
54   3dx2   6.82  1.062972e+06
55   3ejr   8.57  1.864040e+06
56   3l7b   2.40  1.749878e+06
57   4eky   3.52  2.191599e+06
58   3g2n   4.09  1.960005e+06
59   3syr   5.10  1.749725e+06
60   3ebp   5.91  1.771905e+06
61   2w66   4.05  1.577302e+06
