     code  logKa     score
1    4llx   2.89  6.595200
2    5c28   5.66  6.893167
3    3uuo   7.96  6.908867
4    3ui7   9.00  7.103267
5    5c2h  11.09  6.896667
6    2v00   3.66  6.716133
7    3wz8   5.82  6.282567
8    3pww   7.32  6.436233
9    3prs   7.82  6.243667
10   3uri   9.00  6.390533
11   4m0z   5.19  6.642900
12   4m0y   6.46  6.473200
13   3qgy   7.80  6.639033
14   4qd6   8.64  6.343067
15   4rfm  10.05  6.529467
16   4cr9   4.10  6.650433
17   4cra   7.22  6.245767
18   4x6p   8.30  6.247267
19   4crc   8.72  6.629233
20   4ty7   9.52  6.359200
21   5aba   2.98  6.621833
22   5a7b   3.57  6.397600
23   4agn   3.97  6.466767
24   4agp   4.69  6.608967
25   4agq   5.01  6.397700
26   3bgz   6.26  6.437133
27   3jya   6.89  6.749367
28   2c3i   7.60  6.935333
29   4k18   8.96  6.685367
30   5dwr  11.22  6.400967
31   3mss   4.66  6.715600
32   3k5v   6.30  6.797067
33   3pyy   6.86  6.535567
34   2v7a   8.30  6.252867
35   4twp  10.00  6.402633
36   3wtj   6.53  6.699067
37   3zdg   7.10  6.393867
38   3u8k   8.66  6.533033
39   4qac   9.40  6.454133
40   3u8n  10.17  6.538300
41   1a30   4.30  6.217600
42   2qnq   6.11  6.559600
43   1g2k   7.96  6.211333
44   1eby   9.70  6.361367
45   3o9i  11.82  6.225033
46   4lzs   4.80  6.691567
47   3u5j   5.61  6.747233
48   4wiv   6.26  6.556500
49   4ogj   6.79  6.316767
50   3p5o   7.30  6.732567
51   1ps3   2.28  5.900367
52   3dx1   3.58  6.159700
53   3d4z   4.89  5.775867
54   3dx2   6.82  6.521900
55   3ejr   8.57  6.526300
56   3l7b   2.40  6.419933
57   4eky   3.52  6.303133
58   3g2n   4.09  6.661433
59   3syr   5.10  6.308333
60   3ebp   5.91  6.796800
61   2w66   4.05  6.260267
62   2w4x   4.85  6.394133
63   2wca   5.60  6.336800
64   2xj7   6.66  6.284000
65   2vvn   7.30  6.275600
66   3aru   3.22  6.949267
67   3arv   5.64  7.118800
68   3ary   6.00  6.640767
69   3arq   6.40  6.671167
70   3arp   7.15  6.715767
71   4ih5   4.11  6.525933
72   4ih7   5.24  7.041900
73   3cj4   6.51  6.495667
