     code  logKa         score
1    4llx   2.89  8.731416e+05
2    5c28   5.66  1.324409e+06
3    3uuo   7.96  1.841494e+06
4    3ui7   9.00  2.218817e+06
5    5c2h  11.09  2.607805e+06
6    2v00   3.66  1.039917e+06
7    3wz8   5.82  2.184240e+06
8    3pww   7.32  2.807058e+06
9    3prs   7.82  2.488379e+06
10   3uri   9.00  2.274963e+06
11   4m0z   5.19  2.420473e+06
12   4m0y   6.46  1.034614e+06
13   3qgy   7.80  2.230691e+06
14   4qd6   8.64  2.274379e+06
15   4rfm  10.05  2.024685e+06
16   4cr9   4.10  7.138213e+05
17   4cra   7.22  1.742103e+06
18   4x6p   8.30  1.888683e+06
19   4crc   8.72  1.827877e+06
20   4ty7   9.52  1.825222e+06
21   5aba   2.98  1.070634e+06
22   5a7b   3.57  1.832269e+06
23   4agn   3.97  1.191310e+06
24   4agp   4.69  1.663687e+06
25   4agq   5.01  1.515937e+06
26   3bgz   6.26  3.347545e+06
27   3jya   6.89  1.617717e+06
28   2c3i   7.60  2.669253e+06
29   4k18   8.96  2.662028e+06
30   5dwr  11.22  3.255087e+06
31   3mss   4.66  2.178239e+06
32   3k5v   6.30  2.621789e+06
33   3pyy   6.86  2.336788e+06
34   2v7a   8.30  1.473290e+06
35   4twp  10.00  2.802509e+06
36   3wtj   6.53  1.704530e+06
37   3zdg   7.10  1.263648e+06
38   3u8k   8.66  1.032455e+06
39   4qac   9.40  4.009511e+06
40   3u8n  10.17  1.291768e+06
41   1a30   4.30  1.188046e+06
42   2qnq   6.11  3.369694e+06
43   1g2k   7.96  3.311055e+06
44   1eby   9.70  3.463488e+06
45   3o9i  11.82  2.654341e+06
46   4lzs   4.80  1.026651e+06
47   3u5j   5.61  2.017169e+06
48   4wiv   6.26  2.550923e+06
49   4ogj   6.79  2.452576e+06
50   3p5o   7.30  2.122661e+06
51   1ps3   2.28  3.708399e+05
52   3dx1   3.58  6.581301e+05
53   3d4z   4.89  3.362099e+05
54   3dx2   6.82  1.138028e+06
55   3ejr   8.57  1.404159e+06
56   3l7b   2.40  5.103093e+05
57   4eky   3.52  8.179319e+05
58   3g2n   4.09  7.020100e+05
59   3syr   5.10  4.508452e+05
60   3ebp   5.91  2.109592e+06
61   2w66   4.05  3.413727e+05
62   2w4x   4.85  5.731968e+05
63   2wca   5.60  1.434166e+06
64   2xj7   6.66  6.508726e+05
65   2vvn   7.30  6.601760e+05
66   3aru   3.22  7.316530e+05
67   3arv   5.64  2.000036e+06
68   3ary   6.00  6.688853e+05
69   3arq   6.40  1.060612e+06
70   3arp   7.15  3.134980e+06
71   4ih5   4.11  1.523494e+06
72   4ih7   5.24  1.692301e+06
73   3cj4   6.51  1.943857e+06
74   4eo8   8.15  2.198404e+06
75   3gnw   9.10  2.678441e+06
76   1gpk   5.37  1.087295e+06
77   1h23   8.35  3.030990e+06
78   1h22   9.10  2.616659e+06
79   3f3a   4.19  1.438656e+06
80   3f3c   6.02  1.630210e+06
81   4mme   6.50  2.130037e+06
82   3f3d   7.16  1.325875e+06
83   3f3e   7.70  1.439576e+06
84   2wbg   4.45  1.636100e+06
85   2cbv   5.48  6.621750e+05
86   2j78   6.42  5.193162e+05
87   2j7h   7.19  3.128141e+05
88   2cet   8.02  1.076804e+06
89   3udh   2.85  1.110671e+06
90   3rsx   4.41  1.168814e+06
91   4djv   6.72  2.536965e+06
92   2vkm   8.74  3.089830e+06
93   4gid  10.77  2.973949e+06
94   4jfs   5.27  1.290830e+06
95   4j28   5.70  1.029210e+06
96   2wvt   6.12  4.869972e+05
97   2xii   7.20  1.453077e+06
98   4pcs   7.85  1.447856e+06
99   3rr4   4.55  9.779603e+05
100  1s38   5.15  1.302103e+06
101  1r5y   6.46  1.037038e+06
102  3gc5   7.26  1.275601e+06
103  3ge7   8.70  1.762980e+06
104  4dli   5.62  2.084639e+06
105  2zb1   6.32  2.831109e+06
106  4f9w   6.94  2.665485e+06
107  3e92   8.00  3.160011e+06
108  3e93   8.85  3.182924e+06
109  4owm   2.96  8.142430e+05
110  3twp   3.92  6.958838e+05
111  3r88   4.82  7.657304e+05
112  4gkm   5.17  1.615327e+06
113  3qqs   5.82  1.472540e+06
114  3gv9   2.12  3.885495e+05
115  3gr2   2.52  4.845318e+05
116  4kz6   3.10  7.371754e+05
117  4jxs   4.74  1.032592e+06
118  2r9w   5.10  1.648461e+06
119  2hb1   3.80  1.150665e+06
120  1bzc   4.92  2.373931e+06
121  2qbr   6.33  2.110597e+06
122  2qbq   7.44  2.083473e+06
123  2qbp   8.40  2.332898e+06
124  1q8t   4.76  8.294242e+05
125  1ydr   5.52  1.739657e+06
126  1q8u   5.96  1.871717e+06
127  1ydt   7.32  2.101437e+06
128  3ag9   8.05  1.817944e+06
129  3fcq   2.77  9.028963e+05
130  1z9g   5.64  1.374840e+06
131  1qf1   7.32  2.130234e+06
132  5tmn   8.04  2.194477e+06
133  4tmn  10.17  2.273588e+06
134  4ddk   2.29  9.306733e+05
135  4ddh   3.32  8.754108e+05
136  3ivg   4.30  2.005869e+06
137  3coz   5.57  1.248203e+06
138  3coy   6.02  1.259309e+06
139  3pxf   4.43  2.299669e+06
140  4eor   6.30  1.984495e+06
141  2xnb   6.83  1.507430e+06
142  1pxn   7.15  1.346731e+06
143  2fvd   8.52  2.131010e+06
144  4k77   6.63  8.180424e+05
145  4e5w   7.66  1.223289e+06
146  4ivb   8.72  1.184181e+06
147  4ivd   9.52  1.347826e+06
148  4ivc  10.00  1.290151e+06
149  4f09   6.70  1.010145e+06
150  4gfm   7.22  9.322318e+05
151  4hge   7.92  9.944805e+05
152  4e6q   8.36  1.301847e+06
153  4jia   9.22  2.470646e+06
154  2brb   4.86  1.903226e+06
155  2br1   5.14  1.844915e+06
156  3jvr   5.72  1.644248e+06
157  3jvs   6.54  1.723453e+06
158  1nvq   8.25  2.303825e+06
159  3acw   4.76  3.102121e+06
160  4ea2   6.44  2.661196e+06
161  2zcr   6.87  3.497973e+06
162  2zy1   7.40  2.381883e+06
163  2zcq   8.82  2.495258e+06
164  1bcu   3.28  5.931053e+05
165  3bv9   5.36  1.893487e+06
166  1oyt   7.24  2.022435e+06
167  2zda   8.40  2.015797e+06
168  3utu  10.92  2.532758e+06
169  3u9q   4.38  2.098637e+06
170  2yfe   6.63  2.796141e+06
171  3fur   8.00  3.638095e+06
172  3b1m   8.48  3.513173e+06
173  2p4y   9.00  4.390421e+06
174  3uo4   6.52  2.410146e+06
175  3up2   7.40  2.478963e+06
176  3e5a   8.23  2.390064e+06
177  2wtv   8.74  2.790935e+06
178  3myg  10.70  1.188066e+06
179  3kgp   2.57  5.694216e+05
180  1c5z   4.01  6.943012e+05
181  1o5b   5.77  7.540956e+05
182  1owh   7.40  1.061220e+06
183  1sqa   9.21  1.281971e+06
184  4jsz   2.30  6.896783e+04
185  3kwa   4.08  7.736108e+05
186  2weg   6.50  1.142393e+06
187  3ryj   7.80  1.447339e+06
188  3dd0   9.00  9.741072e+05
189  2xdl   3.10  7.671303e+05
190  3b27   5.16  1.503091e+06
191  1yc1   6.17  1.291780e+06
192  3rlr   7.52  2.022826e+06
193  2yki   9.46  3.692501e+06
194  1z95   7.12  3.996759e+06
195  3b68   8.40  3.632105e+06
196  3b5r   8.77  4.312387e+06
197  3b65   9.27  3.608787e+06
198  3g0w   9.52  3.419967e+06
199  4u4s   2.92  3.829821e+05
200  1p1q   4.89  8.310776e+05
201  1syi   5.44  8.116725e+05
202  1p1n   6.80  8.014343e+05
203  2al5   8.40  8.085524e+05
204  3g2z   2.36  2.810984e+05
205  3g31   2.89  7.745620e+05
206  4de2   4.12  6.562351e+05
207  4de3   5.52  6.324086e+05
208  4de1   5.96  5.790187e+05
209  1vso   4.72  1.140861e+06
210  4dld   5.82  1.450200e+06
211  3gbb   6.90  1.086226e+06
212  3fv2   8.11  9.729396e+05
213  3fv1   9.30  9.725013e+05
214  4mgd   4.69  2.833240e+06
215  2qe4   7.96  2.786793e+06
216  1qkt   9.04  2.704876e+06
217  2pog   9.54  3.114386e+06
218  2p15  10.30  5.414215e+06
219  2y5h   5.79  8.562774e+05
220  1lpg   7.09  2.321064e+06
221  2xbv   8.43  2.309221e+06
222  1z6e   9.72  1.839943e+06
223  1mq6  11.15  2.098669e+06
224  1nc3   5.00  5.190876e+05
225  1nc1   6.12  1.999572e+06
226  1y6r  10.11  1.638646e+06
227  4f2w  11.30  1.969108e+06
228  4f3c  11.82  2.734530e+06
229  1uto   2.27  4.305423e+05
230  4abg   3.57  5.669122e+05
231  3gy4   5.10  6.913670e+05
232  1k1i   6.58  1.353155e+06
233  1o3f   7.96  1.471019e+06
234  2yge   5.06  1.100856e+06
235  2fxs   6.06  8.921711e+05
236  2iwx   6.68  1.058895e+06
237  2wer   7.05  1.159188e+06
238  2vw5   8.52  1.648033e+06
239  4kzq   6.10  1.907829e+06
240  4kzu   6.50  2.256533e+06
241  4j21   7.41  2.025842e+06
242  4j3l   7.80  2.335917e+06
243  3kr8   8.10  1.789696e+06
244  2ymd   3.16  1.277991e+06
245  2wnc   6.32  2.038452e+06
246  2xys   7.42  1.988016e+06
247  2wn9   8.52  1.298029e+06
248  2x00  11.33  2.261956e+06
249  3ozt   4.13  1.598512e+06
250  3ozs   5.33  1.675476e+06
251  3oe5   6.88  1.759300e+06
252  3oe4   7.47  1.375612e+06
253  3nw9   9.00  2.387990e+06
254  3ao4   2.07  1.062638e+06
255  3zt2   2.84  1.708909e+06
256  3zsx   3.28  1.825680e+06
257  4cig   3.67  1.661975e+06
258  3zso   5.12  2.116898e+06
259  3n7a   3.70  7.835697e+05
260  4ciw   4.82  6.941976e+05
261  3n86   5.64  1.426864e+06
262  3n76   6.85  1.842086e+06
263  2xb8   7.59  1.612213e+06
264  4bkt   3.62  5.656472e+05
