     code  logKa        score
1    4llx   2.89   651.949123
2    5c28   5.66  1285.490175
3    3uuo   7.96  1738.980827
4    3ui7   9.00  2207.703752
5    5c2h  11.09  2979.574417
6    2v00   3.66  1741.880666
7    3wz8   5.82  3131.272946
8    3pww   7.32  4182.194000
9    3prs   7.82  3946.041212
10   3uri   9.00  3643.613558
11   4m0z   5.19  2930.936324
12   4m0y   6.46  1486.700094
13   3qgy   7.80  2698.676915
14   4qd6   8.64  2965.648105
15   4rfm  10.05  2458.599834
16   4cr9   4.10  1025.543042
17   4cra   7.22  2717.635175
18   4x6p   8.30  2962.128856
19   4crc   8.72  2651.039329
20   4ty7   9.52  3382.468565
21   5aba   2.98  1714.860848
22   5a7b   3.57  2510.206324
23   4agn   3.97  1912.568594
24   4agp   4.69  2594.666072
25   4agq   5.01  2407.224989
26   3bgz   6.26  4594.486407
27   3jya   6.89  2282.876018
28   2c3i   7.60  2747.034702
29   4k18   8.96  3519.840437
30   5dwr  11.22  4349.780346
31   3mss   4.66  2140.381193
32   3k5v   6.30  2952.776295
33   3pyy   6.86  2669.382949
34   2v7a   8.30  2376.516696
35   4twp  10.00  2916.797626
36   3wtj   6.53  1786.107973
37   3zdg   7.10   971.927940
38   3u8k   8.66  1041.040061
39   4qac   9.40  4103.288380
40   3u8n  10.17  1446.000880
41   1a30   4.30  3479.249881
42   2qnq   6.11  4720.708350
43   1g2k   7.96  4380.883486
44   1eby   9.70  4662.147864
45   3o9i  11.82  3726.917048
46   4lzs   4.80  1069.579731
47   3u5j   5.61  2511.515518
48   4wiv   6.26  2850.879221
49   4ogj   6.79  3414.950865
50   3p5o   7.30  2630.068829
51   1ps3   2.28  1640.071339
52   3dx1   3.58  2216.533435
53   3d4z   4.89  1471.869914
54   3dx2   6.82  2541.185226
55   3ejr   8.57  2571.181700
56   3l7b   2.40   768.152829
57   4eky   3.52  1986.071841
58   3g2n   4.09  1260.267551
59   3syr   5.10   826.310415
60   3ebp   5.91  2121.499970
