     code  logKa      score
1    4llx   2.89  13.346905
2    5c28   5.66  16.276558
3    3uuo   7.96  22.228802
4    3ui7   9.00  25.177911
5    5c2h  11.09  30.278584
6    2v00   3.66  19.574892
7    3wz8   5.82  32.386697
8    3pww   7.32  40.156918
9    3prs   7.82  37.302761
10   3uri   9.00  32.302686
11   4m0z   5.19  25.709298
12   4m0y   6.46  20.169336
13   3qgy   7.80  29.910916
14   4qd6   8.64  35.095498
15   4rfm  10.05  28.238624
16   4cr9   4.10  15.482434
17   4cra   7.22  31.583329
18   4x6p   8.30  33.104456
19   4crc   8.72  32.011926
20   4ty7   9.52  31.337705
21   5aba   2.98  22.124373
22   5a7b   3.57  31.252463
23   4agn   3.97  23.319623
24   4agp   4.69  30.084977
25   4agq   5.01  28.311828
26   3bgz   6.26  36.932669
27   3jya   6.89  20.755822
28   2c3i   7.60  28.398031
29   4k18   8.96  33.621630
30   5dwr  11.22  38.028869
31   3mss   4.66  23.477029
32   3k5v   6.30  30.393650
33   3pyy   6.86  27.791942
34   2v7a   8.30  27.996936
35   4twp  10.00  31.740609
36   3wtj   6.53  19.769086
37   3zdg   7.10  15.111251
38   3u8k   8.66  15.020077
39   4qac   9.40  36.347323
40   3u8n  10.17  16.787070
41   1a30   4.30  22.124265
42   2qnq   6.11  44.588856
43   1g2k   7.96  43.426923
44   1eby   9.70  42.571851
45   3o9i  11.82  37.164968
46   4lzs   4.80  15.535705
47   3u5j   5.61  26.129818
48   4wiv   6.26  31.059133
49   4ogj   6.79  34.537142
50   3p5o   7.30  27.676786
51   1ps3   2.28  12.675756
52   3dx1   3.58  14.707756
53   3d4z   4.89  12.124882
54   3dx2   6.82  17.802345
55   3ejr   8.57  24.208993
56   3l7b   2.40  15.346789
57   4eky   3.52  19.023192
58   3g2n   4.09  17.595585
59   3syr   5.10  14.506265
60   3ebp   5.91  25.704820
61   2w66   4.05  10.483358
62   2w4x   4.85  13.304606
63   2wca   5.60  23.241915
64   2xj7   6.66  13.279776
65   2vvn   7.30  13.884722
66   3aru   3.22  14.925581
67   3arv   5.64  27.630383
68   3ary   6.00  13.215130
69   3arq   6.40  20.769382
70   3arp   7.15  34.703055
71   4ih5   4.11  20.827853
72   4ih7   5.24  23.292430
73   3cj4   6.51  22.891934
74   4eo8   8.15  27.792525
75   3gnw   9.10  37.426097
76   1gpk   5.37  16.585639
77   1h23   8.35  33.043379
78   1h22   9.10  29.663734
79   3f3a   4.19  19.755129
80   3f3c   6.02  22.641486
81   4mme   6.50  25.357984
82   3f3d   7.16  19.293477
83   3f3e   7.70  19.844721
84   2wbg   4.45  23.942001
85   2cbv   5.48  14.713251
86   2j78   6.42  14.362032
87   2j7h   7.19  11.755812
88   2cet   8.02  19.641675
89   3udh   2.85  16.215421
90   3rsx   4.41  19.707335
91   4djv   6.72  34.974361
92   2vkm   8.74  43.637875
93   4gid  10.77  41.913476
94   4jfs   5.27  20.567232
95   4j28   5.70  18.537130
96   2wvt   6.12  14.398136
97   2xii   7.20  28.340243
98   4pcs   7.85  22.355969
99   3rr4   4.55  15.994668
100  1s38   5.15  19.056317
101  1r5y   6.46  17.151961
102  3gc5   7.26  19.903048
103  3ge7   8.70  26.207836
104  4dli   5.62  24.747651
105  2zb1   6.32  32.162260
106  4f9w   6.94  31.486992
107  3e92   8.00  33.966906
108  3e93   8.85  35.633407
109  4owm   2.96  14.677957
110  3twp   3.92  15.021218
111  3r88   4.82  15.441907
112  4gkm   5.17  23.277019
113  3qqs   5.82  21.531234
114  3gv9   2.12  11.388691
115  3gr2   2.52  14.235884
116  4kz6   3.10  15.660648
