     code  logKa       score
1    4llx   2.89   27.851571
2    5c28   5.66   41.496410
3    3uuo   7.96   57.520254
4    3ui7   9.00   68.477752
5    5c2h  11.09   83.619952
6    2v00   3.66   32.350444
7    3wz8   5.82   74.392427
8    3pww   7.32   94.721704
9    3prs   7.82   83.430399
10   3uri   9.00   72.074568
11   4m0z   5.19   69.571799
12   4m0y   6.46   36.462734
13   3qgy   7.80   75.655655
14   4qd6   8.64   79.685766
15   4rfm  10.05   64.981924
16   4cr9   4.10   25.888886
17   4cra   7.22   62.762633
18   4x6p   8.30   67.363619
19   4crc   8.72   64.965347
20   4ty7   9.52   58.996776
21   5aba   2.98   39.542137
22   5a7b   3.57   66.302700
23   4agn   3.97   43.594660
24   4agp   4.69   61.657942
25   4agq   5.01   56.607740
26   3bgz   6.26  105.814552
27   3jya   6.89   51.048580
28   2c3i   7.60   84.981138
29   4k18   8.96   87.020538
30   5dwr  11.22  101.988894
31   3mss   4.66   70.308981
32   3k5v   6.30   84.820355
33   3pyy   6.86   75.329320
34   2v7a   8.30   53.252572
35   4twp  10.00   89.681496
36   3wtj   6.53   51.924355
37   3zdg   7.10   39.445787
38   3u8k   8.66   31.293139
39   4qac   9.40  119.090007
40   3u8n  10.17   38.688777
41   1a30   4.30   36.760033
42   2qnq   6.11  113.634604
43   1g2k   7.96  109.913317
44   1eby   9.70  111.000223
45   3o9i  11.82   88.969907
46   4lzs   4.80   32.785088
47   3u5j   5.61   66.791143
48   4wiv   6.26   84.451201
49   4ogj   6.79   82.246493
50   3p5o   7.30   69.947729
51   1ps3   2.28    3.434703
52   3dx1   3.58    9.010975
53   3d4z   4.89    3.561511
54   3dx2   6.82   23.790462
55   3ejr   8.57   41.978210
56   3l7b   2.40   15.592330
57   4eky   3.52   23.994677
58   3g2n   4.09   22.080722
59   3syr   5.10   11.819449
60   3ebp   5.91   68.716455
61   2w66   4.05    9.621132
62   2w4x   4.85   16.674162
63   2wca   5.60   47.392390
64   2xj7   6.66   19.953124
65   2vvn   7.30   18.398973
66   3aru   3.22   25.209521
67   3arv   5.64   67.432384
68   3ary   6.00   22.183153
69   3arq   6.40   37.146908
70   3arp   7.15  104.457535
71   4ih5   4.11   49.790897
72   4ih7   5.24   56.851202
73   3cj4   6.51   62.192233
74   4eo8   8.15   70.321468
75   3gnw   9.10   89.278960
76   1gpk   5.37   33.772222
77   1h23   8.35   96.338185
78   1h22   9.10   83.760731
79   3f3a   4.19   38.594069
80   3f3c   6.02   43.715176
81   4mme   6.50   68.040147
82   3f3d   7.16   33.737971
83   3f3e   7.70   36.646540
84   2wbg   4.45   47.913131
85   2cbv   5.48   14.276124
86   2j78   6.42    9.157423
87   2j7h   7.19    3.518239
88   2cet   8.02   29.478267
89   3udh   2.85   35.665217
90   3rsx   4.41   38.267916
91   4djv   6.72   81.585137
92   2vkm   8.74  102.006048
93   4gid  10.77   96.826666
94   4jfs   5.27   38.321585
95   4j28   5.70   25.873893
96   2wvt   6.12    4.555933
97   2xii   7.20   41.155629
98   4pcs   7.85   40.882926
99   3rr4   4.55   27.330290
100  1s38   5.15   37.051367
101  1r5y   6.46   25.927048
102  3gc5   7.26   31.214891
103  3ge7   8.70   48.139585
104  4dli   5.62   66.977106
105  2zb1   6.32   90.422102
106  4f9w   6.94   87.246025
107  3e92   8.00   99.192055
108  3e93   8.85  100.224297
109  4owm   2.96   28.355572
110  3twp   3.92   24.850766
111  3r88   4.82   25.535942
112  4gkm   5.17   54.002359
113  3qqs   5.82   50.009860
114  3gv9   2.12   12.852324
115  3gr2   2.52   18.697375
116  4kz6   3.10   26.291396
117  4jxs   4.74   34.612633
118  2r9w   5.10   58.810029
119  2hb1   3.80   32.802821
120  1bzc   4.92   72.326788
121  2qbr   6.33   67.736736
122  2qbq   7.44   66.932971
123  2qbp   8.40   75.730583
124  1q8t   4.76   30.642921
125  1ydr   5.52   54.748977
126  1q8u   5.96   61.146074
127  1ydt   7.32   70.141545
128  3ag9   8.05   53.476186
129  3fcq   2.77   33.398146
130  1z9g   5.64   41.278130
131  1qf1   7.32   64.339863
132  5tmn   8.04   70.406180
133  4tmn  10.17   74.894999
134  4ddk   2.29   32.250711
135  4ddh   3.32   29.412965
136  3ivg   4.30   64.588292
137  3coz   5.57   33.660283
138  3coy   6.02   33.987258
139  3pxf   4.43   75.141166
140  4eor   6.30   66.232466
141  2xnb   6.83   49.542001
142  1pxn   7.15   44.117304
143  2fvd   8.52   70.888623
144  4k77   6.63   30.600429
145  4e5w   7.66   42.886600
146  4ivb   8.72   40.573526
147  4ivd   9.52   46.621254
148  4ivc  10.00   43.893804
149  4f09   6.70   33.720133
150  4gfm   7.22   35.176855
151  4hge   7.92   36.149401
152  4e6q   8.36   46.762053
153  4jia   9.22   82.102211
154  2brb   4.86   66.259780
155  2br1   5.14   64.580579
156  3jvr   5.72   54.777879
157  3jvs   6.54   61.149548
158  1nvq   8.25   75.208854
159  3acw   4.76   97.960755
160  4ea2   6.44   87.108738
161  2zcr   6.87  109.763503
162  2zy1   7.40   74.807680
163  2zcq   8.82   78.314930
164  1bcu   3.28   23.211828
165  3bv9   5.36   58.904990
166  1oyt   7.24   63.332675
167  2zda   8.40   59.617281
168  3utu  10.92   78.757478
169  3u9q   4.38   64.001636
170  2yfe   6.63   91.197311
171  3fur   8.00  114.823260
172  3b1m   8.48  112.369003
173  2p4y   9.00  138.022376
174  3uo4   6.52   81.368230
175  3up2   7.40   80.932125
176  3e5a   8.23   77.541262
177  2wtv   8.74   94.873309
178  3myg  10.70   40.434888
179  3kgp   2.57   19.903745
180  1c5z   4.01   19.155680
181  1o5b   5.77   23.762333
182  1owh   7.40   36.683125
183  1sqa   9.21   40.392376
184  4jsz   2.30    5.306437
185  3kwa   4.08   20.052975
186  2weg   6.50   33.105420
187  3ryj   7.80   46.190679
188  3dd0   9.00   27.762095
189  2xdl   3.10   28.447806
190  3b27   5.16   48.185372
191  1yc1   6.17   44.737561
192  3rlr   7.52   66.467409
193  2yki   9.46  111.900706
194  1z95   7.12  122.276339
195  3b68   8.40  109.361130
196  3b5r   8.77  130.231371
197  3b65   9.27  109.077424
198  3g0w   9.52  105.266322
199  4u4s   2.92   15.893622
200  1p1q   4.89   20.420817
201  1syi   5.44   19.617682
202  1p1n   6.80   22.504304
203  2al5   8.40   19.647663
204  3g2z   2.36   11.779725
205  3g31   2.89   28.385656
206  4de2   4.12   27.208105
207  4de3   5.52   25.712520
208  4de1   5.96   22.991385
209  1vso   4.72   32.494529
210  4dld   5.82   40.935411
211  3gbb   6.90   29.312351
212  3fv2   8.11   21.959366
213  3fv1   9.30   22.083370
214  4mgd   4.69   85.740346
215  2qe4   7.96   85.266764
216  1qkt   9.04   83.267153
217  2pog   9.54   93.347841
218  2p15  10.30  165.103940
219  2y5h   5.79   30.644108
220  1lpg   7.09   76.397365
221  2xbv   8.43   75.903755
222  1z6e   9.72   58.449242
223  1mq6  11.15   67.983850
224  1nc3   5.00   11.178846
225  1nc1   6.12   57.182931
226  1y6r  10.11   44.437240
227  4f2w  11.30   56.716431
228  4f3c  11.82   79.593763
229  1uto   2.27   15.497355
230  4abg   3.57   20.191935
231  3gy4   5.10   16.402916
232  1k1i   6.58   42.718005
233  1o3f   7.96   46.083823
234  2yge   5.06   40.910116
235  2fxs   6.06   30.917956
236  2iwx   6.68   38.663705
237  2wer   7.05   42.297049
238  2vw5   8.52   60.024255
239  4kzq   6.10   62.321669
240  4kzu   6.50   73.250383
241  4j21   7.41   64.971134
242  4j3l   7.80   74.005389
243  3kr8   8.10   58.640416
244  2ymd   3.16   35.102778
245  2wnc   6.32   65.451790
246  2xys   7.42   65.095418
247  2wn9   8.52   42.592974
248  2x00  11.33   76.301879
249  3ozt   4.13   47.176811
250  3ozs   5.33   48.419645
251  3oe5   6.88   51.869423
252  3oe4   7.47   37.990849
253  3nw9   9.00   72.422277
254  3ao4   2.07   35.391165
255  3zt2   2.84   58.395443
256  3zsx   3.28   68.255488
257  4cig   3.67   65.732562
258  3zso   5.12   81.162777
259  3n7a   3.70   21.100669
260  4ciw   4.82   17.684924
261  3n86   5.64   41.300227
262  3n76   6.85   55.241006
263  2xb8   7.59   45.854988
264  4bkt   3.62   17.723573
265  4w9c   4.65   43.356029
266  4w9l   5.02   60.601531
267  4w9i   5.96   45.170209
268  4w9h   6.73   52.527169
269  3nq9   4.03   47.850910
270  3ueu   5.24   85.731156
271  3uev   5.89   96.810479
272  3uew   6.31  103.892718
273  3uex   6.92  121.810748
274  3lka   2.82   26.074567
275  3ehy   5.85   31.069032
276  3tsk   7.17   67.794041
277  3nx7   8.10   29.824834
278  4gr0   9.55   86.295658
279  3dxg   2.40   14.450846
280  3d6q   3.76   14.227047
281  1w4o   5.22   15.978583
282  1o0h   5.92   18.336036
283  1u1b   7.80   36.414829

Summary of the scoring power: ===================================
The regression equation: logKa = 0.04 + 4.33 * Score
Number of favorable sample (N) = 283
Pearson correlation coefficient (R) = 0.529
Standard deviation in fitting (SD) = 1.84
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("X-Score_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,283,2);
for(i in 1:283);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("X-Score-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
