     code  logKa         score
1    4llx   2.89  1.500886e+06
2    5c28   5.66  1.968447e+06
3    3uuo   7.96  2.894649e+06
4    3ui7   9.00  3.591299e+06
5    5c2h  11.09  5.008901e+06
6    2v00   3.66  2.562344e+06
7    3wz8   5.82  4.304520e+06
8    3pww   7.32  5.807609e+06
9    3prs   7.82  6.104801e+06
10   3uri   9.00  5.434883e+06
11   4m0z   5.19  4.963946e+06
12   4m0y   6.46  2.959258e+06
13   3qgy   7.80  3.884915e+06
14   4qd6   8.64  3.606536e+06
15   4rfm  10.05  4.382196e+06
16   4cr9   4.10  2.100589e+06
17   4cra   7.22  4.409817e+06
18   4x6p   8.30  5.266645e+06
19   4crc   8.72  5.012541e+06
20   4ty7   9.52  4.725547e+06
21   5aba   2.98  2.080149e+06
22   5a7b   3.57  3.770800e+06
23   4agn   3.97  2.700588e+06
24   4agp   4.69  3.282834e+06
25   4agq   5.01  3.282553e+06
26   3bgz   6.26  3.854618e+06
27   3jya   6.89  2.388331e+06
28   2c3i   7.60  3.811606e+06
29   4k18   8.96  4.207676e+06
30   5dwr  11.22  4.568612e+06
31   3mss   4.66  2.768371e+06
32   3k5v   6.30  3.417410e+06
33   3pyy   6.86  3.880420e+06
34   2v7a   8.30  3.940913e+06
35   4twp  10.00  3.439213e+06
36   3wtj   6.53  3.393544e+06
37   3zdg   7.10  3.156396e+06
38   3u8k   8.66  3.303340e+06
39   4qac   9.40  4.846370e+06
40   3u8n  10.17  3.587371e+06
41   1a30   4.30  3.258162e+06
42   2qnq   6.11  5.765065e+06
43   1g2k   7.96  6.530923e+06
44   1eby   9.70  6.721432e+06
45   3o9i  11.82  6.315314e+06
46   4lzs   4.80  2.222509e+06
47   3u5j   5.61  2.965547e+06
48   4wiv   6.26  3.285648e+06
49   4ogj   6.79  3.463334e+06
50   3p5o   7.30  3.639658e+06
51   1ps3   2.28  2.718620e+06
52   3dx1   3.58  2.307706e+06
53   3d4z   4.89  2.529301e+06
54   3dx2   6.82  3.247148e+06
55   3ejr   8.57  3.927589e+06
56   3l7b   2.40  2.719124e+06
57   4eky   3.52  2.965494e+06
58   3g2n   4.09  3.049355e+06
59   3syr   5.10  3.023239e+06
60   3ebp   5.91  3.171384e+06
61   2w66   4.05  3.023863e+06
62   2w4x   4.85  2.597323e+06
63   2wca   5.60  3.312787e+06
64   2xj7   6.66  3.009738e+06
65   2vvn   7.30  3.453223e+06
66   3aru   3.22  2.392757e+06
67   3arv   5.64  2.815178e+06
68   3ary   6.00  1.967660e+06
69   3arq   6.40  2.369398e+06
70   3arp   7.15  4.512784e+06
71   4ih5   4.11  2.358239e+06
72   4ih7   5.24  3.047881e+06
73   3cj4   6.51  2.907955e+06
74   4eo8   8.15  3.508382e+06
