     code  logKa   score
1    4llx   2.89  8.1986
2    5c28   5.66  8.0358
3    3uuo   7.96  8.0146
4    3ui7   9.00  8.0585
5    5c2h  11.09  7.9149
6    2v00   3.66  8.2029
7    3wz8   5.82  7.7987
8    3pww   7.32  7.7477
9    3prs   7.82  7.9511
10   3uri   9.00  7.8748
11   4m0z   5.19  8.0757
12   4m0y   6.46  8.2238
13   3qgy   7.80  7.6918
14   4qd6   8.64  7.8199
15   4rfm  10.05  8.1244
16   4cr9   4.10  8.0545
17   4cra   7.22  7.9217
18   4x6p   8.30  7.8999
19   4crc   8.72  7.9186
20   4ty7   9.52  7.8612
21   5aba   2.98  7.9892
22   5a7b   3.57  7.9238
23   4agn   3.97  8.0244
24   4agp   4.69  7.8720
25   4agq   5.01  7.8261
26   3bgz   6.26  8.0031
27   3jya   6.89  8.1007
28   2c3i   7.60  8.0324
29   4k18   8.96  7.7758
30   5dwr  11.22  7.6785
31   3mss   4.66  8.1550
32   3k5v   6.30  7.9858
33   3pyy   6.86  8.1353
34   2v7a   8.30  7.9202
35   4twp  10.00  7.7676
36   3wtj   6.53  8.1558
37   3zdg   7.10  8.2985
38   3u8k   8.66  8.3786
39   4qac   9.40  8.0179
40   3u8n  10.17  8.0607
41   1a30   4.30  7.8821
42   2qnq   6.11  7.6276
43   1g2k   7.96  7.9824
44   1eby   9.70  8.3459
45   3o9i  11.82  8.5191
46   4lzs   4.80  8.3142
47   3u5j   5.61  8.1403
48   4wiv   6.26  7.9591
49   4ogj   6.79  7.9915
50   3p5o   7.30  8.0387
51   1ps3   2.28  7.0293
52   3dx1   3.58  7.9816
53   3d4z   4.89  7.1765
54   3dx2   6.82  7.9218
55   3ejr   8.57  8.1967
56   3l7b   2.40  7.4765
57   4eky   3.52  8.3732
58   3g2n   4.09  7.7080
59   3syr   5.10  7.0583
60   3ebp   5.91  7.9074
61   2w66   4.05  7.0718
62   2w4x   4.85  7.1836
63   2wca   5.60  8.0817
64   2xj7   6.66  7.1062
65   2vvn   7.30  7.7930
66   3aru   3.22  8.1831
67   3arv   5.64  8.1819
68   3ary   6.00  8.4066
69   3arq   6.40  7.6951
70   3arp   7.15  8.2875
71   4ih5   4.11  7.7880
72   4ih7   5.24  7.8680
73   3cj4   6.51  7.6685
74   4eo8   8.15  8.0177
75   3gnw   9.10  7.8956
76   1gpk   5.37  8.2164
77   1gpn   6.48  8.3263
78   1h23   8.35  7.7848
79   1h22   9.10  7.7914
80   1e66   9.89  8.0906
81   3f3a   4.19  7.9271
82   3f3c   6.02  7.8206
83   4mme   6.50  8.1525
84   3f3d   7.16  7.8647
85   3f3e   7.70  7.7415
86   2wbg   4.45  8.5752
87   2cbv   5.48  6.8266
88   2j78   6.42  6.9331
89   2j7h   7.19  6.8255
90   2cet   8.02  8.2937
91   3udh   2.85  7.8756
92   3rsx   4.41  8.1292
93   4djv   6.72  7.9955
94   2vkm   8.74  7.6569
95   4gid  10.77  7.5197
96   4jfs   5.27  8.4451
97   4j28   5.70  8.3642
98   2wvt   6.12  6.8426
99   2xii   7.20  8.5453
100  4pcs   7.85  8.6020
101  3rr4   4.55  8.0438
102  1s38   5.15  7.9905
103  1r5y   6.46  8.0387
104  3gc5   7.26  8.0872
105  3ge7   8.70  8.0536
106  4dli   5.62  7.9171
107  2zb1   6.32  7.8851
108  4f9w   6.94  8.0168
109  3e92   8.00  7.8706
110  3e93   8.85  7.8168
111  4owm   2.96  8.0024
112  3twp   3.92  7.8450
113  3r88   4.82  7.8425
114  4gkm   5.17  7.9869
115  3qqs   5.82  7.9752
116  3gv9   2.12  8.0352
117  3gr2   2.52  7.9727
118  4kz6   3.10  7.6937
119  4jxs   4.74  7.6210
120  2r9w   5.10  7.6615
121  2hb1   3.80  7.7658
122  1bzc   4.92  7.8339
123  2qbr   6.33  7.9733
124  2qbq   7.44  7.9303
125  2qbp   8.40  7.8464
126  1q8t   4.76  7.7703
127  1ydr   5.52  7.9130
128  1q8u   5.96  7.9015
129  1ydt   7.32  7.8355
130  3ag9   8.05  7.7506
131  3fcq   2.77  7.9342
132  1z9g   5.64  7.7876
133  1qf1   7.32  7.7582
134  5tmn   8.04  7.9081
135  4tmn  10.17  7.7174
136  4ddk   2.29  8.0202
137  4ddh   3.32  7.9524
138  3ivg   4.30  7.9701
139  3coz   5.57  7.5478
140  3coy   6.02  7.6190
141  3pxf   4.43  8.2760
142  4eor   6.30  7.8267
143  2xnb   6.83  7.9703
144  1pxn   7.15  7.9317
145  2fvd   8.52  8.1200
146  4k77   6.63  7.9712
147  4e5w   7.66  7.7822
148  4ivb   8.72  7.9209
149  4ivd   9.52  7.8483
150  4ivc  10.00  8.0016
151  4f09   6.70  7.9440
152  4gfm   7.22  8.0975
153  4hge   7.92  8.1411
154  4e6q   8.36  7.9519
155  4jia   9.22  8.0381
156  2brb   4.86  8.0606
157  2br1   5.14  7.9224
158  3jvr   5.72  7.9831
159  3jvs   6.54  8.1095
160  1nvq   8.25  7.8086
161  3acw   4.76  7.9367
162  4ea2   6.44  8.0008
163  2zcr   6.87  7.7625
164  2zy1   7.40  7.7431
165  2zcq   8.82  7.8166
166  1bcu   3.28  8.1671
167  3bv9   5.36  7.8960
168  1oyt   7.24  7.9857
169  2zda   8.40  7.9395
170  3utu  10.92  7.9948
171  3u9q   4.38  7.7514
172  2yfe   6.63  8.1022
173  3fur   8.00  8.0942
174  3b1m   8.48  8.0284
175  2p4y   9.00  7.9695
176  3uo4   6.52  7.9013
177  3up2   7.40  7.8881
178  3e5a   8.23  7.7348
179  2wtv   8.74  8.0374
180  3myg  10.70  7.8396
181  3kgp   2.57  8.1224
182  1c5z   4.01  8.1326
183  1o5b   5.77  8.1038
184  1owh   7.40  8.1423
185  1sqa   9.21  8.1403
186  4jsz   2.30  8.0112
187  3kwa   4.08  8.1474
188  2weg   6.50  8.1953
189  3ryj   7.80  8.1432
190  3dd0   9.00  8.1939
191  2xdl   3.10  8.1596
192  3b27   5.16  8.1478
193  1yc1   6.17  7.9351
194  3rlr   7.52  8.0854
195  2yki   9.46  7.9585
196  1z95   7.12  8.0183
197  3b68   8.40  7.8445
198  3b5r   8.77  7.8339
199  3b65   9.27  7.9608
200  3g0w   9.52  7.9276
201  4u4s   2.92  8.2709
202  1p1q   4.89  7.6979
203  1syi   5.44  7.6892
204  1p1n   6.80  7.5495
205  2al5   8.40  7.6985
206  3g2z   2.36  8.2544
207  3g31   2.89  7.7526
208  4de2   4.12  7.9600
209  4de3   5.52  7.9732
210  4de1   5.96  8.0994
211  1vso   4.72  7.8556
212  4dld   5.82  7.7367
213  3gbb   6.90  7.7586
214  3fv2   8.11  7.9029
215  3fv1   9.30  7.8740
216  4mgd   4.69  7.9371
217  2qe4   7.96  8.0591
218  1qkt   9.04  8.1666
219  2pog   9.54  7.8991
220  2p15  10.30  8.3437
221  2y5h   5.79  8.2914
222  1lpg   7.09  8.1168
223  2xbv   8.43  7.9586
224  1z6e   9.72  7.9516
225  1mq6  11.15  8.0514
226  1nc3   5.00  6.9156
227  1nc1   6.12  8.0204
228  1y6r  10.11  7.7302
229  4f2w  11.30  7.9399
230  4f3c  11.82  7.9210
231  1uto   2.27  8.1935
232  4abg   3.57  8.3075
233  3gy4   5.10  8.1856
234  1k1i   6.58  8.0567
235  1o3f   7.96  7.9755
236  2yge   5.06  7.8105
237  2fxs   6.06  8.2430
238  2iwx   6.68  8.1306
239  2wer   7.05  8.0228
240  2vw5   8.52  7.8856
241  4kzq   6.10  7.8911
242  4kzu   6.50  7.9297
243  4j21   7.41  7.8717
244  4j3l   7.80  7.9049
245  3kr8   8.10  8.0389
246  2ymd   3.16  8.1602
247  2wnc   6.32  7.9903
248  2xys   7.42  7.9574
249  2wn9   8.52  8.3560
250  2x00  11.33  7.9226
251  3ozt   4.13  8.3060
252  3ozs   5.33  8.2877
253  3oe5   6.88  8.2938
254  3oe4   7.47  8.2726
255  3nw9   9.00  8.3152
256  3ao4   2.07  8.0087
257  3zt2   2.84  7.7918
258  3zsx   3.28  7.8508
259  4cig   3.67  7.8156
260  3zso   5.12  7.9457
261  3n7a   3.70  8.3577
262  4ciw   4.82  8.3236
263  3n86   5.64  8.4496
264  3n76   6.85  8.3941
265  2xb8   7.59  8.3766
266  4bkt   3.62  8.1100
267  4w9c   4.65  8.1990
268  4w9l   5.02  8.0693
269  4w9i   5.96  8.1922
270  4w9h   6.73  8.0741
271  3nq9   4.03  8.1221
272  3ueu   5.24  8.1239
273  3uev   5.89  8.0794
274  3uew   6.31  7.9421
275  3uex   6.92  7.9397
276  3lka   2.82  8.2040
277  3ehy   5.85  7.9925
278  3tsk   7.17  7.7198
279  3nx7   8.10  8.3931
280  4gr0   9.55  7.9226
281  3dxg   2.40  6.8626
282  3d6q   3.76  7.6357
283  1w4o   5.22  6.7495
284  1o0h   5.92  7.0471
285  1u1b   7.80  6.8590

Summary of the scoring power: ===================================
The regression equation: logKa = 0.31 + 3.98 * Score
Number of favorable sample (N) = 285
Pearson correlation coefficient (R) = 0.044
Confidence interval of 90% Pearson R = [-0.054 ~ 0.141] 
Standard deviation in fitting (SD) = 2.17
=================================================================

Template command for running the bootstrap in R program==========

rm(list=ls());
require(boot);
data_all<-read.table("GAP_processed_score",header=TRUE);
aa<-c(1:nrow(data_all));

mycore<-function(x,indices)
{
data_1<-matrix(NA,285,2);
for(i in 1:285);
    {
        data_1[i,1]=data_all[x[indices][i],2];
        data_1[i,2]=data_all[x[indices][i],3];
    }
        data_2<-data.frame(data_1);
        names(data_2)<-c("a","b");
        cor(data_2$a,data_2$b);
};

data.boot<-boot(aa,mycore,R=10000,stype="i",sim="ordinary");
sink("GAP-ci.results");
a<-boot.ci(data.boot,conf=0.9,type=c("bca"));
print(a);
sink();

=================================================================
