     code  logKa         score
1    4llx   2.89  9.615882e+05
2    5c28   5.66  1.462935e+06
3    3uuo   7.96  2.022553e+06
4    3ui7   9.00  2.447190e+06
5    5c2h  11.09  2.859307e+06
6    2v00   3.66  1.144828e+06
7    3wz8   5.82  2.353556e+06
8    3pww   7.32  3.034214e+06
9    3prs   7.82  2.698193e+06
10   3uri   9.00  2.493675e+06
11   4m0z   5.19  2.681048e+06
12   4m0y   6.46  1.109413e+06
13   3qgy   7.80  2.417876e+06
14   4qd6   8.64  2.433012e+06
15   4rfm  10.05  2.208181e+06
16   4cr9   4.10  7.639259e+05
17   4cra   7.22  1.858570e+06
18   4x6p   8.30  2.037277e+06
19   4crc   8.72  1.980576e+06
20   4ty7   9.52  1.983578e+06
21   5aba   2.98  1.128255e+06
22   5a7b   3.57  1.937518e+06
23   4agn   3.97  1.259621e+06
24   4agp   4.69  1.759880e+06
25   4agq   5.01  1.593259e+06
26   3bgz   6.26  3.681356e+06
27   3jya   6.89  1.783372e+06
28   2c3i   7.60  2.936139e+06
29   4k18   8.96  2.920333e+06
30   5dwr  11.22  3.576339e+06
31   3mss   4.66  2.388993e+06
32   3k5v   6.30  2.877036e+06
33   3pyy   6.86  2.566225e+06
34   2v7a   8.30  1.585760e+06
35   4twp  10.00  3.064843e+06
36   3wtj   6.53  1.894120e+06
37   3zdg   7.10  1.414092e+06
38   3u8k   8.66  1.159392e+06
39   4qac   9.40  4.423165e+06
40   3u8n  10.17  1.446582e+06
41   1a30   4.30  1.336183e+06
42   2qnq   6.11  3.658032e+06
43   1g2k   7.96  3.599647e+06
44   1eby   9.70  3.774286e+06
45   3o9i  11.82  2.892010e+06
46   4lzs   4.80  1.133141e+06
47   3u5j   5.61  2.214351e+06
48   4wiv   6.26  2.787957e+06
49   4ogj   6.79  2.648646e+06
50   3p5o   7.30  2.332932e+06
51   1ps3   2.28  4.552173e+05
52   3dx1   3.58  7.846021e+05
53   3d4z   4.89  4.163990e+05
54   3dx2   6.82  1.302953e+06
55   3ejr   8.57  1.546741e+06
56   3l7b   2.40  5.769952e+05
57   4eky   3.52  9.183667e+05
58   3g2n   4.09  7.740912e+05
59   3syr   5.10  5.204024e+05
60   3ebp   5.91  2.300646e+06
61   2w66   4.05  3.885784e+05
62   2w4x   4.85  6.468065e+05
63   2wca   5.60  1.567430e+06
64   2xj7   6.66  7.267120e+05
65   2vvn   7.30  7.586821e+05
66   3aru   3.22  8.142353e+05
67   3arv   5.64  2.162811e+06
68   3ary   6.00  7.375220e+05
69   3arq   6.40  1.152575e+06
70   3arp   7.15  3.397465e+06
71   4ih5   4.11  1.667901e+06
72   4ih7   5.24  1.844247e+06
73   3cj4   6.51  2.140191e+06
74   4eo8   8.15  2.427527e+06
75   3gnw   9.10  2.899653e+06
76   1gpk   5.37  1.193663e+06
77   1h23   8.35  3.317991e+06
78   1h22   9.10  2.861492e+06
79   3f3a   4.19  1.602709e+06
80   3f3c   6.02  1.830063e+06
81   4mme   6.50  2.333311e+06
82   3f3d   7.16  1.507285e+06
83   3f3e   7.70  1.633634e+06
84   2wbg   4.45  1.817078e+06
85   2cbv   5.48  7.656644e+05
86   2j78   6.42  6.131240e+05
87   2j7h   7.19  3.816980e+05
88   2cet   8.02  1.210904e+06
89   3udh   2.85  1.224314e+06
90   3rsx   4.41  1.264915e+06
91   4djv   6.72  2.756787e+06
92   2vkm   8.74  3.347023e+06
93   4gid  10.77  3.232088e+06
94   4jfs   5.27  1.441305e+06
95   4j28   5.70  1.169036e+06
96   2wvt   6.12  5.962903e+05
97   2xii   7.20  1.621156e+06
98   4pcs   7.85  1.613087e+06
99   3rr4   4.55  1.090050e+06
100  1s38   5.15  1.442981e+06
101  1r5y   6.46  1.157966e+06
102  3gc5   7.26  1.423540e+06
103  3ge7   8.70  1.947628e+06
104  4dli   5.62  2.268244e+06
105  2zb1   6.32  3.098435e+06
106  4f9w   6.94  2.916116e+06
107  3e92   8.00  3.473610e+06
108  3e93   8.85  3.487302e+06
109  4owm   2.96  8.934478e+05
110  3twp   3.92  7.643600e+05
111  3r88   4.82  8.440524e+05
112  4gkm   5.17  1.769968e+06
113  3qqs   5.82  1.617544e+06
114  3gv9   2.12  4.436085e+05
115  3gr2   2.52  5.453445e+05
116  4kz6   3.10  8.158322e+05
117  4jxs   4.74  1.141273e+06
118  2r9w   5.10  1.787420e+06
119  2hb1   3.80  1.310554e+06
120  1bzc   4.92  2.632467e+06
121  2qbr   6.33  2.322835e+06
122  2qbq   7.44  2.296433e+06
123  2qbp   8.40  2.565465e+06
124  1q8t   4.76  8.930656e+05
125  1ydr   5.52  1.922452e+06
126  1q8u   5.96  2.058407e+06
127  1ydt   7.32  2.291479e+06
128  3ag9   8.05  1.960717e+06
129  3fcq   2.77  9.667653e+05
130  1z9g   5.64  1.534058e+06
131  1qf1   7.32  2.359261e+06
132  5tmn   8.04  2.409842e+06
133  4tmn  10.17  2.475844e+06
134  4ddk   2.29  1.022032e+06
135  4ddh   3.32  9.652447e+05
136  3ivg   4.30  2.216650e+06
137  3coz   5.57  1.417381e+06
138  3coy   6.02  1.430360e+06
139  3pxf   4.43  2.519429e+06
140  4eor   6.30  2.163230e+06
141  2xnb   6.83  1.657335e+06
142  1pxn   7.15  1.481343e+06
143  2fvd   8.52  2.329014e+06
144  4k77   6.63  8.846460e+05
145  4e5w   7.66  1.344027e+06
146  4ivb   8.72  1.301791e+06
147  4ivd   9.52  1.474399e+06
148  4ivc  10.00  1.413007e+06
149  4f09   6.70  1.122357e+06
