     code  logKa      score
1    4llx   2.89  12.638009
2    5c28   5.66   7.126812
3    3uuo   7.96   7.309595
4    3ui7   9.00   7.039424
5    5c2h  11.09   9.347590
6    2v00   3.66   3.458127
7    3wz8   5.82   7.697586
8    3pww   7.32   6.055181
9    3prs   7.82  11.470607
10   3uri   9.00   9.769997
11   4m0z   5.19   9.872179
12   4m0y   6.46   6.508274
13   3qgy   7.80   6.616752
14   4qd6   8.64   8.678435
15   4rfm  10.05   6.601072
16   4cr9   4.10   3.523490
17   4cra   7.22  10.440653
18   4x6p   8.30  12.193761
19   4crc   8.72  10.402200
20   4ty7   9.52  11.473872
21   5aba   2.98   4.659591
22   5a7b   3.57   3.984111
23   4agn   3.97   4.719195
24   4agp   4.69   5.057338
25   4agq   5.01   4.483984
26   3bgz   6.26  11.443565
27   3jya   6.89   7.741416
28   2c3i   7.60   7.028044
29   4k18   8.96   8.724116
30   5dwr  11.22   6.386283
31   3mss   4.66   4.843238
32   3k5v   6.30   5.096729
33   3pyy   6.86   6.003098
34   2v7a   8.30  11.532360
35   4twp  10.00  11.864395
36   3wtj   6.53   4.718731
37   3zdg   7.10   8.342786
38   3u8k   8.66   3.932777
39   4qac   9.40   6.192903
40   3u8n  10.17   3.754480
41   1a30   4.30  11.067916
42   2qnq   6.11  10.816831
43   1g2k   7.96  12.095904
44   1eby   9.70  12.914386
45   3o9i  11.82  11.577286
46   4lzs   4.80   3.637149
47   3u5j   5.61   7.032484
48   4wiv   6.26   7.504278
49   4ogj   6.79   6.441394
50   3p5o   7.30   8.958130
51   1ps3   2.28   4.839019
52   3dx1   3.58   3.787857
53   3d4z   4.89   4.966067
54   3dx2   6.82  13.380951
55   3ejr   8.57   4.187894
56   3l7b   2.40  18.731308
57   4eky   3.52  10.171895
58   3g2n   4.09  10.243357
59   3syr   5.10  18.503528
60   3ebp   5.91   5.022869
61   2w66   4.05   3.381946
62   2w4x   4.85  17.919234
63   2wca   5.60  10.444690
64   2xj7   6.66  18.238209
65   2vvn   7.30  18.402245
66   3aru   3.22  10.768156
67   3arv   5.64  11.790195
68   3ary   6.00   6.583922
69   3arq   6.40   4.294997
70   3arp   7.15   3.849367
71   4ih5   4.11   6.611557
72   4ih7   5.24   7.062716
73   3cj4   6.51  11.697329
74   4eo8   8.15  13.552316
75   3gnw   9.10  13.583327
76   1gpk   5.37   4.340749
77   1h23   8.35   7.589134
78   1h22   9.10   7.313101
79   3f3a   4.19   6.084360
80   3f3c   6.02   7.245486
81   4mme   6.50   4.173613
82   3f3d   7.16   6.862533
83   3f3e   7.70   6.687049
84   2wbg   4.45  11.934684
85   2cbv   5.48  18.191387
86   2j78   6.42   7.590556
87   2j7h   7.19   2.675957
88   2cet   8.02  10.562015
89   3udh   2.85   3.384405
90   3rsx   4.41   5.394436
91   4djv   6.72   6.336336
92   2vkm   8.74  11.641958
93   4gid  10.77  11.726463
94   4jfs   5.27  10.077806
95   4j28   5.70  10.661988
96   2wvt   6.12   7.660016
97   2xii   7.20  11.204485
98   4pcs   7.85   9.864443
99   3rr4   4.55   6.928008
100  1s38   5.15   6.121281
101  1r5y   6.46   6.610658
102  3gc5   7.26   9.242957
103  3ge7   8.70   9.226915
104  4dli   5.62   5.727995
105  2zb1   6.32  15.484835
106  4f9w   6.94  12.842609
107  3e92   8.00  12.088485
108  3e93   8.85  12.537615
109  4owm   2.96   7.807180
110  3twp   3.92   9.289484
111  3r88   4.82   9.384357
112  4gkm   5.17  11.539918
113  3qqs   5.82  11.400865
114  3gv9   2.12   9.515124
115  3gr2   2.52  12.243574
116  4kz6   3.10  11.965536
117  4jxs   4.74  10.195800
118  2r9w   5.10  13.709693
119  2hb1   3.80  12.610873
120  1bzc   4.92  10.560197
121  2qbr   6.33  10.065968
122  2qbq   7.44  11.528823
123  2qbp   8.40  12.195750
124  1q8t   4.76   4.076718
125  1ydr   5.52   4.051477
126  1q8u   5.96   4.134411
127  1ydt   7.32   6.855677
128  3ag9   8.05  13.181783
129  3fcq   2.77  12.900640
130  1z9g   5.64  10.568292
131  1qf1   7.32  10.719026
132  5tmn   8.04  10.098633
133  4tmn  10.17  10.051675
134  4ddk   2.29  13.024646
135  4ddh   3.32  13.783873
136  3ivg   4.30  12.047741
137  3coz   5.57  10.470631
138  3coy   6.02  10.453053
139  3pxf   4.43   8.716065
140  4eor   6.30  10.502352
141  2xnb   6.83   9.320709
142  1pxn   7.15   7.460964
143  2fvd   8.52   8.665311
144  4k77   6.63   4.055694
145  4e5w   7.66   6.192296
146  4ivb   8.72   7.044242
147  4ivd   9.52   8.566211
148  4ivc  10.00   7.183722
149  4f09   6.70   5.942421
150  4gfm   7.22   8.038360
151  4hge   7.92   4.854616
152  4e6q   8.36   5.868965
153  4jia   9.22   4.279174
154  2brb   4.86   8.076978
155  2br1   5.14   8.034936
156  3jvr   5.72   6.299806
157  3jvs   6.54   6.199232
158  1nvq   8.25   5.699471
159  3acw   4.76   3.800815
160  4ea2   6.44   4.050030
161  2zcr   6.87  13.157245
162  2zy1   7.40  10.470875
163  2zcq   8.82  13.149291
164  1bcu   3.28   5.504764
165  3bv9   5.36   3.974007
166  1oyt   7.24   4.166354
167  2zda   8.40   3.616393
168  3utu  10.92   6.489761
169  3u9q   4.38  13.346704
170  2yfe   6.63   7.314339
171  3fur   8.00   7.665274
172  3b1m   8.48   5.519974
173  2p4y   9.00   9.986926
174  3uo4   6.52  10.229709
175  3up2   7.40   9.864805
176  3e5a   8.23  10.602703
177  2wtv   8.74   6.382165
178  3myg  10.70  10.052332
179  3kgp   2.57   3.436476
180  1c5z   4.01   3.583368
181  1o5b   5.77   4.246036
182  1owh   7.40   6.809370
183  1sqa   9.21   6.783762
184  4jsz   2.30   3.205904
185  3kwa   4.08   4.487543
186  2weg   6.50   6.966074
187  3ryj   7.80   4.183323
