     code  logKa      score
1    4llx   2.89  20.822171
2    5c28   5.66  20.822171
3    3uuo   7.96  19.642179
4    3ui7   9.00  20.822171
5    5c2h  11.09  25.974023
6    2v00   3.66  20.822171
7    3wz8   5.82  20.822171
8    3pww   7.32  20.822171
9    3prs   7.82   9.836967
10   3uri   9.00  25.054750
11   4m0z   5.19   9.836967
12   4m0y   6.46  25.974023
13   3qgy   7.80  19.642179
14   4qd6   8.64   9.836967
15   4rfm  10.05  20.822171
16   4cr9   4.10  19.642179
17   4cra   7.22   9.836967
18   4x6p   8.30   9.836967
19   4crc   8.72   9.836967
20   4ty7   9.52   9.836967
21   5aba   2.98  20.822171
22   5a7b   3.57  20.822171
23   4agn   3.97  20.822171
24   4agp   4.69  20.822171
25   4agq   5.01  20.822171
26   3bgz   6.26   9.836967
27   3jya   6.89  20.822171
28   2c3i   7.60  25.974023
29   4k18   8.96   9.836967
30   5dwr  11.22  25.974023
31   3mss   4.66  20.822171
32   3k5v   6.30  20.822171
33   3pyy   6.86  20.822171
34   2v7a   8.30   9.836967
35   4twp  10.00   9.836967
36   3wtj   6.53  19.642179
37   3zdg   7.10  20.822171
38   3u8k   8.66  20.822171
39   4qac   9.40  20.822171
40   3u8n  10.17  20.822171
41   1a30   4.30  40.026887
42   2qnq   6.11   9.836967
43   1g2k   7.96   9.836967
44   1eby   9.70   9.836967
45   3o9i  11.82   9.836967
46   4lzs   4.80  20.822171
47   3u5j   5.61  20.822171
48   4wiv   6.26  20.822171
49   4ogj   6.79  20.822171
50   3p5o   7.30   9.836967
51   1ps3   2.28   6.675999
52   3dx1   3.58  20.822171
53   3d4z   4.89   6.675999
54   3dx2   6.82  20.822171
55   3ejr   8.57  19.642179
56   3l7b   2.40   9.836967
57   4eky   3.52   9.836967
58   3g2n   4.09   9.836967
59   3syr   5.10   9.836967
60   3ebp   5.91  25.974023
61   2w66   4.05  20.822171
62   2w4x   4.85   9.836967
63   2wca   5.60   9.836967
64   2xj7   6.66   9.836967
65   2vvn   7.30   9.836967
66   3aru   3.22  20.822171
67   3arv   5.64  25.974023
68   3ary   6.00  25.974023
69   3arq   6.40  19.642179
70   3arp   7.15  25.974023
71   4ih5   4.11  20.822171
72   4ih7   5.24  19.590110
73   3cj4   6.51   9.836967
74   4eo8   8.15   9.836967
75   3gnw   9.10   9.836967
76   1gpk   5.37  20.822171
77   1h23   8.35   9.836967
78   1h22   9.10   9.836967
79   3f3a   4.19  20.822171
80   3f3c   6.02   9.836967
81   4mme   6.50  19.642179
82   3f3d   7.16   9.836967
83   3f3e   7.70   9.836967
84   2wbg   4.45   9.836967
85   2cbv   5.48   9.836967
86   2j78   6.42   9.836967
87   2j7h   7.19   6.675999
88   2cet   8.02   9.836967
89   3udh   2.85  20.822171
90   3rsx   4.41  20.822171
91   4djv   6.72  19.642179
92   2vkm   8.74   9.836967
93   4gid  10.77   9.836967
94   4jfs   5.27   9.836967
95   4j28   5.70   9.836967
96   2wvt   6.12  45.689881
97   2xii   7.20   9.836967
98   4pcs   7.85   9.836967
99   3rr4   4.55   9.836967
100  1s38   5.15   9.836967
101  1r5y   6.46   9.836967
102  3gc5   7.26   9.836967
103  3ge7   8.70  19.642179
104  4dli   5.62  19.642179
105  2zb1   6.32   9.836967
106  4f9w   6.94  25.974023
107  3e92   8.00   9.836967
108  3e93   8.85   9.836967
109  4owm   2.96  30.989295
110  3twp   3.92   9.836967
111  3r88   4.82   9.836967
112  4gkm   5.17  16.758613
113  3qqs   5.82  16.758613
114  3gv9   2.12   9.836967
115  3gr2   2.52   9.836967
116  4kz6   3.10   9.836967
117  4jxs   4.74   9.836967
118  2r9w   5.10   9.836967
119  2hb1   3.80  16.758613
120  1bzc   4.92   9.836967
121  2qbr   6.33  16.758613
122  2qbq   7.44  16.758613
123  2qbp   8.40  16.758613
124  1q8t   4.76  20.822171
125  1ydr   5.52  19.642179
126  1q8u   5.96  20.822171
127  1ydt   7.32  25.974023
128  3ag9   8.05   9.836967
129  3fcq   2.77   9.836967
130  1z9g   5.64   9.836967
131  1qf1   7.32   9.836967
132  5tmn   8.04   9.836967
133  4tmn  10.17   9.836967
134  4ddk   2.29   9.836967
135  4ddh   3.32   9.836967
136  3ivg   4.30   9.836967
137  3coz   5.57   9.836967
138  3coy   6.02   9.836967
139  3pxf   4.43  25.974023
140  4eor   6.30   9.836967
141  2xnb   6.83   9.836967
142  1pxn   7.15  25.974023
143  2fvd   8.52   9.836967
144  4k77   6.63  20.822171
145  4e5w   7.66  19.642179
146  4ivb   8.72  20.822171
147  4ivd   9.52  20.822171
