     code  logKa      score
1    4llx   2.89  27.181672
2    5c28   5.66  29.082843
3    3uuo   7.96  26.359049
4    3ui7   9.00  26.468875
5    5c2h  11.09  27.961229
6    2v00   3.66  25.254872
7    3wz8   5.82  25.695234
8    3pww   7.32  23.029243
9    3prs   7.82  25.197455
10   3uri   9.00  23.617548
11   4m0z   5.19  28.026107
12   4m0y   6.46  27.767953
13   3qgy   7.80  25.434955
14   4qd6   8.64  26.637080
15   4rfm  10.05  27.958501
16   4cr9   4.10  27.049784
17   4cra   7.22  24.164037
18   4x6p   8.30  26.200305
19   4crc   8.72  26.884043
20   4ty7   9.52  24.969342
21   5aba   2.98  23.824375
22   5a7b   3.57  23.800181
23   4agn   3.97  23.768280
24   4agp   4.69  23.695786
25   4agq   5.01  25.229608
26   3bgz   6.26  25.559352
27   3jya   6.89  26.604958
28   2c3i   7.60  25.272937
29   4k18   8.96  26.562866
30   5dwr  11.22  24.391976
31   3mss   4.66  23.542851
32   3k5v   6.30  25.149732
33   3pyy   6.86  26.271309
34   2v7a   8.30  25.932159
35   4twp  10.00  28.196174
36   3wtj   6.53  28.807674
37   3zdg   7.10  26.036414
38   3u8k   8.66  24.636382
39   4qac   9.40  26.947000
40   3u8n  10.17  25.825573
41   1a30   4.30  23.609654
42   2qnq   6.11  25.651708
43   1g2k   7.96  27.002968
44   1eby   9.70  25.610059
45   3o9i  11.82  27.358494
46   4lzs   4.80  26.987977
47   3u5j   5.61  25.827922
48   4wiv   6.26  25.424333
49   4ogj   6.79  26.410473
50   3p5o   7.30  26.335314
51   1ps3   2.28  22.588657
52   3dx1   3.58  23.813216
53   3d4z   4.89  24.287803
54   3dx2   6.82  24.586837
55   3ejr   8.57  25.907088
56   3l7b   2.40  24.683033
57   4eky   3.52  25.363432
58   3g2n   4.09  23.046981
59   3syr   5.10  22.736560
60   3ebp   5.91  25.353370
61   2w66   4.05  23.714460
62   2w4x   4.85  23.818175
63   2wca   5.60  25.071486
64   2xj7   6.66  23.680202
65   2vvn   7.30  23.701470
66   3aru   3.22  27.241966
67   3arv   5.64  27.288864
68   3ary   6.00  27.526413
69   3arq   6.40  23.651443
70   3arp   7.15  26.576955
71   4ih5   4.11  27.471018
72   4ih7   5.24  27.011032
73   3cj4   6.51  25.846456
74   4eo8   8.15  25.255750
75   3gnw   9.10  24.828695
76   1gpk   5.37  25.081647
77   1gpn   6.48  24.914374
78   1h23   8.35  24.522673
79   1h22   9.10  24.477195
80   1e66   9.89  26.791731
81   3f3a   4.19  23.305018
82   3f3c   6.02  23.010536
83   4mme   6.50  26.527061
84   3f3d   7.16  22.515329
85   3f3e   7.70  23.115079
86   2wbg   4.45  21.131705
87   2cbv   5.48  23.973412
88   2j78   6.42  23.832762
89   2j7h   7.19  24.713810
90   2cet   8.02  24.895655
91   3udh   2.85  23.771010
92   3rsx   4.41  27.034380
93   4djv   6.72  23.447471
94   2vkm   8.74  23.044637
95   4gid  10.77  25.240715
96   4jfs   5.27  26.204036
97   4j28   5.70  26.152490
98   2wvt   6.12  23.943941
99   2xii   7.20  26.723369
100  4pcs   7.85  25.473535
101  3rr4   4.55  25.528773
102  1s38   5.15  25.067958
103  1r5y   6.46  25.262047
104  3gc5   7.26  25.086283
105  3ge7   8.70  24.465052
106  4dli   5.62  26.423986
107  2zb1   6.32  26.761122
108  4f9w   6.94  25.684560
109  3e92   8.00  28.582923
110  3e93   8.85  26.308541
111  4owm   2.96  27.187608
112  3twp   3.92  25.945526
113  3r88   4.82  26.850575
114  4gkm   5.17  24.025255
115  3qqs   5.82  24.173290
116  3gv9   2.12  26.951267
117  3gr2   2.52  28.537476
118  4kz6   3.10  27.301876
119  4jxs   4.74  25.809861
120  2r9w   5.10  25.150304
121  2hb1   3.80  27.268370
122  1bzc   4.92  26.021920
123  2qbr   6.33  27.321921
124  2qbq   7.44  27.547700
125  2qbp   8.40  28.709078
126  1q8t   4.76  24.580692
127  1ydr   5.52  25.035718
128  1q8u   5.96  24.729964
129  1ydt   7.32  24.839410
130  3ag9   8.05  26.782203
131  3fcq   2.77  28.002364
132  1z9g   5.64  27.784334
133  1qf1   7.32  27.782512
134  5tmn   8.04  25.697324
135  4tmn  10.17  26.352336
136  4ddk   2.29  24.928883
137  4ddh   3.32  27.508734
138  3ivg   4.30  26.139561
139  3coz   5.57  24.770781
140  3coy   6.02  24.365417
141  3pxf   4.43  26.569199
142  4eor   6.30  27.487387
143  2xnb   6.83  27.179188
144  1pxn   7.15  27.805983
145  2fvd   8.52  27.887821
146  4k77   6.63  27.424139
147  4e5w   7.66  26.017536
148  4ivb   8.72  27.368916
149  4ivd   9.52  26.852735
150  4ivc  10.00  27.991997
151  4f09   6.70  25.349888
152  4gfm   7.22  27.639961
153  4hge   7.92  27.312609
154  4e6q   8.36  25.902961
155  4jia   9.22  25.532704
156  2brb   4.86  25.372716
157  2br1   5.14  25.026060
158  3jvr   5.72  28.023893
159  3jvs   6.54  26.535768
160  1nvq   8.25  22.578832
161  3acw   4.76  26.429103
162  4ea2   6.44  24.430823
163  2zcr   6.87  23.623915
164  2zy1   7.40  26.471107
165  2zcq   8.82  26.696148
166  1bcu   3.28  27.551173
167  3bv9   5.36  22.040881
168  1oyt   7.24  23.346917
169  2zda   8.40  23.895090
170  3utu  10.92  24.453606
171  3u9q   4.38  24.598249
172  2yfe   6.63  24.757469
173  3fur   8.00  26.396034
174  3b1m   8.48  24.702002
175  2p4y   9.00  24.703447
176  3uo4   6.52  27.557710
177  3up2   7.40  26.134265
178  3e5a   8.23  26.694814
179  2wtv   8.74  26.222810
180  3myg  10.70  28.302886
181  3kgp   2.57  24.301789
182  1c5z   4.01  23.933208
183  1o5b   5.77  24.049341
184  1owh   7.40  23.261432
185  1sqa   9.21  23.980685
186  4jsz   2.30  27.378740
187  3kwa   4.08  24.262321
188  2weg   6.50  26.094613
189  3ryj   7.80  24.304526
190  3dd0   9.00  26.627072
191  2xdl   3.10  26.279849
192  3b27   5.16  26.635667
193  1yc1   6.17  26.335299
194  3rlr   7.52  25.467527
195  2yki   9.46  26.417042
196  1z95   7.12  24.155884
197  3b68   8.40  23.576691
198  3b5r   8.77  24.704874
199  3b65   9.27  24.423551
200  3g0w   9.52  25.234335
201  4u4s   2.92  26.211625
202  1p1q   4.89  26.350462
203  1syi   5.44  25.796092
204  1p1n   6.80  25.108994
205  2al5   8.40  25.976419
206  3g2z   2.36  27.633456
207  3g31   2.89  25.298000
208  4de2   4.12  26.268670
209  4de3   5.52  26.661142
210  4de1   5.96  27.196262
211  1vso   4.72  25.445653
