     code  logKa         score
1    4llx   2.89  7.303719e+05
2    5c28   5.66  1.127827e+06
3    3uuo   7.96  1.540580e+06
4    3ui7   9.00  1.849662e+06
5    5c2h  11.09  2.214905e+06
6    2v00   3.66  8.553591e+05
7    3wz8   5.82  1.887741e+06
8    3pww   7.32  2.409131e+06
9    3prs   7.82  2.117422e+06
10   3uri   9.00  1.900118e+06
11   4m0z   5.19  2.006980e+06
12   4m0y   6.46  8.764309e+05
13   3qgy   7.80  1.927821e+06
14   4qd6   8.64  1.958566e+06
15   4rfm  10.05  1.681211e+06
16   4cr9   4.10  6.260844e+05
17   4cra   7.22  1.504417e+06
18   4x6p   8.30  1.608026e+06
19   4crc   8.72  1.547762e+06
20   4ty7   9.52  1.531381e+06
21   5aba   2.98  9.293050e+05
22   5a7b   3.57  1.587418e+06
23   4agn   3.97  1.031430e+06
24   4agp   4.69  1.452007e+06
25   4agq   5.01  1.332422e+06
26   3bgz   6.26  2.869746e+06
27   3jya   6.89  1.391913e+06
28   2c3i   7.60  2.266503e+06
29   4k18   8.96  2.254681e+06
30   5dwr  11.22  2.745614e+06
31   3mss   4.66  1.875638e+06
32   3k5v   6.30  2.230698e+06
33   3pyy   6.86  1.985371e+06
34   2v7a   8.30  1.250633e+06
35   4twp  10.00  2.381058e+06
36   3wtj   6.53  1.420862e+06
37   3zdg   7.10  1.065355e+06
38   3u8k   8.66  8.540283e+05
39   4qac   9.40  3.348056e+06
40   3u8n  10.17  1.077852e+06
41   1a30   4.30  9.898126e+05
42   2qnq   6.11  2.894665e+06
43   1g2k   7.96  2.811456e+06
44   1eby   9.70  2.923228e+06
45   3o9i  11.82  2.249794e+06
46   4lzs   4.80  8.583770e+05
47   3u5j   5.61  1.722953e+06
48   4wiv   6.26  2.179125e+06
49   4ogj   6.79  2.097164e+06
50   3p5o   7.30  1.799018e+06
51   1ps3   2.28  2.107319e+05
52   3dx1   3.58  4.473784e+05
53   3d4z   4.89  1.911600e+05
54   3dx2   6.82  8.595131e+05
55   3ejr   8.57  1.142468e+06
56   3l7b   2.40  3.704130e+05
57   4eky   3.52  6.292177e+05
58   3g2n   4.09  5.401780e+05
59   3syr   5.10  2.949143e+05
60   3ebp   5.91  1.785388e+06
61   2w66   4.05  2.458445e+05
62   2w4x   4.85  4.285502e+05
63   2wca   5.60  1.203111e+06
64   2xj7   6.66  5.118254e+05
65   2vvn   7.30  4.959633e+05
66   3aru   3.22  5.847322e+05
67   3arv   5.64  1.675393e+06
68   3ary   6.00  5.361757e+05
69   3arq   6.40  8.669300e+05
70   3arp   7.15  2.716689e+06
71   4ih5   4.11  1.297018e+06
72   4ih7   5.24  1.456539e+06
73   3cj4   6.51  1.648116e+06
74   4eo8   8.15  1.877890e+06
75   3gnw   9.10  2.259105e+06
76   1gpk   5.37  9.075647e+05
77   1h23   8.35  2.591457e+06
78   1h22   9.10  2.235124e+06
79   3f3a   4.19  1.159813e+06
80   3f3c   6.02  1.319933e+06
81   4mme   6.50  1.817252e+06
82   3f3d   7.16  1.058017e+06
83   3f3e   7.70  1.162244e+06
84   2wbg   4.45  1.327106e+06
85   2cbv   5.48  4.784261e+05
86   2j78   6.42  3.438315e+05
87   2j7h   7.19  1.780208e+05
88   2cet   8.02  8.374101e+05
89   3udh   2.85  9.405494e+05
90   3rsx   4.41  9.955737e+05
91   4djv   6.72  2.141073e+06
92   2vkm   8.74  2.622183e+06
93   4gid  10.77  2.516317e+06
94   4jfs   5.27  1.049521e+06
95   4j28   5.70  7.931207e+05
96   2wvt   6.12  2.893568e+05
97   2xii   7.20  1.143826e+06
98   4pcs   7.85  1.177080e+06
99   3rr4   4.55  7.913141e+05
100  1s38   5.15  1.067829e+06
101  1r5y   6.46  8.246576e+05
102  3gc5   7.26  1.007794e+06
103  3ge7   8.70  1.431238e+06
104  4dli   5.62  1.783474e+06
105  2zb1   6.32  2.396313e+06
106  4f9w   6.94  2.271277e+06
107  3e92   8.00  2.675360e+06
108  3e93   8.85  2.695068e+06
109  4owm   2.96  6.972433e+05
110  3twp   3.92  5.925354e+05
111  3r88   4.82  6.322438e+05
112  4gkm   5.17  1.375788e+06
113  3qqs   5.82  1.262970e+06
114  3gv9   2.12  3.117865e+05
115  3gr2   2.52  3.834382e+05
116  4kz6   3.10  6.208229e+05
117  4jxs   4.74  8.622556e+05
118  2r9w   5.10  1.418764e+06
119  2hb1   3.80  9.327268e+05
120  1bzc   4.92  1.959366e+06
121  2qbr   6.33  1.794145e+06
122  2qbq   7.44  1.774105e+06
123  2qbp   8.40  1.971167e+06
124  1q8t   4.76  7.134063e+05
125  1ydr   5.52  1.463219e+06
126  1q8u   5.96  1.589055e+06
127  1ydt   7.32  1.797248e+06
128  3ag9   8.05  1.507616e+06
129  3fcq   2.77  7.548496e+05
