     code  logKa         score
1    4llx   2.89  2.100097e+06
2    5c28   5.66  3.673279e+06
3    3uuo   7.96  4.767215e+06
4    3ui7   9.00  6.409914e+06
5    5c2h  11.09  9.807606e+06
6    2v00   3.66  3.939510e+06
7    3wz8   5.82  7.503523e+06
8    3pww   7.32  1.034510e+07
9    3prs   7.82  9.892793e+06
10   3uri   9.00  7.176796e+06
11   4m0z   5.19  7.487495e+06
12   4m0y   6.46  4.012126e+06
13   3qgy   7.80  5.381240e+06
14   4qd6   8.64  4.529366e+06
15   4rfm  10.05  7.770344e+06
16   4cr9   4.10  3.288172e+06
17   4cra   7.22  6.896012e+06
18   4x6p   8.30  9.055756e+06
19   4crc   8.72  8.309626e+06
20   4ty7   9.52  7.987374e+06
21   5aba   2.98  5.391595e+06
22   5a7b   3.57  8.512822e+06
23   4agn   3.97  6.640676e+06
24   4agp   4.69  8.157474e+06
25   4agq   5.01  8.256181e+06
26   3bgz   6.26  6.647394e+06
27   3jya   6.89  4.601142e+06
28   2c3i   7.60  7.321095e+06
29   4k18   8.96  6.877051e+06
30   5dwr  11.22  8.739262e+06
31   3mss   4.66  4.595692e+06
32   3k5v   6.30  5.632720e+06
33   3pyy   6.86  6.607226e+06
34   2v7a   8.30  7.636330e+06
35   4twp  10.00  8.524161e+06
36   3wtj   6.53  5.589113e+06
37   3zdg   7.10  7.216994e+06
38   3u8k   8.66  7.213344e+06
39   4qac   9.40  8.442635e+06
40   3u8n  10.17  8.801071e+06
41   1a30   4.30  3.634845e+06
42   2qnq   6.11  1.167977e+07
43   1g2k   7.96  1.186916e+07
44   1eby   9.70  1.285332e+07
45   3o9i  11.82  1.138835e+07
46   4lzs   4.80  4.247567e+06
47   3u5j   5.61  5.796575e+06
48   4wiv   6.26  5.508144e+06
49   4ogj   6.79  4.555607e+06
50   3p5o   7.30  6.811551e+06
51   1ps3   2.28  3.397263e+06
52   3dx1   3.58  2.739208e+06
53   3d4z   4.89  3.925789e+06
54   3dx2   6.82  3.224719e+06
55   3ejr   8.57  7.378048e+06
56   3l7b   2.40  4.166913e+06
57   4eky   3.52  7.109260e+06
58   3g2n   4.09  5.055615e+06
59   3syr   5.10  4.274518e+06
60   3ebp   5.91  5.382063e+06
61   2w66   4.05  5.166867e+06
62   2w4x   4.85  2.914157e+06
63   2wca   5.60  4.650272e+06
64   2xj7   6.66  5.672044e+06
65   2vvn   7.30  5.811804e+06
66   3aru   3.22  4.241888e+06
67   3arv   5.64  4.964912e+06
68   3ary   6.00  2.895893e+06
69   3arq   6.40  4.493503e+06
70   3arp   7.15  8.881142e+06
71   4ih5   4.11  3.261130e+06
72   4ih7   5.24  6.157599e+06
73   3cj4   6.51  5.751254e+06
74   4eo8   8.15  6.590408e+06
75   3gnw   9.10  9.204415e+06
76   1gpk   5.37  6.243959e+06
77   1gpn   6.48  7.296216e+06
78   1h23   8.35  1.124835e+07
79   1h22   9.10  1.060597e+07
80   1e66   9.89  8.978601e+06
81   3f3a   4.19  5.202461e+06
82   3f3c   6.02  5.420342e+06
83   4mme   6.50  7.581316e+06
84   3f3d   7.16  3.874494e+06
85   3f3e   7.70  4.403548e+06
86   2wbg   4.45  6.667084e+06
87   2cbv   5.48  3.514903e+06
88   2j78   6.42  3.149695e+06
89   2j7h   7.19  3.161422e+06
90   2cet   8.02  6.681967e+06
91   3udh   2.85  4.089464e+06
92   3rsx   4.41  3.868428e+06
93   4djv   6.72  7.930200e+06
94   2vkm   8.74  1.517271e+07
95   4gid  10.77  1.548889e+07
96   4jfs   5.27  4.788287e+06
97   4j28   5.70  3.781022e+06
98   2wvt   6.12  3.366530e+06
99   2xii   7.20  6.717641e+06
100  4pcs   7.85  4.099311e+06
101  3rr4   4.55  5.261553e+06
102  1s38   5.15  4.117548e+06
103  1r5y   6.46  3.510365e+06
104  3gc5   7.26  5.841585e+06
105  3ge7   8.70  8.927086e+06
106  4dli   5.62  7.095753e+06
107  2zb1   6.32  9.061356e+06
108  4f9w   6.94  8.292642e+06
109  3e92   8.00  1.009162e+07
110  3e93   8.85  1.273762e+07
111  4owm   2.96  2.266694e+06
112  3twp   3.92  2.196447e+06
113  3r88   4.82  3.411756e+06
114  4gkm   5.17  5.387367e+06
115  3qqs   5.82  5.000462e+06
116  3gv9   2.12  1.729495e+06
117  3gr2   2.52  1.477026e+06
118  4kz6   3.10  2.808289e+06
119  4jxs   4.74  3.248226e+06
120  2r9w   5.10  4.465121e+06
121  2hb1   3.80  3.179412e+06
122  1bzc   4.92  5.018561e+06
123  2qbr   6.33  5.867760e+06
124  2qbq   7.44  6.561811e+06
125  2qbp   8.40  7.142416e+06
126  1q8t   4.76  5.276169e+06
127  1ydr   5.52  6.420439e+06
128  1q8u   5.96  6.680707e+06
129  1ydt   7.32  8.868662e+06
130  3ag9   8.05  4.221650e+06
131  3fcq   2.77  3.657207e+06
132  1z9g   5.64  4.236429e+06
133  1qf1   7.32  7.026465e+06
134  5tmn   8.04  5.650512e+06
135  4tmn  10.17  7.789303e+06
136  4ddk   2.29  3.729227e+06
137  4ddh   3.32  5.039410e+06
138  3ivg   4.30  8.841722e+06
139  3coz   5.57  6.385849e+06
140  3coy   6.02  7.308966e+06
141  3pxf   4.43  3.210449e+06
142  4eor   6.30  6.706619e+06
143  2xnb   6.83  7.274406e+06
144  1pxn   7.15  6.543960e+06
145  2fvd   8.52  6.630370e+06
146  4k77   6.63  5.241000e+06
147  4e5w   7.66  9.416698e+06
148  4ivb   8.72  6.484070e+06
149  4ivd   9.52  7.704317e+06
150  4ivc  10.00  7.573774e+06
151  4f09   6.70  5.887077e+06
152  4gfm   7.22  5.433636e+06
153  4hge   7.92  7.406620e+06
154  4e6q   8.36  8.022191e+06
155  4jia   9.22  7.066562e+06
156  2brb   4.86  6.055277e+06
157  2br1   5.14  6.169840e+06
158  3jvr   5.72  5.265336e+06
159  3jvs   6.54  5.920622e+06
160  1nvq   8.25  9.191342e+06
161  3acw   4.76  8.337280e+06
162  4ea2   6.44  1.034593e+07
163  2zcr   6.87  6.854611e+06
164  2zy1   7.40  5.719417e+06
165  2zcq   8.82  4.929758e+06
166  1bcu   3.28  3.189921e+06
167  3bv9   5.36  6.385524e+06
168  1oyt   7.24  8.316060e+06
169  2zda   8.40  8.183182e+06
170  3utu  10.92  9.957420e+06
171  3u9q   4.38  6.117552e+06
172  2yfe   6.63  7.765988e+06
173  3fur   8.00  9.651533e+06
174  3b1m   8.48  9.378628e+06
175  2p4y   9.00  1.118486e+07
176  3uo4   6.52  7.726303e+06
177  3up2   7.40  6.751019e+06
178  3e5a   8.23  8.284636e+06
179  2wtv   8.74  8.135155e+06
180  3myg  10.70  6.896094e+06
181  3kgp   2.57  2.825413e+06
182  1c5z   4.01  4.088782e+06
183  1o5b   5.77  5.054884e+06
184  1owh   7.40  5.228522e+06
185  1sqa   9.21  6.192348e+06
186  4jsz   2.30  1.714668e+06
187  3kwa   4.08  6.087473e+06
188  2weg   6.50  2.602952e+06
189  3ryj   7.80  3.101370e+06
190  3dd0   9.00  2.824611e+06
191  2xdl   3.10  5.650605e+06
192  3b27   5.16  3.524988e+06
193  1yc1   6.17  5.785435e+06
